Record Type,Sr No,Name of Security, Type of Security, Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,20MICRONS,EQ,13814,7995,57.88
20,2,21STCENMGM,EQ,5,3,60.00
20,3,3IINFOTECH,EQ,597570,405803,67.91
20,4,3MINDIA,EQ,930,635,68.28
20,5,3PLAND,EQ,3021,3021,100.00
20,6,5PAISA,EQ,889,595,66.93
20,7,63MOONS,EQ,194287,56315,28.99
20,8,824GS2027,GS,100,100,100.00
20,9,A2ZINFRA,EQ,442840,210650,47.57
20,10,AAKASH,SM,40000,24000,60.00
20,11,AARON,SM,9900,9900,100.00
20,12,AARTIDRUGS,EQ,9257,7648,82.62
20,13,AARTIIND,EQ,58145,30259,52.04
20,14,AARVEEDEN,EQ,3020,2255,74.67
20,15,AAVAS,EQ,21140,11871,56.15
20,16,ABAN,EQ,26978,16953,62.84
20,17,ABB,EQ,120958,91310,75.49
20,18,ABBOTINDIA,EQ,5450,2771,50.84
20,19,ABCAPITAL,EQ,1145998,530070,46.25
20,20,ABFRL,EQ,557471,267747,48.03
20,21,ABSLBANETF,EQ,25,25,100.00
20,22,ABSLFTSGRN,MF,1000,1000,100.00
20,23,ABSLRIF6RG,MF,10000,10000,100.00
20,24,ACC,EQ,481280,40505,8.42
20,25,ACCELYA,EQ,7341,4551,61.99
20,26,ACCURACY,SM,17600,11200,63.64
20,27,ACE,EQ,92700,22271,24.02
20,28,ACEINTEG,SM,3000,3000,100.00
20,29,ADANIENT,EQ,2542320,451342,17.75
20,30,ADANIGAS,EQ,380427,179001,47.05
20,31,ADANIGREEN,EQ,690735,286813,41.52
20,32,ADANIPORTS,EQ,3960881,1803666,45.54
20,33,ADANIPOWER,EQ,5425898,1055685,19.46
20,34,ADANITRANS,EQ,132743,73735,55.55
20,35,ADFFOODS,EQ,9739,4528,46.49
20,36,ADHUNIKIND,EQ,5380,5380,100.00
20,37,ADORWELD,EQ,1908,1455,76.26
20,38,ADVANIHOTR,EQ,8824,7748,87.81
20,39,ADVENZYMES,EQ,97896,29233,29.86
20,40,AEGISCHEM,EQ,183071,119800,65.44
