Record Type,Sr No,Name of Security, Type of Security, Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,20MICRONS,EQ,19014,12289,64.63
20,2,21STCENMGM,EQ,137,136,99.27
20,3,3IINFOTECH,EQ,1297934,922687,71.09
20,4,3MINDIA,EQ,912,586,64.25
20,5,3PLAND,EQ,1013,1011,99.80
20,6,5PAISA,EQ,12779,8723,68.26
20,7,63MOONS,EQ,176495,78271,44.35
20,8,824GS2027,GS,200,200,100.00
20,9,8KMILES,EQ,421508,223512,53.03
20,10,A2ZINFRA,EQ,747762,631889,84.50
20,11,AARON,SM,9000,9000,100.00
20,12,AARTIDRUGS,EQ,5902,4510,76.41
20,13,AARTIIND,EQ,41540,35947,86.54
20,14,AARVEEDEN,EQ,4540,1802,39.69
20,15,AAVAS,EQ,46525,40075,86.14
20,16,ABAN,EQ,85338,54418,63.77
20,17,ABB,EQ,62557,17735,28.35
20,18,ABBOTINDIA,EQ,7720,7024,90.98
20,19,ABCAPITAL,EQ,1318168,707025,53.64
20,20,ABFRL,EQ,193974,114515,59.04
20,21,ABINFRA,ST,4000,4000,100.00
20,22,ABSLNN50ET,EQ,62,50,80.65
20,23,ABSLRIF6RG,MF,8500,8500,100.00
20,24,ACC,EQ,594470,145170,24.42
20,25,ACCELYA,EQ,7440,6178,83.04
20,26,ACCURACY,SM,1600,1600,100.00
20,27,ACE,EQ,63818,43703,68.48
20,28,ADANIENT,EQ,5403438,738537,13.67
20,29,ADANIGAS,EQ,346275,158010,45.63
20,30,ADANIGREEN,EQ,671080,398362,59.36
20,31,ADANIPORTS,EQ,4748109,1757153,37.01
20,32,ADANIPOWER,EQ,9184835,1430151,15.57
20,33,ADANITRANS,EQ,59323,21359,36.00
20,34,ADFFOODS,EQ,18401,4695,25.51
20,35,ADHUNIK,EQ,64479,58592,90.87
20,36,ADHUNIKIND,EQ,23369,9777,41.84
20,37,ADLABS,EQ,57974,49469,85.33
20,38,ADORWELD,EQ,1921,1666,86.73
20,39,ADROITINFO,EQ,8028,6795,84.64
20,40,ADSL,EQ,13855,9367,67.61
20,41,ADVANIHOTR,EQ,5723,3231,56.46
20,42,ADVENZYMES,EQ,20596,10825,52.56
20,43,AEGISCHEM,EQ,81508,43509,53.38
20,44,AGARIND,EQ,3854,2846,73.85
20,45,AGCNET,EQ,2060,1310,63.59
20,46,AGLSL,EQ,2618,1946,74.33
20,47,AGRITECH,EQ,7707,5133,66.60
20,48,AHLEAST,EQ,243,175,72.02
20,49,AHLUCONT,EQ,2348,1634,69.59
20,50,AHLWEST,EQ,487,387,79.47
20,51,AIAENG,EQ,8410,4043,48.07
20,52,AIONJSW,EQ,25047,15730,62.80
20,53,AIRAN,EQ,1434,1128,78.66
20,54,AIROLAM,SM,3000,3000,100.00
20,55,AISL,SM,12000,8400,70.00
20,56,AJANTPHARM,EQ,65761,38264,58.19
20,57,AJMERA,EQ,30386,14792,48.68
20,58,AJOONI,SM,4000,4000,100.00
20,59,AKSHARCHEM,EQ,1218,738,60.59
20,60,AKSHOPTFBR,EQ,243092,155005,63.76
20,61,AKZOINDIA,EQ,2945,2229,75.69
20,62,ALANKIT,EQ,374320,88553,23.66
20,63,ALBERTDAVD,EQ,961,836,86.99
20,64,ALBK,EQ,2042252,551493,27.00
20,65,ALEMBICLTD,EQ,148315,93790,63.24
20,66,ALICON,EQ,461,411,89.15
20,67,ALKALI,EQ,5038,3033,60.20
20,68,ALKEM,EQ,6231,2912,46.73
20,69,ALKYLAMINE,EQ,8760,4360,49.77
20,70,ALLCARGO,EQ,75921,48664,64.10
20,71,ALLSEC,EQ,5304,3379,63.71
20,72,ALMONDZ,EQ,1669,1395,83.58
20,73,ALOKTEXT,EQ,6488380,3724063,57.40
20,74,ALPA,EQ,36042,24080,66.81
20,75,ALPHAGEO,EQ,10152,6009,59.19
20,76,AMARAJABAT,EQ,950507,316986,33.35
20,77,AMBER,EQ,7570,4813,63.58
20,78,AMBIKCO,EQ,9308,6435,69.13
20,79,AMBUJACEM,EQ,1690968,595811,35.23
20,80,AMDIND,EQ,7490,5713,76.28
20,81,AMJLAND,EQ,15415,10852,70.40
20,82,AMRUTANJAN,EQ,8347,6432,77.06
20,83,ANANTRAJ,EQ,216267,127905,59.14
20,84,ANDHRABANK,EQ,1269334,774646,61.03
20,85,ANDHRACEMT,EQ,44128,44126,100.00
20,86,ANDHRSUGAR,EQ,20386,10349,50.77
20,87,ANIKINDS,EQ,8519,4879,57.27
20,88,ANSALAPI,EQ,40915,32475,79.37
20,89,ANSALHSG,EQ,14662,11707,79.85
20,90,ANUP,EQ,2458,2275,92.55
20,91,APARINDS,EQ,3951,2781,70.39
20,92,APCL,EQ,8971,6402,71.36
20,93,APCOTEXIND,EQ,7955,4372,54.96
20,94,APEX,EQ,25807,7257,28.12
20,95,APLAPOLLO,EQ,21358,16660,78.00
20,96,APLLTD,EQ,14453,5104,35.31
20,97,APOLLO,EQ,26202,15218,58.08
20,98,APOLLOHOSP,EQ,398286,73207,18.38
20,99,APOLLOTYRE,EQ,3311058,1081176,32.65
20,100,APOLSINHOT,EQ,324,257,79.32
20,101,APTECHT,EQ,1087359,160086,14.72
20,102,ARCHIDPLY,EQ,6243,5772,92.46
20,103,ARCHIES,EQ,21284,10290,48.35
20,104,ARCOTECH,EQ,45065,35741,79.31
20,105,ARIES,EQ,17164,11478,66.87
20,106,ARIHANT,EQ,42,42,100.00
20,107,ARIHANTSUP,EQ,38148,30912,81.03
20,108,ARMANFIN,EQ,4697,3840,81.75
20,109,AROGRANITE,EQ,5498,3702,67.33
20,110,ARROWTEX,EQ,1794,1540,85.84
20,111,ARSHIYA,EQ,19163,13467,70.28
20,112,ARSSINFRA,EQ,4855,3866,79.63
20,113,ARTNIRMAN,SM,12000,12000,100.00
20,114,ARVIND,EQ,5193665,466326,8.98
20,115,ARVINDFASN,EQ,78928,72732,92.15
20,116,ARVSMART,EQ,10541,7190,68.21
20,117,ASAHIINDIA,EQ,6524,5709,87.51
20,118,ASAHISONG,EQ,518,467,90.15
20,119,ASAL,EQ,1449,810,55.90
20,120,ASHAPURMIN,EQ,7564,7564,100.00
20,121,ASHIANA,EQ,12815,9742,76.02
20,122,ASHIMASYN,EQ,17682,16236,91.82
20,123,ASHOKA,EQ,1232246,1156374,93.84
20,124,ASHOKLEY,EQ,29917145,7420598,24.80
20,125,ASIANHOTNR,EQ,2852,381,13.36
20,126,ASIANPAINT,EQ,7400250,2119995,28.65
20,127,ASIANTILES,EQ,55387,22836,41.23
20,128,ASPINWALL,EQ,824,813,98.67
20,129,ASTEC,EQ,19568,8750,44.72
20,130,ASTERDM,EQ,31558,15998,50.69
20,131,ASTRAL,EQ,20780,14773,71.09
20,132,ASTRAMICRO,EQ,50190,35277,70.29
20,133,ASTRAZEN,EQ,6630,3447,51.99
20,134,ASTRON,EQ,219160,84717,38.66
20,135,ATFL,EQ,5189,3941,75.95
20,136,ATLANTA,EQ,13537,7248,53.54
20,137,ATUL,EQ,11020,5785,52.50
20,138,ATULAUTO,EQ,14205,11137,78.40
20,139,AUBANK,EQ,213735,158442,74.13
20,140,AURIONPRO,EQ,11321,6137,54.21
20,141,AUROPHARMA,EQ,1988213,436102,21.93
20,142,AUSOMENT,EQ,2431,1936,79.64
20,143,AUTOAXLES,EQ,5276,2714,51.44
