Record Type,Sr No,Name of Security, Type of Security, Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,20MICRONS,EQ,77060,41517,53.88
20,2,3IINFOTECH,EQ,461520,248660,53.88
20,3,3MINDIA,EQ,517,290,56.09
20,4,3PLAND,EQ,101,101,100.00
20,5,5PAISA,EQ,3711,2678,72.16
20,6,63MOONS,EQ,259452,60038,23.14
20,7,8KMILES,EQ,492230,106099,21.55
20,8,A2ZINFRA,EQ,128562,102311,79.58
20,9,AARON,SM,12000,6000,50.00
20,10,AARTIDRUGS,EQ,3283,1701,51.81
20,11,AARTIIND,EQ,13244,4684,35.37
20,12,AARVEEDEN,EQ,5320,3644,68.50
20,13,AAVAS,EQ,15420,6101,39.57
20,14,ABAN,EQ,412633,78475,19.02
20,15,ABB,EQ,66089,24910,37.69
20,16,ABBOTINDIA,EQ,968,624,64.46
20,17,ABCAPITAL,EQ,968494,353592,36.51
20,18,ABFRL,EQ,680668,402122,59.08
20,19,ABSLNN50ET,EQ,202,187,92.57
20,20,ACC,EQ,840791,199769,23.76
20,21,ACCELYA,EQ,817,555,67.93
20,22,ACE,EQ,307306,91392,29.74
20,23,ADANIENT,EQ,4726656,656893,13.90
20,24,ADANIGAS,EQ,501670,164957,32.88
20,25,ADANIGREEN,EQ,105166,65855,62.62
20,26,ADANIPORTS,EQ,1233249,102905,8.34
20,27,ADANIPOWER,EQ,6302024,782027,12.41
20,28,ADANITRANS,EQ,66954,27772,41.48
20,29,ADFFOODS,EQ,19989,8145,40.75
20,30,ADHUNIK,EQ,19693,19693,100.00
20,31,ADHUNIKIND,EQ,284,262,92.25
20,32,ADLABS,EQ,90157,51359,56.97
20,33,ADORWELD,EQ,15067,5666,37.61
20,34,ADROITINFO,EQ,2314,2224,96.11
20,35,ADSL,EQ,13904,8842,63.59
20,36,ADVANIHOTR,EQ,1880,1376,73.19
20,37,ADVENZYMES,EQ,46311,29505,63.71
20,38,AEGISCHEM,EQ,98426,28827,29.29
20,39,AGARIND,EQ,2254,1408,62.47
20,40,AGCNET,EQ,684,487,71.20
20,41,AGLSL,EQ,4281,2574,60.13
20,42,AGROPHOS,SM,102000,72000,70.59
20,43,AHLEAST,EQ,1475,1001,67.86
20,44,AHLUCONT,EQ,25217,10800,42.83
20,45,AHLWEST,EQ,1471,50,3.40
20,46,AIAENG,EQ,9131,1053,11.53
20,47,AIFL,EQ,1190363,281222,23.62
20,48,AIONJSW,EQ,33527,26547,79.18
20,49,AJANTPHARM,EQ,114936,8952,7.79
20,50,AJMERA,EQ,335053,63206,18.86
20,51,AJOONI,SM,4000,4000,100.00
20,52,AKASH,SM,6000,2000,33.33
20,53,AKSHARCHEM,EQ,502,387,77.09
20,54,AKSHOPTFBR,EQ,298331,136989,45.92
20,55,AKZOINDIA,EQ,8460,3456,40.85
20,56,ALANKIT,EQ,314282,61413,19.54
20,57,ALBERTDAVD,EQ,4906,2994,61.03
20,58,ALBK,EQ,3600205,854161,23.73
20,59,ALEMBICLTD,EQ,107024,45346,42.37
20,60,ALICON,EQ,1877,1584,84.39
20,61,ALKALI,EQ,1080,719,66.57
20,62,ALKEM,EQ,25417,10123,39.83
20,63,ALKYLAMINE,EQ,10218,7479,73.19
20,64,ALLCARGO,EQ,38570,23347,60.53
20,65,ALLSEC,EQ,3366,2085,61.94
20,66,ALMONDZ,EQ,943,660,69.99
20,67,ALOKTEXT,EQ,1334718,951865,71.32
20,68,ALPA,EQ,6845,4058,59.28
20,69,ALPHAGEO,EQ,1301,806,61.95
20,70,AMARAJABAT,EQ,189588,40510,21.37
20,71,AMBANIORG,SM,4000,4000,100.00
20,72,AMBER,EQ,898,523,58.24
20,73,AMBIKCO,EQ,748,458,61.23
20,74,AMBUJACEM,EQ,1594627,337282,21.15
20,75,AMDIND,EQ,1830,1221,66.72
20,76,AMJLAND,EQ,6388,1118,17.50
20,77,AMRUTANJAN,EQ,62764,14754,23.51
20,78,ANANTRAJ,EQ,792327,447625,56.49
20,79,ANDHRABANK,EQ,871331,355319,40.78
20,80,ANDHRACEMT,EQ,39298,28311,72.04
20,81,ANDHRSUGAR,EQ,8878,4309,48.54
20,82,ANIKINDS,EQ,2698,1443,53.48
20,83,ANSALAPI,EQ,21715,13555,62.42
20,84,ANSALHSG,EQ,32474,20290,62.48
20,85,APARINDS,EQ,2470,588,23.81
20,86,APCL,EQ,313,155,49.52
20,87,APCOTEXIND,EQ,1224,808,66.01
20,88,APEX,EQ,23638,12353,52.26
20,89,APLAPOLLO,EQ,11241,4497,40.01
20,90,APLLTD,EQ,24980,4643,18.59
20,91,APOLLO,EQ,13156,6665,50.66
20,92,APOLLOHOSP,EQ,292677,29160,9.96
20,93,APOLLOTYRE,EQ,1125991,127543,11.33
20,94,APOLSINHOT,EQ,13055,5339,40.90
20,95,APTECHT,EQ,208087,37628,18.08
20,96,ARCHIDPLY,EQ,7883,5484,69.57
20,97,ARCHIES,EQ,117772,65245,55.40
20,98,ARCOTECH,EQ,34806,28266,81.21
20,99,ARIES,EQ,38791,24057,62.02
20,100,ARIHANT,EQ,1579,470,29.77
20,101,ARIHANTSUP,EQ,29243,13852,47.37
20,102,ARMANFIN,EQ,940,672,71.49
20,103,AROGRANITE,EQ,5837,4150,71.10
20,104,ARROWGREEN,EQ,19815,13413,67.69
20,105,ARROWTEX,EQ,1873,1573,83.98
20,106,ARSHIYA,EQ,192754,92539,48.01
20,107,ARVIND,EQ,1507945,320037,21.22
20,108,ARVSMART,EQ,103273,31652,30.65
20,109,ASAHIINDIA,EQ,24394,12555,51.47
20,110,ASAHISONG,EQ,1578,1148,72.75
20,111,ASAL,EQ,96762,44852,46.35
20,112,ASHAPURMIN,EQ,39556,21985,55.58
20,113,ASHIANA,EQ,42251,23103,54.68
20,114,ASHIMASYN,EQ,52962,28337,53.50
20,115,ASHOKA,EQ,68820,29499,42.86
20,116,ASHOKLEY,EQ,13384173,2377197,17.76
20,117,ASIANHOTNR,EQ,6311,2701,42.80
20,118,ASIANPAINT,EQ,664707,352333,53.01
20,119,ASIANTILES,EQ,95183,53649,56.36
20,120,ASPINWALL,EQ,1822,1797,98.63
20,121,ASTEC,EQ,1335,935,70.04
20,122,ASTERDM,EQ,104467,81493,78.01
20,123,ASTRAL,EQ,5383,2309,42.89
20,124,ASTRAMICRO,EQ,163376,58375,35.73
20,125,ASTRAZEN,EQ,2448,1075,43.91
20,126,ASTRON,EQ,222026,82286,37.06
20,127,ATFL,EQ,21233,16360,77.05
20,128,ATLANTA,EQ,123495,7724,6.25
20,129,ATUL,EQ,12907,4509,34.93
20,130,ATULAUTO,EQ,1016469,137787,13.56
20,131,AUBANK,EQ,344616,147318,42.75
20,132,AURDIS,SM,4000,4000,100.00
20,133,AURIONPRO,EQ,5779,3714,64.27
20,134,AUROPHARMA,EQ,1340165,284766,21.25
20,135,AUSOMENT,EQ,4986,1668,33.45
20,136,AUTOAXLES,EQ,11213,3720,33.18
20,137,AUTOIND,EQ,469991,118754,25.27
20,138,AUTOLITIND,EQ,49085,24461,49.83
20,139,AVADHSUGAR,EQ,9398,2559,27.23
20,140,AVANTIFEED,EQ,122801,24402,19.87
20,141,AVG,SM,27600,18000,65.22
20,142,AVTNPL,EQ,9378,7510,80.08
20,143,AXISBANK,EQ,12179223,1364047,11.20
20,144,AXISCADES,EQ,25942,10481,40.40
20,145,AXISGOLD,EQ,138,76,55.07
20,146,AXISNIFTY,EQ,97,84,86.60
20,147,AYMSYNTEX,EQ,18353,15671,85.39
20,148,BAFNAPHARM,EQ,7430,5771,77.67
20,149,BAGFILMS,EQ,202343,147939,73.11
20,150,BAJAJ-AUTO,EQ,304150,27401,9.01
20,151,BAJAJCORP,EQ,25730,14994,58.27
20,152,BAJAJELEC,EQ,322326,71851,22.29
20,153,BAJAJFINSV,EQ,141821,24254,17.10
20,154,BAJAJHIND,EQ,1855586,1205438,64.96
20,155,BAJAJHLDNG,EQ,56276,52597,93.46
20,156,BAJFINANCE,EQ,917872,159441,17.37
20,157,BALAJITELE,EQ,27396,12451,45.45
20,158,BALAMINES,EQ,8393,4900,58.38
20,159,BALKRISHNA,EQ,5076,2016,39.72
20,160,BALKRISIND,EQ,597058,87221,14.61
20,161,BALLARPUR,EQ,218014,150978,69.25
20,162,BALMLAWRIE,EQ,43325,23971,55.33
20,163,BALPHARMA,EQ,14048,6175,43.96
20,164,BALRAMCHIN,EQ,1612055,288722,17.91
20,165,BANARBEADS,EQ,6224,1706,27.41
20,166,BANARISUG,EQ,206,123,59.71
20,167,BANCOINDIA,EQ,27561,18009,65.34
20,168,BANDHANBNK,EQ,589317,175430,29.77
20,169,BANG,EQ,116222,12277,10.56
20,170,BANKBARODA,EQ,23311973,2317091,9.94
20,171,BANKBEES,EQ,4539,2454,54.06
20,172,BANKINDIA,EQ,11779714,1321899,11.22
20,173,BANSAL,SM,83000,72000,86.75
20,174,BANSWRAS,EQ,2784,1778,63.86
20,175,BARTRONICS,EQ,7800,6160,78.97
20,176,BASF,EQ,7328,3308,45.14
20,177,BASML,EQ,24,15,62.50
20,178,BATAINDIA,EQ,314687,31733,10.08
20,179,BAYERCROP,EQ,1904,1124,59.03
20,180,BBL,EQ,3069,1296,42.23
20,181,BBTC,EQ,44727,7936,17.74
20,182,BBTCL,SM,3000,3000,100.00
20,183,BCG,EQ,378399,272292,71.96
20,184,BDL,EQ,13973,7266,52.00
20,185,BEARDSELL,EQ,11388,5968,52.41
20,186,BEL,EQ,3492676,761459,21.80
20,187,BEML,EQ,1644698,86545,5.26
20,188,BEPL,EQ,318931,123079,38.59
20,189,BERGEPAINT,EQ,277826,36347,13.08
20,190,BETA,SM,800,800,100.00
20,191,BFINVEST,EQ,303491,58066,19.13
20,192,BFUTILITIE,EQ,1018213,197015,19.35
20,193,BGRENERGY,EQ,43839,27385,62.47
20,194,BHAGERIA,EQ,2595,1366,52.64
20,195,BHAGYANGR,EQ,14188,7523,53.02
20,196,BHAGYAPROP,EQ,27,2,7.41
20,197,BHANDARI,EQ,118092,90224,76.40
20,198,BHARATFIN,EQ,143507,7529,5.25
20,199,BHARATFORG,EQ,639790,75212,11.76
20,200,BHARATGEAR,EQ,8157,3952,48.45
20,201,BHARATRAS,EQ,319,176,55.17
20,202,BHARATWIRE,EQ,1431857,536706,37.48
20,203,BHARTIARTL,EQ,5513123,528285,9.58
20,204,BHEL,EQ,6440421,972389,15.10
20,205,BIGBLOC,EQ,12402,4841,39.03
20,206,BIL,EQ,3800,1488,39.16
20,207,BILENERGY,EQ,54461,51153,93.93
20,208,BINANIIND,EQ,24172,12017,49.71
20,209,BINDALAGRO,EQ,201532,154892,76.86
20,210,BIOCON,EQ,750924,80687,10.75
20,211,BIRLACABLE,EQ,145819,44325,30.40
20,212,BIRLACORPN,EQ,65788,36372,55.29
20,213,BIRLAMONEY,EQ,41908,20434,48.76
20,214,BKMINDST,EQ,10081,5663,56.17
20,215,BLBLIMITED,EQ,31561,26037,82.50
20,216,BLISSGVS,EQ,597113,69721,11.68
20,217,BLKASHYAP,EQ,144451,116459,80.62
20,218,BLS,EQ,20108,12701,63.16
20,219,BLUEBLENDS,EQ,4348,3898,89.65
20,220,BLUEDART,EQ,3533,1620,45.85
20,221,BLUEDART,N3,3000,3000,100.00
20,222,BLUESTARCO,EQ,7084,3698,52.20
20,223,BODALCHEM,EQ,34622,18340,52.97
20,224,BOHRA,SM,38000,26000,68.42
20,225,BOMDYEING,EQ,740191,299944,40.52
20,226,BOROSIL,EQ,34347,12133,35.32
20,227,BOSCHLTD,EQ,4603,1386,30.11
20,228,BPCL,EQ,1552711,227983,14.68
20,229,BPL,EQ,115101,31902,27.72
20,230,BRFL,EQ,150444,125639,83.51
20,231,BRIGADE,EQ,85328,25091,29.41
20,232,BRIGHT,SM,57000,24000,42.11
20,233,BRITANNIA,EQ,140863,55321,39.27
20,234,BRNL,EQ,8679,6249,72.00
20,235,BROOKS,EQ,31575,23143,73.30
20,236,BSE,EQ,65090,41682,64.04
20,237,BSELINFRA,EQ,54398,33007,60.68
20,238,BSHSL,SM,2000,2000,100.00
20,239,BSL,EQ,1070,626,58.50
20,240,BSLGOLDETF,EQ,85,53,62.35
20,241,BSLNIFTY,EQ,112,112,100.00
20,242,BURNPUR,EQ,84901,65186,76.78
20,243,BUTTERFLY,EQ,490771,102994,20.99
20,244,BYKE,EQ,38495,22745,59.09
20,245,CADILAHC,EQ,692062,176480,25.50
20,246,CALSOFT,EQ,83836,64838,77.34
20,247,CAMLINFINE,EQ,130874,61975,47.35
20,248,CANBK,EQ,5419071,451029,8.32
20,249,CANDC,EQ,59282,37145,62.66
20,250,CANFINHOME,EQ,797818,139619,17.50
20,251,CANTABIL,EQ,22490,9390,41.75
20,252,CAPACITE,EQ,10839,5850,53.97
20,253,CAPLIPOINT,EQ,8754,4218,48.18
20,254,CARBORUNIV,EQ,13802,10824,78.42
20,255,CAREERP,EQ,3720,1924,51.72
20,256,CARERATING,EQ,21965,6753,30.74
20,257,CASTEXTECH,EQ,74768,57839,77.36
20,258,CASTROLIND,EQ,293473,122387,41.70
20,259,CCHHL,EQ,6609,5203,78.73
20,260,CCL,EQ,6114,3672,60.06
20,261,CDSL,EQ,212608,110360,51.91
20,262,CEATLTD,EQ,294382,16828,5.72
20,263,CELEBRITY,EQ,2964,1885,63.60
20,264,CELESTIAL,EQ,22762,19277,84.69
20,265,CENTENKA,EQ,18296,13153,71.89
20,266,CENTEXT,EQ,191168,147192,77.00
20,267,CENTRALBK,EQ,938962,384503,40.95
20,268,CENTRUM,EQ,233505,107286,45.95
20,269,CENTUM,EQ,436,230,52.75
20,270,CENTURYPLY,EQ,138994,90938,65.43
20,271,CENTURYTEX,EQ,315496,19222,6.09
20,272,CERA,EQ,4377,3262,74.53
20,273,CEREBRAINT,EQ,394614,367861,93.22
20,274,CES1RPG,MF,2500,2500,100.00
20,275,CESC,EQ,263788,51293,19.44
20,276,CGCL,EQ,397117,29378,7.40
20,277,CGPOWER,EQ,6173722,1032390,16.72
20,278,CHAMBLFERT,EQ,52242,18176,34.79
20,279,CHEMFAB,EQ,5814,3240,55.73
20,280,CHENNPETRO,EQ,486310,95560,19.65
20,281,CHOLAFIN,EQ,97211,15781,16.23
20,282,CHROMATIC,EQ,10208,10208,100.00
20,283,CIGNITITEC,EQ,47858,26910,56.23
20,284,CIMMCO,EQ,184687,95033,51.46
20,285,CINELINE,EQ,13756,11983,87.11
20,286,CINEVISTA,EQ,206,206,100.00
20,287,CIPLA,EQ,1361809,489802,35.97
20,288,CLEDUCATE,EQ,312,307,98.40
20,289,CLNINDIA,EQ,4848,2797,57.69
20,290,CMICABLES,EQ,278865,63274,22.69
20,291,CMMIPL,SM,6000,6000,100.00
20,292,CNOVAPETRO,EQ,86,25,29.07
20,293,COALINDIA,EQ,2227003,811718,36.45
20,294,COCHINSHIP,EQ,51413,35827,69.68
20,295,COFFEEDAY,EQ,126021,49281,39.11
20,296,COLPAL,EQ,534537,211440,39.56
20,297,COMPINFO,EQ,19821,12685,64.00
20,298,COMPUSOFT,EQ,10783,8627,80.01
20,299,CONCOR,EQ,455871,104641,22.95
20,300,CONTROLPR,EQ,960,545,56.77
20,301,CORALFINAC,EQ,8094,2858,35.31
20,302,CORDSCABLE,EQ,11026,5640,51.15
20,303,COROMANDEL,EQ,39632,24338,61.41
20,304,CORPBANK,EQ,350749,163220,46.53
20,305,COSMOFILMS,EQ,8253,4543,55.05
20,306,COUNCODOS,EQ,82513,68030,82.45
20,307,COX&KINGS,EQ,16390,9211,56.20
20,308,CPSEETF,EQ,1391657,1109325,79.71
20,309,CREATIVE,SM,3200,3200,100.00
20,310,CREDITACC,EQ,36817,14925,40.54
20,311,CREST,EQ,8793,7962,90.55
20,312,CRISIL,EQ,1390,797,57.34
20,313,CRMFGETF,EQ,5,5,100.00
20,314,CROMPTON,EQ,630439,276450,43.85
20,315,CTE,EQ,3572,2244,62.82
20,316,CUB,EQ,151344,56310,37.21
20,317,CUMMINSIND,EQ,244269,84578,34.62
20,318,CUPID,EQ,34466,17262,50.08
20,319,CYBERTECH,EQ,2540,1791,70.51
20,320,CYIENT,EQ,20880,7357,35.23
20,321,DAAWAT,EQ,211992,90099,42.50
20,322,DABUR,EQ,1617567,629514,38.92
20,323,DALMIASUG,EQ,59450,19137,32.19
20,324,DAMODARIND,EQ,2871,2760,96.13
20,325,DANGEE,SM,8000,4800,60.00
20,326,DATAMATICS,EQ,234612,109312,46.59
20,327,DBCORP,EQ,14570,6664,45.74
20,328,DBL,EQ,222676,61568,27.65
20,329,DBREALTY,EQ,3130843,799892,25.55
20,330,DCAL,EQ,69419,49009,70.60
20,331,DCBBANK,EQ,1068407,126031,11.80
20,332,DCM,EQ,8412,4989,59.31
20,333,DCMSHRIRAM,EQ,39705,12769,32.16
20,334,DCW,EQ,109472,84256,76.97
20,335,DECCANCE,EQ,2859,2203,77.05
20,336,DEEPAKFERT,EQ,167802,54705,32.60
20,337,DEEPAKNTR,EQ,117461,52636,44.81
20,338,DEEPIND,EQ,3988,1561,39.14
20,339,DELTACORP,EQ,783921,198605,25.33
20,340,DEN,EQ,26730,20418,76.39
20,341,DENABANK,EQ,4763349,1928454,40.49
20,342,DENORA,EQ,458,300,65.50
20,343,DEVIT,SM,3000,3000,100.00
