Record Type,Sr No,Name of Security, Type of Security, Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,20MICRONS,EQ,26736,9387,35.11
20,2,21STCENMGM,EQ,197,185,93.91
20,3,3IINFOTECH,EQ,3063325,1132489,36.97
20,4,3MINDIA,EQ,1059,639,60.34
20,5,3PLAND,EQ,87,71,81.61
20,6,5PAISA,EQ,3070,2140,69.71
20,7,63MOONS,EQ,143124,54522,38.09
20,8,8KMILES,EQ,80054,33491,41.84
20,9,A2ZINFRA,EQ,644194,495880,76.98
20,10,AARON,SM,9000,6000,66.67
20,11,AARTIDRUGS,EQ,2456,1844,75.08
20,12,AARVEEDEN,EQ,767,619,80.70
20,13,AAVAS,EQ,9166,4852,52.93
20,14,ABAN,EQ,35840,18778,52.39
20,15,ABB,EQ,38784,9801,25.27
20,16,ABBOTINDIA,EQ,9218,8292,89.95
20,17,ABCAPITAL,EQ,766853,436974,56.98
20,18,ABFRL,EQ,792499,576148,72.70
20,19,ABINFRA,ST,112000,112000,100.00
20,20,ABSLNN50ET,EQ,900,900,100.00
20,21,ABSLRIF6RG,MF,6000,6000,100.00
20,22,ACC,EQ,572210,65912,11.52
20,23,ACCELYA,EQ,1261,705,55.91
20,24,ACCURACY,SM,1600,1600,100.00
20,25,ACE,EQ,50987,35507,69.64
20,26,ADANIENT,EQ,6678610,541963,8.11
20,27,ADANIGAS,EQ,277761,105911,38.13
20,28,ADANIGREEN,EQ,1510070,447324,29.62
20,29,ADANIPORTS,EQ,2818537,1099524,39.01
20,30,ADANIPOWER,EQ,23842359,1361800,5.71
20,31,ADANITRANS,EQ,25242,11961,47.39
20,32,ADFFOODS,EQ,20805,10752,51.68
20,33,ADHUNIK,EQ,86751,71679,82.63
20,34,ADHUNIKIND,EQ,19754,17305,87.60
20,35,ADLABS,EQ,116583,78770,67.57
20,36,ADORWELD,EQ,1790,831,46.42
20,37,ADROITINFO,EQ,2889,2531,87.61
20,38,ADSL,EQ,20890,13104,62.73
20,39,ADVANIHOTR,EQ,1861,1628,87.48
20,40,ADVENZYMES,EQ,87251,46013,52.74
20,41,AEGISCHEM,EQ,75036,44704,59.58
20,42,AGARIND,EQ,8194,4694,57.29
20,43,AGCNET,EQ,376,281,74.73
20,44,AGLSL,EQ,107,105,98.13
20,45,AGRITECH,EQ,5823,2677,45.97
20,46,AHLEAST,EQ,255,230,90.20
20,47,AHLUCONT,EQ,3313,1510,45.58
20,48,AHLWEST,EQ,117,114,97.44
20,49,AIAENG,EQ,12440,7587,60.99
20,50,AIONJSW,EQ,58685,26547,45.24
20,51,AIRAN,EQ,155758,133984,86.02
20,52,AISL,SM,7200,4800,66.67
20,53,AJANTPHARM,EQ,201520,89147,44.24
20,54,AJMERA,EQ,20437,9387,45.93
20,55,AJOONI,SM,8000,8000,100.00
20,56,AKASH,SM,4000,0,0.00
20,57,AKSHARCHEM,EQ,1552,1035,66.69
20,58,AKSHOPTFBR,EQ,332125,157917,47.55
20,59,AKZOINDIA,EQ,1115,495,44.39
20,60,ALANKIT,EQ,386463,75602,19.56
20,61,ALBERTDAVD,EQ,1595,1135,71.16
20,62,ALBK,EQ,1888026,254878,13.50
20,63,ALEMBICLTD,EQ,93250,67754,72.66
20,64,ALICON,EQ,891,586,65.77
20,65,ALKALI,EQ,5615,3845,68.48
20,66,ALKEM,EQ,9710,5069,52.20
20,67,ALKYLAMINE,EQ,1691,1147,67.83
20,68,ALLCARGO,EQ,40511,23779,58.70
20,69,ALLSEC,EQ,14472,13594,93.93
20,70,ALMONDZ,EQ,1427,1014,71.06
20,71,ALOKTEXT,EQ,3666222,2262462,61.71
20,72,ALPA,EQ,16886,10919,64.66
20,73,ALPHAGEO,EQ,2814,1863,66.20
20,74,AMARAJABAT,EQ,641637,74574,11.62
20,75,AMBER,EQ,6903,3992,57.83
20,76,AMBIKCO,EQ,2218,1671,75.34
20,77,AMBUJACEM,EQ,2316539,542844,23.43
20,78,AMDIND,EQ,4167,3550,85.19
20,79,AMJLAND,EQ,11731,11178,95.29
20,80,AMJUMBO,SM,48000,32000,66.67
20,81,AMRUTANJAN,EQ,14317,7798,54.47
20,82,ANANTRAJ,EQ,201795,69403,34.39
20,83,ANDHRABANK,EQ,364192,169853,46.64
20,84,ANDHRACEMT,EQ,35203,22617,64.25
20,85,ANDHRSUGAR,EQ,45434,21573,47.48
20,86,ANIKINDS,EQ,3275,3198,97.65
20,87,ANSALAPI,EQ,21146,15245,72.09
20,88,ANSALHSG,EQ,31978,18599,58.16
20,89,ANUP,EQ,3586,2740,76.41
20,90,APARINDS,EQ,9414,4767,50.64
20,91,APCL,EQ,3986,1532,38.43
20,92,APCOTEXIND,EQ,3384,1806,53.37
20,93,APEX,EQ,37659,14906,39.58
20,94,APLAPOLLO,EQ,6820,3147,46.14
20,95,APLLTD,EQ,24659,7423,30.10
20,96,APOLLO,EQ,8018,5308,66.20
20,97,APOLLOHOSP,EQ,1433514,445256,31.06
20,98,APOLLOTYRE,EQ,861265,163413,18.97
20,99,APOLSINHOT,EQ,1720,1690,98.26
20,100,APTECHT,EQ,116327,25258,21.71
20,101,ARCHIDPLY,EQ,7549,4996,66.18
20,102,ARCHIES,EQ,7065,5676,80.34
20,103,ARCOTECH,EQ,227305,218073,95.94
20,104,ARIES,EQ,30380,21615,71.15
20,105,ARIHANT,EQ,22,1,4.55
20,106,ARIHANTSUP,EQ,27321,21520,78.77
20,107,ARMANFIN,EQ,11146,8205,73.61
20,108,AROGRANITE,EQ,2947,2360,80.08
20,109,ARROWTEX,EQ,2410,1689,70.08
20,110,ARSHIYA,EQ,61410,53052,86.39
20,111,ARSSINFRA,EQ,15970,11994,75.10
20,112,ARTEDZ,SM,234000,234000,100.00
20,113,ARVIND,EQ,5350540,975506,18.23
20,114,ARVINDFASN,EQ,17315,12675,73.20
20,115,ARVSMART,EQ,9730,6199,63.71
20,116,ASAHIINDIA,EQ,11484,6353,55.32
20,117,ASAHISONG,EQ,681,400,58.74
20,118,ASAL,EQ,9859,6425,65.17
20,119,ASHAPURMIN,EQ,14396,12035,83.60
20,120,ASHIANA,EQ,33077,19605,59.27
20,121,ASHIMASYN,EQ,27281,26286,96.35
20,122,ASHOKA,EQ,150571,94669,62.87
20,123,ASHOKLEY,EQ,17694386,4008198,22.65
20,124,ASIANHOTNR,EQ,858,221,25.76
20,125,ASIANPAINT,EQ,1050985,548762,52.21
20,126,ASIANTILES,EQ,183714,35135,19.12
20,127,ASPINWALL,EQ,1595,1319,82.70
20,128,ASTEC,EQ,4125,2707,65.62
20,129,ASTERDM,EQ,166768,110996,66.56
20,130,ASTRAL,EQ,20078,11596,57.75
20,131,ASTRAMICRO,EQ,16999,8903,52.37
20,132,ASTRAZEN,EQ,3371,1794,53.22
20,133,ASTRON,EQ,80797,29374,36.36
20,134,ATFL,EQ,997,760,76.23
20,135,ATLANTA,EQ,25221,15591,61.82
20,136,ATUL,EQ,10790,6630,61.45
20,137,ATULAUTO,EQ,21397,18520,86.55
20,138,AUBANK,EQ,40934,20239,49.44
20,139,AURIONPRO,EQ,6274,5427,86.50
20,140,AUROPHARMA,EQ,2350609,802768,34.15
20,141,AUSOMENT,EQ,314,248,78.98
20,142,AUTOAXLES,EQ,10948,5033,45.97
20,143,AUTOIND,EQ,7297,4441,60.86
20,144,AVADHSUGAR,EQ,140286,43806,31.23
20,145,AVANTIFEED,EQ,148287,44257,29.85
20,146,AVTNPL,EQ,11866,8054,67.87
20,147,AXISBANK,EQ,8552548,3751804,43.87
20,148,AXISCADES,EQ,525334,85575,16.29
20,149,AXISGOLD,EQ,123,72,58.54
20,150,AXISNIFTY,EQ,17,11,64.71
20,151,AYMSYNTEX,EQ,4724,3085,65.30
20,152,BABAFOOD,SM,4000,4000,100.00
