Record Type,Sr No,Name of Security, Type of Security, Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,20MICRONS,EQ,25090,16982,67.68
20,2,21STCENMGM,EQ,158,158,100.00
20,3,3IINFOTECH,EQ,1078102,580852,53.88
20,4,3MINDIA,EQ,522,297,56.90
20,5,5PAISA,EQ,1389,891,64.15
20,6,63MOONS,EQ,188941,68470,36.24
20,7,8KMILES,EQ,142136,65659,46.19
20,8,A2ZINFRA,EQ,173639,125928,72.52
20,9,AARON,SM,3000,3000,100.00
20,10,AARTIDRUGS,EQ,16802,8216,48.90
20,11,AARTIIND,EQ,62152,31183,50.17
20,12,AARVEEDEN,EQ,1418,1218,85.90
20,13,AARVI,SM,4000,4000,100.00
20,14,AAVAS,EQ,58814,46137,78.45
20,15,ABB,EQ,110612,31448,28.43
20,16,ABBOTINDIA,EQ,2979,2125,71.33
20,17,ABCAPITAL,EQ,739792,436933,59.06
20,18,ABFRL,EQ,177256,111970,63.17
20,19,ABSLNN50ET,EQ,16,9,56.25
20,20,ACC,EQ,321569,95842,29.80
20,21,ACCELYA,EQ,2078,1656,79.69
20,22,ACCORD,SM,2000,2000,100.00
20,23,ACE,EQ,123147,40844,33.17
20,24,ADANIENT,EQ,6589668,567173,8.61
20,25,ADANIGAS,EQ,2435871,693961,28.49
20,26,ADANIGREEN,EQ,735206,390644,53.13
20,27,ADANIPORTS,EQ,2745328,1204654,43.88
20,28,ADANIPOWER,EQ,10216642,1856030,18.17
20,29,ADANITRANS,EQ,302597,98521,32.56
20,30,ADFFOODS,EQ,22680,7901,34.84
20,31,ADHUNIKIND,EQ,9325,5781,61.99
20,32,ADLABS,EQ,145115,115547,79.62
20,33,ADORWELD,EQ,1749,1447,82.73
20,34,ADSL,EQ,10481,5877,56.07
20,35,ADVANIHOTR,EQ,13597,4731,34.79
20,36,ADVENZYMES,EQ,64057,26534,41.42
20,37,AEGISCHEM,EQ,105243,48922,46.48
20,38,AGARIND,EQ,3589,2395,66.73
20,39,AGCNET,EQ,1379,1275,92.46
20,40,AGLSL,EQ,6285,3923,62.42
20,41,AGRITECH,EQ,28878,11705,40.53
20,42,AHIMSA,SM,12000,12000,100.00
20,43,AHLADA,SM,1000,1000,100.00
20,44,AHLEAST,EQ,309,245,79.29
20,45,AHLUCONT,EQ,2371,1348,56.85
20,46,AHLWEST,EQ,25,25,100.00
20,47,AIAENG,EQ,37139,32085,86.39
20,48,AIONJSW,EQ,28590,24361,85.21
20,49,AIRAN,EQ,3181,3178,99.91
20,50,AISL,SM,4800,2400,50.00
20,51,AJANTPHARM,EQ,932672,76604,8.21
20,52,AJMERA,EQ,26314,13519,51.38
20,53,AJOONI,SM,40000,20000,50.00
20,54,AKASH,SM,8000,8000,100.00
20,55,AKSHARCHEM,EQ,21199,20718,97.73
20,56,AKSHOPTFBR,EQ,270374,141063,52.17
20,57,AKZOINDIA,EQ,3871,2806,72.49
20,58,ALANKIT,EQ,667096,159993,23.98
20,59,ALBERTDAVD,EQ,1855,1558,83.99
20,60,ALBK,EQ,2775270,274406,9.89
20,61,ALEMBICLTD,EQ,115292,74624,64.73
20,62,ALICON,EQ,219,185,84.47
20,63,ALKALI,EQ,4461,4193,93.99
20,64,ALKEM,EQ,29459,17990,61.07
20,65,ALKYLAMINE,EQ,1735,1258,72.51
20,66,ALLCARGO,EQ,100924,39743,39.38
20,67,ALMONDZ,EQ,5441,3894,71.57
20,68,ALPA,EQ,13931,9402,67.49
