Record Type,Sr No,Name of Security, Type of Security, Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,20MICRONS,EQ,17177,10987,63.96
20,2,21STCENMGM,EQ,300,300,100.00
20,3,3IINFOTECH,EQ,894104,464897,52.00
20,4,3MINDIA,EQ,963,680,70.61
20,5,3PLAND,EQ,1361,1070,78.62
20,6,5PAISA,EQ,3926,3041,77.46
20,7,63MOONS,EQ,60747,27687,45.58
20,8,732GS2024,GS,100,100,100.00
20,9,8KMILES,EQ,55232,31104,56.32
20,10,A2ZINFRA,EQ,131859,87674,66.49
20,11,AARON,SM,6000,6000,100.00
20,12,AARTIDRUGS,EQ,3814,2587,67.83
20,13,AARTIIND,EQ,81552,58420,71.64
20,14,AARVEEDEN,EQ,862,852,98.84
20,15,AARVI,SM,2000,2000,100.00
20,16,AAVAS,EQ,46706,16408,35.13
20,17,ABAN,EQ,59117,30606,51.77
20,18,ABB,EQ,36489,15880,43.52
20,19,ABBOTINDIA,EQ,23933,20037,83.72
20,20,ABCAPITAL,EQ,759392,336276,44.28
20,21,ABFRL,EQ,630668,447680,70.99
20,22,ABINFRA,SM,16000,4000,25.00
20,23,ABSLNN50ET,EQ,43,40,93.02
20,24,ACC,EQ,835852,191804,22.95
20,25,ACCELYA,EQ,4028,3127,77.63
20,26,ACCORD,SM,2000,2000,100.00
20,27,ACCURACY,SM,6400,4800,75.00
20,28,ACE,EQ,156822,104972,66.94
20,29,ADANIENT,EQ,4515865,588620,13.03
20,30,ADANIGAS,EQ,490947,141234,28.77
20,31,ADANIGREEN,EQ,298641,147823,49.50
20,32,ADANIPORTS,EQ,1767899,516740,29.23
20,33,ADANIPOWER,EQ,8870270,1817074,20.48
20,34,ADANITRANS,EQ,50421,28397,56.32
20,35,ADFFOODS,EQ,11439,6584,57.56
20,36,ADHUNIK,EQ,7170,4170,58.16
20,37,ADHUNIKIND,EQ,15833,11929,75.34
20,38,ADLABS,EQ,67777,58042,85.64
20,39,ADORWELD,EQ,4429,3848,86.88
20,40,ADSL,EQ,22598,11056,48.92
20,41,ADVANIHOTR,EQ,1800,700,38.89
20,42,ADVENZYMES,EQ,13685,8831,64.53
20,43,AEGISCHEM,EQ,127809,66596,52.11
20,44,AFFLE,EQ,108251,65164,60.20
20,45,AGARIND,EQ,2525,2207,87.41
20,46,AGCNET,EQ,298351,99666,33.41
20,47,AGLSL,EQ,427,213,49.88
20,48,AGRITECH,EQ,14028,8303,59.19
20,49,AHLEAST,EQ,2,1,50.00
20,50,AHLUCONT,EQ,17056,14739,86.42
20,51,AHLWEST,EQ,151,107,70.86
20,52,AIAENG,EQ,5145,4054,78.79
20,53,AIONJSW,EQ,8894,7744,87.07
20,54,AIRAN,EQ,6354,6244,98.27
20,55,AISL,SM,1200,1200,100.00
20,56,AJANTPHARM,EQ,101707,29884,29.38
20,57,AJMERA,EQ,23908,9994,41.80
20,58,AJOONI,SM,8000,8000,100.00
20,59,AKASH,SM,4000,0,0.00
20,60,AKG,SM,4000,4000,100.00
20,61,AKSHARCHEM,EQ,3330,2964,89.01
20,62,AKSHOPTFBR,EQ,288865,187733,64.99
20,63,AKZOINDIA,EQ,4049,3118,77.01
20,64,ALANKIT,EQ,521320,123460,23.68
20,65,ALBERTDAVD,EQ,3575,2933,82.04
20,66,ALBK,EQ,896205,284338,31.73
20,67,ALEMBICLTD,EQ,259111,208767,80.57
20,68,ALICON,EQ,637,483,75.82
20,69,ALKALI,EQ,7028,3643,51.84
20,70,ALKEM,EQ,15718,3795,24.14
20,71,ALKYLAMINE,EQ,6307,5366,85.08
20,72,ALLCARGO,EQ,52488,23135,44.08
20,73,ALLSEC,EQ,1616,1254,77.60
20,74,ALMONDZ,EQ,1903,1509,79.30
20,75,ALOKTEXT,EQ,4532277,2742292,60.51
20,76,ALPA,EQ,14006,8936,63.80
20,77,ALPHAGEO,EQ,11914,6058,50.85
20,78,AMARAJABAT,EQ,354204,44830,12.66
20,79,AMBER,EQ,26737,24291,90.85
20,80,AMBIKCO,EQ,3808,2551,66.99
20,81,AMBUJACEM,EQ,1823430,534919,29.34
20,82,AMDIND,EQ,27616,17024,61.65
20,83,AMJLAND,EQ,2883,2152,74.64
20,84,AMJUMBO,SM,24000,24000,100.00
20,85,AMRUTANJAN,EQ,18256,8154,44.66
20,86,ANANTRAJ,EQ,122924,97807,79.57
20,87,ANDHRABANK,EQ,372328,239477,64.32
20,88,ANDHRACEMT,EQ,26160,26155,99.98
20,89,ANDHRSUGAR,EQ,12463,8646,69.37
20,90,ANIKINDS,EQ,4945,3136,63.42
20,91,ANSALAPI,EQ,22678,19899,87.75
20,92,ANSALHSG,EQ,21470,16582,77.23
20,93,ANUP,EQ,3296,2626,79.67
20,94,APARINDS,EQ,70032,67319,96.13
20,95,APCL,EQ,8140,5737,70.48
20,96,APCOTEXIND,EQ,2944,2513,85.36
20,97,APEX,EQ,47212,13698,29.01
20,98,APLAPOLLO,EQ,10785,4856,45.03
20,99,APLLTD,EQ,12931,7285,56.34
20,100,APOLLO,EQ,17705,9682,54.69
20,101,APOLLOHOSP,EQ,561093,59860,10.67
20,102,APOLLOTYRE,EQ,1816108,325989,17.95
20,103,APOLSINHOT,EQ,240,199,82.92
20,104,APTECHT,EQ,201283,46423,23.06
20,105,ARCHIDPLY,EQ,1780,1515,85.11
20,106,ARCHIES,EQ,4992,2070,41.47
20,107,ARCOTECH,EQ,10454,7677,73.44
20,108,ARIES,EQ,41597,22713,54.60
20,109,ARIHANT,EQ,1249,1109,88.79
20,110,ARIHANTSUP,EQ,467,459,98.29
20,111,ARMANFIN,EQ,1068,808,75.66
20,112,AROGRANITE,EQ,5430,3257,59.98
20,113,ARROWTEX,EQ,5572,4343,77.94
20,114,ARSHIYA,EQ,6303,5086,80.69
20,115,ARSSINFRA,EQ,1637,927,56.63
20,116,ARTEDZ,SM,3000,3000,100.00
20,117,ARVIND,EQ,5576916,426891,7.65
20,118,ARVINDFASN,EQ,33141,29725,89.69
20,119,ARVSMART,EQ,11274,6722,59.62
