Record Type,Sr No,Name of Security, Type of Security, Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,20MICRONS,EQ,11117,6852,61.64
20,2,21STCENMGM,EQ,1360,1340,98.53
20,3,3IINFOTECH,EQ,1482866,759478,51.22
20,4,3MINDIA,EQ,654,425,64.98
20,5,5PAISA,EQ,3548,2412,67.98
20,6,63MOONS,EQ,963616,410645,42.62
20,7,8KMILES,EQ,146314,80429,54.97
20,8,A2ZINFRA,EQ,556773,499770,89.76
20,9,AARON,SM,6000,3000,50.00
20,10,AARTIDRUGS,EQ,6617,4134,62.48
20,11,AARTIIND,EQ,44084,31742,72.00
20,12,AARVEEDEN,EQ,5144,3270,63.57
20,13,AARVI,SM,2000,2000,100.00
20,14,AAVAS,EQ,326222,245342,75.21
20,15,ABB,EQ,175652,153734,87.52
20,16,ABBOTINDIA,EQ,1411,839,59.46
20,17,ABCAPITAL,EQ,4985827,1953677,39.18
20,18,ABFRL,EQ,303086,144885,47.80
20,19,ACC,EQ,458714,84260,18.37
20,20,ACCELYA,EQ,23533,15743,66.90
20,21,ACE,EQ,75715,43381,57.30
20,22,ADANIENT,EQ,1996014,486219,24.36
20,23,ADANIGAS,EQ,309542,158312,51.14
20,24,ADANIGREEN,EQ,482271,326037,67.60
20,25,ADANIPORTS,EQ,1648057,752175,45.64
20,26,ADANIPOWER,EQ,7489771,1633973,21.82
20,27,ADANITRANS,EQ,29306,17687,60.35
20,28,ADFFOODS,EQ,16648,9264,55.65
20,29,ADHUNIKIND,EQ,26632,18664,70.08
20,30,ADLABS,EQ,67165,36123,53.78
20,31,ADORWELD,EQ,1962,1264,64.42
20,32,ADSL,EQ,36982,19009,51.40
20,33,ADVANIHOTR,EQ,1190,1018,85.55
20,34,ADVENZYMES,EQ,101248,51320,50.69
20,35,AEGISCHEM,EQ,115479,94689,82.00
20,36,AGARIND,EQ,2456,1559,63.48
20,37,AGCNET,EQ,4249,3700,87.08
20,38,AGLSL,EQ,3438,2301,66.93
20,39,AGRITECH,EQ,16529,10091,61.05
20,40,AHLADA,SM,1000,1000,100.00
20,41,AHLEAST,EQ,1817,1650,90.81
20,42,AHLUCONT,EQ,3336,1626,48.74
20,43,AHLWEST,EQ,1652,344,20.82
20,44,AIAENG,EQ,5184,3172,61.19
20,45,AIONJSW,EQ,26817,25945,96.75
20,46,AIRAN,EQ,84478,62128,73.54
20,47,AISL,SM,3600,1200,33.33
20,48,AJANTPHARM,EQ,606570,116729,19.24
20,49,AJMERA,EQ,35633,22237,62.41
20,50,AKG,SM,4000,4000,100.00
20,51,AKSHARCHEM,EQ,1498,781,52.14
20,52,AKSHOPTFBR,EQ,412986,202519,49.04
20,53,AKZOINDIA,EQ,4041,2195,54.32
20,54,ALANKIT,EQ,504663,135778,26.90
20,55,ALBERTDAVD,EQ,33404,10377,31.07
20,56,ALBK,EQ,2699167,410226,15.20
20,57,ALEMBICLTD,EQ,58505,36392,62.20
20,58,ALICON,EQ,891,322,36.14
20,59,ALKALI,EQ,1377,1120,81.34
20,60,ALKEM,EQ,21823,12478,57.18
