Record Type,Sr No,Name of Security, Type of Security, Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,20MICRONS,EQ,15054,8527,56.64
20,2,21STCENMGM,EQ,101,101,100.00
20,3,3IINFOTECH,EQ,2502318,1056872,42.24
20,4,3MINDIA,EQ,2197,2003,91.17
20,5,3PLAND,EQ,2508,1007,40.15
20,6,5PAISA,EQ,2264,1773,78.31
20,7,63MOONS,EQ,1361538,168810,12.40
20,8,8KMILES,EQ,78243,66946,85.56
20,9,A2ZINFRA,EQ,152132,121643,79.96
20,10,AARON,SM,6000,3000,50.00
20,11,AARTIDRUGS,EQ,19396,13704,70.65
20,12,AARTIIND,EQ,191966,152903,79.65
20,13,AARVEEDEN,EQ,6133,5167,84.25
20,14,AAVAS,EQ,80331,78531,97.76
20,15,ABAN,EQ,353788,61894,17.49
20,16,ABB,EQ,74899,28888,38.57
20,17,ABBOTINDIA,EQ,2067,1219,58.97
20,18,ABCAPITAL,EQ,1435100,924425,64.42
20,19,ABFRL,EQ,859652,418134,48.64
20,20,ABMINTLTD,EQ,1,1,100.00
20,21,ABSLNN50ET,EQ,18,13,72.22
20,22,ACC,EQ,572247,191907,33.54
20,23,ACCELYA,EQ,918,617,67.21
20,24,ACCORD,SM,2000,2000,100.00
20,25,ACCURACY,SM,1600,1600,100.00
20,26,ACE,EQ,396921,86732,21.85
20,27,ACEINTEG,SM,9000,9000,100.00
20,28,ADANIENT,EQ,3102926,197483,6.36
20,29,ADANIGAS,EQ,455516,238328,52.32
20,30,ADANIGREEN,EQ,529540,254995,48.15
20,31,ADANIPORTS,EQ,7672859,4206510,54.82
20,32,ADANIPOWER,EQ,16323067,1660461,10.17
20,33,ADANITRANS,EQ,175288,115511,65.90
20,34,ADFFOODS,EQ,13121,5691,43.37
20,35,ADHUNIK,EQ,52188,45103,86.42
20,36,ADHUNIKIND,EQ,35168,8623,24.52
20,37,ADLABS,EQ,120768,82477,68.29
20,38,ADORWELD,EQ,15215,4107,26.99
20,39,ADROITINFO,EQ,3631,2265,62.38
20,40,ADSL,EQ,6712,5942,88.53
20,41,ADVANIHOTR,EQ,11050,6326,57.25
20,42,ADVENZYMES,EQ,68030,39842,58.57
20,43,AEGISCHEM,EQ,60776,37705,62.04
20,44,AGARIND,EQ,416,197,47.36
20,45,AGCNET,EQ,8954,6795,75.89
20,46,AGLSL,EQ,30630,29204,95.34
20,47,AGRITECH,EQ,4440,2772,62.43
20,48,AGROPHOS,SM,138000,138000,100.00
20,49,AHIMSA,SM,18000,0,0.00
20,50,AHLEAST,EQ,226,17,7.52
20,51,AHLUCONT,EQ,3457,2446,70.75
20,52,AHLWEST,EQ,19449,17671,90.86
20,53,AIAENG,EQ,19738,14094,71.41
20,54,AIFL,EQ,40096,40094,100.00
20,55,AIONJSW,EQ,14871,11362,76.40
20,56,AIROLAM,SM,9000,0,0.00
20,57,AISL,SM,4800,3600,75.00
20,58,AJANTPHARM,EQ,563045,64364,11.43
20,59,AJMERA,EQ,52543,14644,27.87
20,60,AJOONI,SM,64000,4000,6.25
20,61,AKG,SM,148000,144000,97.30
20,62,AKSHARCHEM,EQ,1795,946,52.70
20,63,AKSHOPTFBR,EQ,911576,228005,25.01
20,64,AKZOINDIA,EQ,3560,2728,76.63
20,65,ALANKIT,EQ,605409,141974,23.45
20,66,ALBERTDAVD,EQ,3061,2493,81.44
20,67,ALBK,EQ,4059691,801178,19.73
20,68,ALEMBICLTD,EQ,80630,44955,55.75
20,69,ALICON,EQ,1176,1006,85.54
20,70,ALKALI,EQ,1027,805,78.38
20,71,ALKEM,EQ,13331,7272,54.55
20,72,ALKYLAMINE,EQ,72424,30103,41.56
20,73,ALLCARGO,EQ,40560,30247,74.57
20,74,ALLSEC,EQ,17425,17011,97.62
20,75,ALMONDZ,EQ,10563,6970,65.99
20,76,ALOKTEXT,EQ,2306352,1177942,51.07
20,77,ALPA,EQ,12653,8187,64.70
20,78,ALPHAGEO,EQ,3196,1792,56.07
20,79,AMARAJABAT,EQ,416778,60918,14.62
20,80,AMBER,EQ,30281,27489,90.78
20,81,AMBIKCO,EQ,1466,1176,80.22
20,82,AMBUJACEM,EQ,1461921,562927,38.51
20,83,AMDIND,EQ,4089,2242,54.83
20,84,AMJLAND,EQ,4401,3472,78.89
20,85,AMRUTANJAN,EQ,20776,6918,33.30
20,86,ANANTRAJ,EQ,117056,57251,48.91
20,87,ANDHRABANK,EQ,686682,327099,47.63
20,88,ANDHRACEMT,EQ,36614,25903,70.75
20,89,ANDHRSUGAR,EQ,23162,12745,55.03
20,90,ANIKINDS,EQ,16607,11147,67.12
20,91,ANSALAPI,EQ,54507,32985,60.52
20,92,ANSALHSG,EQ,96084,67749,70.51
20,93,APARINDS,EQ,6281,3937,62.68
20,94,APCL,EQ,2105,196,9.31
20,95,APCOTEXIND,EQ,2049,1485,72.47
20,96,APEX,EQ,38441,17281,44.95
20,97,APLAPOLLO,EQ,6144,3403,55.39
20,98,APLLTD,EQ,64704,43172,66.72
20,99,APOLLO,EQ,12823,6060,47.26
20,100,APOLLOHOSP,EQ,315858,108056,34.21
20,101,APOLLOTYRE,EQ,1409006,419307,29.76
20,102,APTECHT,EQ,147192,34233,23.26
20,103,ARCHIDPLY,EQ,10365,8330,80.37
20,104,ARCHIES,EQ,40695,18277,44.91
20,105,ARCOTECH,EQ,73819,72818,98.64
20,106,ARIES,EQ,11821,8611,72.84
20,107,ARIHANT,EQ,1328,510,38.40
20,108,ARIHANTSUP,EQ,22356,9925,44.40
20,109,ARMANFIN,EQ,1185,568,47.93
20,110,AROGRANITE,EQ,20495,17592,85.84
20,111,ARROWTEX,EQ,18678,11095,59.40
20,112,ARSHIYA,EQ,148201,79987,53.97
20,113,ARSSINFRA,EQ,10139,7393,72.92
20,114,ARTNIRMAN,SM,18000,0,0.00
20,115,ARVIND,EQ,1023539,363055,35.47
20,116,ARVSMART,EQ,20479,11822,57.73
20,117,ASAHIINDIA,EQ,7121,4603,64.64
20,118,ASAHISONG,EQ,4074,3787,92.96
20,119,ASAL,EQ,5664,4521,79.82
20,120,ASHAPURMIN,EQ,31068,22699,73.06
20,121,ASHIANA,EQ,22006,13011,59.12
20,122,ASHOKA,EQ,79334,57790,72.84
20,123,ASHOKLEY,EQ,17250863,6248971,36.22
20,124,ASIANHOTNR,EQ,29,14,48.28
20,125,ASIANPAINT,EQ,1313152,549591,41.85
20,126,ASIANTILES,EQ,176628,58862,33.33
20,127,ASPINWALL,EQ,683,483,70.72
20,128,ASSAMCO,EQ,181912,99444,54.67
20,129,ASTEC,EQ,4139,3178,76.78
20,130,ASTERDM,EQ,28782,20785,72.22
20,131,ASTRAL,EQ,273249,230779,84.46
20,132,ASTRAMICRO,EQ,180461,64195,35.57
20,133,ASTRAZEN,EQ,4709,3334,70.80
20,134,ASTRON,EQ,203392,88915,43.72
20,135,ATFL,EQ,3000,1966,65.53
20,136,ATLANTA,EQ,33048,14830,44.87
20,137,ATUL,EQ,16675,12095,72.53
20,138,ATULAUTO,EQ,16637,7475,44.93
20,139,AUBANK,EQ,248350,188530,75.91
20,140,AURIONPRO,EQ,16464,10074,61.19
20,141,AUROPHARMA,EQ,1404668,470746,33.51
20,142,AUSOMENT,EQ,4388,2633,60.00
20,143,AUTOAXLES,EQ,21509,5276,24.53
20,144,AUTOIND,EQ,31841,22799,71.60
20,145,AUTOLITIND,EQ,864,719,83.22
20,146,AVADHSUGAR,EQ,34568,12687,36.70
20,147,AVANTIFEED,EQ,309661,102747,33.18
20,148,AVG,SM,51600,48000,93.02
20,149,AVTNPL,EQ,52019,28749,55.27
20,150,AXISBANK,EQ,46912230,21685605,46.23
20,151,AXISCADES,EQ,44530,25607,57.51
20,152,AXISGOLD,EQ,392,351,89.54
20,153,AXISNIFTY,EQ,53,53,100.00
20,154,AYMSYNTEX,EQ,8478,5649,66.63
20,155,BAFNAPHARM,EQ,10276,6000,58.39
20,156,BAGFILMS,EQ,133275,77312,58.01
20,157,BAJAJ-AUTO,EQ,2450943,412484,16.83
20,158,BAJAJCON,EQ,36400,25436,69.88
20,159,BAJAJELEC,EQ,189241,52746,27.87
20,160,BAJAJFINSV,EQ,338788,67168,19.83
20,161,BAJAJHIND,EQ,1022464,457036,44.70
20,162,BAJAJHLDNG,EQ,10198,6077,59.59
20,163,BAJFINANCE,EQ,3879707,1020304,26.30
20,164,BALAJITELE,EQ,30207,19364,64.10
20,165,BALAMINES,EQ,14254,8263,57.97
20,166,BALKRISHNA,EQ,4138,2300,55.58
20,167,BALKRISIND,EQ,404674,143511,35.46
20,168,BALLARPUR,EQ,851159,649811,76.34
20,169,BALMLAWRIE,EQ,11940,7158,59.95
20,170,BALPHARMA,EQ,7444,3964,53.25
20,171,BALRAMCHIN,EQ,997748,315351,31.61
20,172,BANARBEADS,EQ,813,590,72.57
20,173,BANARISUG,EQ,174,93,53.45
20,174,BANCOINDIA,EQ,24854,14918,60.02
20,175,BANDHANBNK,EQ,687905,399784,58.12
20,176,BANG,EQ,17394,6330,36.39
20,177,BANKA,SM,3600,0,0.00
20,178,BANKBARODA,EQ,32710788,5554230,16.98
20,179,BANKBEES,EQ,32272,30713,95.17
20,180,BANKINDIA,EQ,14637481,477020,3.26
20,181,BANSAL,SM,10000,8000,80.00
20,182,BANSWRAS,EQ,5214,4537,87.02
20,183,BARTRONICS,EQ,12852,12579,97.88
20,184,BASF,EQ,5801,3556,61.30
20,185,BASML,EQ,94,82,87.23
20,186,BATAINDIA,EQ,574214,154657,26.93
20,187,BAYERCROP,EQ,4472,2991,66.88
20,188,BBL,EQ,2787,1686,60.50
20,189,BBTC,EQ,68877,18106,26.29
20,190,BCG,EQ,351109,231181,65.84
20,191,BDL,EQ,8550,4883,57.11
20,192,BEARDSELL,EQ,3119,2026,64.96
20,193,BEDMUTHA,EQ,1079,1057,97.96
20,194,BEL,EQ,7771973,3060173,39.37
20,195,BEML,EQ,1404372,59988,4.27
20,196,BEPL,EQ,1061638,273965,25.81
20,197,BERGEPAINT,EQ,966291,487223,50.42
20,198,BFINVEST,EQ,75321,21296,28.27
20,199,BFUTILITIE,EQ,383429,58852,15.35
20,200,BGRENERGY,EQ,52859,16255,30.75
20,201,BHAGERIA,EQ,11546,6245,54.09
20,202,BHAGYANGR,EQ,2145,1834,85.50
20,203,BHAGYAPROP,EQ,26732,26730,99.99
20,204,BHANDARI,EQ,192930,163468,84.73
20,205,BHARATFIN,EQ,1424142,262690,18.45
20,206,BHARATFORG,EQ,1008221,455284,45.16
20,207,BHARATGEAR,EQ,14875,8421,56.61
20,208,BHARATRAS,EQ,4442,3045,68.55
20,209,BHARATWIRE,EQ,24408,22437,91.92
20,210,BHARTIARTL,EQ,5906356,2532459,42.88
20,211,BHEL,EQ,7509058,3151864,41.97
20,212,BIGBLOC,EQ,7057,6182,87.60
20,213,BIL,EQ,139,138,99.28
20,214,BILENERGY,EQ,313689,313689,100.00
20,215,BINANIIND,EQ,36554,25716,70.35
20,216,BINDALAGRO,EQ,23902,19844,83.02
20,217,BIOCON,EQ,1865144,953915,51.14
20,218,BIRLACABLE,EQ,89568,44840,50.06
20,219,BIRLACORPN,EQ,60370,44120,73.08
20,220,BKMINDST,EQ,2851,1990,69.80
20,221,BLBLIMITED,EQ,9924,8940,90.08
20,222,BLISSGVS,EQ,811513,150975,18.60
20,223,BLKASHYAP,EQ,86540,64259,74.25
20,224,BLS,EQ,32957,18083,54.87
20,225,BLUEBLENDS,EQ,3625,2299,63.42
20,226,BLUEDART,EQ,2138,672,31.43
20,227,BLUEDART,N3,5,5,100.00
20,228,BLUESTARCO,EQ,133949,119275,89.05
20,229,BODALCHEM,EQ,61147,30194,49.38
20,230,BOHRA,SM,2000,2000,100.00
20,231,BOMDYEING,EQ,488112,205529,42.11
20,232,BOROSIL,EQ,18644,10594,56.82
20,233,BOSCHLTD,EQ,18985,8049,42.40
20,234,BPCL,EQ,2782631,1013392,36.42
20,235,BPL,EQ,65289,26073,39.93
20,236,BRFL,EQ,32431,28392,87.55
