Record Type,Sr No,Name of Security, Type of Security, Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,20MICRONS,EQ,20819,16418,78.86
20,2,21STCENMGM,EQ,1,1,100.00
20,3,3IINFOTECH,EQ,2216843,1455646,65.66
20,4,3MINDIA,EQ,904,572,63.27
20,5,3PLAND,EQ,1010,1008,99.80
20,6,5PAISA,EQ,11965,9269,77.47
20,7,63MOONS,EQ,166936,64375,38.56
20,8,726GS2029,GS,100,100,100.00
20,9,8KMILES,EQ,38267,36733,95.99
20,10,A2ZINFRA,EQ,773875,637731,82.41
20,11,AARON,SM,21000,18000,85.71
20,12,AARTIDRUGS,EQ,6393,4423,69.19
20,13,AARTIIND,EQ,17208,11016,64.02
20,14,AARVEEDEN,EQ,369,299,81.03
20,15,AAVAS,EQ,53478,48872,91.39
20,16,ABAN,EQ,89977,51222,56.93
20,17,ABB,EQ,291048,221437,76.08
20,18,ABBOTINDIA,EQ,7001,5886,84.07
20,19,ABCAPITAL,EQ,1247865,737068,59.07
20,20,ABFRL,EQ,744165,608300,81.74
20,21,ABINFRA,SM,56000,56000,100.00
20,22,ABSLNN50ET,EQ,113,66,58.41
20,23,ABSLRIF6RG,MF,13000,13000,100.00
20,24,ACC,EQ,1094582,444015,40.56
20,25,ACCELYA,EQ,3289,2486,75.59
20,26,ACCORD,SM,2000,2000,100.00
20,27,ACCURACY,SM,3200,3200,100.00
20,28,ACE,EQ,300982,207663,69.00
20,29,ADANIENT,EQ,4167043,452448,10.86
20,30,ADANIGAS,EQ,320824,161599,50.37
20,31,ADANIGREEN,EQ,623197,330167,52.98
20,32,ADANIPORTS,EQ,2312161,676447,29.26
20,33,ADANIPOWER,EQ,8157234,1870363,22.93
20,34,ADANITRANS,EQ,55096,27747,50.36
20,35,ADFFOODS,EQ,10005,4995,49.93
20,36,ADHUNIK,EQ,33469,18268,54.58
20,37,ADHUNIKIND,EQ,14308,10669,74.57
20,38,ADLABS,EQ,92815,67191,72.39
20,39,ADORWELD,EQ,6324,5269,83.32
20,40,ADROITINFO,EQ,5245,5000,95.33
20,41,ADSL,EQ,16291,9284,56.99
20,42,ADVANIHOTR,EQ,3032,2818,92.94
20,43,ADVENZYMES,EQ,28599,21577,75.45
20,44,AEGISCHEM,EQ,346200,131427,37.96
20,45,AGARIND,EQ,6712,4943,73.64
20,46,AGCNET,EQ,741,562,75.84
20,47,AGLSL,EQ,3743,2052,54.82
20,48,AGRITECH,EQ,10889,7682,70.55
20,49,AHLEAST,EQ,1435,1097,76.45
20,50,AHLUCONT,EQ,3597,2527,70.25
20,51,AHLWEST,EQ,25375,23318,91.89
20,52,AIAENG,EQ,5049,3699,73.26
20,53,AIONJSW,EQ,14826,10588,71.42
20,54,AIRAN,EQ,18100,7819,43.20
20,55,AISL,SM,7200,6000,83.33
20,56,AJANTPHARM,EQ,363493,299006,82.26
20,57,AJMERA,EQ,29155,14432,49.50
20,58,AKSHARCHEM,EQ,2611,1888,72.31
20,59,AKSHOPTFBR,EQ,365204,257372,70.47
20,60,AKZOINDIA,EQ,9321,7310,78.43
20,61,ALANKIT,EQ,477935,106742,22.33
20,62,ALBERTDAVD,EQ,1609,1073,66.69
20,63,ALBK,EQ,1211327,270700,22.35
20,64,ALEMBICLTD,EQ,133426,107111,80.28
20,65,ALICON,EQ,2633,1792,68.06
20,66,ALKALI,EQ,2800,1337,47.75
20,67,ALKEM,EQ,9407,3575,38.00
20,68,ALKYLAMINE,EQ,1603,1052,65.63
