Record Type,Sr No,Name of Security, Type of Security, Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,20MICRONS,EQ,20018,10422,52.06
20,2,21STCENMGM,EQ,10,10,100.00
20,3,3IINFOTECH,EQ,448628,200080,44.60
20,4,3MINDIA,EQ,1402,945,67.40
20,5,5PAISA,EQ,7885,4001,50.74
20,6,63MOONS,EQ,320718,71408,22.27
20,7,772GS2055,GS,10,10,100.00
20,8,A2ZINFRA,EQ,225367,111795,49.61
20,9,AAKASH,SM,14000,8000,57.14
20,10,AARON,SM,9900,6600,66.67
20,11,AARTIDRUGS,EQ,3811,2355,61.79
20,12,AARTIIND,EQ,89174,67683,75.90
20,13,AARVEEDEN,EQ,7337,5611,76.48
20,14,AAVAS,EQ,279746,244997,87.58
20,15,ABAN,EQ,27858,22622,81.20
20,16,ABB,EQ,77994,64562,82.78
20,17,ABBOTINDIA,EQ,10195,6848,67.17
20,18,ABFRL,EQ,692762,341991,49.37
20,19,ABSLBANETF,EQ,2,0,0.00
20,20,ACC,EQ,871405,268108,30.77
20,21,ACCELYA,EQ,32220,28982,89.95
20,22,ACCORD,SM,2000,2000,100.00
20,23,ACE,EQ,66365,37366,56.30
20,24,ADANIENT,EQ,2155584,222924,10.34
20,25,ADANIGAS,EQ,825701,270393,32.75
20,26,ADANIGREEN,EQ,2319859,885746,38.18
20,27,ADANIPORTS,EQ,1710192,663728,38.81
20,28,ADANIPOWER,EQ,6734695,1442419,21.42
20,29,ADANITRANS,EQ,2742883,546227,19.91
20,30,ADFFOODS,EQ,16917,7862,46.47
20,31,ADHUNIKIND,EQ,1557,1557,100.00
20,32,ADORWELD,EQ,1670,1061,63.53
20,33,ADVANIHOTR,EQ,7293,4622,63.38
20,34,ADVENZYMES,EQ,76472,42718,55.86
20,35,AEGISCHEM,EQ,122941,77315,62.89
20,36,AFFLE,EQ,298960,84772,28.36
20,37,AGARIND,EQ,2064,1600,77.52
20,38,AGCNET,EQ,5147,5036,97.84
20,39,AGRITECH,EQ,4188,2676,63.90
20,40,AGROPHOS,EQ,2188140,450644,20.59
20,41,AHIMSA,SM,18000,18000,100.00
20,42,AHLADA,SM,16000,14000,87.50
20,43,AHLEAST,EQ,2095,1885,89.98
20,44,AHLUCONT,EQ,2470,1884,76.28
20,45,AHLWEST,EQ,2297,1834,79.84
20,46,AIAENG,EQ,3411,1705,49.99
20,47,AIONJSW,EQ,36494,28439,77.93
20,48,AIRAN,EQ,86141,47503,55.15
20,49,AJANTPHARM,EQ,34766,21981,63.23
20,50,AJMERA,EQ,20704,11301,54.58
20,51,AJOONI,SM,4000,4000,100.00
20,52,AKASH,EQ,1060,1000,94.34
20,53,AKG,SM,4000,4000,100.00
20,54,AKSHARCHEM,EQ,1750,1466,83.77
20,55,AKSHOPTFBR,EQ,164915,92315,55.98
20,56,AKZOINDIA,EQ,4905,3003,61.22
20,57,ALANKIT,EQ,31130,25041,80.44
20,58,ALBERTDAVD,EQ,1859,1090,58.63
20,59,ALBK,EQ,3125014,1559519,49.90
20,60,ALEMBICLTD,EQ,238745,129080,54.07
20,61,ALICON,EQ,783,575,73.44
20,62,ALKALI,EQ,2206,1727,78.29
20,63,ALKEM,EQ,15691,10896,69.44
20,64,ALKYLAMINE,EQ,11273,8103,71.88
20,65,ALLCARGO,EQ,147042,81304,55.29
20,66,ALLSEC,EQ,7438,5352,71.95
20,67,ALMONDZ,EQ,153,152,99.35
20,68,ALPA,EQ,8537,5359,62.77
20,69,ALPHAGEO,EQ,6788,5736,84.50
20,70,AMARAJABAT,EQ,523012,170369,32.57
20,71,AMBER,EQ,11959,9496,79.40
20,72,AMBIKCO,EQ,1551,920,59.32
20,73,AMBUJACEM,EQ,4141191,2307929,55.73
20,74,AMDIND,EQ,1370,1237,90.29
20,75,AMJLAND,EQ,25814,21583,83.61
20,76,AMRUTANJAN,EQ,22701,12057,53.11
20,77,ANANTRAJ,EQ,148435,92744,62.48
20,78,ANDHRABANK,EQ,457775,252733,55.21
20,79,ANDHRACEMT,EQ,26231,17501,66.72
20,80,ANDHRSUGAR,EQ,14114,11935,84.56
20,81,ANIKINDS,EQ,779,779,100.00
20,82,ANSALAPI,EQ,60556,20770,34.30
20,83,ANUP,EQ,6120,5044,82.42
20,84,APARINDS,EQ,12805,6704,52.35
20,85,APCL,EQ,1926,1403,72.85
20,86,APCOTEXIND,EQ,53877,47643,88.43
20,87,APEX,EQ,63629,21800,34.26
20,88,APLAPOLLO,EQ,11975,8064,67.34
20,89,APLLTD,EQ,22957,14765,64.32
20,90,APOLLO,EQ,20435,13553,66.32
20,91,APOLLOHOSP,EQ,735568,151844,20.64
20,92,APOLLOPIPE,EQ,6570,5440,82.80
20,93,APOLLOTYRE,EQ,6462347,725078,11.22
20,94,APOLSINHOT,EQ,442,309,69.91
20,95,APTECHT,EQ,127211,49023,38.54
20,96,ARCHIDPLY,EQ,13039,10727,82.27
20,97,ARCHIES,EQ,12257,9811,80.04
20,98,ARIES,EQ,24172,16612,68.72
20,99,ARIHANT,EQ,5218,5021,96.22
20,100,ARIHANTSUP,EQ,6853,6311,92.09
20,101,ARMANFIN,EQ,4064,2670,65.70
20,102,AROGRANITE,EQ,3708,2978,80.31
20,103,ARROWGREEN,EQ,4872,2436,50.00
20,104,ARROWTEX,EQ,24882,19951,80.18
20,105,ARSHIYA,EQ,42289,36196,85.59
20,106,ARSSINFRA,EQ,7973,4293,53.84
20,107,ARTEDZ,SM,18000,18000,100.00
20,108,ARVIND,EQ,1702161,904948,53.16
20,109,ARVINDFASN,EQ,52299,35747,68.35
20,110,ARVSMART,EQ,24378,17629,72.32
20,111,ASAHIINDIA,EQ,8724,5941,68.10
20,112,ASAHISONG,EQ,2440,1718,70.41
20,113,ASAL,EQ,5750,4137,71.95
20,114,ASCOM,ST,24000,24000,100.00
20,115,ASHAPURMIN,EQ,14749,11785,79.90
20,116,ASHIANA,EQ,24759,16455,66.46
20,117,ASHIMASYN,EQ,44275,23895,53.97
20,118,ASHOKA,EQ,1179127,354818,30.09
20,119,ASHOKLEY,EQ,10109346,1498588,14.82
20,120,ASIANHOTNR,EQ,137,123,89.78
20,121,ASIANPAINT,EQ,827804,332894,40.21
20,122,ASIANTILES,EQ,31873,19872,62.35
20,123,ASLIND,SM,4000,4000,100.00
20,124,ASPINWALL,EQ,869,618,71.12
20,125,ASTEC,EQ,11461,5576,48.65
20,126,ASTERDM,EQ,90823,33624,37.02
20,127,ASTRAL,EQ,110376,61769,55.96
20,128,ASTRAMICRO,EQ,118089,57185,48.43
20,129,ASTRAZEN,EQ,51692,42578,82.37
20,130,ASTRON,EQ,706340,345225,48.88
20,131,ATFL,EQ,13597,10732,78.93
20,132,ATLANTA,EQ,21189,17556,82.85
20,133,ATUL,EQ,15169,11471,75.62
20,134,ATULAUTO,EQ,13818,6107,44.20
20,135,AUBANK,EQ,190114,120846,63.57
20,136,AURIONPRO,EQ,7498,5659,75.47
20,137,AUROPHARMA,EQ,4213599,739930,17.56
20,138,AUTOAXLES,EQ,3590,2014,56.10
20,139,AUTOLITIND,EQ,9692,3289,33.94
20,140,AVADHSUGAR,EQ,73766,24369,33.04
20,141,AVANTIFEED,EQ,154949,61054,39.40
20,142,AVROIND,SM,4000,4000,100.00
20,143,AVTNPL,EQ,242385,168230,69.41
20,144,AXISBANK,EQ,8266375,3205726,38.78
20,145,AXISCADES,EQ,78116,62148,79.56
20,146,AXISGOLD,EQ,329,166,50.46
20,147,AXISNIFTY,EQ,55,49,89.09
20,148,AYMSYNTEX,EQ,4137,2485,60.07
20,149,BAJAJ-AUTO,EQ,327568,120928,36.92
20,150,BAJAJCON,EQ,58889,40275,68.39
20,151,BAJAJELEC,EQ,78777,31444,39.92
