Record Type,Sr No,Name of Security, Type of Security, Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,20MICRONS,EQ,25846,17500,67.71
20,2,21STCENMGM,EQ,130,130,100.00
20,3,3IINFOTECH,EQ,2911605,1861009,63.92
20,4,3MINDIA,EQ,868,537,61.87
20,5,3PLAND,EQ,4105,1590,38.73
20,6,5PAISA,EQ,76308,26456,34.67
20,7,63MOONS,EQ,190136,61151,32.16
20,8,74GS2035,GS,100,100,100.00
20,9,772GS2055,GS,100,100,100.00
20,10,824GS2027,GS,100,100,100.00
20,11,A2ZINFRA,EQ,468478,309217,66.00
20,12,AAKASH,SM,10000,10000,100.00
20,13,AARON,SM,3300,3300,100.00
20,14,AARTIDRUGS,EQ,8625,4899,56.80
20,15,AARTIIND,EQ,85373,66666,78.09
20,16,AARVEEDEN,EQ,13612,9288,68.23
20,17,AAVAS,EQ,31631,14170,44.80
20,18,ABAN,EQ,71643,45591,63.64
20,19,ABBOTINDIA,EQ,3435,1619,47.13
20,20,ABCAPITAL,EQ,4467967,1667986,37.33
20,21,ABFRL,EQ,1143769,685865,59.97
20,22,ABINFRA,SM,4000,4000,100.00
20,23,ABSLBANETF,EQ,300,300,100.00
20,24,ABSLNN50ET,EQ,17,17,100.00
20,25,ACC,EQ,1503364,394367,26.23
20,26,ACCELYA,EQ,4360,2806,64.36
20,27,ACCURACY,SM,12800,9600,75.00
20,28,ACE,EQ,1395417,383875,27.51
20,29,ADANIENT,EQ,2991937,497418,16.63
20,30,ADANIGAS,EQ,8005588,1708773,21.34
20,31,ADANIGREEN,EQ,3087009,1096256,35.51
20,32,ADANIPORTS,EQ,5919760,1072204,18.11
20,33,ADANIPOWER,EQ,10996418,2394735,21.78
20,34,ADANITRANS,EQ,1195881,323618,27.06
20,35,ADFFOODS,EQ,74007,46003,62.16
20,36,ADHUNIKIND,EQ,56396,49721,88.16
20,37,ADORWELD,EQ,18969,9443,49.78
20,38,ADVANIHOTR,EQ,19556,11002,56.26
20,39,ADVENZYMES,EQ,131523,67937,51.65
20,40,AEGISCHEM,EQ,154614,86727,56.09
20,41,AFFLE,EQ,64955,26569,40.90
20,42,AGARIND,EQ,63665,29742,46.72
20,43,AGCNET,EQ,1729,753,43.55
20,44,AGRITECH,EQ,26251,13221,50.36
20,45,AGROPHOS,EQ,1850,1850,100.00
20,46,AHLEAST,EQ,463,289,62.42
20,47,AHLUCONT,EQ,2564,1086,42.36
20,48,AHLWEST,EQ,211,26,12.32
20,49,AIAENG,EQ,7245,4269,58.92
20,50,AIONJSW,EQ,377976,180739,47.82
20,51,AIRAN,EQ,19821,14737,74.35
20,52,AIROLAM,SM,6000,3000,50.00
20,53,AJANTPHARM,EQ,857339,805887,94.00
20,54,AJMERA,EQ,138662,45060,32.50
20,55,AKASH,EQ,26301,21353,81.19
20,56,AKG,SM,4000,4000,100.00
20,57,AKSHARCHEM,EQ,71348,24760,34.70
20,58,AKSHOPTFBR,EQ,383654,190386,49.62
20,59,AKZOINDIA,EQ,6220,3327,53.49
20,60,ALANKIT,EQ,29812,24615,82.57
20,61,ALBERTDAVD,EQ,15701,8891,56.63
20,62,ALBK,EQ,1269267,475344,37.45
20,63,ALEMBICLTD,EQ,289027,140074,48.46
20,64,ALICON,EQ,5849,2585,44.20
20,65,ALKALI,EQ,7595,5352,70.47
20,66,ALKEM,EQ,33488,16337,48.78
20,67,ALKYLAMINE,EQ,43331,22220,51.28
20,68,ALLCARGO,EQ,339461,181154,53.37
20,69,ALLSEC,EQ,946,419,44.29
20,70,ALMONDZ,EQ,4714,1388,29.44
20,71,ALPA,EQ,3626,3278,90.40
20,72,ALPHAGEO,EQ,24645,14848,60.25
20,73,AMARAJABAT,EQ,296520,54281,18.31
20,74,AMBER,EQ,52642,26432,50.21
20,75,AMBIKCO,EQ,2808,2585,92.06
20,76,AMBUJACEM,EQ,8633553,3116407,36.10
20,77,AMDIND,EQ,91402,44198,48.36
20,78,AMJLAND,EQ,1242,1158,93.24
20,79,AMRUTANJAN,EQ,26606,12374,46.51
20,80,ANANTRAJ,EQ,499269,289164,57.92
20,81,ANDHRABANK,EQ,1151149,918810,79.82
20,82,ANDHRACEMT,EQ,180192,139078,77.18
20,83,ANDHRSUGAR,EQ,118540,61792,52.13
20,84,ANIKINDS,EQ,260,230,88.46
20,85,ANSALAPI,EQ,42899,32124,74.88
20,86,ANUP,EQ,25863,17098,66.11
20,87,APARINDS,EQ,64618,39509,61.14
20,88,APCL,EQ,14477,6602,45.60
20,89,APCOTEXIND,EQ,20627,16998,82.41
20,90,APEX,EQ,2735324,283435,10.36
20,91,APLAPOLLO,EQ,123291,111970,90.82
20,92,APLLTD,EQ,37424,19831,52.99
20,93,APOLLO,EQ,76734,50204,65.43
20,94,APOLLOHOSP,EQ,2000143,406711,20.33
20,95,APOLLOPIPE,EQ,23437,14792,63.11
20,96,APOLLOTYRE,EQ,2954927,1089006,36.85
20,97,APOLSINHOT,EQ,889,611,68.73
20,98,APTECHT,EQ,867159,150423,17.35
20,99,ARCHIDPLY,EQ,15321,11571,75.52
20,100,ARCHIES,EQ,33319,20714,62.17
20,101,ARIES,EQ,59835,30668,51.25
20,102,ARIHANT,EQ,5506,475,8.63
20,103,ARIHANTSUP,EQ,2383,1254,52.62
20,104,ARMANFIN,EQ,18143,11097,61.16
20,105,AROGRANITE,EQ,12306,6613,53.74
20,106,ARROWGREEN,EQ,18426,5435,29.50
20,107,ARSHIYA,EQ,11155,9898,88.73
20,108,ARSSINFRA,EQ,15352,10139,66.04
20,109,ARVIND,EQ,3532137,1216197,34.43
20,110,ARVINDFASN,EQ,34592,18841,54.47
20,111,ARVSMART,EQ,19563,11379,58.17
20,112,ASAHIINDIA,EQ,10218,5185,50.74
20,113,ASAHISONG,EQ,46750,39037,83.50
20,114,ASAL,EQ,28788,22771,79.10
20,115,ASCOM,SM,4000,4000,100.00
20,116,ASHAPURMIN,EQ,80681,60879,75.46
20,117,ASHIANA,EQ,105917,77846,73.50
20,118,ASHIMASYN,EQ,197619,114243,57.81
