Record Type,Sr No,Name of Security, Type of Security, Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,20MICRONS,EQ,7469,4463,59.75
20,2,21STCENMGM,EQ,199,199,100.00
20,3,3IINFOTECH,EQ,9652435,3708635,38.42
20,4,3MINDIA,EQ,952,619,65.02
20,5,3PLAND,EQ,3679,334,9.08
20,6,5PAISA,EQ,61102,32714,53.54
20,7,63MOONS,EQ,154785,63505,41.03
20,8,717GS2028,GS,3,3,100.00
20,9,8KMILES,EQ,608056,192054,31.58
20,10,A2ZINFRA,EQ,75787,52038,68.66
20,11,AARON,SM,12000,12000,100.00
20,12,AARTIDRUGS,EQ,4537,2584,56.95
20,13,AARTIIND,EQ,35355,17515,49.54
20,14,AARVEEDEN,EQ,1812,1221,67.38
20,15,AARVI,SM,6000,6000,100.00
20,16,AAVAS,EQ,3431,1988,57.94
20,17,ABAN,EQ,316806,100025,31.57
20,18,ABB,EQ,32134,15371,47.83
20,19,ABBOTINDIA,EQ,965,576,59.69
20,20,ABCAPITAL,EQ,977308,537712,55.02
20,21,ABFRL,EQ,1525355,671637,44.03
20,22,ACC,EQ,335850,80460,23.96
20,23,ACCELYA,EQ,83571,74443,89.08
20,24,ACE,EQ,105883,65376,61.74
20,25,ACEINTEG,SM,6000,6000,100.00
20,26,ADANIENT,EQ,2306520,378588,16.41
20,27,ADANIGAS,EQ,378266,170191,44.99
20,28,ADANIGREEN,EQ,180157,119584,66.38
20,29,ADANIPORTS,EQ,3617922,916353,25.33
20,30,ADANIPOWER,EQ,11090779,1386260,12.50
20,31,ADANITRANS,EQ,64014,36278,56.67
20,32,ADFFOODS,EQ,26365,12118,45.96
20,33,ADHUNIK,EQ,38177,29837,78.15
20,34,ADHUNIKIND,EQ,4534,2198,48.48
20,35,ADLABS,EQ,237296,124221,52.35
20,36,ADORWELD,EQ,10545,4988,47.30
20,37,ADROITINFO,EQ,2304,1597,69.31
20,38,ADSL,EQ,16088,11792,73.30
20,39,ADVANIHOTR,EQ,13561,10265,75.70
20,40,ADVENZYMES,EQ,40685,21183,52.07
20,41,AEGISCHEM,EQ,57731,32936,57.05
20,42,AGARIND,EQ,1428,1201,84.10
20,43,AGCNET,EQ,9879,5089,51.51
20,44,AGLSL,EQ,22172,19410,87.54
20,45,AGRITECH,EQ,5291,4089,77.28
20,46,AGROPHOS,SM,24000,0,0.00
20,47,AHLEAST,EQ,2385,1835,76.94
20,48,AHLUCONT,EQ,5583,3490,62.51
20,49,AHLWEST,EQ,62,51,82.26
20,50,AIAENG,EQ,16178,7271,44.94
20,51,AIFL,EQ,59145,51309,86.75
20,52,AIONJSW,EQ,28314,19779,69.86
20,53,AJANTPHARM,EQ,171263,31473,18.38
20,54,AJMERA,EQ,250910,62875,25.06
20,55,AJOONI,SM,148000,16000,10.81
20,56,AKASH,SM,1000,1000,100.00
20,57,AKSHARCHEM,EQ,676,423,62.57
20,58,AKSHOPTFBR,EQ,531330,219245,41.26
20,59,AKZOINDIA,EQ,2315,1620,69.98
20,60,ALANKIT,EQ,314456,98183,31.22
20,61,ALBERTDAVD,EQ,2060,1657,80.44
20,62,ALBK,EQ,2404477,389233,16.19
20,63,ALEMBICLTD,EQ,219027,82354,37.60
20,64,ALICON,EQ,1538,1427,92.78
20,65,ALKALI,EQ,2633,733,27.84
20,66,ALKEM,EQ,46132,11138,24.14
20,67,ALKYLAMINE,EQ,2458,2149,87.43
20,68,ALLCARGO,EQ,60864,44529,73.16
20,69,ALLSEC,EQ,5082,3146,61.90
20,70,ALMONDZ,EQ,379,326,86.02
20,71,ALOKTEXT,EQ,1321395,793592,60.06
20,72,ALPA,EQ,616006,185385,30.09
20,73,ALPHAGEO,EQ,1442,1057,73.30
20,74,AMARAJABAT,EQ,395333,80095,20.26
20,75,AMBER,EQ,1186,716,60.37
20,76,AMBIKCO,EQ,1473,1148,77.94
20,77,AMBUJACEM,EQ,787152,272894,34.67
20,78,AMDIND,EQ,13054,6447,49.39
20,79,AMJLAND,EQ,93274,26095,27.98
20,80,AMJUMBO,SM,24000,4000,16.67
20,81,AMRUTANJAN,EQ,66406,26175,39.42
20,82,ANANTRAJ,EQ,217078,92471,42.60
20,83,ANDHRABANK,EQ,347821,142690,41.02
20,84,ANDHRACEMT,EQ,45977,40307,87.67
20,85,ANDHRSUGAR,EQ,14388,7284,50.63
20,86,ANIKINDS,EQ,12289,8439,68.67
20,87,ANSALAPI,EQ,197689,121257,61.34
20,88,ANSALHSG,EQ,128973,66618,51.65
20,89,APARINDS,EQ,2143,1414,65.98
20,90,APCL,EQ,1517,1003,66.12
20,91,APCOTEXIND,EQ,3100,2627,84.74
20,92,APEX,EQ,16450,7987,48.55
20,93,APLAPOLLO,EQ,23246,9779,42.07
20,94,APLLTD,EQ,461074,413552,89.69
20,95,APOLLO,EQ,26332,8001,30.39
20,96,APOLLOHOSP,EQ,702678,278201,39.59
20,97,APOLLOTYRE,EQ,1519378,438929,28.89
20,98,APTECHT,EQ,249248,100441,40.30
20,99,ARCHIDPLY,EQ,9027,6325,70.07
20,100,ARCHIES,EQ,33471,25786,77.04
20,101,ARCOTECH,EQ,30445,24044,78.98
20,102,ARIES,EQ,33453,19746,59.03
20,103,ARIHANT,EQ,2648,1818,68.66
20,104,ARIHANTSUP,EQ,21259,6169,29.02
20,105,ARMANFIN,EQ,916,521,56.88
20,106,AROGRANITE,EQ,6011,5007,83.30
20,107,ARROWTEX,EQ,14320,10561,73.75
20,108,ARSHIYA,EQ,54265,31467,57.99
20,109,ARSSINFRA,EQ,19293,11995,62.17
20,110,ARVIND,EQ,914293,258880,28.31
20,111,ARVSMART,EQ,37083,11001,29.67
20,112,ASAHIINDIA,EQ,7863,6828,86.84
20,113,ASAHISONG,EQ,1315,1238,94.14
20,114,ASAL,EQ,11794,7521,63.77
20,115,ASHAPURMIN,EQ,41760,27081,64.85
20,116,ASHIANA,EQ,14916,10990,73.68
20,117,ASHOKA,EQ,42260,19660,46.52
20,118,ASHOKLEY,EQ,10880766,2899730,26.65
20,119,ASIANHOTNR,EQ,2988,2574,86.14
