Symbol, LatestOI, PrevOI, OIChange, %OIChange, Volume
ACC,6412,5765,647,11.22,4016
ADANIENT,7780,7440,340,4.57,2607
ADANIPORTS,7231,6880,351,5.10,3259
ADANIPOWER,6280,5990,290,4.84,1651
AMARAJABAT,2635,2285,350,15.32,1750
AMBUJACEM,8892,8114,778,9.59,6049
APOLLOHOSP,3318,3156,162,5.13,2099
APOLLOTYRE,3744,3455,289,8.36,2246
ARVIND,1646,1502,144,9.59,1527
ASHOKLEY,17529,16651,878,5.27,9334
ASIANPAINT,15713,13295,2418,18.19,12483
AUROPHARMA,18517,18258,259,1.42,7008
AXISBANK,46452,44555,1897,4.26,23681
BAJAJ-AUTO,12250,9674,2576,26.63,36871
BAJAJFINSV,9810,8283,1527,18.44,23702
BAJFINANCE,44064,39884,4180,10.48,96792
BALKRISIND,2821,2551,270,10.58,1434
BANKBARODA,18469,16466,2003,12.16,21204
BANKINDIA,6085,5646,439,7.78,4829
BANKNIFTY,584230,398840,185390,46.48,5561576
BATAINDIA,5316,5118,198,3.87,3091
BEL,6120,5700,420,7.37,2491
BERGEPAINT,1400,1155,245,21.21,1118
BHARATFIN,38,38,0,0.00,0
BHARATFORG,7413,7243,170,2.35,2080
BHARTIARTL,17865,17240,625,3.63,7032
BHEL,7726,6882,844,12.26,4101
BIOCON,9244,6973,2271,32.57,12370
BOSCHLTD,5355,5287,68,1.29,408
BPCL,8217,7584,633,8.35,6285
BRITANNIA,11124,10371,753,7.26,3379
BSOFT,452,428,24,5.61,227
CADILAHC,9358,9172,186,2.03,1616
CANBK,6746,6248,498,7.97,11322
CASTROLIND,2786,2691,95,3.53,663
CENTURYTEX,7133,7206,-73,-1.01,2849
CESC,1388,1352,36,2.66,626
CHOLAFIN,1246,1178,68,5.77,1039
CIPLA,11803,11463,340,2.97,2379
COALINDIA,18836,17916,920,5.14,8636
COLPAL,3117,2883,234,8.12,1154
CONCOR,1300,1030,270,26.21,1013
CUMMINSIND,3010,2829,181,6.40,740
DABUR,11518,11021,497,4.51,3350
DHFL,4931,4573,358,7.83,2141
DISHTV,7597,7064,533,7.55,2139
DIVISLAB,7518,6797,721,10.61,2616
DLF,14693,13823,870,6.29,8955
DRREDDY,15621,14158,1463,10.33,8931
EICHERMOT,18265,16791,1474,8.78,13150
ENGINERSIN,1999,1878,121,6.44,766
EQUITAS,3694,3464,230,6.64,1119
ESCORTS,6731,5665,1066,18.82,8884
EXIDEIND,4096,3890,206,5.30,1502
FEDERALBNK,7293,6722,571,8.49,4465
GAIL,8044,7121,923,12.96,3280
GLENMARK,5580,5418,162,2.99,1686
GMRINFRA,4083,3997,86,2.15,537
GODREJCP,7598,7439,159,2.14,689
GRASIM,17411,16894,517,3.06,2272
HAVELLS,7120,6243,877,14.05,5929
HCLTECH,14001,13488,513,3.80,3144
HDFC,59970,59298,672,1.13,10766
HDFCBANK,71513,69256,2257,3.26,29078
HEROMOTOCO,12923,11779,1144,9.71,12763
HEXAWARE,1774,1431,343,23.97,1955
HINDALCO,11629,11044,585,5.30,5213
HINDPETRO,9387,8792,595,6.77,7070
