Symbol, LatestOI, PrevOI, OIChange, %OIChange, Volume
"ACC","5,902","5,640","262","4.65","6,685"
"ADANIENT","11,989","12,497","-508","-4.06","3,531"
"ADANIPORTS","10,055","10,177","-122","-1.20","11,988"
"ADANIPOWER","8,977","9,362","-385","-4.11","2,248"
"AJANTPHARM","1,969","1,856","113","6.09","2,266"
"ALBK","3,084","3,088","-4","-0.13","4,401"
"AMARAJABAT","2,845","2,886","-41","-1.42","4,293"
"AMBUJACEM","7,404","7,394","10","0.14","4,614"
"APOLLOHOSP","4,337","3,915","422","10.78","6,149"
"APOLLOTYRE","6,197","6,774","-577","-8.52","9,847"
"ARVIND","14,896","11,049","3,847","34.82","62,584"
"ASHOKLEY","30,867","32,229","-1,362","-4.23","23,677"
"ASIANPAINT","11,788","12,137","-349","-2.88","9,301"
"AUROPHARMA","21,545","21,010","535","2.55","24,787"
"AXISBANK","49,135","47,612","1,523","3.20","65,281"
"BAJAJ-AUTO","13,491","13,013","478","3.67","14,026"
"BAJAJFINSV","5,974","6,135","-161","-2.62","4,384"
"BAJFINANCE","36,903","37,519","-616","-1.64","44,097"
"BALKRISIND","4,402","4,671","-269","-5.76","7,019"
"BANKBARODA","27,462","27,426","36","0.13","19,865"
"BANKINDIA","6,925","7,437","-512","-6.88","8,610"
"BANKNIFTY","9,64,451","8,65,303","99,148","11.46","93,41,039"
"BATAINDIA","5,715","5,690","25","0.44","13,163"
"BEL","8,635","8,057","578","7.17","5,682"
"BEML","3,769","3,828","-59","-1.54","3,004"
"BERGEPAINT","1,485","1,602","-117","-7.30","1,648"
"BHARATFIN","14,308","14,522","-214","-1.47","9,960"
"BHARATFORG","8,039","7,961","78","0.98","5,317"
"BHARTIARTL","32,357","32,070","287","0.89","23,813"
"BHEL","13,683","13,652","31","0.23","11,394"
"BIOCON","9,560","9,303","257","2.76","12,151"
"BOSCHLTD","6,354","5,826","528","9.06","4,904"
"BPCL","10,832","10,611","221","2.08","16,396"
"BRITANNIA","15,534","15,701","-167","-1.06","9,619"
"CADILAHC","6,386","6,279","107","1.70","5,720"
"CANBK","11,026","10,773","253","2.35","22,777"
"CANFINHOME","3,975","4,076","-101","-2.48","3,376"
"CAPF","8,746","9,003","-257","-2.85","5,697"
"CASTROLIND","4,084","4,083","1","0.02","3,135"
"CEATLTD","4,212","4,255","-43","-1.01","8,716"
"CENTURYTEX","10,158","10,136","22","0.22","8,058"
"CESC","5,415","5,413","2","0.04","3,468"
"CGPOWER","5,397","4,903","494","10.08","5,532"
"CHENNPETRO","877","872","5","0.57","983"
"CHOLAFIN","1,717","1,612","105","6.51","1,867"
"CIPLA","16,914","17,063","-149","-0.87","12,710"
"COALINDIA","20,912","19,888","1,024","5.15","11,521"
"COLPAL","2,921","2,479","442","17.83","4,592"
"CONCOR","2,758","2,782","-24","-0.86","2,709"
"CUMMINSIND","2,504","2,436","68","2.79","3,340"
"DABUR","11,935","11,878","57","0.48","12,576"
"DALMIABHA","2,436","2,599","-163","-6.27","994"
"DCBBANK","1,617","1,656","-39","-2.36","1,372"
"DHFL","19,689","21,663","-1,974","-9.11","14,274"
"DISHTV","8,334","8,817","-483","-5.48","7,469"
"DIVISLAB","9,695","9,824","-129","-1.31","9,951"
"DLF","16,916","16,588","328","1.98","25,538"
"DRREDDY","20,141","20,584","-443","-2.15","19,380"
"EICHERMOT","15,291","15,470","-179","-1.16","10,010"
"ENGINERSIN","2,495","2,495","0","0.00","1,456"
"EQUITAS","5,104","5,346","-242","-4.53","2,713"
"ESCORTS","6,494","6,447","47","0.73","14,372"
"EXIDEIND","5,654","5,227","427","8.17","7,915"
"FEDERALBNK","13,285","12,859","426","3.31","10,605"
"GAIL","10,557","10,664","-107","-1.00","9,635"
"GLENMARK","5,484","5,478","6","0.11","7,918"
"GMRINFRA","5,450","5,408","42","0.78","2,797"
"GODFRYPHLP","1,134","938","196","20.90","1,950"
"GODREJCP","10,392","10,347","45","0.43","6,766"
"GODREJIND","1,836","1,844","-8","-0.43","2,271"
"GRANULES","1,637","2,288","-651","-28.45","1,917"
"GRASIM","13,095","13,335","-240","-1.80","8,539"
"GSFC","4,221","4,333","-112","-2.58","2,270"
"HAVELLS","6,448","6,318","130","2.06","7,091"
"HCC","1,120","1,376","-256","-18.60","594"
"HCLTECH","13,650","13,920","-270","-1.94","16,046"
"HDFC","56,458","56,915","-457","-0.80","39,252"
"HDFCBANK","78,047","73,928","4,119","5.57","74,934"
"HEROMOTOCO","9,972","9,656","316","3.27","18,189"
"HEXAWARE","4,433","4,498","-65","-1.45","4,846"
"HINDALCO","15,882","15,877","5","0.03","29,954"
"HINDPETRO","18,855","19,859","-1,004","-5.06","22,293"
"HINDUNILVR","18,101","17,835","266","1.49","21,587"
"HINDZINC","3,044","2,915","129","4.43","4,424"
"IBULHSGFIN","61,248","61,689","-441","-0.71","53,219"
"ICICIBANK","61,972","64,592","-2,620","-4.06","49,928"
"ICICIPRULI","3,333","3,547","-214","-6.03","3,065"
"IDBI","7,034","7,047","-13","-0.18","3,424"
"IDEA","30,694","27,818","2,876","10.34","26,275"
"IDFC","10,662","9,684","978","10.10","8,686"
"IDFCBANK","15,676","15,453","223","1.44","10,131"
"IFCI","2,960","2,813","147","5.23","1,978"
"IGL","2,770","2,852","-82","-2.88","3,887"
"INDIACEM","8,124","8,923","-799","-8.95","6,214"
"INDIANB","4,360","4,611","-251","-5.44","3,439"
"INDIGO","10,402","10,824","-422","-3.90","5,943"
"INDUSINDBK","25,613","25,774","-161","-0.62","37,201"
"INFIBEAM","6,770","7,073","-303","-4.28","4,748"
"INFRATEL","5,016","5,147","-131","-2.55","2,287"
"INFY","52,011","55,790","-3,779","-6.77","48,640"
"IOC","24,827","19,997","4,830","24.15","21,419"
"IRB","6,573","6,380","193","3.03","8,684"
"ITC","43,839","42,968","871","2.03","27,567"
"JETAIRWAYS","7,742","8,537","-795","-9.31","4,983"
"JINDALSTEL","19,563","17,983","1,580","8.79","40,334"
"JISLJALEQS","4,827","4,559","268","5.88","3,280"
"JPASSOCIAT","4,957","5,211","-254","-4.87","3,243"
"JSWSTEEL","37,907","37,850","57","0.15","54,918"
"JUBLFOOD","8,499","8,627","-128","-1.48","12,077"
"JUSTDIAL","2,961","3,072","-111","-3.61","2,906"
"KAJARIACER","2,458","2,413","45","1.86","2,402"
"KOTAKBANK","18,417","18,492","-75","-0.41","14,199"
"KPIT","3,623","3,902","-279","-7.15","2,925"
"KSCL","1,220","1,304","-84","-6.44","912"
"KTKBANK","4,297","4,528","-231","-5.10","2,246"
"LICHSGFIN","13,330","13,524","-194","-1.43","11,321"
"LT","40,447","40,292","155","0.38","23,248"
"L&TFH","9,221","9,374","-153","-1.63","6,998"
"LUPIN","16,634","15,951","683","4.28","21,770"
"MANAPPURAM","2,982","3,160","-178","-5.63","1,460"
"MARICO","3,961","3,972","-11","-0.28","2,905"
"MARUTI","53,509","54,663","-1,154","-2.11","83,295"
"MCDOWELL-N","9,180","9,333","-153","-1.64","7,467"
"MCX","5,690","5,955","-265","-4.45","3,162"
"MFSL","2,302","2,389","-87","-3.64","1,454"
"MGL","2,574","2,643","-69","-2.61","3,024"
"MINDTREE","6,370","6,344","26","0.41","8,669"
"M&M","19,266","19,345","-79","-0.41","15,110"
"M&MFIN","8,103","8,157","-54","-0.66","5,990"
"MOTHERSUMI","16,121","16,937","-816","-4.82","12,715"
"MRF","3,010","2,795","215","7.69","2,409"
"MRPL","1,255","1,306","-51","-3.91","684"
"MUTHOOTFIN","1,812","1,797","15","0.83","1,624"
"NATIONALUM","5,600","5,652","-52","-0.92","3,407"
"NBCC","7,193","7,130","63","0.88","4,420"
"NCC","9,218","9,377","-159","-1.70","6,068"
"NESTLEIND","6,559","6,694","-135","-2.02","1,900"
"NHPC","1,709","1,805","-96","-5.32","675"
"NIFTY","20,25,545","20,41,014","-15,469","-0.76","42,72,919"
"NIFTYIT","375","459","-84","-18.30","594"
"NIFTYMID50","6,317","6,317","0","0.00","5,378"
"NIITTECH","3,478","3,496","-18","-0.51","4,686"
"NMDC","5,520","5,294","226","4.27","3,332"
"NTPC","16,091","14,297","1,794","12.55","9,733"
"OFSS","1,265","1,251","14","1.12","1,256"
"OIL","2,050","2,029","21","1.03","1,505"
"ONGC","20,115","17,542","2,573","14.67","12,381"
"ORIENTBANK","2,674","2,933","-259","-8.83","4,212"
"PAGEIND","5,963","5,786","177","3.06","3,806"
"PCJEWELLER","17,035","17,512","-477","-2.72","11,298"
"PEL","12,463","11,479","984","8.57","17,910"
"PETRONET","5,040","5,105","-65","-1.27","4,139"
"PFC","9,000","8,527","473","5.55","7,178"
"PIDILITIND","9,737","9,671","66","0.68","6,150"
"PNB","28,683","28,013","670","2.39","24,233"
"POWERGRID","10,596","10,793","-197","-1.83","8,800"
"PTC","1,626","1,516","110","7.26","1,405"
"PVR","3,725","3,705","20","0.54","2,654"
"RAMCOCEM","1,081","1,109","-28","-2.52","713"
"RAYMOND","6,142","6,027","115","1.91","6,903"
"RBLBANK","7,845","7,887","-42","-0.53","10,914"
"RCOM","4,787","4,848","-61","-1.26","4,057"
"RECLTD","10,250","10,649","-399","-3.75","8,549"
"RELCAPITAL","13,581","13,531","50","0.37","16,660"
"RELIANCE","1,33,624","1,36,430","-2,806","-2.06","1,50,984"
"RELINFRA","8,962","9,124","-162","-1.78","15,543"
"REPCOHOME","886","944","-58","-6.14","1,307"
"RPOWER","4,884","4,870","14","0.29","2,976"
"SAIL","11,898","11,408","490","4.30","13,595"
"SBIN","53,337","54,214","-877","-1.62","65,678"
"SHREECEM","2,084","2,108","-24","-1.14","1,065"
"SIEMENS","6,528","7,174","-646","-9.00","8,005"
"SOUTHBANK","5,054","4,999","55","1.10","3,300"
"SREINFRA","2,825","3,011","-186","-6.18","1,199"
"SRF","1,864","1,834","30","1.64","2,803"
"SRTRANSFIN","8,590","8,482","108","1.27","6,103"
"STAR","4,911","4,939","-28","-0.57","5,384"
"SUNPHARMA","55,067","47,948","7,119","14.85","1,30,501"
"SUNTV","11,129","11,407","-278","-2.44","15,821"
"SUZLON","9,418","8,679","739","8.51","4,869"
"SYNDIBANK","3,427","3,447","-20","-0.58","2,655"
