Symbol, LatestOI, PrevOI, OIChange, %OIChange, Volume
ACC,7615,6876,739,10.75,9538
ADANIENT,9559,9569,-10,-0.10,3281
ADANIPORTS,9664,8042,1622,20.17,14583
ADANIPOWER,7335,7299,36,0.49,581
AJANTPHARM,974,1012,-38,-3.75,1216
ALBK,1353,1351,2,0.15,900
AMARAJABAT,2576,2398,178,7.42,2264
AMBUJACEM,8498,8530,-32,-0.38,4461
APOLLOHOSP,3560,3963,-403,-10.17,5786
APOLLOTYRE,4032,3772,260,6.89,4799
ARVIND,4294,4158,136,3.27,2247
ASHOKLEY,21871,22287,-416,-1.87,15088
ASIANPAINT,10686,10730,-44,-0.41,7356
AUROPHARMA,20726,20352,374,1.84,7065
AXISBANK,37297,35128,2169,6.17,29728
BAJAJ-AUTO,12309,11995,314,2.62,6642
BAJAJFINSV,6131,6095,36,0.59,2788
BAJFINANCE,27721,27069,652,2.41,15172
BALKRISIND,3493,3335,158,4.74,3351
BANKBARODA,18498,17412,1086,6.24,18846
BANKINDIA,4795,4813,-18,-0.37,6122
BANKNIFTY,713272,630407,82865,13.14,7816869
BATAINDIA,3576,3547,29,0.82,5272
BEL,5509,5336,173,3.24,3386
BEML,2476,2374,102,4.30,3105
BERGEPAINT,1627,1751,-124,-7.08,1615
BHARATFIN,9701,10218,-517,-5.06,3778
BHARATFORG,7616,7560,56,0.74,1681
BHARTIARTL,22358,22192,166,0.75,6554
BHEL,8265,7801,464,5.95,4852
BIOCON,9646,8936,710,7.95,6256
BOSCHLTD,5361,5359,2,0.04,358
BPCL,8093,7941,152,1.91,4439
BRITANNIA,10276,10189,87,0.85,1561
BSOFT,1472,1509,-37,-2.45,359
CADILAHC,10657,10837,-180,-1.66,4199
CANBK,6865,6221,644,10.35,10154
CANFINHOME,2309,2310,-1,-0.04,1114
CASTROLIND,2299,2312,-13,-0.56,542
CEATLTD,2607,2299,308,13.40,3305
CENTURYTEX,6223,6232,-9,-0.14,2542
CESC,2902,3171,-269,-8.48,2796
CGPOWER,1361,1379,-18,-1.31,906
CHENNPETRO,637,644,-7,-1.09,316
CHOLAFIN,1410,1442,-32,-2.22,673
CIPLA,12191,11926,265,2.22,3095
