Symbol, LatestOI, PrevOI, OIChange, %OIChange, Volume
ACC,7564,7387,177,2.40,2943
ADANIENT,10981,10936,45,0.41,3314
ADANIPORTS,7149,7106,43,0.61,3208
ADANIPOWER,7484,7418,66,0.89,1424
AJANTPHARM,2046,2241,-195,-8.70,2583
ALBK,1913,1850,63,3.41,720
AMARAJABAT,2392,2313,79,3.42,771
AMBUJACEM,11268,11193,75,0.67,3027
APOLLOHOSP,2507,2670,-163,-6.10,1680
APOLLOTYRE,4179,4010,169,4.21,2349
ARVIND,2743,2576,167,6.48,1512
ASHOKLEY,24419,23850,569,2.39,11821
ASIANPAINT,9226,8825,401,4.54,3954
AUROPHARMA,21941,21905,36,0.16,9208
AXISBANK,39616,39497,119,0.30,16449
BAJAJ-AUTO,14424,14392,32,0.22,6470
BAJAJFINSV,5511,5422,89,1.64,1946
BAJFINANCE,23720,23414,306,1.31,10213
BALKRISIND,2138,2128,10,0.47,1007
BANKBARODA,16187,16731,-544,-3.25,11389
BANKINDIA,4887,4855,32,0.66,2905
BANKNIFTY,677712,520254,157458,30.27,6259407
BATAINDIA,4691,4465,226,5.06,5216
BEL,7656,7674,-18,-0.23,2328
BEML,2222,2216,6,0.27,1334
BERGEPAINT,1371,1270,101,7.95,542
BHARATFIN,10851,10305,546,5.30,3084
BHARATFORG,8517,8581,-64,-0.75,7403
BHARTIARTL,25534,22482,3052,13.58,13902
BHEL,8615,8174,441,5.40,2750
BIOCON,13901,12910,991,7.68,12140
BOSCHLTD,4887,4846,41,0.85,278
BPCL,9056,9060,-4,-0.04,6687
BRITANNIA,13247,11613,1634,14.07,13156
BSOFT,1475,1392,83,5.96,333
CADILAHC,9543,8723,820,9.40,5376
CANBK,5906,5896,10,0.17,6506
CANFINHOME,2763,2904,-141,-4.86,1919
CASTROLIND,2240,2274,-34,-1.50,580
CEATLTD,2721,2755,-34,-1.23,1783
CENTURYTEX,8005,7986,19,0.24,15462
CESC,2399,2380,19,0.80,670
CGPOWER,2179,2177,2,0.09,2172
CHENNPETRO,619,574,45,7.84,192
CHOLAFIN,1393,1176,217,18.45,1085
CIPLA,13536,12165,1371,11.27,6854
COALINDIA,14004,13694,310,2.26,4138
COLPAL,3175,3063,112,3.66,920
CONCOR,1121,1266,-145,-11.45,702
CUMMINSIND,2216,2216,0,0.00,739
DABUR,13685,13637,48,0.35,9131
DCBBANK,1333,1333,0,0.00,1198
