Symbol, LatestOI, PrevOI, OIChange, %OIChange, Volume
ACC,7231,7887,-656,-8.32,9186
ADANIENT,10278,10046,232,2.31,2814
ADANIPORTS,11856,11143,713,6.40,9048
ADANIPOWER,8161,8144,17,0.21,1213
AJANTPHARM,1896,1770,126,7.12,1199
ALBK,2077,2073,4,0.19,1345
AMARAJABAT,1294,1022,272,26.61,1975
AMBUJACEM,6632,5772,860,14.90,3971
APOLLOHOSP,2905,2707,198,7.31,3201
APOLLOTYRE,3902,3694,208,5.63,3336
ARVIND,4373,4619,-246,-5.33,3752
ASHOKLEY,24289,24323,-34,-0.14,19877
ASIANPAINT,10274,10290,-16,-0.16,4744
AUROPHARMA,20871,20611,260,1.26,7933
AXISBANK,35887,34943,944,2.70,32469
BAJAJ-AUTO,13846,13081,765,5.85,13201
BAJAJFINSV,5922,5886,36,0.61,3236
BAJFINANCE,27530,26092,1438,5.51,28244
BALKRISIND,2555,2486,69,2.78,1277
BANKBARODA,18615,18124,491,2.71,8450
BANKINDIA,5006,4851,155,3.20,4818
BANKNIFTY,896851,777789,119062,15.31,10736444
BATAINDIA,6983,5950,1033,17.36,13086
BEL,6975,6772,203,3.00,6942
BEML,2856,2448,408,16.67,9011
BERGEPAINT,1728,1777,-49,-2.76,467
BHARATFIN,10064,10099,-35,-0.35,1230
BHARATFORG,9607,9250,357,3.86,4678
BHARTIARTL,25792,25197,595,2.36,11829
BHEL,5219,4845,374,7.72,5549
BIOCON,6896,6713,183,2.73,4571
BOSCHLTD,4647,4603,44,0.96,379
BPCL,5195,5004,191,3.82,7179
BRITANNIA,15821,15546,275,1.77,2616
BSOFT,2838,1834,1004,54.74,3028
CADILAHC,7360,7016,344,4.90,2523
CANBK,7083,7292,-209,-2.87,7186
CANFINHOME,3484,3192,292,9.15,3835
CASTROLIND,2091,1931,160,8.29,1250
CEATLTD,3059,2929,130,4.44,2986
CENTURYTEX,8136,7982,154,1.93,3152
CESC,3148,2961,187,6.32,1980
CGPOWER,4955,4954,1,0.02,2512
CHENNPETRO,855,867,-12,-1.38,689
CHOLAFIN,1856,1512,344,22.75,1470
CIPLA,9922,9473,449,4.74,4399
COALINDIA,10741,11022,-281,-2.55,10328
COLPAL,2650,2622,28,1.07,1842
CONCOR,1214,1171,43,3.67,590
CUMMINSIND,2041,2066,-25,-1.21,1382
DABUR,8888,8881,7,0.08,2429
DCBBANK,1056,1020,36,3.53,1716
DHFL,19285,15861,3424,21.59,46129
DISHTV,8269,8278,-9,-0.11,3036
DIVISLAB,8772,8482,290,3.42,7835
DLF,11359,11132,227,2.04,12668
DRREDDY,19687,19299,388,2.01,9566
EICHERMOT,19983,19341,642,3.32,9240
ENGINERSIN,2165,2067,98,4.74,1349
EQUITAS,4020,3920,100,2.55,2907
ESCORTS,3997,3864,133,3.44,9727
EXIDEIND,4678,4657,21,0.45,2800
FEDERALBNK,8380,7907,473,5.98,4387
GAIL,4404,4230,174,4.11,2263
GLENMARK,4241,4005,236,5.89,1963
GMRINFRA,3885,3899,-14,-0.36,1203
GODFRYPHLP,690,647,43,6.65,1207
GODREJCP,11262,11534,-272,-2.36,4282
GODREJIND,953,950,3,0.32,1580
GRASIM,16886,16569,317,1.91,4734
GSFC,2542,2544,-2,-0.08,669
HAVELLS,6107,5980,127,2.12,3265
HCLTECH,13440,12685,755,5.95,5412
HDFC,61512,61577,-65,-0.11,15182
HDFCBANK,51731,46312,5419,11.70,31363
HEROMOTOCO,13988,14089,-101,-0.72,12473
HEXAWARE,2113,2063,50,2.42,736
HINDALCO,12253,12072,181,1.50,12740
HINDPETRO,8260,8191,69,0.84,7494
HINDUNILVR,21524,18998,2526,13.30,13927
HINDZINC,1487,1468,19,1.29,858
IBULHSGFIN,45022,43101,1921,4.46,34875
ICICIBANK,42029,41966,63,0.15,46007
ICICIPRULI,5576,4419,1157,26.18,7057
IDBI,4889,3582,1307,36.49,2949
IDEA,19351,17641,1710,9.69,17219
IDFC,8710,8508,202,2.37,1436
IDFCBANK,56,56,0,0.00,0
IDFCFIRSTB,13280,13150,130,0.99,7681
IFCI,1693,1659,34,2.05,419
IGL,1565,1621,-56,-3.45,2370
INDIACEM,6280,6001,279,4.65,5103
INDIANB,2038,1890,148,7.83,4382
INDIGO,4874,4822,52,1.08,7101
INDUSINDBK,30287,29241,1046,3.58,13015
INFIBEAM,5243,4537,706,15.56,5704
INFRATEL,4499,3752,747,19.91,4150
INFY,45231,43432,1799,4.14,15533
IOC,12389,12359,30,0.24,6520
IRB,3012,2991,21,0.70,2670
ITC,33099,33048,51,0.15,25787
JETAIRWAYS,4247,3975,272,6.84,3950
JINDALSTEL,14629,14709,-80,-0.54,10821
JISLJALEQS,4763,4792,-29,-0.61,2124
JPASSOCIAT,1686,1709,-23,-1.35,668
JSWSTEEL,43904,43287,617,1.43,10377
JUBLFOOD,8034,7062,972,13.76,22037
JUSTDIAL,2449,2464,-15,-0.61,4578
KAJARIACER,1824,1542,282,18.29,692
KOTAKBANK,21115,20776,339,1.63,10906
KPIT,480,480,0,0.00,0
KSCL,1506,1441,65,4.51,1865
KTKBANK,3327,3017,310,10.28,2218
LICHSGFIN,8834,9135,-301,-3.30,5394
LT,29867,28770,1097,3.81,21676
L&TFH,6487,6833,-346,-5.06,10949
LUPIN,14921,14470,451,3.12,8979
MANAPPURAM,2103,2054,49,2.39,1297
MARICO,3160,2957,203,6.87,1195
MARUTI,48638,47700,938,1.97,38820
MCDOWELL-N,9426,9662,-236,-2.44,3976
MCX,3874,3319,555,16.72,2676
MFSL,1816,1820,-4,-0.22,1021
MGL,1397,1404,-7,-0.50,1122
MINDTREE,6643,6194,449,7.25,3199
M&M,27964,26716,1248,4.67,15282
M&MFIN,9323,9130,193,2.11,3441
MOTHERSUMI,12046,11764,282,2.40,5276
MRF,3499,3786,-287,-7.58,1447
MRPL,894,885,9,1.02,306
MUTHOOTFIN,1812,1829,-17,-0.93,1947
NATIONALUM,5332,5612,-280,-4.99,3415
NBCC,4646,4183,463,11.07,5276
NCC,7678,7340,338,4.60,7965
NESTLEIND,6719,6044,675,11.17,2213
NHPC,1091,1072,19,1.77,397
NIFTY,1555528,1470154,85374,5.81,4008589
NIFTYIT,303,314,-11,-3.50,298
NIITTECH,2304,2324,-20,-0.86,2034
NMDC,3574,3552,22,0.62,3041
NTPC,9797,9728,69,0.71,3561
OFSS,1091,1092,-1,-0.09,279
OIL,2065,2152,-87,-4.04,485
ONGC,8723,8803,-80,-0.91,5835
ORIENTBANK,2512,2475,37,1.49,1867
PAGEIND,5540,5646,-106,-1.88,1970
PCJEWELLER,2710,2492,218,8.75,4624
PEL,12045,12104,-59,-0.49,7959
PETRONET,4450,4232,218,5.15,2422
PFC,5296,5315,-19,-0.36,5024
PIDILITIND,4865,4293,572,13.32,4253
PNB,20048,19511,537,2.75,12771
POWERGRID,4792,5790,-998,-17.24,6772
PVR,3431,3476,-45,-1.29,1076
RAMCOCEM,959,1127,-168,-14.91,645
RAYMOND,4913,4840,73,1.51,6920
RBLBANK,5310,4520,790,17.48,5277
RCOM,1596,1596,0,0.00,0
RECLTD,7749,7863,-114,-1.45,7403
RELCAPITAL,8479,8268,211,2.55,12128
RELIANCE,126946,123118,3828,3.11,118571
RELINFRA,17093,15868,1225,7.72,28916
REPCOHOME,1818,1408,410,29.12,8615
RPOWER,8323,9390,-1067,-11.36,2896
SAIL,9966,9688,278,2.87,8176
SBIN,35367,32959,2408,7.31,39457
SHREECEM,1738,1714,24,1.40,669
SIEMENS,3199,3194,5,0.16,1372
SOUTHBANK,4900,4638,262,5.65,3173
SRF,2002,1755,247,14.07,3959
SRTRANSFIN,7635,7184,451,6.28,4605
STAR,4296,4136,160,3.87,2834
SUNPHARMA,53565,52101,1464,2.81,61492
SUNTV,7781,7727,54,0.70,8544
SUZLON,4357,4173,184,4.41,5772
SYNDIBANK,1807,1770,37,2.09,822
TATACHEM,6576,6194,382,6.17,5850
TATACOMM,3295,3243,52,1.60,2305
TATAELXSI,4427,4137,290,7.01,6818
TATAGLOBAL,4845,4605,240,5.21,3463
TATAMOTORS,43075,42788,287,0.67,36454
TATAMTRDVR,8821,8838,-17,-0.19,2058
TATAPOWER,6179,6017,162,2.69,3877
TATASTEEL,38408,37613,795,2.11,28568
TCS,73777,73852,-75,-0.10,35122
TECHM,12643,12473,170,1.36,10741
TITAN,18460,17950,510,2.84,16384
TORNTPHARM,1163,1053,110,10.45,823
TORNTPOWER,799,739,60,8.12,903
TV18BRDCST,4491,4513,-22,-0.49,864
TVSMOTOR,6122,6204,-82,-1.32,3752
UBL,4099,4085,14,0.34,3159
UJJIVAN,3233,2737,496,18.12,5905
ULTRACEMCO,11658,11304,354,3.13,4870
UNIONBANK,5421,5569,-148,-2.66,3659
UPL,15145,15135,10,0.07,6531
VEDL,16577,16710,-133,-0.80,12401
VGUARD,1115,1092,23,2.11,298
VOLTAS,7323,7188,135,1.88,4784
WIPRO,15195,14097,1098,7.79,12926
WOCKPHARMA,5377,6145,-768,-12.50,2945
YESBANK,91161,89582,1579,1.76,38273
ZEEL,19652,20260,-608,-3.00,12010
