Symbol, LatestOI, PrevOI, OIChange, %OIChange, Volume
ACC,9451,9807,-356,-3.63,9978
ADANIENT,9253,9263,-10,-0.11,6822
ADANIPORTS,6114,6045,69,1.14,3597
ADANIPOWER,5240,5170,70,1.35,992
AMARAJABAT,2855,2617,238,9.09,4386
AMBUJACEM,11957,11578,379,3.27,4895
APOLLOHOSP,3417,3343,74,2.21,1085
APOLLOTYRE,3292,3263,29,0.89,2046
ASHOKLEY,19289,19251,38,0.20,12640
ASIANPAINT,18811,17881,930,5.20,10304
AUROPHARMA,28200,27712,488,1.76,9327
AXISBANK,64136,63107,1029,1.63,36354
BAJAJ-AUTO,11723,11376,347,3.05,9494
BAJAJFINSV,11306,11020,286,2.60,7906
BAJFINANCE,43011,42068,943,2.24,32466
BALKRISIND,2301,2171,130,5.99,878
BANKBARODA,24799,23734,1065,4.49,15155
BANKINDIA,6176,5919,257,4.34,3648
BANKNIFTY,1248953,877988,370965,42.25,31880497
BATAINDIA,7268,6977,291,4.17,6811
BEL,5335,5213,122,2.34,3137
BERGEPAINT,4727,4429,298,6.73,3910
BHARATFORG,7809,7438,371,4.99,5669
BHARTIARTL,30040,29909,131,0.44,8513
BHEL,12720,12874,-154,-1.20,5614
BIOCON,10285,10518,-233,-2.22,3248
BOSCHLTD,5165,5077,88,1.73,596
BPCL,20336,20274,62,0.31,11781
BRITANNIA,12572,11979,593,4.95,6696
CADILAHC,6268,6217,51,0.82,927
CANBK,8844,8921,-77,-0.86,9292
CASTROLIND,2375,2112,263,12.45,1320
CENTURYTEX,6046,6125,-79,-1.29,2616
CESC,1778,1701,77,4.53,1055
CHOLAFIN,1644,1582,62,3.92,1613
CIPLA,17178,17291,-113,-0.65,4423
COALINDIA,19648,19988,-340,-1.70,7736
COLPAL,3157,2986,171,5.73,1296
CONCOR,4188,3757,431,11.47,2010
CUMMINSIND,2699,2546,153,6.01,1108
DABUR,10337,9847,490,4.98,3452
DISHTV,8508,8369,139,1.66,1788
DIVISLAB,6835,6820,15,0.22,1860
DLF,22007,21908,99,0.45,12405
DRREDDY,15701,15590,111,0.71,3026
EICHERMOT,17985,15335,2650,17.28,22719
EQUITAS,3716,3654,62,1.70,2187
ESCORTS,7516,7647,-131,-1.71,10668
EXIDEIND,7363,6012,1351,22.47,11165
FEDERALBNK,11773,12447,-674,-5.41,15769
GAIL,11197,11034,163,1.48,3573
GLENMARK,8020,8056,-36,-0.45,2980
GMRINFRA,4199,4095,104,2.54,700
GODREJCP,8498,8485,13,0.15,2311
GRASIM,25152,25146,6,0.02,6589
HAVELLS,6468,6373,95,1.49,4723
HCLTECH,17223,16876,347,2.06,3796
HDFC,83517,84871,-1354,-1.60,31473
HDFCBANK,98942,97607,1335,1.37,47311
HEROMOTOCO,19797,19404,393,2.03,17182
HEXAWARE,1565,1596,-31,-1.94,1059
HINDALCO,14397,14200,197,1.39,10617
HINDPETRO,13933,13858,75,0.54,4840
HINDUNILVR,37964,37803,161,0.43,20380
IBULHSGFIN,65124,65580,-456,-0.70,112528
ICICIBANK,71213,70753,460,0.65,37245
ICICIPRULI,5958,6081,-123,-2.02,5132
IDEA,29961,28939,1022,3.53,13891
IDFCFIRSTB,27529,27032,497,1.84,7389
IGL,2177,2141,36,1.68,1227
INDIGO,9164,8357,807,9.66,16028
INDUSINDBK,52018,54118,-2100,-3.88,49266
INFRATEL,4210,4128,82,1.99,870
INFY,69913,65293,4620,7.08,29116
IOC,16230,15773,457,2.90,5064
ITC,60824,59750,1074,1.80,13326
JINDALSTEL,15033,14494,539,3.72,11154
JSWSTEEL,28853,27882,971,3.48,13310
JUBLFOOD,6693,6387,306,4.79,7336
JUSTDIAL,3939,4244,-305,-7.19,5744
KOTAKBANK,28670,28314,356,1.26,18379
LICHSGFIN,14048,13967,81,0.58,11066
LT,42473,40263,2210,5.49,15039
L&TFH,13871,13257,614,4.63,9211
LUPIN,13418,13538,-120,-0.89,3529
MANAPPURAM,3412,3059,353,11.54,6249
MARICO,4989,4889,100,2.05,837
MARUTI,56581,52508,4073,7.76,51720
MCDOWELL-N,9720,9627,93,0.97,3005
MFSL,2569,2395,174,7.27,648
MGL,2645,2645,0,0.00,1175
MINDTREE,5038,4078,960,23.54,17467
M&M,26141,25242,899,3.56,11241
M&MFIN,12711,12210,501,4.10,4715
MOTHERSUMI,13099,12280,819,6.67,14038
