Symbol, LatestOI, PrevOI, OIChange, %OIChange, Volume
ACC,5938,6140,-202,-3.29,8126
ADANIENT,8854,8725,129,1.48,5901
ADANIPORTS,7571,7574,-3,-0.04,4563
ADANIPOWER,8240,8409,-169,-2.01,3617
AMARAJABAT,2424,2335,89,3.81,4596
AMBUJACEM,7447,7132,315,4.42,4222
APOLLOHOSP,3685,3510,175,4.99,1900
APOLLOTYRE,4132,4268,-136,-3.19,2299
ARVIND,1881,1888,-7,-0.37,1504
ASHOKLEY,17089,16072,1017,6.33,10725
ASIANPAINT,12279,12771,-492,-3.85,4977
AUROPHARMA,18787,19036,-249,-1.31,7471
AXISBANK,43948,43298,650,1.50,20638
BAJAJ-AUTO,11094,10982,112,1.02,5898
BAJAJFINSV,6632,6849,-217,-3.17,3573
BAJFINANCE,29428,28953,475,1.64,17580
BALKRISIND,3539,3596,-57,-1.59,1721
BANKBARODA,17214,17296,-82,-0.47,34554
BANKINDIA,6316,6599,-283,-4.29,11160
BANKNIFTY,584865,382478,202387,52.91,7241702
BATAINDIA,3606,3778,-172,-4.55,2232
BEL,5483,5147,336,6.53,4914
BERGEPAINT,1103,1164,-61,-5.24,679
BHARATFIN,3411,3411,0,0.00,0
BHARATFORG,6884,6711,173,2.58,4230
BHARTIARTL,21002,20877,125,0.60,9850
BHEL,7655,7395,260,3.52,5396
BIOCON,9490,8976,514,5.73,3339
BOSCHLTD,5174,5188,-14,-0.27,542
BPCL,8498,7570,928,12.26,14306
BRITANNIA,12166,12065,101,0.84,3375
BSOFT,598,593,5,0.84,238
CADILAHC,11430,11594,-164,-1.41,2153
CANBK,8046,7977,69,0.86,19314
CASTROLIND,2964,2979,-15,-0.50,607
CENTURYTEX,8162,7814,348,4.45,7290
CESC,1510,1548,-38,-2.45,695
CHOLAFIN,1307,1335,-28,-2.10,643
CIPLA,12238,12150,88,0.72,1656
COALINDIA,15367,14290,1077,7.54,7327
COLPAL,3191,3199,-8,-0.25,3235
CONCOR,1556,1523,33,2.17,1074
CUMMINSIND,2592,2499,93,3.72,697
DABUR,10022,9885,137,1.39,5169
DHFL,9434,9665,-231,-2.39,1836
DISHTV,7404,7221,183,2.53,2310
DIVISLAB,7528,7439,89,1.20,2440
DLF,18572,19254,-682,-3.54,25580
DRREDDY,16987,17076,-89,-0.52,2953
EICHERMOT,16293,15711,582,3.70,5346
ENGINERSIN,2305,2116,189,8.93,1314
EQUITAS,3457,3505,-48,-1.37,1853
ESCORTS,9705,8865,840,9.48,12245
EXIDEIND,4356,3878,478,12.33,3477
FEDERALBNK,8079,7955,124,1.56,3155
GAIL,11536,11413,123,1.08,4455
GLENMARK,10646,10809,-163,-1.51,3684
GMRINFRA,4881,4585,296,6.46,3652
GODREJCP,7083,6838,245,3.58,1382
GRASIM,17197,17519,-322,-1.84,5310
HAVELLS,7264,7494,-230,-3.07,6499
HCLTECH,17170,16927,243,1.44,6297
HDFC,59270,58187,1083,1.86,20556
HDFCBANK,76698,75948,750,0.99,34322
HEROMOTOCO,19342,17357,1985,11.44,12718
HEXAWARE,1870,1872,-2,-0.11,1148
HINDALCO,12880,12615,265,2.10,10888
HINDPETRO,10041,9565,476,4.98,18457
HINDUNILVR,39864,40053,-189,-0.47,11587
HINDZINC,2419,2344,75,3.20,447
IBULHSGFIN,34411,32774,1637,4.99,64957
ICICIBANK,76664,75619,1045,1.38,33531
ICICIPRULI,4063,3758,305,8.12,9617
IDBI,2777,2672,105,3.93,892
IDEA,16563,16427,136,0.83,4745
IDFCFIRSTB,11196,10970,226,2.06,2747
IGL,2938,2889,49,1.70,1951
INDIGO,6233,5665,568,10.03,15370
INDUSINDBK,35510,35924,-414,-1.15,41956
INFRATEL,4034,4157,-123,-2.96,2002
INFY,53828,51902,1926,3.71,23035
IOC,12891,11645,1246,10.70,9878
ITC,48995,47431,1564,3.30,55742
JINDALSTEL,15983,14632,1351,9.23,12442
JSWSTEEL,27900,27861,39,0.14,8025
JUBLFOOD,7630,7780,-150,-1.93,4805
JUSTDIAL,3033,3088,-55,-1.78,3669
KAJARIACER,2093,1763,330,18.72,2931
KOTAKBANK,26546,25749,797,3.10,28991
LICHSGFIN,8759,8086,673,8.32,18359
LT,45228,44385,843,1.90,38648
L&TFH,9262,8933,329,3.68,20802
LUPIN,15007,14745,262,1.78,4759
MANAPPURAM,3051,3082,-31,-1.01,1564
MARICO,3369,3176,193,6.08,1759
MARUTI,61556,57551,4005,6.96,59688
MCDOWELL-N,8723,8613,110,1.28,4018
MCX,2632,2553,79,3.09,1577
MFSL,2080,1713,367,21.42,1484
MGL,1727,1753,-26,-1.48,859
MINDTREE,3040,3026,14,0.46,1222
M&M,23713,22801,912,4.00,13580
M&MFIN,9774,9865,-91,-0.92,9539
MOTHERSUMI,8959,9095,-136,-1.50,3654
MRF,3191,3166,25,0.79,525
MUTHOOTFIN,2570,2498,72,2.88,1568
NATIONALUM,5279,4973,306,6.15,2532
NBCC,5003,4551,452,9.93,3517
NCC,5828,5522,306,5.54,5854
NESTLEIND,7235,7206,29,0.40,989
NIFTY,1376174,1144718,231456,20.22,5357777
NIFTYIT,443,349,94,26.93,314
NIITTECH,2605,1960,645,32.91,2097
NMDC,5880,5807,73,1.26,3775
NTPC,16917,15925,992,6.23,11964
OFSS,1777,1744,33,1.89,1262
OIL,1917,1831,86,4.70,714
ONGC,15653,15019,634,4.22,9030
PAGEIND,6596,6482,114,1.76,1234
PEL,14167,14938,-771,-5.16,24511
PETRONET,4598,4496,102,2.27,2041
PFC,7957,7743,214,2.76,5568
PIDILITIND,6058,6415,-357,-5.57,3055
PNB,21232,20033,1199,5.99,23670
POWERGRID,9885,9911,-26,-0.26,5888
PVR,1619,1567,52,3.32,1312
RAMCOCEM,1427,1449,-22,-1.52,1232
RAYMOND,4034,3981,53,1.33,3358
RBLBANK,5642,5354,288,5.38,3761
RECLTD,7303,7218,85,1.18,4032
RELCAPITAL,9765,10111,-346,-3.42,1849
RELIANCE,111330,109451,1879,1.72,68498
RELINFRA,6358,5847,511,8.74,5016
SAIL,11513,10521,992,9.43,11809
SBIN,37269,34678,2591,7.47,70111
SHREECEM,2561,2448,113,4.62,929
SIEMENS,3739,3160,579,18.32,8675
SRF,4763,4900,-137,-2.80,4982
SRTRANSFIN,9070,9231,-161,-1.74,5502
STAR,3768,2834,934,32.96,4023
SUNPHARMA,58622,56829,1793,3.16,19320
SUNTV,8514,7226,1288,17.82,13196
TATACHEM,3429,3464,-35,-1.01,1032
TATAELXSI,3343,3443,-100,-2.90,1615
TATAGLOBAL,4168,4399,-231,-5.25,2979
TATAMOTORS,31110,30364,746,2.46,20172
TATAMTRDVR,5494,5433,61,1.12,1259
TATAPOWER,7379,7444,-65,-0.87,2116
TATASTEEL,43123,39567,3556,8.99,36456
TCS,69013,63135,5878,9.31,62107
TECHM,19136,17716,1420,8.02,9738
TITAN,15510,15429,81,0.52,27793
TORNTPHARM,1390,1318,72,5.46,512
TORNTPOWER,2129,2211,-82,-3.71,2085
