Symbol, LatestOI, PrevOI, OIChange, %OIChange, Volume
ACC,7885,7814,71,0.91,4705
ADANIENT,12089,12032,57,0.47,2957
ADANIPORTS,8768,8835,-67,-0.76,3458
ADANIPOWER,8612,8493,119,1.40,4883
AJANTPHARM,1768,1807,-39,-2.16,953
ALBK,2458,2547,-89,-3.49,1204
AMARAJABAT,3677,3707,-30,-0.81,2073
AMBUJACEM,9656,9864,-208,-2.11,3744
APOLLOHOSP,2431,2510,-79,-3.15,1309
APOLLOTYRE,4688,4954,-266,-5.37,4227
ARVIND,3605,3523,82,2.33,2875
ASHOKLEY,29267,29181,86,0.29,21440
ASIANPAINT,11350,11624,-274,-2.36,6488
AUROPHARMA,20247,20470,-223,-1.09,8861
AXISBANK,37443,36332,1111,3.06,23218
BAJAJ-AUTO,18019,17232,787,4.57,8042
BAJAJFINSV,7220,7448,-228,-3.06,3079
BAJFINANCE,27267,27673,-406,-1.47,14798
BALKRISIND,2579,2628,-49,-1.86,1110
BANKBARODA,19592,19075,517,2.71,13935
BANKINDIA,6257,6335,-78,-1.23,5190
BANKNIFTY,1072230,879601,192629,21.90,25429435
BATAINDIA,4754,4986,-232,-4.65,3580
BEL,9483,9621,-138,-1.43,3916
BEML,3140,3263,-123,-3.77,2713
BERGEPAINT,1374,1417,-43,-3.03,425
BHARATFIN,9009,9183,-174,-1.89,3232
BHARATFORG,9199,8713,486,5.58,3985
BHARTIARTL,23615,23780,-165,-0.69,27020
BHEL,10760,10789,-29,-0.27,4028
BIOCON,8919,8531,388,4.55,4200
BOSCHLTD,5213,5088,125,2.46,738
BPCL,8604,9041,-437,-4.83,6964
BRITANNIA,11524,11571,-47,-0.41,1594
BSOFT,1795,1909,-114,-5.97,814
CADILAHC,8393,8193,200,2.44,2324
CANBK,7733,7874,-141,-1.79,7585
CANFINHOME,2518,2468,50,2.03,1477
CASTROLIND,2642,2545,97,3.81,757
CEATLTD,4532,4648,-116,-2.50,3547
CENTURYTEX,7647,7720,-73,-0.95,3550
CESC,3332,3416,-84,-2.46,1602
CGPOWER,2690,2701,-11,-0.41,3075
CHENNPETRO,739,657,82,12.48,344
CHOLAFIN,1412,1443,-31,-2.15,662
CIPLA,14922,14276,646,4.53,8410
COALINDIA,23101,22820,281,1.23,5484
COLPAL,3267,3295,-28,-0.85,757
CONCOR,1270,1253,17,1.36,564
CUMMINSIND,2837,2812,25,0.89,927
DABUR,13455,13792,-337,-2.44,4525
DCBBANK,2524,2121,403,19.00,11798
DHFL,20836,20046,790,3.94,23954
DISHTV,9673,9557,116,1.21,4725
DIVISLAB,7887,7909,-22,-0.28,2665
DLF,29855,29714,141,0.47,17756
DRREDDY,17040,17128,-88,-0.51,6205
EICHERMOT,20823,21350,-527,-2.47,8046
ENGINERSIN,2761,2885,-124,-4.30,1291
EQUITAS,3250,3297,-47,-1.43,932
ESCORTS,4633,4829,-196,-4.06,5184
EXIDEIND,6220,6423,-203,-3.16,5440
FEDERALBNK,10886,11290,-404,-3.58,4689
GAIL,5017,5061,-44,-0.87,2417
GLENMARK,4945,4739,206,4.35,1497
GMRINFRA,5735,5718,17,0.30,2039
GODFRYPHLP,1102,1129,-27,-2.39,967
GODREJCP,12216,12201,15,0.12,2179
GODREJIND,989,939,50,5.32,529
GRASIM,15841,15882,-41,-0.26,6717
GSFC,2682,2652,30,1.13,670
HAVELLS,5725,5782,-57,-0.99,4281
HCLTECH,13514,13511,3,0.02,8596
HDFC,60067,58816,1251,2.13,20176
HDFCBANK,65995,62498,3497,5.60,42939
HEROMOTOCO,18041,18998,-957,-5.04,8912
HEXAWARE,3374,3158,216,6.84,1725
HINDALCO,12765,12222,543,4.44,10775
HINDPETRO,8455,8749,-294,-3.36,7831
HINDUNILVR,21143,21353,-210,-0.98,7798
HINDZINC,1626,1685,-59,-3.50,534
IBULHSGFIN,58014,58561,-547,-0.93,43816
ICICIBANK,50934,51719,-785,-1.52,44260
ICICIPRULI,6156,6334,-178,-2.81,2307
IDBI,3427,3499,-72,-2.06,281
IDEA,40094,41851,-1757,-4.20,9682
IDFC,7575,7523,52,0.69,1019
IDFCFIRSTB,13390,13215,175,1.32,3563
IFCI,2735,2463,272,11.04,1352
IGL,2198,2191,7,0.32,1998
INDIACEM,7030,7036,-6,-0.09,5335
INDIANB,2294,2270,24,1.06,1884
INDIGO,10097,8697,1400,16.10,58055
