Symbol, LatestOI, PrevOI, OIChange, %OIChange, Volume
ACC,9472,9610,-138,-1.44,5105
ADANIENT,9505,9712,-207,-2.13,3419
ADANIPORTS,11572,11463,109,0.95,7579
ADANIPOWER,7414,7376,38,0.52,1379
AJANTPHARM,825,867,-42,-4.84,541
ALBK,1341,1348,-7,-0.52,411
AMARAJABAT,2634,2588,46,1.78,2503
AMBUJACEM,8249,8456,-207,-2.45,3385
APOLLOHOSP,4000,4284,-284,-6.63,3273
APOLLOTYRE,6355,6615,-260,-3.93,3957
ARVIND,5505,5634,-129,-2.29,3187
ASHOKLEY,25910,25791,119,0.46,16958
ASIANPAINT,11669,11702,-33,-0.28,5361
AUROPHARMA,22563,21077,1486,7.05,37124
AXISBANK,47603,46428,1175,2.53,33795
BAJAJ-AUTO,12462,12367,95,0.77,8532
BAJAJFINSV,7398,7372,26,0.35,3713
BAJFINANCE,33455,34123,-668,-1.96,21461
BALKRISIND,3771,3704,67,1.81,1631
BANKBARODA,26977,26646,331,1.24,15792
BANKINDIA,6864,6715,149,2.22,5305
BANKNIFTY,638424,497138,141286,28.42,5714557
BATAINDIA,4425,4501,-76,-1.69,3952
BEL,5713,5706,7,0.12,4549
BEML,2479,2530,-51,-2.02,6460
BERGEPAINT,1656,1680,-24,-1.43,810
BHARATFIN,9592,10133,-541,-5.34,3572
BHARATFORG,7927,8074,-147,-1.82,5273
BHARTIARTL,22694,22588,106,0.47,8212
BHEL,9636,9666,-30,-0.31,5890
BIOCON,13913,13913,0,0.00,2922
BOSCHLTD,5308,5325,-17,-0.32,665
BPCL,8546,8386,160,1.91,6459
BRITANNIA,12040,11883,157,1.32,4244
BSOFT,1273,1252,21,1.68,752
CADILAHC,12862,12555,307,2.45,4418
CANBK,8074,8199,-125,-1.52,9417
CANFINHOME,1723,1877,-154,-8.20,1122
CASTROLIND,2737,2677,60,2.24,580
CEATLTD,2584,2780,-196,-7.05,2036
CENTURYTEX,6931,6704,227,3.39,3328
CESC,2538,2519,19,0.75,902
CGPOWER,1404,1556,-152,-9.77,839
CHENNPETRO,409,418,-9,-2.15,315
CHOLAFIN,1648,1540,108,7.01,960
CIPLA,13758,13854,-96,-0.69,2855
COALINDIA,17255,16231,1024,6.31,16850
COLPAL,3958,3796,162,4.27,862
