Symbol, LatestOI, PrevOI, OIChange, %OIChange, Volume
ACC,4310,4451,-141,-3.17,2552
ADANIENT,10191,10166,25,0.25,1556
ADANIPORTS,10452,10546,-94,-0.89,1790
ADANIPOWER,7863,7874,-11,-0.14,52
AJANTPHARM,1693,1688,5,0.30,619
ALBK,1892,1739,153,8.80,1208
AMARAJABAT,1818,1815,3,0.17,2168
AMBUJACEM,7470,7441,29,0.39,1629
APOLLOHOSP,1938,2065,-127,-6.15,1983
APOLLOTYRE,4598,4510,88,1.95,1706
ARVIND,6049,4797,1252,26.10,8726
ASHOKLEY,33483,32608,875,2.68,13385
ASIANPAINT,12074,12238,-164,-1.34,2871
AUROPHARMA,23398,22568,830,3.68,12068
AXISBANK,36961,37569,-608,-1.62,28910
BAJAJ-AUTO,11359,11231,128,1.14,3590
BAJAJFINSV,6116,6152,-36,-0.59,1885
BAJFINANCE,31792,31553,239,0.76,11005
BALKRISIND,4154,4099,55,1.34,1311
BANKBARODA,21159,20984,175,0.83,9975
BANKINDIA,7327,6928,399,5.76,6589
BANKNIFTY,911453,710005,201448,28.37,5222853
BATAINDIA,5997,6125,-128,-2.09,4501
BEL,7755,7804,-49,-0.63,1261
BEML,3462,3365,97,2.88,3693
BERGEPAINT,2752,2819,-67,-2.38,583
BHARATFIN,8972,8711,261,3.00,2697
BHARATFORG,14782,14623,159,1.09,3011
BHARTIARTL,23814,24070,-256,-1.06,8339
BHEL,9663,9232,431,4.67,3718
BIOCON,7525,7381,144,1.95,7892
BOSCHLTD,5052,5096,-44,-0.86,484
BPCL,8207,8153,54,0.66,3910
BRITANNIA,14797,14793,4,0.03,1556
CADILAHC,6070,6081,-11,-0.18,1192
CANBK,7632,7469,163,2.18,5376
CANFINHOME,3186,3186,0,0.00,561
CAPF,926,926,0,0.00,0
CASTROLIND,2196,2177,19,0.87,257
CEATLTD,3202,3197,5,0.16,1551
CENTURYTEX,8168,8191,-23,-0.28,2396
CESC,4194,4753,-559,-11.76,5419
CGPOWER,3996,3960,36,0.91,499
CHENNPETRO,919,906,13,1.43,538
