Symbol, LatestOI, PrevOI, OIChange, %OIChange, Volume
ACC,6073,6051,22,0.36,3810
ADANIENT,7703,7612,91,1.20,3342
ADANIPORTS,7484,7132,352,4.94,3610
ADANIPOWER,6933,6628,305,4.60,868
AMARAJABAT,2012,1912,100,5.23,2073
AMBUJACEM,6747,6376,371,5.82,2334
APOLLOHOSP,3583,3173,410,12.92,7683
APOLLOTYRE,3611,3338,273,8.18,2310
ARVIND,1548,1303,245,18.80,1203
ASHOKLEY,15187,13940,1247,8.95,9544
ASIANPAINT,11545,11405,140,1.23,3515
AUROPHARMA,17269,16431,838,5.10,10579
AXISBANK,39430,38556,874,2.27,27098
BAJAJ-AUTO,9682,9202,480,5.22,3201
BAJAJFINSV,6797,6291,506,8.04,3416
BAJFINANCE,28246,26565,1681,6.33,18775
BALKRISIND,2634,2554,80,3.13,859
BANKBARODA,18578,16383,2195,13.40,21331
BANKINDIA,5902,5298,604,11.40,8887
BANKNIFTY,543955,360824,183131,50.75,5061698
BATAINDIA,3468,3181,287,9.02,2602
BEL,4652,4385,267,6.09,2435
BERGEPAINT,1222,1279,-57,-4.46,365
BHARATFIN,2721,3039,-318,-10.46,3144
BHARATFORG,6116,6108,8,0.13,3704
BHARTIARTL,19331,19418,-87,-0.45,5582
BHEL,7000,6783,217,3.20,3935
BIOCON,8192,8123,69,0.85,2086
BOSCHLTD,5238,5186,52,1.00,473
BPCL,6091,5832,259,4.44,3811
BRITANNIA,12825,12639,186,1.47,3335
BSOFT,585,504,81,16.07,320
CADILAHC,10907,10691,216,2.02,2105
CANBK,7197,5500,1697,30.85,18183
CASTROLIND,2608,2392,216,9.03,754
CENTURYTEX,6442,6376,66,1.04,1757
CESC,1558,1600,-42,-2.62,644
CHOLAFIN,1352,1311,41,3.13,504
CIPLA,11674,11586,88,0.76,2490
COALINDIA,13678,13134,544,4.14,5042
COLPAL,3612,3597,15,0.42,709
CONCOR,1437,1420,17,1.20,533
CUMMINSIND,2433,2266,167,7.37,794
DABUR,9421,9365,56,0.60,1954
DHFL,11923,6365,5558,87.32,20330
DISHTV,6532,6594,-62,-0.94,2447
DIVISLAB,7445,7188,257,3.58,3257
DLF,19587,18118,1469,8.11,14094
DRREDDY,17169,16048,1121,6.99,7362
EICHERMOT,14584,14292,292,2.04,4709
ENGINERSIN,1789,1748,41,2.35,476
EQUITAS,3386,3211,175,5.45,1366
ESCORTS,8102,7226,876,12.12,5998
EXIDEIND,3762,3662,100,2.73,1635
FEDERALBNK,6879,6393,486,7.60,4391
GAIL,10614,9649,965,10.00,6041
GLENMARK,9574,8660,914,10.55,5484
GMRINFRA,4437,4112,325,7.90,1706
GODREJCP,6851,6531,320,4.90,1283
GRASIM,17334,17195,139,0.81,3275
HAVELLS,7065,5643,1422,25.20,9426
HCLTECH,15074,14948,126,0.84,3742
HDFC,55594,54716,878,1.60,14250
HDFCBANK,72437,69312,3125,4.51,27753
HEROMOTOCO,15942,15279,663,4.34,5176
HEXAWARE,1772,1594,178,11.17,1655
HINDALCO,11612,11049,563,5.10,6713
HINDPETRO,8487,8363,124,1.48,2830
HINDUNILVR,39641,39201,440,1.12,7170
HINDZINC,2449,2517,-68,-2.70,427
IBULHSGFIN,27210,25356,1854,7.31,34299
ICICIBANK,73481,71991,1490,2.07,35980
ICICIPRULI,3357,3166,191,6.03,5219
IDBI,2368,1828,540,29.54,1545
IDEA,14784,14253,531,3.73,1972
IDFCFIRSTB,10388,10290,98,0.95,1563
IGL,1660,1660,0,0.00,1005
INDIGO,5022,4650,372,8.00,4012
INDUSINDBK,30679,27262,3417,12.53,26451
INFRATEL,4045,3613,432,11.96,2068
INFY,49356,48455,901,1.86,12692
IOC,11515,11434,81,0.71,2908
ITC,44928,43594,1334,3.06,9064
JINDALSTEL,12213,10482,1731,16.51,10442
JSWSTEEL,27422,26996,426,1.58,6136
JUBLFOOD,6689,5801,888,15.31,8910
JUSTDIAL,2560,1922,638,33.19,6257
KAJARIACER,1575,1567,8,0.51,462
KOTAKBANK,22654,22073,581,2.63,12454
LICHSGFIN,7283,7162,121,1.69,3386
LT,38909,37484,1425,3.80,17996
L&TFH,8567,8008,559,6.98,3779
LUPIN,14405,12623,1782,14.12,13919
MANAPPURAM,2857,2656,201,7.57,2568
MARICO,2859,2820,39,1.38,309
MARUTI,52941,49955,2986,5.98,37794
MCDOWELL-N,8756,8297,459,5.53,4938
MCX,2495,2406,89,3.70,652
MFSL,1619,1527,92,6.02,844
MGL,1547,1473,74,5.02,892
MINDTREE,3318,2863,455,15.89,2730
M&M,22368,21726,642,2.95,5085
M&MFIN,8972,8560,412,4.81,2809
MOTHERSUMI,9301,9252,49,0.53,3631
MRF,2929,2989,-60,-2.01,567
MUTHOOTFIN,2275,2181,94,4.31,1585
NATIONALUM,4763,4425,338,7.64,1775
NBCC,3809,3591,218,6.07,1311
