Symbol, LatestOI, PrevOI, OIChange, %OIChange, Volume
ACC,6891,7247,-356,-4.91,4080
ADANIENT,11020,11014,6,0.05,1657
ADANIPORTS,7049,7082,-33,-0.47,2063
ADANIPOWER,7532,7543,-11,-0.15,782
AJANTPHARM,1727,1796,-69,-3.84,788
ALBK,1929,1950,-21,-1.08,612
AMARAJABAT,2802,2765,37,1.34,1140
AMBUJACEM,10961,10798,163,1.51,3194
APOLLOHOSP,2388,2489,-101,-4.06,1406
APOLLOTYRE,4439,4279,160,3.74,4807
ARVIND,3380,3241,139,4.29,1688
ASHOKLEY,24938,24851,87,0.35,8617
ASIANPAINT,11722,11199,523,4.67,7534
AUROPHARMA,21984,21857,127,0.58,7735
AXISBANK,39866,39049,817,2.09,17436
BAJAJ-AUTO,13855,14110,-255,-1.81,4793
BAJAJFINSV,5609,5593,16,0.29,4426
BAJFINANCE,24799,24293,506,2.08,16480
BALKRISIND,2107,2061,46,2.23,1384
BANKBARODA,17537,17220,317,1.84,9230
BANKINDIA,5198,5194,4,0.08,3503
BANKNIFTY,964374,890879,73495,8.25,12788561
BATAINDIA,5363,5204,159,3.06,4354
BEL,7186,7267,-81,-1.11,1721
BEML,2431,2376,55,2.31,1476
BERGEPAINT,1243,1315,-72,-5.48,602
BHARATFIN,14353,13292,1061,7.98,3299
BHARATFORG,8727,8820,-93,-1.05,2486
BHARTIARTL,27663,28384,-721,-2.54,12933
BHEL,9302,9517,-215,-2.26,7993
BIOCON,14213,14140,73,0.52,6965
BOSCHLTD,5258,5111,147,2.88,953
BPCL,9795,9688,107,1.10,4758
BRITANNIA,15341,14810,531,3.59,4914
BSOFT,1659,1540,119,7.73,798
CADILAHC,10270,10064,206,2.05,4057
CANBK,6296,6289,7,0.11,7851
CANFINHOME,2623,2480,143,5.77,1578
CASTROLIND,2170,2222,-52,-2.34,493
CEATLTD,3356,3198,158,4.94,11046
CENTURYTEX,8135,8192,-57,-0.70,2603
CESC,2505,2481,24,0.97,932
CGPOWER,3131,2725,406,14.90,7241
CHENNPETRO,833,697,136,19.51,1617
CHOLAFIN,1299,1365,-66,-4.84,896
CIPLA,14310,13989,321,2.29,4652
COALINDIA,14175,14053,122,0.87,2601
COLPAL,3359,3261,98,3.01,756
CONCOR,1193,1108,85,7.67,741
CUMMINSIND,2031,2129,-98,-4.60,678
DABUR,15759,14465,1294,8.95,6240
DCBBANK,1357,1371,-14,-1.02,986
DHFL,19299,19489,-190,-0.97,20506
DISHTV,9278,8491,787,9.27,9425
DIVISLAB,7511,7455,56,0.75,2244
DLF,21278,21273,5,0.02,7483
DRREDDY,17944,16944,1000,5.90,7069
EICHERMOT,16065,15651,414,2.65,2889
ENGINERSIN,2320,2311,9,0.39,836
EQUITAS,3084,3129,-45,-1.44,807
ESCORTS,6590,6270,320,5.10,10183
EXIDEIND,5131,5175,-44,-0.85,1740
FEDERALBNK,9783,9893,-110,-1.11,5492
GAIL,4909,4846,63,1.30,2376
GLENMARK,4707,4438,269,6.06,2169
GMRINFRA,5153,5147,6,0.12,943
GODFRYPHLP,941,913,28,3.07,291
GODREJCP,10445,11060,-615,-5.56,3111
GODREJIND,779,804,-25,-3.11,548
GRASIM,13782,13751,31,0.23,2632
GSFC,2378,2412,-34,-1.41,272
HAVELLS,4971,4976,-5,-0.10,2865
HCLTECH,15416,14770,646,4.37,4417
HDFC,60568,58906,1662,2.82,10363
HDFCBANK,55399,55029,370,0.67,30768
HEROMOTOCO,17920,17703,217,1.23,7169
HEXAWARE,1606,1628,-22,-1.35,861
HINDALCO,12276,12086,190,1.57,9661
HINDPETRO,9311,9179,132,1.44,4047
HINDUNILVR,41265,41295,-30,-0.07,10524
HINDZINC,1500,1526,-26,-1.70,527
IBULHSGFIN,38718,38601,117,0.30,15966
ICICIBANK,94577,93191,1386,1.49,62981
ICICIPRULI,5256,5408,-152,-2.81,2339
IDBI,3553,3551,2,0.06,550
IDEA,32399,31756,643,2.02,23321
IDFC,6716,6697,19,0.28,1171
IDFCFIRSTB,12338,12558,-220,-1.75,3663
IFCI,2220,2196,24,1.09,257
IGL,1236,1256,-20,-1.59,1049
INDIACEM,5336,5140,196,3.81,4955
INDIANB,2175,2098,77,3.67,1078
INDIGO,6522,6448,74,1.15,4909
INDUSINDBK,38094,36389,1705,4.69,19498
INFIBEAM,2827,2690,137,5.09,820
INFRATEL,5035,5055,-20,-0.40,1060
INFY,49199,48403,796,1.64,13059
IOC,13572,13489,83,0.62,3027
IRB,3547,3454,93,2.69,1169
ITC,43828,42905,923,2.15,12402
JETAIRWAYS,4477,4770,-293,-6.14,2456
JINDALSTEL,12824,13282,-458,-3.45,9481
JISLJALEQS,3966,3969,-3,-0.08,1136
JSWSTEEL,32498,32411,87,0.27,10937
JUBLFOOD,8338,8431,-93,-1.10,6705
JUSTDIAL,2205,2152,53,2.46,1096
KAJARIACER,2045,1665,380,22.82,1993
KOTAKBANK,29435,29361,74,0.25,16547
KSCL,628,638,-10,-1.57,615
KTKBANK,3466,3396,70,2.06,1544
LICHSGFIN,8917,9401,-484,-5.15,5420
LT,29374,29039,335,1.15,13853
L&TFH,8936,8622,314,3.64,5118
LUPIN,15561,15673,-112,-0.71,4211
MANAPPURAM,1657,1675,-18,-1.07,798
MARICO,4014,4015,-1,-0.02,4978
MARUTI,56149,56010,139,0.25,18392
MCDOWELL-N,10386,10598,-212,-2.00,3836
MCX,3081,2968,113,3.81,987
MFSL,1720,1882,-162,-8.61,657
MGL,1198,1194,4,0.34,633
MINDTREE,5793,5686,107,1.88,2812
M&M,21618,21106,512,2.43,4133
M&MFIN,10996,10927,69,0.63,3662
MOTHERSUMI,13644,13784,-140,-1.02,3603
MRF,3617,3822,-205,-5.36,2115
MRPL,708,703,5,0.71,196
MUTHOOTFIN,2106,1811,295,16.29,1938
NATIONALUM,6130,6077,53,0.87,1289
NBCC,5097,5015,82,1.64,1808
NCC,5275,5184,91,1.76,2731
NESTLEIND,6652,6609,43,0.65,1180
NHPC,956,925,31,3.35,111
NIFTY,1667851,1583806,84045,5.31,5773630
NIFTYIT,320,353,-33,-9.35,187
NIITTECH,4134,3812,322,8.45,3222
NMDC,3393,3448,-55,-1.60,568
NTPC,12886,12462,424,3.40,2334
OFSS,1902,1937,-35,-1.81,333
OIL,2441,2449,-8,-0.33,278
ONGC,19496,19531,-35,-0.18,3857
ORIENTBANK,2093,2086,7,0.34,1096
PAGEIND,6386,6392,-6,-0.09,1774
PCJEWELLER,3902,3819,83,2.17,4393
PEL,16385,16181,204,1.26,3159
PETRONET,3445,3626,-181,-4.99,1470
PFC,5700,5410,290,5.36,2510
PIDILITIND,7166,7139,27,0.38,2844
PNB,17481,17677,-196,-1.11,8996
POWERGRID,5094,5191,-97,-1.87,1998
PVR,2879,2975,-96,-3.23,1959
RAMCOCEM,1612,1683,-71,-4.22,767
RAYMOND,4530,4508,22,0.49,3950
RBLBANK,5402,5450,-48,-0.88,2700
RECLTD,6707,6583,124,1.88,3395
RELCAPITAL,12794,12586,208,1.65,21147
RELIANCE,110905,107723,3182,2.95,118067
RELINFRA,12914,13006,-92,-0.71,11670
REPCOHOME,673,700,-27,-3.86,489
RPOWER,8981,8855,126,1.42,2094
SAIL,10183,10257,-74,-0.72,7192
SBIN,30482,29407,1075,3.66,36955
SHREECEM,2001,2023,-22,-1.09,533
SIEMENS,2678,2418,260,10.75,3048
SOUTHBANK,4029,3954,75,1.90,646
SRF,3346,3395,-49,-1.44,3922
SRTRANSFIN,7238,6800,438,6.44,4531
STAR,2750,2778,-28,-1.01,3614
SUNPHARMA,53418,52486,932,1.78,13626
SUNTV,7925,8024,-99,-1.23,8689
SUZLON,4474,4482,-8,-0.18,613
SYNDIBANK,2052,2032,20,0.98,1221
TATACHEM,5913,5902,11,0.19,2897
TATACOMM,2485,2217,268,12.09,1650
TATAELXSI,5931,5997,-66,-1.10,1819
TATAGLOBAL,6736,6569,167,2.54,2107
TATAMOTORS,49650,46707,2943,6.30,36751
TATAMTRDVR,8740,8603,137,1.59,1744
TATAPOWER,8650,8711,-61,-0.70,1776
TATASTEEL,35730,35580,150,0.42,27654
TCS,59042,59471,-429,-0.72,19509
TECHM,10377,10256,121,1.18,3113
TITAN,17177,15262,1915,12.55,24235
TORNTPHARM,1861,1871,-10,-0.53,429
TORNTPOWER,897,901,-4,-0.44,347
TV18BRDCST,5363,5506,-143,-2.60,1593
TVSMOTOR,8888,8860,28,0.32,5279
UBL,3254,3161,93,2.94,1942
UJJIVAN,2863,2900,-37,-1.28,2528
ULTRACEMCO,14426,14487,-61,-0.42,5140
UNIONBANK,5121,5301,-180,-3.40,2722
UPL,24283,23767,516,2.17,11186
VEDL,23936,23144,792,3.42,32474
VGUARD,945,987,-42,-4.26,295
VOLTAS,7196,5707,1489,26.09,10010
WIPRO,14190,14026,164,1.17,4667
WOCKPHARMA,4821,4924,-103,-2.09,1612
YESBANK,121221,119915,1306,1.09,48767
ZEEL,25297,19488,5809,29.81,90561
