Symbol, LatestOI, PrevOI, OIChange, %OIChange, Volume
ACC,6667,6726,-59,-0.88,3174
ADANIENT,7894,7770,124,1.60,3409
ADANIPORTS,7901,7665,236,3.08,4188
ADANIPOWER,5418,5295,123,2.32,1560
AMARAJABAT,2437,2404,33,1.37,1608
AMBUJACEM,10379,10170,209,2.06,2284
APOLLOHOSP,4380,3723,657,17.65,6080
APOLLOTYRE,4427,4278,149,3.48,2463
ARVIND,1557,1497,60,4.01,916
ASHOKLEY,21777,20653,1124,5.44,11966
ASIANPAINT,17995,17953,42,0.23,5953
AUROPHARMA,19828,18979,849,4.47,9303
AXISBANK,48027,48059,-32,-0.07,20988
BAJAJ-AUTO,11415,10818,597,5.52,6689
BAJAJFINSV,9633,9421,212,2.25,6521
BAJFINANCE,37947,35652,2295,6.44,31682
BALKRISIND,2780,2728,52,1.91,1283
BANKBARODA,21357,20875,482,2.31,9610
BANKINDIA,6315,6284,31,0.49,4028
BANKNIFTY,764564,588798,175766,29.85,8521239
BATAINDIA,7098,6497,601,9.25,6481
BEL,5418,5282,136,2.57,3008
BERGEPAINT,2120,1939,181,9.33,711
BHARATFORG,7495,6952,543,7.81,3708
BHARTIARTL,23919,23400,519,2.22,8276
BHEL,10294,9501,793,8.35,3238
BIOCON,8769,8087,682,8.43,4668
BOSCHLTD,5348,5310,38,0.72,516
BPCL,10760,10545,215,2.04,6703
BRITANNIA,13740,13581,159,1.17,2749
BSOFT,842,807,35,4.34,314
CADILAHC,7248,7109,139,1.96,1508
CANBK,11682,11653,29,0.25,12896
CASTROLIND,2103,2042,61,2.99,439
CENTURYTEX,5640,5473,167,3.05,1547
CESC,1129,853,276,32.36,2419
CHOLAFIN,1648,1546,102,6.60,736
CIPLA,12033,11799,234,1.98,1903
COALINDIA,24605,23593,1012,4.29,7018
COLPAL,2428,2420,8,0.33,717
CONCOR,2099,2129,-30,-1.41,768
CUMMINSIND,2845,2685,160,5.96,897
DABUR,10182,9881,301,3.05,3164
DHFL,4556,4021,535,13.31,4306
DISHTV,9128,8995,133,1.48,2130
DIVISLAB,7310,6979,331,4.74,1937
DLF,20174,19259,915,4.75,11776
DRREDDY,16603,15845,758,4.78,7925
EICHERMOT,18852,18492,360,1.95,7967
ENGINERSIN,2058,1935,123,6.36,1523
EQUITAS,5639,4345,1294,29.78,12170
ESCORTS,6552,6179,373,6.04,12067
EXIDEIND,4076,3989,87,2.18,1205
FEDERALBNK,8636,8051,585,7.27,6079
GAIL,8795,8769,26,0.30,1900
GLENMARK,4960,4750,210,4.42,1156
GMRINFRA,3891,3951,-60,-1.52,923
GODREJCP,8977,8797,180,2.05,1331
GRASIM,23434,23366,68,0.29,3259
HAVELLS,8022,7786,236,3.03,2175
HCLTECH,17144,15819,1325,8.38,5423
HDFC,75682,75805,-123,-0.16,20749
HDFCBANK,84610,81505,3105,3.81,44391
HEROMOTOCO,15704,15453,251,1.62,8035
HEXAWARE,1867,1679,188,11.20,1023
HINDALCO,12343,12148,195,1.61,7473
HINDPETRO,10472,10259,213,2.08,3531
HINDUNILVR,35443,35010,433,1.24,11105
HINDZINC,1820,1847,-27,-1.46,559
IBULHSGFIN,44184,41652,2532,6.08,35951
ICICIBANK,80406,78774,1632,2.07,47478
ICICIPRULI,5955,5600,355,6.34,3779
IDBI,2635,2613,22,0.84,391
IDEA,21385,20890,495,2.37,2919
IDFCFIRSTB,16869,16621,248,1.49,2459
IGL,2116,1996,120,6.01,1365
INDIGO,8220,7616,604,7.93,7627
INDUSINDBK,41537,40385,1152,2.85,23340
INFRATEL,4187,4195,-8,-0.19,862
INFY,61050,60768,282,0.46,18759
IOC,15903,15749,154,0.98,3230
ITC,49955,49915,40,0.08,7537
JINDALSTEL,16302,15270,1032,6.76,15450
JSWSTEEL,32408,31355,1053,3.36,12245
JUBLFOOD,6838,6632,206,3.11,3061
JUSTDIAL,3112,2354,758,32.20,6836
KAJARIACER,882,858,24,2.80,690
KOTAKBANK,32369,31473,896,2.85,24749
LICHSGFIN,14960,14544,416,2.86,8559
LT,46506,45305,1201,2.65,34768
L&TFH,10550,9827,723,7.36,5122
LUPIN,12271,11941,330,2.76,4382
MANAPPURAM,3317,3225,92,2.85,3915
MARICO,4954,4952,2,0.04,539
MARUTI,64372,53346,11026,20.67,94184
MCDOWELL-N,10211,10104,107,1.06,3224
MCX,5135,4578,557,12.17,12521
MFSL,2643,2365,278,11.75,958
MGL,3914,3968,-54,-1.36,664
MINDTREE,3207,3095,112,3.62,785
M&M,25438,25504,-66,-0.26,7520
M&MFIN,12460,12088,372,3.08,2220
MOTHERSUMI,12067,11830,237,2.00,3071
MRF,1775,1723,52,3.02,360
MUTHOOTFIN,3009,2794,215,7.70,4047
NATIONALUM,4075,4065,10,0.25,1031
NBCC,5886,5722,164,2.87,3427
NCC,6887,6533,354,5.42,4693
NESTLEIND,9351,9226,125,1.35,1518
NIFTY,1630109,1542361,87748,5.69,5120225
NIFTYIT,182,191,-9,-4.71,78
NIITTECH,1499,1442,57,3.95,583
NMDC,5609,5552,57,1.03,1269
NTPC,17296,16982,314,1.85,3162
OFSS,1080,1065,15,1.41,95
OIL,2463,2389,74,3.10,516
ONGC,20366,20220,146,0.72,3715
PAGEIND,8306,8181,125,1.53,624
PEL,13118,12840,278,2.17,4517
PETRONET,5999,5771,228,3.95,1209
PFC,8189,8088,101,1.25,4430
PIDILITIND,5381,5252,129,2.46,1067
PNB,22252,22224,28,0.13,9444
POWERGRID,8940,8799,141,1.60,2089
PVR,3061,2978,83,2.79,1194
RAMCOCEM,1885,1871,14,0.75,978
RAYMOND,2217,2125,92,4.33,981
RBLBANK,18681,15446,3235,20.94,37649
RECLTD,6805,6578,227,3.45,5214
RELCAPITAL,5383,5249,134,2.55,2657
RELIANCE,158993,157806,1187,0.75,65947
RELINFRA,4178,4209,-31,-0.74,2232
SAIL,10277,10020,257,2.56,5236
SBIN,55510,56180,-670,-1.19,41221
SHREECEM,3862,3867,-5,-0.13,600
SIEMENS,2549,2337,212,9.07,3418
SRF,3854,3783,71,1.88,1844
SRTRANSFIN,8215,7945,270,3.40,2541
STAR,2206,2112,94,4.45,1029
SUNPHARMA,57739,56758,981,1.73,17188
SUNTV,6932,6538,394,6.03,3084
TATACHEM,2529,2451,78,3.18,1351
TATAELXSI,3843,3829,14,0.37,1648
TATAGLOBAL,5145,4843,302,6.24,2316
TATAMOTORS,40458,38986,1472,3.78,36050
TATAMTRDVR,7135,7115,20,0.28,1753
TATAPOWER,6271,5540,731,13.19,3339
TATASTEEL,45728,43925,1803,4.10,41499
TCS,75259,73704,1555,2.11,35556
TECHM,14556,14161,395,2.79,5977
TITAN,15317,15103,214,1.42,7150
TORNTPHARM,880,876,4,0.46,1026
TORNTPOWER,1617,1595,22,1.38,396
TVSMOTOR,9375,8784,591,6.73,5984
UBL,2440,2266,174,7.68,1109
UJJIVAN,7384,6498,886,13.63,9536
ULTRACEMCO,17512,16862,650,3.85,5010
UNIONBANK,6890,6970,-80,-1.15,3331
UPL,20205,18429,1776,9.64,13563
VEDL,24202,24271,-69,-0.28,8252
VOLTAS,3814,3322,492,14.81,3699
WIPRO,12505,12306,199,1.62,4145
YESBANK,98712,96057,2655,2.76,67828
ZEEL,16094,15929,165,1.04,5780
