Symbol, LatestOI, PrevOI, OIChange, %OIChange, Volume
ACC,7376,7093,283,3.99,4828
ADANIENT,10683,10520,163,1.55,2197
ADANIPORTS,6964,6831,133,1.95,2508
ADANIPOWER,7313,7289,24,0.33,1415
AJANTPHARM,1465,1423,42,2.95,1771
ALBK,1851,1733,118,6.81,1189
AMARAJABAT,2282,2257,25,1.11,878
AMBUJACEM,11368,9254,2114,22.84,10747
APOLLOHOSP,1879,1814,65,3.58,955
APOLLOTYRE,3660,3599,61,1.69,2851
ARVIND,2570,2366,204,8.62,2854
ASHOKLEY,21115,20261,854,4.21,13115
ASIANPAINT,8490,8051,439,5.45,3594
AUROPHARMA,20974,20232,742,3.67,13072
AXISBANK,37951,38735,-784,-2.02,27901
BAJAJ-AUTO,14696,14857,-161,-1.08,7240
BAJAJFINSV,5350,5264,86,1.63,3542
BAJFINANCE,22733,22770,-37,-0.16,12994
BALKRISIND,2060,2061,-1,-0.05,843
BANKBARODA,16019,14778,1241,8.40,16450
BANKINDIA,5033,4859,174,3.58,4603
BANKNIFTY,804437,663147,141290,21.31,12192136
BATAINDIA,4395,4540,-145,-3.19,2857
BEL,7729,7803,-74,-0.95,2479
BEML,2119,2015,104,5.16,2165
BERGEPAINT,1166,1119,47,4.20,578
BHARATFIN,10304,10393,-89,-0.86,3213
BHARATFORG,8350,8276,74,0.89,1386
BHARTIARTL,21867,20896,971,4.65,9032
BHEL,7771,7393,378,5.11,4541
BIOCON,10113,8315,1798,21.62,12147
BOSCHLTD,4726,4564,162,3.55,578
BPCL,9051,8538,513,6.01,9334
BRITANNIA,10321,9430,891,9.45,7021
BSOFT,1353,1344,9,0.67,390
CADILAHC,8432,8381,51,0.61,1885
CANBK,6157,5552,605,10.90,9529
CANFINHOME,2268,2125,143,6.73,1360
CASTROLIND,2219,2212,7,0.32,1011
CEATLTD,2729,2696,33,1.22,2090
CENTURYTEX,7508,7574,-66,-0.87,2238
CESC,2378,2433,-55,-2.26,1389
CGPOWER,2143,2204,-61,-2.77,868
CHENNPETRO,575,575,0,0.00,249
CHOLAFIN,1215,1237,-22,-1.78,2750
CIPLA,11977,11694,283,2.42,4433
COALINDIA,13500,13489,11,0.08,3282
COLPAL,2958,2886,72,2.49,653
CONCOR,1188,1178,10,0.85,826
CUMMINSIND,2146,2180,-34,-1.56,618
DABUR,10690,10480,210,2.00,3394
DCBBANK,1311,1360,-49,-3.60,1710
DHFL,14801,14531,270,1.86,17641
DISHTV,7902,7782,120,1.54,3729
DIVISLAB,7126,6881,245,3.56,2623
DLF,20942,20723,219,1.06,11401
DRREDDY,15698,15501,197,1.27,6214
EICHERMOT,14941,14959,-18,-0.12,3207
ENGINERSIN,2299,2328,-29,-1.25,742
EQUITAS,3017,3115,-98,-3.15,827
ESCORTS,3781,3483,298,8.56,5207
EXIDEIND,5561,4604,957,20.79,12857
FEDERALBNK,8122,8430,-308,-3.65,4035
GAIL,4425,4097,328,8.01,3687
GLENMARK,4154,3969,185,4.66,1661
GMRINFRA,4845,4768,77,1.61,781
GODFRYPHLP,748,742,6,0.81,195
GODREJCP,9692,9014,678,7.52,3859
GODREJIND,641,684,-43,-6.29,280
GRASIM,13651,13719,-68,-0.50,2307
GSFC,2315,2315,0,0.00,399
HAVELLS,5000,4719,281,5.95,1850
HCLTECH,13660,12557,1103,8.78,10754
HDFC,56951,55511,1440,2.59,11884
HDFCBANK,53892,58156,-4264,-7.33,32146
HEROMOTOCO,17281,16646,635,3.81,26687
HEXAWARE,1893,1926,-33,-1.71,1759
HINDALCO,11376,10971,405,3.69,9042
HINDPETRO,7929,7600,329,4.33,8588
HINDUNILVR,38680,37575,1105,2.94,7230
HINDZINC,1314,1300,14,1.08,846
IBULHSGFIN,35993,33793,2200,6.51,44883
ICICIBANK,79622,78988,634,0.80,54834
ICICIPRULI,4311,4209,102,2.42,2007
IDBI,3246,2868,378,13.18,1740
IDEA,31510,29989,1521,5.07,6392
IDFC,6695,6750,-55,-0.81,1426
IDFCFIRSTB,12413,12030,383,3.18,3475
IFCI,2193,2105,88,4.18,825
IGL,1268,1340,-72,-5.37,880
INDIACEM,4857,4878,-21,-0.43,3688
INDIANB,1724,1659,65,3.92,1794
INDIGO,5047,5141,-94,-1.83,7631
INDUSINDBK,30753,28812,1941,6.74,32923
INFIBEAM,2674,2703,-29,-1.07,1636
INFRATEL,5353,4886,467,9.56,3944
INFY,44232,43903,329,0.75,20215
IOC,12664,12841,-177,-1.38,7147
IRB,3104,2928,176,6.01,1695
ITC,39224,37071,2153,5.81,15317
JETAIRWAYS,3216,3007,209,6.95,3350
JINDALSTEL,12691,12301,390,3.17,12991
JISLJALEQS,3656,3613,43,1.19,2186
JSWSTEEL,31222,30825,397,1.29,20856
JUBLFOOD,8418,8544,-126,-1.47,5739
JUSTDIAL,1723,1748,-25,-1.43,1912
KAJARIACER,1214,1119,95,8.49,789
KOTAKBANK,30464,30133,331,1.10,76850
KSCL,564,571,-7,-1.23,830
KTKBANK,3119,3029,90,2.97,1331
LICHSGFIN,8079,8117,-38,-0.47,2818
LT,28893,28088,805,2.87,12630
L&TFH,6864,5779,1085,18.77,10225
LUPIN,15296,15227,69,0.45,5416
MANAPPURAM,1644,1533,111,7.24,1214
MARICO,2371,2353,18,0.76,1072
MARUTI,55630,50748,4882,9.62,50906
MCDOWELL-N,9321,9175,146,1.59,4956
MCX,2692,2846,-154,-5.41,3906
MFSL,1703,1670,33,1.98,558
MGL,1025,989,36,3.64,561
MINDTREE,5000,5108,-108,-2.11,2798
M&M,20427,19750,677,3.43,6715
M&MFIN,11119,11297,-178,-1.58,4904
MOTHERSUMI,11482,11564,-82,-0.71,3183
MRF,3852,3826,26,0.68,1436
MRPL,684,662,22,3.32,376
MUTHOOTFIN,1573,1525,48,3.15,1279
NATIONALUM,5842,5653,189,3.34,1688
NBCC,4912,4873,39,0.80,1570
NCC,4874,4692,182,3.88,3110
NESTLEIND,5932,5743,189,3.29,1109
NHPC,876,892,-16,-1.79,212
NIFTY,1401550,1338848,62702,4.68,4150153
NIFTYIT,360,322,38,11.80,317
NIITTECH,2567,2204,363,16.47,2031
NMDC,3524,3495,29,0.83,1154
