Symbol, LatestOI, PrevOI, OIChange, %OIChange, Volume
ACC,6521,6853,-332,-4.84,3058
ADANIENT,11174,11104,70,0.63,1349
ADANIPORTS,7063,7024,39,0.56,3672
ADANIPOWER,7577,7578,-1,-0.01,563
AJANTPHARM,1680,1695,-15,-0.88,1033
ALBK,2045,1915,130,6.79,1494
AMARAJABAT,2712,2765,-53,-1.92,783
AMBUJACEM,10646,10921,-275,-2.52,1808
APOLLOHOSP,2147,2249,-102,-4.54,774
APOLLOTYRE,4917,5196,-279,-5.37,6223
ARVIND,3493,3410,83,2.43,1650
ASHOKLEY,24376,24650,-274,-1.11,8755
ASIANPAINT,11388,11663,-275,-2.36,15280
AUROPHARMA,22915,22340,575,2.57,6556
AXISBANK,39076,39292,-216,-0.55,14581
BAJAJ-AUTO,13533,13656,-123,-0.90,2608
BAJAJFINSV,5661,5780,-119,-2.06,3082
BAJFINANCE,25818,26114,-296,-1.13,19702
BALKRISIND,2009,2019,-10,-0.50,467
BANKBARODA,17453,17223,230,1.34,10118
BANKINDIA,5266,5198,68,1.31,4000
BANKNIFTY,593387,525541,67846,12.91,5551862
BATAINDIA,5384,5268,116,2.20,3852
BEL,7101,7228,-127,-1.76,2434
BEML,2410,2430,-20,-0.82,1794
BERGEPAINT,1199,1204,-5,-0.42,624
BHARATFIN,14765,14605,160,1.10,3588
BHARATFORG,8975,8868,107,1.21,1578
BHARTIARTL,27413,27639,-226,-0.82,11994
BHEL,9672,9579,93,0.97,3946
BIOCON,14601,14418,183,1.27,6371
BOSCHLTD,5387,5313,74,1.39,447
BPCL,9754,9885,-131,-1.33,5231
BRITANNIA,14624,14894,-270,-1.81,3819
BSOFT,1642,1622,20,1.23,356
CADILAHC,10379,10398,-19,-0.18,2267
CANBK,6865,6159,706,11.46,18852
CANFINHOME,2694,2653,41,1.55,1076
CASTROLIND,2157,2160,-3,-0.14,300
CEATLTD,3443,3328,115,3.46,3974
CENTURYTEX,7835,8015,-180,-2.25,2215
CESC,2690,2595,95,3.66,642
CGPOWER,3066,3141,-75,-2.39,1786
CHENNPETRO,878,876,2,0.23,641
CHOLAFIN,1257,1308,-51,-3.90,1270
CIPLA,13979,14291,-312,-2.18,3241
COALINDIA,13894,13861,33,0.24,4040
COLPAL,3666,3559,107,3.01,913
CONCOR,1309,1225,84,6.86,483
CUMMINSIND,1988,1987,1,0.05,231
DABUR,15811,15869,-58,-0.37,3590
DCBBANK,1319,1372,-53,-3.86,1490
DHFL,19608,19679,-71,-0.36,7652
DISHTV,9514,9323,191,2.05,4636
DIVISLAB,8068,7743,325,4.20,3933
DLF,21608,21269,339,1.59,8641
DRREDDY,18213,18345,-132,-0.72,4349
EICHERMOT,17468,16267,1201,7.38,5007
ENGINERSIN,2247,2279,-32,-1.40,740
EQUITAS,3142,3115,27,0.87,2490
ESCORTS,7397,7021,376,5.36,6604
EXIDEIND,5242,5229,13,0.25,1387
FEDERALBNK,9893,9945,-52,-0.52,4625
GAIL,4605,4772,-167,-3.50,1481
GLENMARK,4579,4619,-40,-0.87,1049
GMRINFRA,5110,5131,-21,-0.41,772
GODFRYPHLP,955,955,0,0.00,276
GODREJCP,9713,10060,-347,-3.45,1960
GODREJIND,809,823,-14,-1.70,247
GRASIM,13726,13677,49,0.36,1792
GSFC,2387,2399,-12,-0.50,467
HAVELLS,4872,4818,54,1.12,3379
HCLTECH,16524,16360,164,1.00,26443
HDFC,59754,60636,-882,-1.45,9741
HDFCBANK,53245,54517,-1272,-2.33,26898
HEROMOTOCO,18088,17675,413,2.34,5400
HEXAWARE,1480,1552,-72,-4.64,727
HINDALCO,12951,12465,486,3.90,11128
HINDPETRO,9922,9440,482,5.11,5633
HINDUNILVR,40038,40432,-394,-0.97,8943
HINDZINC,1475,1506,-31,-2.06,529
IBULHSGFIN,39921,38847,1074,2.76,25262
ICICIBANK,91935,94366,-2431,-2.58,42599
ICICIPRULI,5096,5094,2,0.04,2472
IDBI,3502,3447,55,1.60,668
IDEA,34519,32285,2234,6.92,17411
IDFC,6534,6609,-75,-1.13,493
IDFCFIRSTB,12066,12167,-101,-0.83,2495
IFCI,2286,2242,44,1.96,258
IGL,1622,1375,247,17.96,2559
INDIACEM,5587,5514,73,1.32,2519
INDIANB,2228,2234,-6,-0.27,1706
INDIGO,6566,6554,12,0.18,6718
INDUSINDBK,40645,39412,1233,3.13,25327
INFIBEAM,3043,3119,-76,-2.44,1487
INFRATEL,5102,5041,61,1.21,1307
INFY,51235,49133,2102,4.28,16330
IOC,13663,13293,370,2.78,4505
IRB,3716,3564,152,4.26,2908
ITC,44409,43897,512,1.17,11770
JETAIRWAYS,4085,4292,-207,-4.82,1302
JINDALSTEL,12540,13002,-462,-3.55,13815
JISLJALEQS,3897,3980,-83,-2.09,986
JSWSTEEL,32130,32360,-230,-0.71,11688
JUBLFOOD,8213,8258,-45,-0.54,5210
JUSTDIAL,2383,2263,120,5.30,2230
KAJARIACER,2623,2212,411,18.58,10982
KOTAKBANK,30993,29635,1358,4.58,24927
KSCL,614,622,-8,-1.29,191
KTKBANK,3536,3560,-24,-0.67,1050
LICHSGFIN,8592,8676,-84,-0.97,2957
LT,31170,29502,1668,5.65,17498
L&TFH,8942,8763,179,2.04,3645
LUPIN,16300,15985,315,1.97,6104
MANAPPURAM,1751,1681,70,4.16,1074
MARICO,3991,4009,-18,-0.45,1103
MARUTI,55821,56239,-418,-0.74,18875
MCDOWELL-N,10379,10377,2,0.02,2407
MCX,3147,3119,28,0.90,601
MFSL,1665,1692,-27,-1.60,349
MGL,1500,1281,219,17.10,3250
