Symbol, LatestOI, PrevOI, OIChange, %OIChange, Volume
ACC,5083,4578,505,11.03,3766
ADANIENT,10985,10859,126,1.16,2600
ADANIPORTS,10938,10724,214,2.00,7295
ADANIPOWER,7819,7832,-13,-0.17,279
AJANTPHARM,1929,1983,-54,-2.72,1750
ALBK,1927,1966,-39,-1.98,674
AMARAJABAT,1994,1722,272,15.80,4500
AMBUJACEM,7171,7137,34,0.48,1026
APOLLOHOSP,2313,2277,36,1.58,1886
APOLLOTYRE,4732,4770,-38,-0.80,3158
ARVIND,6769,6471,298,4.61,2274
ASHOKLEY,35082,34912,170,0.49,12058
ASIANPAINT,13407,13146,261,1.99,3570
AUROPHARMA,23412,23868,-456,-1.91,13503
AXISBANK,38307,35623,2684,7.53,45329
BAJAJ-AUTO,11303,11201,102,0.91,3793
BAJAJFINSV,6204,6110,94,1.54,2367
BAJFINANCE,32472,31424,1048,3.34,13114
BALKRISIND,4540,4584,-44,-0.96,1195
BANKBARODA,21794,21732,62,0.29,8859
BANKINDIA,7157,7271,-114,-1.57,3892
BANKNIFTY,1557378,1265703,291675,23.04,27277206
BATAINDIA,6300,6634,-334,-5.03,4912
BEL,8465,8236,229,2.78,3324
BEML,3733,3820,-87,-2.28,5393
BERGEPAINT,2670,2727,-57,-2.09,501
BHARATFIN,9270,9188,82,0.89,1765
BHARATFORG,14763,14824,-61,-0.41,2997
BHARTIARTL,25347,24847,500,2.01,9763
BHEL,9784,10039,-255,-2.54,4449
BIOCON,7780,7764,16,0.21,3764
BOSCHLTD,5629,5563,66,1.19,489
BPCL,7783,8165,-382,-4.68,7141
BRITANNIA,15116,15128,-12,-0.08,1763
CADILAHC,6302,6309,-7,-0.11,2312
CANBK,8812,8644,168,1.94,6889
CANFINHOME,3197,3282,-85,-2.59,753
CAPF,926,926,0,0.00,0
CASTROLIND,2772,2800,-28,-1.00,1321
CEATLTD,3426,3365,61,1.81,2543
CENTURYTEX,8244,8258,-14,-0.17,2629
CESC,3509,3551,-42,-1.18,2991
CGPOWER,4076,4028,48,1.19,732
CHENNPETRO,958,912,46,5.04,469
CHOLAFIN,2064,2166,-102,-4.71,800
CIPLA,11400,11288,112,0.99,3997
COALINDIA,16826,17056,-230,-1.35,3296
COLPAL,2495,2628,-133,-5.06,1005
CONCOR,1922,1922,0,0.00,1020
CUMMINSIND,2919,2854,65,2.28,2915
DABUR,13778,13588,190,1.40,3194
DALMIABHA,55,55,0,0.00,0
DCBBANK,2401,2834,-433,-15.28,9716
DHFL,16249,16016,233,1.45,6077
DISHTV,9737,9407,330,3.51,2160
DIVISLAB,10076,9676,400,4.13,6489
DLF,13565,13528,37,0.27,6663
DRREDDY,20334,20468,-134,-0.65,5472
EICHERMOT,26950,26395,555,2.10,13212
ENGINERSIN,2663,2500,163,6.52,1670
EQUITAS,3785,3674,111,3.02,1455
ESCORTS,5767,5523,244,4.42,7009
EXIDEIND,3827,3530,297,8.41,2028
FEDERALBNK,15739,11387,4352,38.22,42788
GAIL,6955,7543,-588,-7.80,3721
GLENMARK,4837,4774,63,1.32,1552
GMRINFRA,4778,4651,127,2.73,793
GODFRYPHLP,1142,1143,-1,-0.09,1664
GODREJCP,8653,8901,-248,-2.79,2587
GODREJIND,1188,1208,-20,-1.66,642
GRASIM,15415,15502,-87,-0.56,3497
GSFC,3790,3762,28,0.74,398
HAVELLS,6053,5999,54,0.90,2864
HCLTECH,16547,17186,-639,-3.72,5611
HDFC,58052,58122,-70,-0.12,22258
HDFCBANK,67584,66608,976,1.47,29683
HEROMOTOCO,14181,14352,-171,-1.19,9154
HEXAWARE,2615,2478,137,5.53,2083
HINDALCO,18981,18606,375,2.02,8264
HINDPETRO,11375,11737,-362,-3.08,5457
HINDUNILVR,26213,23818,2395,10.06,23504
