Symbol, LatestOI, PrevOI, OIChange, %OIChange, Volume
ACC,6288,6486,-198,-3.05,4339
ADANIENT,8090,8119,-29,-0.36,3174
ADANIPORTS,7365,7265,100,1.38,5103
ADANIPOWER,6277,6366,-89,-1.40,1679
AMARAJABAT,2732,2951,-219,-7.42,3301
AMBUJACEM,8713,8789,-76,-0.86,3539
APOLLOHOSP,2864,2776,88,3.17,3781
APOLLOTYRE,4121,4062,59,1.45,3667
ARVIND,2128,2181,-53,-2.43,3628
ASHOKLEY,26050,25614,436,1.70,13511
ASIANPAINT,17829,18381,-552,-3.00,10914
AUROPHARMA,21439,20415,1024,5.02,22687
AXISBANK,61518,61263,255,0.42,30812
BAJAJ-AUTO,12434,12470,-36,-0.29,10158
BAJAJFINSV,8873,9017,-144,-1.60,9932
BAJFINANCE,38064,37586,478,1.27,38676
BALKRISIND,3555,3656,-101,-2.76,4081
BANKBARODA,22042,21462,580,2.70,13813
BANKINDIA,7912,7875,37,0.47,3027
BANKNIFTY,848981,642395,206586,32.16,11647427
BATAINDIA,7114,7314,-200,-2.73,8062
BEL,7612,7661,-49,-0.64,3140
BERGEPAINT,2321,2144,177,8.26,2341
BHARATFIN,38,38,0,0.00,0
BHARATFORG,7862,7454,408,5.47,13700
BHARTIARTL,25006,27360,-2354,-8.60,30634
BHEL,12056,11568,488,4.22,23339
BIOCON,9056,8950,106,1.18,2755
BOSCHLTD,5889,5678,211,3.72,2395
BPCL,8063,8327,-264,-3.17,8076
BRITANNIA,14374,14387,-13,-0.09,9592
BSOFT,840,886,-46,-5.19,682
CADILAHC,9783,10025,-242,-2.41,5233
CANBK,8073,7876,197,2.50,7423
CASTROLIND,2729,2700,29,1.07,413
CENTURYTEX,6412,6521,-109,-1.67,2938
CESC,1326,1426,-100,-7.01,899
CHOLAFIN,1793,1930,-137,-7.10,946
CIPLA,14864,14661,203,1.38,8060
COALINDIA,18884,19263,-379,-1.97,11565
COLPAL,2832,2868,-36,-1.26,840
CONCOR,1807,1769,38,2.15,417
CUMMINSIND,4111,4095,16,0.39,1617
DABUR,11515,11542,-27,-0.23,3423
DHFL,9830,8673,1157,13.34,6658
DISHTV,9056,9098,-42,-0.46,3443
DIVISLAB,8939,8713,226,2.59,14316
DLF,18852,18796,56,0.30,9290
DRREDDY,16783,16665,118,0.71,5673
EICHERMOT,22865,21608,1257,5.82,11009
ENGINERSIN,2367,2482,-115,-4.63,1316
EQUITAS,4052,4223,-171,-4.05,1560
ESCORTS,7001,6766,235,3.47,6096
EXIDEIND,4625,4773,-148,-3.10,1719
FEDERALBNK,9269,8774,495,5.64,6898
GAIL,9749,10364,-615,-5.93,8280
GLENMARK,5832,5617,215,3.83,3904
GMRINFRA,3888,3822,66,1.73,926
GODREJCP,7245,7413,-168,-2.27,2139
GRASIM,21997,21650,347,1.60,5393
HAVELLS,8037,8254,-217,-2.63,3474
HCLTECH,15514,16028,-514,-3.21,4724
HDFC,68738,67313,1425,2.12,30243
HDFCBANK,91713,89195,2518,2.82,60098
HEROMOTOCO,16755,17092,-337,-1.97,13359
HEXAWARE,2198,2458,-260,-10.58,2713
HINDALCO,13717,14288,-571,-4.00,11849
HINDPETRO,10700,10878,-178,-1.64,3947
HINDUNILVR,39427,41281,-1854,-4.49,11610
HINDZINC,2295,2307,-12,-0.52,690
IBULHSGFIN,47939,43912,4027,9.17,104021
ICICIBANK,73473,73735,-262,-0.36,44381
ICICIPRULI,6138,5782,356,6.16,6947
IDBI,2472,2432,40,1.64,465
IDEA,26177,25567,610,2.39,10679
IDFCFIRSTB,15907,15741,166,1.05,3216
IGL,2277,2476,-199,-8.04,1909
INDIGO,8078,8253,-175,-2.12,6655
INDUSINDBK,35659,34081,1578,4.63,25887
INFRATEL,4100,4013,87,2.17,2777
INFY,57065,56922,143,0.25,32402
IOC,19283,19075,208,1.09,4901
ITC,53542,49421,4121,8.34,25556
JINDALSTEL,16809,16637,172,1.03,17327
JSWSTEEL,27455,27343,112,0.41,8507
JUBLFOOD,7809,7351,458,6.23,6366
JUSTDIAL,3772,3112,660,21.21,11064
KAJARIACER,1461,1496,-35,-2.34,432
KOTAKBANK,28203,27072,1131,4.18,25901
LICHSGFIN,9242,9073,169,1.86,4071
LT,46311,43458,2853,6.56,25182
L&TFH,10162,9978,184,1.84,6577
