Symbol, LatestOI, PrevOI, OIChange, %OIChange, Volume
ACC,7098,6897,201,2.91,3757
ADANIENT,12764,12853,-89,-0.69,1206
ADANIPORTS,11390,11780,-390,-3.31,5358
ADANIPOWER,8449,8324,125,1.50,1910
AJANTPHARM,2627,2484,143,5.76,1337
ALBK,2691,2630,61,2.32,1042
AMARAJABAT,2190,2147,43,2.00,1008
AMBUJACEM,6273,5817,456,7.84,4218
APOLLOHOSP,3842,3962,-120,-3.03,1928
APOLLOTYRE,4632,4805,-173,-3.60,3917
ARVIND,4739,4669,70,1.50,3328
ASHOKLEY,34578,33230,1348,4.06,57167
ASIANPAINT,12675,12366,309,2.50,8028
AUROPHARMA,24942,23656,1286,5.44,23300
AXISBANK,47571,48497,-926,-1.91,45791
BAJAJ-AUTO,12453,12701,-248,-1.95,10204
BAJAJFINSV,6687,6799,-112,-1.65,3561
BAJFINANCE,32366,32964,-598,-1.81,26131
BALKRISIND,3653,3691,-38,-1.03,2617
BANKBARODA,22459,22046,413,1.87,8882
BANKINDIA,6572,6433,139,2.16,4813
BANKNIFTY,641437,511476,129961,25.41,5820386
BATAINDIA,9668,10612,-944,-8.90,12249
BEL,8462,8498,-36,-0.42,3835
BEML,2927,3107,-180,-5.79,2751
BERGEPAINT,2733,2652,81,3.05,1391
BHARATFIN,10794,10771,23,0.21,1375
BHARATFORG,12603,12901,-298,-2.31,7442
BHARTIARTL,24742,24796,-54,-0.22,8040
BHEL,9833,9400,433,4.61,4422
BIOCON,8382,7883,499,6.33,6190
BOSCHLTD,4742,4816,-74,-1.54,931
BPCL,7646,8132,-486,-5.98,10169
BRITANNIA,19198,18998,200,1.05,2697
CADILAHC,6930,6919,11,0.16,3491
CANBK,9779,9536,243,2.55,8421
CANFINHOME,2965,3066,-101,-3.29,2568
CAPF,8,8,0,0.00,0
CASTROLIND,2262,2250,12,0.53,567
CEATLTD,4185,4181,4,0.10,4211
CENTURYTEX,9647,9450,197,2.08,4422
CESC,3519,3396,123,3.62,2976
CGPOWER,5888,6631,-743,-11.20,2178
CHENNPETRO,1091,955,136,14.24,818
CHOLAFIN,1687,1692,-5,-0.30,1020
CIPLA,15734,16025,-291,-1.82,12700
COALINDIA,18905,19136,-231,-1.21,13676
COLPAL,3103,3109,-6,-0.19,1703
CONCOR,1776,1638,138,8.42,710
CUMMINSIND,3058,2980,78,2.62,1503
DABUR,11564,11516,48,0.42,3635
DCBBANK,1159,959,200,20.86,1859
DHFL,20591,20780,-189,-0.91,13015
DISHTV,10049,10263,-214,-2.09,3753
DIVISLAB,10583,10787,-204,-1.89,19740
DLF,13465,13629,-164,-1.20,12343
DRREDDY,25624,21581,4043,18.73,79648
EICHERMOT,24723,24978,-255,-1.02,10889
ENGINERSIN,2810,2628,182,6.93,2246
EQUITAS,3470,3523,-53,-1.50,1106
ESCORTS,6089,6417,-328,-5.11,6928
EXIDEIND,7192,7399,-207,-2.80,2252
FEDERALBNK,8621,8506,115,1.35,2980
GAIL,6951,7327,-376,-5.13,6493
GLENMARK,5735,5011,724,14.45,10795
