Symbol, LatestOI, PrevOI, OIChange, %OIChange, Volume
ACC,9587,9483,104,1.10,3370
ADANIENT,8529,8341,188,2.25,3407
ADANIPORTS,16224,16596,-372,-2.24,8366
ADANIPOWER,9005,8976,29,0.32,1636
AMARAJABAT,2156,2139,17,0.79,814
AMBUJACEM,8474,8488,-14,-0.16,1500
APOLLOHOSP,3782,3483,299,8.58,5368
APOLLOTYRE,4576,4617,-41,-0.89,3026
ASHOKLEY,14977,14951,26,0.17,7677
ASIANPAINT,17348,17168,180,1.05,4586
AUROPHARMA,18655,18636,19,0.10,4071
AXISBANK,57485,57014,471,0.83,31507
BAJAJ-AUTO,11258,11332,-74,-0.65,2728
BAJAJFINSV,12385,12278,107,0.87,3410
BAJFINANCE,38439,37399,1040,2.78,20330
BALKRISIND,2898,2879,19,0.66,1444
BANKBARODA,28466,27711,755,2.72,19033
BANKNIFTY,801197,670021,131176,19.58,8930980
BATAINDIA,4624,4546,78,1.72,3069
BEL,6549,6414,135,2.10,1894
BERGEPAINT,5518,5425,93,1.71,3101
BHARATFORG,8374,8104,270,3.33,2498
BHARTIARTL,31336,31102,234,0.75,14195
BHEL,12648,11897,751,6.31,4138
BIOCON,8012,8049,-3,-0.46,3
BOSCHLTD,4376,4332,44,1.02,514
BPCL,21029,19912,1117,5.61,18262
BRITANNIA,10487,10385,102,0.98,1958
CADILAHC,5646,5446,200,3.67,1785
CANBK,8411,8050,361,4.48,14369
CASTROLIND,2131,2103,28,1.33,460
CENTURYTEX,7847,6774,1073,15.84,15179
CESC,2041,1937,104,5.37,2238
CHOLAFIN,1413,1405,8,0.57,1393
CIPLA,16118,14580,1538,10.55,7027
COALINDIA,10987,10969,18,0.16,3740
COLPAL,3457,3312,145,4.38,1343
CONCOR,5390,5438,-48,-0.88,1958
CUMMINSIND,2904,2945,-41,-1.39,1212
DABUR,11213,10753,460,4.28,2680
DISHTV,10376,9633,743,7.71,9588
DIVISLAB,7017,6904,113,1.64,2779
DLF,17052,16637,415,2.49,13994
DRREDDY,14507,14111,396,2.81,5969
EICHERMOT,14942,14625,317,2.17,4712
EQUITAS,8359,8062,297,3.68,5283
ESCORTS,7881,7587,294,3.88,6380
EXIDEIND,4536,4350,186,4.28,1086
FEDERALBNK,11528,11371,157,1.38,3245
GAIL,14950,14631,319,2.18,4274
GLENMARK,8280,8317,-37,-0.44,3774
GMRINFRA,4677,4598,79,1.72,851
GODREJCP,6290,6106,184,3.01,1169
GRASIM,30687,30596,91,0.30,3055
HAVELLS,6194,5999,195,3.25,1782
HCLTECH,19356,19136,220,1.15,3854
HDFC,139776,138083,1693,1.23,32936
HDFCBANK,65298,62944,2354,3.74,22641
HEROMOTOCO,25647,25580,67,0.26,7879
HEXAWARE,1127,1079,48,4.45,798
HINDALCO,12050,11445,605,5.29,7511
HINDPETRO,13357,13304,53,0.40,5170
HINDUNILVR,34332,32629,1703,5.22,12147
IBULHSGFIN,60580,57786,2794,4.84,82905
ICICIBANK,99471,97807,1664,1.70,34679
ICICIPRULI,8768,8567,201,2.35,3120
IDEA,29058,29537,-479,-1.62,13565
IDFCFIRSTB,24925,24544,381,1.55,4072
IGL,3464,3376,88,2.61,2267
INDIGO,16278,16250,28,0.17,8842
INDUSINDBK,32364,31332,1032,3.29,21992
INFRATEL,10031,9931,100,1.01,5367
INFY,50709,48823,1886,3.86,18035
IOC,12727,12670,57,0.45,2973
ITC,60614,59580,1034,1.74,10292
JINDALSTEL,14497,14275,222,1.56,13468
JSWSTEEL,26804,26598,206,0.77,8143
JUBLFOOD,5584,5295,289,5.46,8318
JUSTDIAL,3136,2965,171,5.77,2416
KOTAKBANK,29713,29261,452,1.54,22900
LICHSGFIN,11527,11048,479,4.34,6627
LT,75002,72893,2109,2.89,28226
L&TFH,9529,9015,514,5.70,8099
LUPIN,14195,13950,245,1.76,3283
MANAPPURAM,3584,3375,209,6.19,1993
MARICO,10078,9900,178,1.80,1080
MARUTI,60234,57923,2311,3.99,59427
MCDOWELL-N,10811,10626,185,1.74,2322
MFSL,7298,7306,-8,-0.11,2472
MGL,4226,4004,222,5.54,2501
MINDTREE,2283,2315,-32,-1.38,1537
M&M,31100,30487,613,2.01,8765
M&MFIN,11213,10920,293,2.68,3248
MOTHERSUMI,10382,9827,555,5.65,5256
MRF,1798,1737,61,3.51,496
MUTHOOTFIN,3392,3337,55,1.65,1617
NATIONALUM,5879,5934,-55,-0.93,960
NBCC,6386,6181,205,3.32,2352
NCC,10118,10004,114,1.14,4005
NESTLEIND,8946,8803,143,1.62,1777
NIFTY,1502714,1438330,64384,4.48,3881462
NIFTYIT,157,149,8,5.37,48
NIITTECH,1201,1180,21,1.78,504
NMDC,4364,4170,194,4.65,3482
NTPC,15200,14867,333,2.24,3043
OIL,1610,1632,-22,-1.35,409
ONGC,11026,10698,328,3.07,2935
PAGEIND,5737,5590,147,2.63,975
PEL,15586,15262,324,2.12,5749
PETRONET,6700,6635,65,0.98,1215
PFC,5136,5140,-4,-0.08,3579
PIDILITIND,6798,6760,38,0.56,1549
PNB,22833,22697,136,0.60,10052
POWERGRID,8627,8311,316,3.80,2641
PVR,4190,4130,60,1.45,1592
RAMCOCEM,1282,1243,39,3.14,462
RBLBANK,23434,22587,847,3.75,39894
RECLTD,5036,5028,8,0.16,2185
RELIANCE,129845,130681,-836,-0.64,64564
SAIL,9069,9417,-348,-3.70,7229
SBIN,67959,62957,5002,7.95,118256
