Symbol, LatestOI, PrevOI, OIChange, %OIChange, Volume
ACC,5189,5275,-86,-1.63,10398
ADANIENT,10989,11496,-507,-4.41,3992
ADANIPORTS,12654,12362,292,2.36,15850
ADANIPOWER,8677,9211,-534,-5.80,5428
AJANTPHARM,1341,1356,-15,-1.11,1949
ALBK,2158,2315,-157,-6.78,2501
AMARAJABAT,2129,2080,49,2.36,3068
AMBUJACEM,8050,8552,-502,-5.87,10901
APOLLOHOSP,2504,2439,65,2.67,2901
APOLLOTYRE,5118,5410,-292,-5.40,8351
ARVIND,12106,12527,-421,-3.36,7337
ASHOKLEY,26896,27207,-311,-1.14,25354
ASIANPAINT,12903,12375,528,4.27,16875
AUROPHARMA,31389,32107,-718,-2.24,31146
AXISBANK,45700,47186,-1486,-3.15,57152
BAJAJ-AUTO,12785,12662,123,0.97,19134
BAJAJFINSV,6620,6505,115,1.77,10050
BAJFINANCE,32671,32262,409,1.27,43610
BALKRISIND,5000,5189,-189,-3.64,5079
BANKBARODA,23436,23187,249,1.07,25516
BANKINDIA,7247,7194,53,0.74,14652
BANKNIFTY,969363,954738,14625,1.53,14319872
BATAINDIA,6169,6520,-351,-5.38,9765
BEL,11472,12207,-735,-6.02,12708
BEML,4531,5317,-786,-14.78,10843
BERGEPAINT,1198,1254,-56,-4.47,2787
BHARATFIN,11348,11489,-141,-1.23,8199
BHARATFORG,11319,11892,-573,-4.82,9476
BHARTIARTL,27322,29124,-1802,-6.19,32608
BHEL,12362,12724,-362,-2.85,11906
BIOCON,8459,9131,-672,-7.36,10023
BOSCHLTD,5033,5550,-517,-9.32,4836
BPCL,11140,11924,-784,-6.57,16727
BRITANNIA,15430,14846,584,3.93,10267
CADILAHC,6232,6439,-207,-3.21,5398
CANBK,8709,8739,-30,-0.34,15807
CANFINHOME,3683,4321,-638,-14.77,5836
CAPF,6657,7629,-972,-12.74,5041
CASTROLIND,2787,2852,-65,-2.28,2920
CEATLTD,3670,3803,-133,-3.50,9680
CENTURYTEX,9286,9493,-207,-2.18,8812
CESC,4854,4713,141,2.99,5880
CGPOWER,4419,4667,-248,-5.31,3689
CHENNPETRO,832,962,-130,-13.51,2221
CHOLAFIN,2891,2620,271,10.34,4547
CIPLA,11678,11947,-269,-2.25,11213
COALINDIA,19506,19460,46,0.24,9638
COLPAL,3268,3514,-246,-7.00,4495
CONCOR,3492,3494,-2,-0.06,1676
CUMMINSIND,3039,3339,-300,-8.98,2993
DABUR,10937,10532,405,3.85,14091
DALMIABHA,1250,1250,0,0.00,0
DCBBANK,1136,1172,-36,-3.07,2038
DHFL,19696,19755,-59,-0.30,19797
DISHTV,8919,9339,-420,-4.50,5088
DIVISLAB,11349,11143,206,1.85,7677
DLF,15335,15872,-537,-3.38,28596
DRREDDY,19963,20335,-372,-1.83,21531
EICHERMOT,13845,13866,-21,-0.15,11830
ENGINERSIN,3187,2933,254,8.66,3002
EQUITAS,3912,3991,-79,-1.98,5361
ESCORTS,6602,6900,-298,-4.32,10783
EXIDEIND,3778,4103,-325,-7.92,5323
FEDERALBNK,10698,10930,-232,-2.12,11805
GAIL,9581,9230,351,3.80,6701
GLENMARK,5272,5248,24,0.46,4472
GMRINFRA,5580,5144,436,8.48,4174
GODFRYPHLP,1004,1033,-29,-2.81,1748
GODREJCP,8500,8656,-156,-1.80,7666
GODREJIND,1665,1747,-82,-4.69,1589
GRASIM,16373,16281,92,0.57,13210
GSFC,3686,3938,-252,-6.40,4619
HAVELLS,6670,6912,-242,-3.50,7565
HCLTECH,19339,19356,-17,-0.09,17184
HDFC,60611,60462,149,0.25,42433
HDFCBANK,74492,71333,3159,4.43,88507
HEROMOTOCO,11671,11774,-103,-0.87,21926
HEXAWARE,2522,3042,-520,-17.09,2843
HINDALCO,13767,13530,237,1.75,22448
HINDPETRO,18526,18434,92,0.50,17527
HINDUNILVR,23396,23106,290,1.26,31771
HINDZINC,2370,2453,-83,-3.38,2082
IBULHSGFIN,47276,47714,-438,-0.92,73589
ICICIBANK,45578,45437,141,0.31,60555
ICICIPRULI,3383,3562,-179,-5.03,2900
IDBI,9649,9796,-147,-1.50,2226
IDEA,23156,24364,-1208,-4.96,13043
IDFC,11447,11206,241,2.15,6894
IDFCBANK,17262,17078,184,1.08,14634
IFCI,2187,2359,-172,-7.29,2018
IGL,3238,2884,354,12.27,2706
INDIACEM,5922,6804,-882,-12.96,8143
INDIANB,2415,2714,-299,-11.02,3510
INDIGO,6688,6898,-210,-3.04,11417
INDUSINDBK,27467,25935,1532,5.91,32173
INFIBEAM,4478,4687,-209,-4.46,7556
INFRATEL,6735,6412,323,5.04,5339
INFY,61106,62323,-1217,-1.95,52159
IOC,29182,29928,-746,-2.49,17973
IRB,3592,3933,-341,-8.67,5042
ITC,47029,45984,1045,2.27,34414
JETAIRWAYS,5104,6440,-1336,-20.75,15979
JINDALSTEL,15916,17089,-1173,-6.86,22460
