Symbol, LatestOI, PrevOI, OIChange, %OIChange, Volume
ACC,8361,9251,-890,-9.62,8828
ADANIENT,9627,9107,520,5.71,12616
ADANIPORTS,6239,6029,210,3.48,8587
ADANIPOWER,5135,5101,34,0.67,2687
AMARAJABAT,2666,2793,-127,-4.55,1483
AMBUJACEM,12469,11657,812,6.97,7184
APOLLOHOSP,3471,3363,108,3.21,3369
APOLLOTYRE,3158,3203,-45,-1.40,2279
ASHOKLEY,19326,19172,154,0.80,24221
ASIANPAINT,18153,18130,23,0.13,9404
AUROPHARMA,26608,27417,-809,-2.95,13244
AXISBANK,61760,62849,-1089,-1.73,38061
BAJAJ-AUTO,11531,11451,80,0.70,6442
BAJAJFINSV,11691,11224,467,4.16,6897
BAJFINANCE,43092,42350,742,1.75,32882
BALKRISIND,2519,2259,260,11.51,4464
BANKBARODA,23329,24120,-791,-3.28,16496
BANKINDIA,5968,6091,-123,-2.02,4383
BANKNIFTY,602229,480288,121941,25.39,5444924
BATAINDIA,7277,7106,171,2.41,8044
BEL,5780,5156,624,12.10,11112
BERGEPAINT,4734,4719,15,0.32,2967
BHARATFORG,7340,7305,35,0.48,3057
BHARTIARTL,29559,29874,-315,-1.05,10356
BHEL,16932,12610,4322,34.27,65751
BIOCON,10127,10181,-54,-0.53,4557
BOSCHLTD,5163,5148,15,0.29,405
BPCL,20918,19964,954,4.78,29402
BRITANNIA,12117,12305,-188,-1.53,2974
CADILAHC,6162,6188,-26,-0.42,1818
CANBK,8442,8666,-224,-2.58,8577
CASTROLIND,2531,2365,166,7.02,1746
CENTURYTEX,5630,6022,-392,-6.51,3207
CESC,1606,1678,-72,-4.29,2086
CHOLAFIN,1397,1535,-138,-8.99,1752
CIPLA,17032,17032,0,0.00,6216
COALINDIA,19466,19232,234,1.22,15180
COLPAL,3061,3046,15,0.49,1111
CONCOR,4514,4099,415,10.12,3072
CUMMINSIND,2736,2677,59,2.20,1495
DABUR,10195,10257,-62,-0.60,2294
DISHTV,8719,8433,286,3.39,2763
DIVISLAB,6707,6775,-68,-1.00,1598
DLF,20983,21621,-638,-2.95,15067
DRREDDY,15033,15351,-318,-2.07,3535
EICHERMOT,16564,16547,17,0.10,13060
EQUITAS,3697,3664,33,0.90,1810
ESCORTS,7419,7405,14,0.19,7995
EXIDEIND,6109,6369,-260,-4.08,3888
FEDERALBNK,11033,11387,-354,-3.11,5604
GAIL,11163,10914,249,2.28,5538
GLENMARK,7781,7958,-177,-2.22,5062
GMRINFRA,4269,4194,75,1.79,3659
GODREJCP,8309,8436,-127,-1.51,1935
GRASIM,24318,24987,-669,-2.68,7906
HAVELLS,6245,6278,-33,-0.53,3859
HCLTECH,17116,17089,27,0.16,4275
HDFC,81214,82156,-942,-1.15,20147
HDFCBANK,96359,97610,-1251,-1.28,60449
HEROMOTOCO,20190,19514,676,3.46,12225
HEXAWARE,1340,1395,-55,-3.94,803
HINDALCO,14376,14001,375,2.68,9168
HINDPETRO,14313,13873,440,3.17,9837
HINDUNILVR,36860,37478,-618,-1.65,15086
IBULHSGFIN,63215,63008,207,0.33,111094
ICICIBANK,70677,70580,97,0.14,43327
ICICIPRULI,5854,5919,-65,-1.10,3375
IDEA,28927,28678,249,0.87,7358
IDFCFIRSTB,27423,27097,326,1.20,7340
IGL,2098,2160,-62,-2.87,2451
INDIGO,9691,9057,634,7.00,11292
INDUSINDBK,52199,50959,1240,2.43,45060
INFRATEL,4151,4118,33,0.80,2123
INFY,68297,67330,967,1.44,42111
IOC,16398,15697,701,4.47,7623
ITC,59420,59583,-163,-0.27,11693
JINDALSTEL,13750,14207,-457,-3.22,12242
JSWSTEEL,27756,27844,-88,-0.32,9294
JUBLFOOD,6465,6628,-163,-2.46,4389
JUSTDIAL,3798,3826,-28,-0.73,5372
KOTAKBANK,27710,28327,-617,-2.18,20810
LICHSGFIN,13392,13483,-91,-0.67,10548
LT,40921,41234,-313,-0.76,27525
L&TFH,14731,13411,1320,9.84,10968
LUPIN,13053,13344,-291,-2.18,7348
MANAPPURAM,3575,3227,348,10.78,9372
MARICO,4928,4905,23,0.47,1373
MARUTI,56795,55618,1177,2.12,61720
MCDOWELL-N,9572,9528,44,0.46,2901
MFSL,2507,2505,2,0.08,906
MGL,2691,2601,90,3.46,1263
MINDTREE,3764,4876,-1112,-22.81,4112
M&M,25245,25052,193,0.77,9002
M&MFIN,12247,12314,-67,-0.54,6388
MOTHERSUMI,12725,12799,-74,-0.58,9432
MRF,1839,1869,-30,-1.61,760
MUTHOOTFIN,2131,2078,53,2.55,2589
NATIONALUM,7669,8110,-441,-5.44,6662
NBCC,5027,4779,248,5.19,6113
NCC,8672,8613,59,0.69,10356
NESTLEIND,11919,11760,159,1.35,3424
NIFTY,1534285,1430233,104052,7.28,3565855
NIFTYIT,246,258,-12,-4.65,45
NIITTECH,1100,1164,-64,-5.50,1175
NMDC,5967,5589,378,6.76,12180
NTPC,15231,15147,84,0.55,9081
OIL,3105,3107,-2,-0.06,1345
ONGC,20506,20996,-490,-2.33,9689
PAGEIND,7509,7284,225,3.09,1344
PEL,29945,28576,1369,4.79,32698
PETRONET,8186,8285,-99,-1.19,2794
PFC,10094,10442,-348,-3.33,6709
PIDILITIND,8138,7752,386,4.98,2958
PNB,20350,20626,-276,-1.34,9548
POWERGRID,8774,8600,174,2.02,5249
PVR,4252,4454,-202,-4.54,4042
RAMCOCEM,2074,2122,-48,-2.26,617
RBLBANK,21076,22413,-1337,-5.97,34730
RECLTD,6430,6523,-93,-1.43,8043
RELIANCE,155950,146085,9865,6.75,162136
SAIL,10245,10068,177,1.76,18200
SBIN,67226,70659,-3433,-4.86,64824
SHREECEM,3667,3699,-32,-0.87,567
SIEMENS,4506,4441,65,1.46,3190
SRF,4782,4855,-73,-1.50,2035
SRTRANSFIN,7750,7718,32,0.41,3944
STAR,2576,2671,-95,-3.56,1105
SUNPHARMA,67371,67387,-16,-0.02,19274
SUNTV,4349,4089,260,6.36,7012
TATACHEM,2389,2385,4,0.17,2011
TATAELXSI,4230,4031,199,4.94,5046
TATAGLOBAL,4717,4569,148,3.24,3769
TATAMOTORS,40293,40260,33,0.08,63961
TATAMTRDVR,7832,7933,-101,-1.27,3061
TATAPOWER,6952,6392,560,8.76,2474
TATASTEEL,40702,42884,-2182,-5.09,54800
TCS,94020,98387,-4367,-4.44,37981
TECHM,14169,14160,9,0.06,5523
TITAN,19897,20032,-135,-0.67,11770
TORNTPHARM,1027,1072,-45,-4.20,678
TORNTPOWER,1406,1314,92,7.00,908
TVSMOTOR,11931,12124,-193,-1.59,22535
UBL,2406,2451,-45,-1.84,814
UJJIVAN,6753,6457,296,4.58,4282
ULTRACEMCO,15557,15296,261,1.71,7595
UNIONBANK,6941,7134,-193,-2.71,4392
UPL,16966,17125,-159,-0.93,6506
VEDL,23578,23877,-299,-1.25,10715
VOLTAS,3204,3042,162,5.33,5953
WIPRO,12216,12796,-580,-4.53,3963
YESBANK,139581,148909,-9328,-6.26,192746
ZEEL,32581,34756,-2175,-6.26,104019
