Symbol, LatestOI, PrevOI, OIChange, %OIChange, Volume
ACC,7814,7860,-46,-0.59,7439
ADANIENT,12032,12095,-63,-0.52,2226
ADANIPORTS,8835,8927,-92,-1.03,5855
ADANIPOWER,8493,8488,5,0.06,1195
AJANTPHARM,1807,1826,-19,-1.04,2036
ALBK,2547,2416,131,5.42,2173
AMARAJABAT,3707,3886,-179,-4.61,1890
AMBUJACEM,9864,10197,-333,-3.27,4060
APOLLOHOSP,2510,2770,-260,-9.39,2305
APOLLOTYRE,4954,4908,46,0.94,2403
ARVIND,3523,3511,12,0.34,2768
ASHOKLEY,29181,28792,389,1.35,25493
ASIANPAINT,11624,12422,-798,-6.42,8702
AUROPHARMA,20470,20790,-320,-1.54,8861
AXISBANK,36332,36581,-249,-0.68,27255
BAJAJ-AUTO,17232,17431,-199,-1.14,6351
BAJAJFINSV,7448,7364,84,1.14,2674
BAJFINANCE,27673,27238,435,1.60,15020
BALKRISIND,2628,2585,43,1.66,1409
BANKBARODA,19075,18983,92,0.48,6127
BANKINDIA,6335,6273,62,0.99,2842
BANKNIFTY,879601,825012,54589,6.62,9903132
BATAINDIA,4986,4891,95,1.94,6580
BEL,9621,9648,-27,-0.28,2525
BEML,3263,3233,30,0.93,2012
BERGEPAINT,1417,1402,15,1.07,481
BHARATFIN,9183,8974,209,2.33,2893
BHARATFORG,8713,8685,28,0.32,3187
BHARTIARTL,23780,24508,-728,-2.97,13492
BHEL,10789,10754,35,0.33,6268
BIOCON,8531,8054,477,5.92,3414
BOSCHLTD,5088,5116,-28,-0.55,670
BPCL,9041,8555,486,5.68,6760
BRITANNIA,11571,11900,-329,-2.76,2403
BSOFT,1909,2020,-111,-5.50,535
CADILAHC,8193,7774,419,5.39,1955
CANBK,7874,7941,-67,-0.84,5586
CANFINHOME,2468,2385,83,3.48,1039
CASTROLIND,2545,2575,-30,-1.17,584
CEATLTD,4648,4556,92,2.02,2726
CENTURYTEX,7720,7690,30,0.39,1665
CESC,3416,3426,-10,-0.29,1772
CGPOWER,2701,2731,-30,-1.10,1762
CHENNPETRO,657,615,42,6.83,468
CHOLAFIN,1443,1368,75,5.48,593
CIPLA,14276,14259,17,0.12,8771
COALINDIA,22820,20226,2594,12.83,31032
COLPAL,3295,3260,35,1.07,1016
CONCOR,1253,1147,106,9.24,406
CUMMINSIND,2812,2606,206,7.90,880
DABUR,13792,14225,-433,-3.04,3682
DCBBANK,2121,2085,36,1.73,5783
DHFL,20046,21140,-1094,-5.18,8383
DISHTV,9557,9898,-341,-3.45,4806
DIVISLAB,7909,7566,343,4.53,4063
DLF,29714,27119,2595,9.57,19633
DRREDDY,17128,17189,-61,-0.35,8341
EICHERMOT,21350,21545,-195,-0.91,7116
ENGINERSIN,2885,2833,52,1.84,1593
EQUITAS,3297,3290,7,0.21,582
ESCORTS,4829,4808,21,0.44,6161
EXIDEIND,6423,5465,958,17.53,5834
FEDERALBNK,11290,11704,-414,-3.54,4527
GAIL,5061,4961,100,2.02,2829
GLENMARK,4739,4588,151,3.29,2560
GMRINFRA,5718,5689,29,0.51,1102
