Symbol, LatestOI, PrevOI, OIChange, %OIChange, Volume
ACC,6909,6511,398,6.11,9680
ADANIENT,11547,10806,741,6.86,7594
ADANIPORTS,9509,9636,-127,-1.32,3657
ADANIPOWER,7856,8184,-328,-4.01,692
AJANTPHARM,1587,1525,62,4.07,649
ALBK,2362,2391,-29,-1.21,1932
AMARAJABAT,2234,2032,202,9.94,2369
AMBUJACEM,5428,4701,727,15.46,6183
APOLLOHOSP,2800,2914,-114,-3.91,3998
APOLLOTYRE,4433,4244,189,4.45,4074
ARVIND,3461,3012,449,14.91,3922
ASHOKLEY,22996,20494,2502,12.21,22160
ASIANPAINT,9728,9582,146,1.52,3458
AUROPHARMA,17885,17150,735,4.29,14003
AXISBANK,33782,32231,1551,4.81,22740
BAJAJ-AUTO,16679,16336,343,2.10,7339
BAJAJFINSV,4966,4933,33,0.67,3327
BAJFINANCE,23609,23246,363,1.56,14500
BALKRISIND,2737,2462,275,11.17,2411
BANKBARODA,16984,16890,94,0.56,25308
BANKINDIA,4914,4807,107,2.23,5798
BANKNIFTY,735490,621298,114192,18.38,4939271
BATAINDIA,4501,4593,-92,-2.00,3685
BEL,7449,7043,406,5.76,9203
BEML,3153,3247,-94,-2.89,3492
BERGEPAINT,1459,1479,-20,-1.35,453
BHARATFIN,8378,8473,-95,-1.12,2557
BHARATFORG,8959,8780,179,2.04,3220
BHARTIARTL,19685,19386,299,1.54,10972
BHEL,10820,10510,310,2.95,8487
BIOCON,7933,7899,34,0.43,3470
BOSCHLTD,5192,5101,91,1.78,490
BPCL,4814,4848,-34,-0.70,5029
BRITANNIA,10478,10307,171,1.66,2915
BSOFT,2312,2260,52,2.30,1388
CADILAHC,7686,7791,-105,-1.35,2791
CANBK,6568,6486,82,1.26,11197
CANFINHOME,2534,2729,-195,-7.15,2740
CASTROLIND,2305,2244,61,2.72,379
CEATLTD,2988,2987,1,0.03,3404
CENTURYTEX,7326,7396,-70,-0.95,2736
CESC,3407,3333,74,2.22,1350
CGPOWER,3081,3186,-105,-3.30,2328
CHENNPETRO,749,728,21,2.88,414
CHOLAFIN,1715,1760,-45,-2.56,1894
CIPLA,9371,7650,1721,22.50,8899
COALINDIA,17728,18155,-427,-2.35,9867
COLPAL,2484,2433,51,2.10,712
CONCOR,844,889,-45,-5.06,539
CUMMINSIND,2284,2158,126,5.84,764
DABUR,12798,11170,1628,14.57,6756
DCBBANK,1665,1592,73,4.59,734
DHFL,16995,17610,-615,-3.49,15028
DISHTV,7695,8314,-619,-7.45,5720
DIVISLAB,7905,7474,431,5.77,5300
DLF,19242,17384,1858,10.69,18402
DRREDDY,16879,15972,907,5.68,7752
EICHERMOT,19767,17800,1967,11.05,13196
ENGINERSIN,3087,2911,176,6.05,3495
EQUITAS,3334,3344,-10,-0.30,645
ESCORTS,4356,3136,1220,38.90,13884
EXIDEIND,5496,4317,1179,27.31,3641
FEDERALBNK,9946,9258,688,7.43,8512
GAIL,4018,4247,-229,-5.39,5674
GLENMARK,4462,4384,78,1.78,1332
GMRINFRA,5132,4962,170,3.43,1423
GODFRYPHLP,819,789,30,3.80,1117
GODREJCP,9235,9053,182,2.01,2215
GODREJIND,879,894,-15,-1.68,234
GRASIM,16368,16411,-43,-0.26,6383
GSFC,2594,2490,104,4.18,911
HAVELLS,4652,4555,97,2.13,2731
HCLTECH,12442,12128,314,2.59,6936
HDFC,58362,57461,901,1.57,13437
HDFCBANK,44568,43565,1003,2.30,25819
HEROMOTOCO,19616,18556,1060,5.71,12715
HEXAWARE,1987,1791,196,10.94,2177
HINDALCO,11723,11611,112,0.96,18613
HINDPETRO,8137,8370,-233,-2.78,5661
HINDUNILVR,23382,22838,544,2.38,10111
HINDZINC,1635,1426,209,14.66,2360
IBULHSGFIN,49788,43080,6708,15.57,53020
ICICIBANK,43062,42211,851,2.02,38179
ICICIPRULI,7258,7137,121,1.70,5575
IDBI,4112,4381,-269,-6.14,798
IDEA,27364,27793,-4,-1.54,10437
IDFC,7543,7479,64,0.86,914
IDFCFIRSTB,12091,11866,225,1.90,5023
IFCI,1964,1882,82,4.36,635
IGL,1472,1498,-26,-1.74,742
INDIACEM,6577,6584,-7,-0.11,11572
INDIANB,2170,2218,-48,-2.16,2020
INDIGO,4888,4555,333,7.31,5418
INDUSINDBK,27207,24354,2853,11.71,17818
INFIBEAM,3796,3704,92,2.48,1068
INFRATEL,3251,3251,0,0.00,867
INFY,46706,45769,937,2.05,15824
IOC,19620,19288,332,1.72,9095
IRB,3306,2721,585,21.50,6109
ITC,29962,29663,299,1.01,11853
JETAIRWAYS,3993,3509,484,13.79,4157
JINDALSTEL,13018,12758,260,2.04,16137
JISLJALEQS,4988,4906,82,1.67,2656
JSWSTEEL,29223,28341,882,3.11,17683
JUBLFOOD,8334,7852,482,6.14,10378
JUSTDIAL,2622,2313,309,13.36,2230
KAJARIACER,1831,1759,72,4.09,933
KOTAKBANK,18086,15669,2417,15.43,25596
KPIT,2,2,0,0.00,0
KSCL,847,843,4,0.47,706
KTKBANK,4334,4174,160,3.83,2701
LICHSGFIN,8123,7892,231,2.93,3727
LT,24827,21238,3589,16.90,31726
L&TFH,5244,5252,-8,-0.15,4756
LUPIN,17624,18180,-556,-3.06,13871
MANAPPURAM,1785,1708,77,4.51,674
MARICO,2230,2202,28,1.27,1835
MARUTI,53404,52692,712,1.35,72414
MCDOWELL-N,10438,9958,480,4.82,7469
MCX,2889,3119,-230,-7.37,1267
MFSL,1413,1348,65,4.82,532
MGL,1089,1108,-19,-1.71,733
MINDTREE,10437,10053,384,3.82,3476
M&M,22790,20691,2099,10.14,20877
M&MFIN,9913,9619,294,3.06,2665
MOTHERSUMI,13076,12877,199,1.55,8286
MRF,3412,3385,27,0.80,2359
MRPL,655,634,21,3.31,211
MUTHOOTFIN,2098,2100,-2,-0.10,1489
NATIONALUM,5484,5357,127,2.37,4126
NBCC,5079,4837,242,5.00,4113
NCC,4938,4779,159,3.33,5125
NESTLEIND,6496,6572,-76,-1.16,999
NHPC,1147,1042,105,10.08,352
NIFTY,1417818,1363261,54557,4.00,2705673
NIFTYIT,343,305,38,12.46,401
NIITTECH,2477,2422,55,2.27,1817
NMDC,3530,3189,341,10.69,2123
NTPC,17803,18063,-260,-1.44,7562
OFSS,1466,1409,57,4.05,359
OIL,2720,2660,60,2.26,1075
ONGC,16177,15342,835,5.44,8685
ORIENTBANK,2543,2395,148,6.18,2345
PAGEIND,3918,3654,264,7.22,1862
PCJEWELLER,2522,2449,73,2.98,1108
PEL,10368,10314,54,0.52,3804
PETRONET,3249,3212,37,1.15,2313
PFC,6474,6204,270,4.35,5321
PIDILITIND,5510,5429,81,1.49,3118
PNB,18417,17850,567,3.18,19671
POWERGRID,4543,4255,288,6.77,2186
PVR,1586,1535,51,3.32,878
RAMCOCEM,2114,2155,-41,-1.90,1615
RAYMOND,4474,4432,42,0.95,4763
RBLBANK,5965,5832,133,2.28,3141
RCOM,119,119,0,0.00,0
RECLTD,7665,7262,403,5.55,7061
RELCAPITAL,7738,8066,-328,-4.07,8504
RELIANCE,110949,106754,4195,3.93,110158
RELINFRA,11388,11124,264,2.37,9423
REPCOHOME,899,1024,-125,-12.21,707
RPOWER,8841,9236,-395,-4.28,882
SAIL,10077,9789,288,2.94,12350
SBIN,35234,32733,2501,7.64,45847
SHREECEM,1592,1578,14,0.89,711
SIEMENS,3815,3960,-145,-3.66,2106
SOUTHBANK,4769,4520,249,5.51,2898
SRF,2824,2178,646,29.66,15135
SRTRANSFIN,5990,5975,15,0.25,3065
STAR,3715,3786,-71,-1.88,2457
SUNPHARMA,50198,50420,-222,-0.44,15894
SUNTV,7656,7396,260,3.52,8328
SUZLON,4318,4140,178,4.30,1195
SYNDIBANK,2125,2017,108,5.35,2098
TATACHEM,6088,5770,318,5.51,2637
TATACOMM,2908,2953,-45,-1.52,749
TATAELXSI,4159,3841,318,8.28,3101
TATAGLOBAL,6788,6587,201,3.05,3729
TATAMOTORS,37320,35367,1953,5.52,74130
TATAMTRDVR,8750,8491,259,3.05,4290
TATAPOWER,6281,5886,395,6.71,3154
TATASTEEL,34867,34795,72,0.21,53452
TCS,66376,65402,974,1.49,24327
TECHM,12143,12243,-100,-0.82,8487
TITAN,14439,13546,893,6.59,9121
TORNTPHARM,1382,1307,75,5.74,901
TORNTPOWER,781,955,-174,-18.22,1458
TV18BRDCST,5146,5074,72,1.42,1715
TVSMOTOR,5980,6057,-77,-1.27,5611
UBL,3676,3535,141,3.99,2661
UJJIVAN,2168,2346,-178,-7.59,2175
ULTRACEMCO,9726,9352,374,4.00,7569
UNIONBANK,5478,5254,224,4.26,5680
UPL,12179,12213,-34,-0.28,6189
VEDL,16481,16202,279,1.72,19257
VGUARD,1267,1186,81,6.83,497
VOLTAS,6772,5666,1106,19.52,5998
WIPRO,11068,11106,-38,-0.34,5179
WOCKPHARMA,5655,5206,449,8.62,7646
YESBANK,85506,83068,2438,2.93,40533
ZEEL,17052,16465,587,3.57,9786
