Symbol, LatestOI, PrevOI, OIChange, %OIChange, Volume
ACC,7726,6989,737,10.55,7706
ADANIENT,9263,8491,772,9.09,7534
ADANIPORTS,10730,8838,1892,21.41,9425
ADANIPOWER,6905,6538,367,5.61,3700
AMARAJABAT,3233,2296,937,40.81,6524
AMBUJACEM,11390,9118,2272,24.92,6615
APOLLOHOSP,4240,4549,-309,-6.79,5997
APOLLOTYRE,4410,4372,38,0.87,3895
ARVIND,2194,2164,30,1.39,2618
ASHOKLEY,27774,25419,2355,9.26,21472
ASIANPAINT,21794,19897,1897,9.53,18429
AUROPHARMA,23600,21289,2311,10.86,15084
AXISBANK,71761,58610,13151,22.44,65807
BAJAJ-AUTO,15004,12873,2131,16.55,13731
BAJAJFINSV,13094,11507,1587,13.79,11779
BAJFINANCE,43496,40824,2672,6.55,50766
BALKRISIND,3255,3025,230,7.60,2711
BANKBARODA,27548,24162,3386,14.01,26786
BANKINDIA,7039,6768,271,4.00,7069
BANKNIFTY,1354418,1012378,342040,33.79,31503686
BATAINDIA,7164,8014,-850,-10.61,7443
BEL,7979,6088,1891,31.06,9274
BERGEPAINT,2579,2654,-75,-2.83,2535
BHARATFIN,38,38,0,0.00,0
BHARATFORG,9078,7215,1863,25.82,5954
BHARTIARTL,29907,26603,3304,12.42,24427
BHEL,13977,13002,975,7.50,5848
BIOCON,10380,10115,265,2.62,7318
BOSCHLTD,6409,5660,749,13.23,2863
BPCL,12074,8160,3914,47.97,13536
BRITANNIA,15553,14985,568,3.79,11253
BSOFT,859,846,13,1.54,823
CADILAHC,9043,8035,1008,12.55,4564
CANBK,7932,8125,-193,-2.38,12591
CASTROLIND,2873,2466,407,16.50,2273
CENTURYTEX,6883,6093,790,12.97,4517
CESC,1492,1607,-115,-7.16,1474
CHOLAFIN,1971,1765,206,11.67,1674
CIPLA,19781,14492,5289,36.50,12241
COALINDIA,37962,29039,8923,30.73,36787
COLPAL,3291,2780,511,18.38,4047
CONCOR,2579,2060,519,25.19,1347
CUMMINSIND,4869,3746,1123,29.98,3807
DABUR,12646,10954,1692,15.45,8706
DHFL,5856,5831,25,0.43,5408
DISHTV,10818,9312,1506,16.17,7806
DIVISLAB,8905,8176,729,8.92,5075
DLF,24997,21919,3078,14.04,32592
DRREDDY,19280,15537,3743,24.09,13462
EICHERMOT,27293,24468,2825,11.55,24286
ENGINERSIN,2279,1997,282,14.12,2036
EQUITAS,5008,4042,966,23.90,6492
ESCORTS,7483,6395,1088,17.01,15813
EXIDEIND,5163,4345,818,18.83,3644
FEDERALBNK,12403,10659,1744,16.36,10602
GAIL,12997,10458,2539,24.28,9477
GLENMARK,7052,5694,1358,23.85,6960
GMRINFRA,5301,4447,854,19.20,4391
GODREJCP,10357,8329,2028,24.35,5469
GRASIM,25989,23454,2535,10.81,10501
HAVELLS,9530,8067,1463,18.14,7054
HCLTECH,23281,17002,6279,36.93,17873
HDFC,84646,71914,12732,17.70,55935
HDFCBANK,108832,93814,15018,16.01,112284
HEROMOTOCO,20464,18979,1485,7.82,19535
HEXAWARE,2367,1920,447,23.28,2520
HINDALCO,15929,12761,3168,24.83,14443
HINDPETRO,12273,10462,1811,17.31,9423
HINDUNILVR,67016,41335,25681,62.13,48480
HINDZINC,2574,2208,366,16.58,2093
IBULHSGFIN,49386,46614,2772,5.95,93295
ICICIBANK,101907,81313,20594,25.33,108109
ICICIPRULI,6480,5643,837,14.83,9115
IDBI,2609,2547,62,2.43,1691
IDEA,35204,32713,2491,7.61,23198
IDFCFIRSTB,18856,16974,1882,11.09,9717
IGL,2369,2681,-312,-11.64,3340
INDIGO,8588,8887,-299,-3.36,10929
INDUSINDBK,54429,44395,10034,22.60,75244
INFRATEL,5319,4384,935,21.33,4206
INFY,73201,61827,11374,18.40,53071
IOC,26005,21962,4043,18.41,13808
ITC,73003,58683,14320,24.40,39712
JINDALSTEL,18753,16502,2251,13.64,23488
JSWSTEEL,37488,31593,5895,18.66,36045
JUBLFOOD,7900,7290,610,8.37,7249
JUSTDIAL,2827,3245,-418,-12.88,5940
KAJARIACER,1468,1244,224,18.01,1458
KOTAKBANK,36287,31018,5269,16.99,53011
LICHSGFIN,16639,14048,2591,18.44,15776
LT,58496,48213,10283,21.33,43625
L&TFH,11016,10087,929,9.21,11403
LUPIN,15585,14386,1199,8.33,9137
MANAPPURAM,3608,3092,516,16.69,4475
MARICO,6319,5384,935,17.37,2651
MARUTI,75382,71064,4318,6.08,109167
MCDOWELL-N,12840,10676,2164,20.27,12105
MCX,3153,2768,385,13.91,3214
MFSL,2631,2384,247,10.36,1676
MGL,6008,5790,218,3.77,4871
MINDTREE,4424,4041,383,9.48,4033
M&M,32279,27375,4904,17.91,23469
M&MFIN,14538,12873,1665,12.93,7213
MOTHERSUMI,16581,13024,3557,27.31,11187
MRF,2570,2381,189,7.94,1824
MUTHOOTFIN,2674,2072,602,29.05,5186
NATIONALUM,4730,4459,271,6.08,3244
NBCC,7869,7179,690,9.61,5639
NCC,8819,7971,848,10.64,9384
NESTLEIND,11404,9603,1801,18.75,6055
NIFTY,2159297,1829329,329968,18.04,10822307
NIFTYIT,209,248,-39,-15.73,278
NIITTECH,2537,2577,-40,-1.55,3827
NMDC,8048,7627,421,5.52,5050
NTPC,24896,19073,5823,30.53,15922
OFSS,1570,1177,393,33.39,1145
OIL,2856,2339,517,22.10,1620
ONGC,31107,23535,7572,32.17,16855
PAGEIND,10727,9092,1635,17.98,5265
PEL,16156,12501,3655,29.24,19273
PETRONET,7536,6474,1062,16.40,4654
PFC,12105,9623,2482,25.79,10054
PIDILITIND,6588,6045,543,8.98,5274
PNB,24208,21307,2901,13.62,20358
POWERGRID,11117,9749,1368,14.03,6438
PVR,4319,3697,622,16.82,4049
RAMCOCEM,2483,2076,407,19.61,1839
RAYMOND,4112,3383,729,21.55,7594
RBLBANK,24231,21757,2474,11.37,69165
RECLTD,6984,6510,474,7.28,4564
RELCAPITAL,7227,6875,352,5.12,8912
RELIANCE,198136,170022,28114,16.54,182454
RELINFRA,5097,4889,208,4.25,6319
SAIL,15696,13902,1794,12.90,17049
SBIN,86035,70361,15674,22.28,134809
SHREECEM,4617,3788,829,21.88,2682
SIEMENS,3508,2862,646,22.57,2716
SRF,6298,4953,1345,27.16,5803
SRTRANSFIN,11985,8669,3316,38.25,8141
STAR,3494,3110,384,12.35,3620
SUNPHARMA,68889,57464,11425,19.88,104370
SUNTV,8175,7597,578,7.61,6376
TATACHEM,3286,2861,425,14.85,4086
TATAELXSI,5203,4340,863,19.88,5426
TATAGLOBAL,6138,5534,604,10.91,8790
TATAMOTORS,49442,46224,3218,6.96,56039
TATAMTRDVR,8531,6758,1773,26.24,5914
TATAPOWER,9139,7329,1810,24.70,5622
TATASTEEL,61856,50573,11283,22.31,71196
TCS,92163,76893,15270,19.86,57641
TECHM,20121,14113,6008,42.57,15421
TITAN,20330,18503,1827,9.87,19649
TORNTPHARM,1462,1505,-43,-2.86,1761
TORNTPOWER,2092,1894,198,10.45,1494
TVSMOTOR,10476,9373,1103,11.77,7134
UBL,2051,2077,-26,-1.25,2257
UJJIVAN,7013,5896,1117,18.95,9410
ULTRACEMCO,21059,17867,3192,17.87,15442
UNIONBANK,6765,6535,230,3.52,5102
UPL,22898,19917,2981,14.97,12160
VEDL,34029,29137,4892,16.79,29683
VOLTAS,3989,4554,-565,-12.41,6143
WIPRO,16005,14500,1505,10.38,8704
YESBANK,151676,123974,27702,22.35,165521
ZEEL,22209,20238,1971,9.74,19385
