Symbol, LatestOI, PrevOI, OIChange, %OIChange, Volume
ACC,14020,10701,3319,31.02,14641
ADANIENT,10325,9094,1231,13.54,7269
ADANIPORTS,13258,11999,1259,10.49,8860
ADANIPOWER,11978,10963,1015,9.26,6571
AMARAJABAT,3347,3309,38,1.15,4823
AMBUJACEM,11124,8673,2451,28.26,8312
APOLLOHOSP,5256,4214,1042,24.73,4960
APOLLOTYRE,6228,6196,32,0.52,6515
ASHOKLEY,24175,22610,1565,6.92,34483
ASIANPAINT,26612,19313,7299,37.79,18208
AUROPHARMA,27248,24740,2508,10.14,22580
AXISBANK,73527,56486,17041,30.17,54807
BAJAJ-AUTO,12624,10337,2287,22.12,8289
BAJAJFINSV,16713,13537,3176,23.46,8588
BAJFINANCE,49021,41741,7280,17.44,25884
BALKRISIND,3549,2907,642,22.08,5107
BANKBARODA,30957,27476,3481,12.67,28709
BANKINDIA,3407,3588,-181,-5.04,3229
BANKNIFTY,863773,730147,133626,18.30,9597313
BATAINDIA,6618,6703,-85,-1.27,5887
BEL,9700,8369,1331,15.90,6384
BERGEPAINT,7239,6537,702,10.74,8362
BHARATFORG,13348,9581,3767,39.32,13596
BHARTIARTL,40926,36491,4435,12.15,41283
BHEL,13668,13682,-14,-0.10,7832
BIOCON,10074,8751,1323,15.12,19507
BOSCHLTD,6040,4888,1152,23.57,2702
BPCL,25068,23267,1801,7.74,33724
BRITANNIA,17942,12816,5126,40.00,10614
CADILAHC,8685,6703,1982,29.57,6577
CANBK,10586,10437,149,1.43,13429
CASTROLIND,3191,3084,107,3.47,2417
CENTURYTEX,8089,7186,903,12.57,5079
CESC,2307,2316,-9,-0.39,2472
CHOLAFIN,2442,2267,175,7.72,3432
CIPLA,24856,16413,8443,51.44,19808
COALINDIA,17874,16530,1344,8.13,12543
COLPAL,6018,4978,1040,20.89,4966
CONCOR,7436,5657,1779,31.45,6012
CUMMINSIND,3647,3379,268,7.93,3534
DABUR,16336,11398,4938,43.32,9291
DISHTV,12139,10633,1506,14.16,10841
DIVISLAB,10671,7716,2955,38.30,10235
DLF,22178,21305,873,4.10,23109
DRREDDY,19310,16360,2950,18.03,11254
EICHERMOT,21644,16829,4815,28.61,13821
EQUITAS,5216,3947,1269,32.15,6747
ESCORTS,7362,6684,678,10.14,8685
EXIDEIND,6051,5451,600,11.01,3683
FEDERALBNK,14644,12107,2537,20.95,11598
GAIL,18315,14988,3327,22.20,12443
GLENMARK,14196,12104,2092,17.28,20823
GMRINFRA,5895,5478,417,7.61,3664
