Symbol, LatestOI, PrevOI, OIChange, %OIChange, Volume
ACC,7229,7098,131,1.85,4135
ADANIENT,12692,12764,-72,-0.56,1324
ADANIPORTS,10951,11390,-439,-3.85,4488
ADANIPOWER,8380,8449,-69,-0.82,860
AJANTPHARM,2825,2627,198,7.54,1212
ALBK,2806,2691,115,4.27,782
AMARAJABAT,2209,2190,19,0.87,1029
AMBUJACEM,11942,6273,5669,90.37,15415
APOLLOHOSP,4023,3842,181,4.71,6605
APOLLOTYRE,4615,4632,-17,-0.37,2940
ARVIND,4689,4739,-50,-1.06,2265
ASHOKLEY,35081,34578,503,1.45,17052
ASIANPAINT,13228,12675,553,4.36,10514
AUROPHARMA,25016,24942,74,0.30,17386
AXISBANK,47728,47571,157,0.33,36313
BAJAJ-AUTO,12402,12453,-51,-0.41,6225
BAJAJFINSV,7010,6687,323,4.83,3022
BAJFINANCE,32107,32366,-259,-0.80,16253
BALKRISIND,3626,3653,-27,-0.74,1127
BANKBARODA,22716,22459,257,1.14,8328
BANKINDIA,6750,6572,178,2.71,4005
BANKNIFTY,737745,641437,96308,15.01,4547324
BATAINDIA,10066,9668,398,4.12,13111
BEL,8393,8462,-69,-0.82,1854
BEML,2885,2927,-42,-1.43,2825
BERGEPAINT,2679,2733,-54,-1.98,916
BHARATFIN,10872,10794,78,0.72,1297
BHARATFORG,12789,12603,186,1.48,3453
BHARTIARTL,24934,24742,192,0.78,5040
BHEL,9698,9833,-135,-1.37,2149
BIOCON,8630,8382,248,2.96,5378
BOSCHLTD,4672,4742,-70,-1.48,574
BPCL,7757,7646,111,1.45,6100
BRITANNIA,19120,19198,-78,-0.41,5959
CADILAHC,6998,6930,68,0.98,1073
CANBK,9979,9779,200,2.05,4723
CANFINHOME,2970,2965,5,0.17,1298
CAPF,8,8,0,0.00,0
CASTROLIND,2223,2262,-39,-1.72,256
CEATLTD,4353,4185,168,4.01,2143
CENTURYTEX,9837,9647,190,1.97,2597
CESC,3313,3519,-206,-5.85,2017
CGPOWER,5647,5888,-241,-4.09,1028
CHENNPETRO,1240,1091,149,13.66,1005
CHOLAFIN,1777,1687,90,5.33,1812
CIPLA,15628,15734,-106,-0.67,5066
COALINDIA,19060,18905,155,0.82,5262
COLPAL,3087,3103,-16,-0.52,977
CONCOR,1806,1776,30,1.69,702
CUMMINSIND,3236,3058,178,5.82,1349
DABUR,12011,11564,447,3.87,6286
DCBBANK,1117,1159,-42,-3.62,1030
DHFL,21231,20591,640,3.11,23856
DISHTV,10694,10049,645,6.42,10027
DIVISLAB,10492,10583,-91,-0.86,6794
DLF,13706,13465,241,1.79,7934
DRREDDY,26602,25624,978,3.82,34858
EICHERMOT,24917,24723,194,0.78,7186
ENGINERSIN,3038,2810,228,8.11,2367
EQUITAS,3412,3470,-58,-1.67,930
ESCORTS,6096,6089,7,0.11,3640
EXIDEIND,7123,7192,-69,-0.96,1500
FEDERALBNK,8434,8621,-187,-2.17,2530
GAIL,6736,6951,-215,-3.09,3087
GLENMARK,5602,5735,-133,-2.32,2550
GMRINFRA,5874,5982,-108,-1.81,3615
GODFRYPHLP,785,820,-35,-4.27,686
GODREJCP,10723,10446,277,2.65,3423
GODREJIND,1057,1081,-24,-2.22,556
GRASIM,18546,18369,177,0.96,3690
GSFC,3084,3108,-24,-0.77,601
HAVELLS,7084,6767,317,4.68,7734
HCLTECH,15631,15568,63,0.40,5696
HDFC,65351,65447,-96,-0.15,12968
HDFCBANK,54096,52357,1739,3.32,29823
HEROMOTOCO,16798,16656,142,0.85,8333
HEXAWARE,3091,3059,32,1.05,1893
HINDALCO,18566,18321,245,1.34,8634
HINDPETRO,10227,10137,90,0.89,5421
HINDUNILVR,20339,20165,174,0.86,9799
HINDZINC,2058,2062,-4,-0.19,763
IBULHSGFIN,40249,39359,890,2.26,17291
ICICIBANK,51890,51229,661,1.29,23877
ICICIPRULI,5211,5170,41,0.79,1081
IDBI,4207,3143,1064,33.85,3315
IDEA,20772,20270,502,2.48,5433
IDFC,9435,9492,-57,-0.60,1229
IDFCBANK,1825,1825,0,0.00,0
IDFCFIRSTB,14318,13981,337,2.41,2071
IFCI,1757,1742,15,0.86,149
IGL,3503,3128,375,11.99,2719
INDIACEM,7200,7154,46,0.64,3997
INDIANB,3056,2926,130,4.44,1415
INDIGO,5415,5229,186,3.56,5914
INDUSINDBK,32267,31989,278,0.87,12491
INFIBEAM,5791,5928,-137,-2.31,2267
INFRATEL,5043,4885,158,3.23,5295
INFY,46626,45855,771,1.68,15257
IOC,13156,13238,-82,-0.62,3975
IRB,4044,3103,941,30.33,7414
ITC,46620,42820,3800,8.87,36311
JETAIRWAYS,5196,5305,-109,-2.05,894
JINDALSTEL,15847,16166,-319,-1.97,12528
JISLJALEQS,5723,5818,-95,-1.63,439
JPASSOCIAT,2087,2069,18,0.87,150
JSWSTEEL,44197,43276,921,2.13,10129
JUBLFOOD,11128,11051,77,0.70,13692
JUSTDIAL,2431,2492,-61,-2.45,2190
KAJARIACER,2252,1986,266,13.39,1914
KOTAKBANK,14349,14456,-107,-0.74,7204
KPIT,4485,2059,2426,117.82,22326
KSCL,1405,1364,41,3.01,3133
KTKBANK,3190,3200,-10,-0.31,1098
LICHSGFIN,10918,10766,152,1.41,4222
LT,44427,45722,-1295,-2.83,29193
L&TFH,8059,7563,496,6.56,5606
LUPIN,19260,19116,144,0.75,13789
MANAPPURAM,2340,2304,36,1.56,1282
MARICO,2959,2996,-37,-1.23,1680
MARUTI,55714,54876,838,1.53,39949
MCDOWELL-N,11466,11194,272,2.43,3787
MCX,3452,3475,-23,-0.66,973
MFSL,1882,1918,-36,-1.88,417
MGL,1908,1900,8,0.42,609
MINDTREE,6830,6512,318,4.88,7385
M&M,36208,35320,888,2.51,15140
M&MFIN,11182,11072,110,0.99,2084
MOTHERSUMI,13060,13096,-36,-0.27,2054
MRF,3946,3835,111,2.89,1023
MRPL,859,857,2,0.23,200
MUTHOOTFIN,1912,1996,-84,-4.21,1403
NATIONALUM,10849,10270,579,5.64,3793
NBCC,5819,5837,-18,-0.31,1559
NCC,8473,8397,76,0.91,3989
NESTLEIND,7793,8174,-381,-4.66,4020
NHPC,1633,1564,69,4.41,378
NIFTY,1803370,1719190,84180,4.90,2744643
NIFTYIT,635,648,-13,-2.01,344
NIITTECH,3136,2982,154,5.16,4258
NMDC,5405,5532,-127,-2.30,1160
NTPC,19254,18901,353,1.87,6396
OFSS,965,939,26,2.77,243
OIL,2083,2028,55,2.71,626
ONGC,19848,20204,-356,-1.76,7451
ORIENTBANK,2364,2360,4,0.17,1367
PAGEIND,7702,7778,-76,-0.98,2568
PCJEWELLER,5047,5203,-156,-3.00,1049
PEL,14281,14274,7,0.05,2112
PETRONET,4617,4653,-36,-0.77,1297
PFC,6704,6582,122,1.85,5251
PIDILITIND,5841,5439,402,7.39,5781
PNB,24559,23895,664,2.78,9570
