Symbol, LatestOI, PrevOI, OIChange, %OIChange, Volume
ACC,8298,8236,62,0.75,6944
ADANIENT,13193,11518,1675,14.54,7080
ADANIPORTS,11933,11957,-24,-0.20,3887
ADANIPOWER,8685,8694,-9,-0.10,794
AJANTPHARM,2102,2075,27,1.30,1744
ALBK,2936,2936,0,0.00,1519
AMARAJABAT,1786,1769,17,0.96,1488
AMBUJACEM,6407,6316,91,1.44,3725
APOLLOHOSP,4047,4207,-160,-3.80,2561
APOLLOTYRE,6142,6160,-18,-0.29,4258
ARVIND,7320,8286,-966,-11.66,13323
ASHOKLEY,28311,27994,317,1.13,11164
ASIANPAINT,10907,10934,-27,-0.25,7957
AUROPHARMA,21169,21125,44,0.21,11551
AXISBANK,40455,38996,1459,3.74,29211
BAJAJ-AUTO,17419,16871,548,3.25,11698
BAJAJFINSV,6920,6858,62,0.90,2375
BAJFINANCE,28550,29116,-566,-1.94,13335
BALKRISIND,2983,3006,-23,-0.77,1815
BANKBARODA,20762,20350,412,2.02,9839
BANKINDIA,5801,5684,117,2.06,4468
BANKNIFTY,1279804,1035479,244325,23.60,25398110
BATAINDIA,7201,7163,38,0.53,6910
BEL,8528,8319,209,2.51,8210
BEML,4649,5666,-1017,-17.95,3982
BERGEPAINT,2134,2053,81,3.95,608
BHARATFIN,10344,9915,429,4.33,5991
BHARATFORG,9549,9363,186,1.99,3660
BHARTIARTL,27589,27617,-28,-0.10,13395
BHEL,7825,7586,239,3.15,3035
BIOCON,8067,7824,243,3.11,4501
BOSCHLTD,5059,5037,22,0.44,679
BPCL,7325,7514,-189,-2.52,4468
BRITANNIA,16038,16002,36,0.22,1851
BSOFT,2905,2855,50,1.75,1530
CADILAHC,7736,7745,-9,-0.12,1971
CANBK,7819,7603,216,2.84,9410
CANFINHOME,3910,3779,131,3.47,2373
CASTROLIND,2067,2055,12,0.58,1314
CEATLTD,3463,3464,-1,-0.03,2778
CENTURYTEX,8416,8536,-120,-1.41,2619
CESC,3598,3503,95,2.71,1790
CGPOWER,5099,5136,-37,-0.72,2333
CHENNPETRO,923,905,18,1.99,740
CHOLAFIN,2113,1931,182,9.43,2244
CIPLA,11126,11028,98,0.89,3053
COALINDIA,13884,13817,67,0.48,7352
COLPAL,2704,2711,-7,-0.26,757
CONCOR,1142,1031,111,10.77,797
CUMMINSIND,2555,2519,36,1.43,1022
DABUR,8837,8679,158,1.82,1939
DCBBANK,1764,1758,6,0.34,780
DHFL,23268,22547,721,3.20,15657
DISHTV,9973,9744,229,2.35,3285
DIVISLAB,8995,8883,112,1.26,3938
DLF,14083,13482,601,4.46,33584
DRREDDY,19492,19395,97,0.50,6154
EICHERMOT,23356,23089,267,1.16,5900
ENGINERSIN,2436,2399,37,1.54,1847
EQUITAS,4196,4134,62,1.50,1260
ESCORTS,5563,4860,703,14.47,18358
EXIDEIND,4904,4845,59,1.22,1570
FEDERALBNK,10046,9534,512,5.37,5400
GAIL,4603,4636,-33,-0.71,2396
GLENMARK,4402,4315,87,2.02,1094
GMRINFRA,4377,4266,111,2.60,1623
GODFRYPHLP,1276,1298,-22,-1.69,1404
GODREJCP,10141,10229,-88,-0.86,3305
GODREJIND,1004,930,74,7.96,796
GRASIM,18194,18172,22,0.12,4347
GSFC,2563,2568,-5,-0.19,371
HAVELLS,6407,6514,-107,-1.64,5917
HCLTECH,15192,14436,756,5.24,6721
HDFC,60421,61081,-660,-1.08,15359
HDFCBANK,71243,70837,406,0.57,48779
HEROMOTOCO,15227,14551,676,4.65,9355
HEXAWARE,2564,2638,-74,-2.81,2879
HINDALCO,13671,13432,239,1.78,6711
HINDPETRO,10189,9962,227,2.28,4601
HINDUNILVR,23799,23839,-40,-0.17,7263
HINDZINC,1661,1606,55,3.42,742
IBULHSGFIN,41117,40771,346,0.85,24147
ICICIBANK,48018,47484,534,1.12,29454
ICICIPRULI,7017,6976,41,0.59,2933
IDBI,4319,4362,-43,-0.99,347
IDEA,21798,21443,355,1.66,6966
IDFC,8756,8753,3,0.03,809
IDFCBANK,56,56,0,0.00,0
IDFCFIRSTB,14544,14284,260,1.82,3784
IFCI,1928,1907,21,1.10,488
IGL,1707,1601,106,6.62,1053
INDIACEM,7444,7186,258,3.59,6189
