Symbol, LatestOI, PrevOI, OIChange, %OIChange, Volume
ACC,10436,10356,80,0.77,4488
ADANIENT,8433,8412,21,0.25,3255
ADANIPORTS,15609,15825,-216,-1.36,4711
ADANIPOWER,8932,9156,-224,-2.45,1449
AMARAJABAT,2051,2099,-48,-2.29,1015
AMBUJACEM,8959,8896,63,0.71,2547
APOLLOHOSP,4645,4232,413,9.76,2759
APOLLOTYRE,5192,5394,-202,-3.74,3061
ASHOKLEY,14374,15043,-669,-4.45,7320
ASIANPAINT,17222,17081,141,0.83,5047
AUROPHARMA,20214,20022,192,0.96,6546
AXISBANK,58385,58127,258,0.44,21480
BAJAJ-AUTO,11228,11135,93,0.84,3343
BAJAJFINSV,13332,12958,374,2.89,4689
BAJFINANCE,37989,37932,57,0.15,21907
BALKRISIND,2807,2824,-17,-0.60,983
BANKBARODA,28421,29142,-721,-2.47,13183
BANKNIFTY,1075234,779292,295942,37.98,29681351
BATAINDIA,4917,4936,-19,-0.38,2736
BEL,6976,6916,60,0.87,2379
BERGEPAINT,5260,5282,-22,-0.42,1303
BHARATFORG,8574,8398,176,2.10,2562
BHARTIARTL,31481,31415,66,0.21,12090
BHEL,13430,13279,151,1.14,4791
BIOCON,8023,7797,226,2.90,5210
BOSCHLTD,4264,4298,-34,-0.79,416
BPCL,22697,22386,311,1.39,17858
BRITANNIA,10419,10377,42,0.40,1810
CADILAHC,5270,5485,-215,-3.92,3786
CANBK,7830,7959,-129,-1.62,8051
CASTROLIND,2178,2140,38,1.78,732
CENTURYTEX,6655,6595,60,0.91,3301
CESC,2186,2176,10,0.46,639
CHOLAFIN,1375,1327,48,3.62,1366
CIPLA,15656,15837,-181,-1.14,6939
COALINDIA,11690,11700,-10,-0.09,5480
COLPAL,3388,3415,-27,-0.79,1742
CONCOR,5031,5149,-118,-2.29,1226
CUMMINSIND,2915,2918,-3,-0.10,1197
DABUR,11504,11721,-217,-1.85,2011
DISHTV,10423,10372,51,0.49,2105
DIVISLAB,7010,6994,16,0.23,3173
DLF,17863,17604,259,1.47,14551
DRREDDY,13469,13388,81,0.61,2585
EICHERMOT,14427,14288,139,0.97,7040
EQUITAS,7476,7172,304,4.24,9197
ESCORTS,7637,7669,-32,-0.42,5177
EXIDEIND,4911,4651,260,5.59,1768
FEDERALBNK,11582,11671,-89,-0.76,2560
GAIL,16276,16733,-457,-2.73,6642
GLENMARK,8009,7827,182,2.33,6070
GMRINFRA,4745,4760,-15,-0.32,710
GODREJCP,6043,6299,-256,-4.06,1910
GRASIM,30935,30878,57,0.18,2634
HAVELLS,6486,6614,-128,-1.94,3129
HCLTECH,19713,18974,739,3.89,3320
HDFC,137912,138124,-212,-0.15,50973
HDFCBANK,67909,64469,3440,5.34,35434
HEROMOTOCO,28481,28835,-354,-1.23,15043
HEXAWARE,967,1041,-74,-7.11,866
HINDALCO,12101,11980,121,1.01,11422
HINDPETRO,13682,13894,-212,-1.53,3516
HINDUNILVR,33676,32941,735,2.23,9390
IBULHSGFIN,57337,58474,-1137,-1.94,85066
ICICIBANK,99705,99228,477,0.48,41616
ICICIPRULI,9045,9172,-127,-1.38,2824
IDEA,27606,27570,36,0.13,4684
IDFCFIRSTB,24429,24655,-226,-0.92,3754
IGL,3672,3413,259,7.59,3543
INDIGO,16063,16220,-157,-0.97,5564
INDUSINDBK,33221,33461,-240,-0.72,20450
INFRATEL,9740,9954,-214,-2.15,3380
INFY,50972,48186,2786,5.78,47056
IOC,12286,12586,-300,-2.38,3968
ITC,63584,63123,461,0.73,12384
JINDALSTEL,13941,12937,1004,7.76,11170
JSWSTEEL,27013,27088,-75,-0.28,9166
JUBLFOOD,5668,5462,206,3.77,4167
JUSTDIAL,3051,3099,-48,-1.55,3201
KOTAKBANK,33608,30621,2987,9.75,34166
LICHSGFIN,10879,11004,-125,-1.14,5928
LT,77423,77979,-556,-0.71,33629
L&TFH,10500,10072,428,4.25,8057
LUPIN,14569,14584,-15,-0.10,3897
MANAPPURAM,4136,3904,232,5.94,7107
MARICO,10785,10472,313,2.99,1695
MARUTI,58731,58355,376,0.64,21088
MCDOWELL-N,10571,10612,-41,-0.39,1525
MFSL,7524,7419,105,1.42,2441
MGL,3972,4013,-41,-1.02,1070
MINDTREE,2312,2355,-43,-1.83,1582
M&M,32103,31590,513,1.62,7974
M&MFIN,11038,11161,-123,-1.10,2984
MOTHERSUMI,10565,10212,353,3.46,6656
MRF,1767,1769,-2,-0.11,190
MUTHOOTFIN,3704,3401,303,8.91,4659
NATIONALUM,6036,6181,-145,-2.35,936
NBCC,6541,6581,-40,-0.61,2216
NCC,10336,10589,-253,-2.39,3826
NESTLEIND,8817,8724,93,1.07,1374
NIFTY,1797581,1603469,194112,12.11,7160469
NIFTYIT,163,147,16,10.88,63
NIITTECH,1143,1176,-33,-2.81,356
NMDC,4729,4606,123,2.67,1850
NTPC,15291,15577,-286,-1.84,3693
OIL,1682,1663,19,1.14,213
ONGC,11814,10915,899,8.24,3955
