Symbol, LatestOI, PrevOI, OIChange, %OIChange, Volume
ACC,7764,7896,-132,-1.67,6537
ADANIENT,11379,11018,361,3.28,9860
ADANIPORTS,11711,11271,440,3.90,10929
ADANIPOWER,8703,8781,-78,-0.89,1675
AJANTPHARM,2064,2175,-111,-5.10,4765
ALBK,2885,2935,-50,-1.70,1854
AMARAJABAT,1571,1394,177,12.70,1729
AMBUJACEM,6336,6647,-311,-4.68,3837
APOLLOHOSP,3395,2974,421,14.16,4495
APOLLOTYRE,5450,5243,207,3.95,5548
ARVIND,7877,6539,1338,20.46,17292
ASHOKLEY,27764,26005,1759,6.76,23053
ASIANPAINT,10971,10768,203,1.89,5846
AUROPHARMA,21107,20674,433,2.09,31421
AXISBANK,37957,37028,929,2.51,32391
BAJAJ-AUTO,17160,16801,359,2.14,10178
BAJAJFINSV,6601,6577,24,0.36,3003
BAJFINANCE,28237,27923,314,1.12,17184
BALKRISIND,2983,2786,197,7.07,3263
BANKBARODA,20123,19978,145,0.73,8146
BANKINDIA,5679,5498,181,3.29,6304
BANKNIFTY,932542,850394,82148,9.66,9349635
BATAINDIA,7489,7219,270,3.74,8408
BEL,7748,7900,-152,-1.92,5869
BEML,3592,3576,16,0.45,3815
BERGEPAINT,2053,2068,-15,-0.73,1032
BHARATFIN,9899,9907,-8,-0.08,6427
BHARATFORG,9728,9868,-140,-1.42,3679
BHARTIARTL,28614,26777,1837,6.86,45823
BHEL,7470,7121,349,4.90,3238
BIOCON,7762,7921,-159,-2.01,8485
BOSCHLTD,4937,4893,44,0.90,672
BPCL,7245,6496,749,11.53,8346
BRITANNIA,15896,15794,102,0.65,2613
BSOFT,2863,2794,69,2.47,1291
CADILAHC,7913,7533,380,5.04,3807
CANBK,7227,7345,-118,-1.61,7868
CANFINHOME,3727,3670,57,1.55,5835
CASTROLIND,2044,2071,-27,-1.30,860
CEATLTD,3342,3128,214,6.84,4764
CENTURYTEX,8533,8545,-12,-0.14,4723
CESC,3541,3546,-5,-0.14,2913
CGPOWER,5024,4919,105,2.13,10247
CHENNPETRO,896,880,16,1.82,767
CHOLAFIN,1948,1946,2,0.10,2291
CIPLA,10868,10120,748,7.39,5123
COALINDIA,13251,13197,54,0.41,7315
COLPAL,2703,2696,7,0.26,1378
CONCOR,1317,1229,88,7.16,1542
CUMMINSIND,2373,2283,90,3.94,2184
DABUR,8655,8619,36,0.42,3872
DCBBANK,1683,1680,3,0.18,1142
DHFL,22399,21899,500,2.28,12121
DISHTV,9749,8994,755,8.39,3616
DIVISLAB,9236,8978,258,2.87,6611
DLF,12734,11452,1282,11.19,25278
DRREDDY,19661,19613,48,0.24,8131
EICHERMOT,22997,22299,698,3.13,17581
ENGINERSIN,2354,2277,77,3.38,1156
EQUITAS,3958,3939,19,0.48,2531
ESCORTS,5158,4321,837,19.37,23105
EXIDEIND,4857,4641,216,4.65,4710
FEDERALBNK,9561,8611,950,11.03,6376
GAIL,4513,4234,279,6.59,4233
GLENMARK,4321,4528,-207,-4.57,3271
GMRINFRA,4201,4152,49,1.18,1037
GODFRYPHLP,1269,1161,108,9.30,5000
GODREJCP,9865,10113,-248,-2.45,2366
GODREJIND,906,987,-81,-8.21,1004
