Symbol, LatestOI, PrevOI, OIChange, %OIChange, Volume
ACC,4915,4462,453,10.15,2951
ADANIENT,11554,10522,1032,9.81,8326
ADANIPORTS,11101,10047,1054,10.49,9248
ADANIPOWER,7835,7722,113,1.46,2072
AJANTPHARM,1928,1631,297,18.21,1901
ALBK,1570,1557,13,0.83,607
AMARAJABAT,1669,1550,119,7.68,1606
AMBUJACEM,4659,4503,156,3.46,1686
APOLLOHOSP,1724,1638,86,5.25,1415
APOLLOTYRE,4411,3536,875,24.75,4061
ARVIND,3651,3534,117,3.31,1542
ASHOKLEY,28105,27206,899,3.30,13666
ASIANPAINT,11596,11148,448,4.02,7709
AUROPHARMA,19773,18467,1306,7.07,15565
AXISBANK,44322,43681,641,1.47,27701
BAJAJ-AUTO,11193,10978,215,1.96,10911
BAJAJFINSV,6323,6121,202,3.30,1856
BAJFINANCE,29822,29311,511,1.74,14019
BALKRISIND,3776,3639,137,3.76,1843
BANKBARODA,19480,19568,-88,-0.45,9135
BANKINDIA,5771,5543,228,4.11,5644
BANKNIFTY,826407,700319,126088,18.00,7316417
BATAINDIA,4580,3878,702,18.10,7025
BEL,6356,6213,143,2.30,1921
BEML,2870,2453,417,17.00,4806
BERGEPAINT,2498,2838,-340,-11.98,2947
BHARATFIN,9103,8959,144,1.61,1908
BHARATFORG,11125,10904,221,2.03,2672
BHARTIARTL,22254,22064,190,0.86,7880
BHEL,8041,7260,781,10.76,3829
BIOCON,7247,6734,513,7.62,4103
BOSCHLTD,5266,5231,35,0.67,535
BPCL,3797,3338,459,13.75,3108
BRITANNIA,15146,15014,132,0.88,1299
CADILAHC,5505,5447,58,1.06,1753
CANBK,7075,6911,164,2.37,8425
CANFINHOME,2583,2559,24,0.94,1143
CAPF,8,8,0,0.00,0
CASTROLIND,2224,2220,4,0.18,627
CEATLTD,3642,3539,103,2.91,2109
CENTURYTEX,8305,7929,376,4.74,3164
CESC,2240,2303,-63,-2.74,1029
CGPOWER,3805,3702,103,2.78,823
CHENNPETRO,804,790,14,1.77,487
CHOLAFIN,1789,1765,24,1.36,1075
CIPLA,8616,8313,303,3.64,4077
COALINDIA,11213,10231,982,9.60,5203
COLPAL,2270,2253,17,0.75,925
CONCOR,1565,1125,4,39.05,652
CUMMINSIND,2223,2237,-14,-0.63,396
DABUR,12329,12208,121,0.99,6048
DCBBANK,902,893,9,1.01,709
DHFL,28476,21335,7141,33.47,79594
DISHTV,7934,7834,100,1.28,2932
DIVISLAB,10346,8815,1531,17.37,15616
DLF,12721,12496,225,1.80,10290
DRREDDY,19152,17189,1963,11.42,27858
EICHERMOT,16735,16451,284,1.73,13135
ENGINERSIN,2024,1954,70,3.58,495
EQUITAS,3762,3441,321,9.33,2978
ESCORTS,5649,5672,-23,-0.41,6180
EXIDEIND,6581,4448,2133,47.95,20461
FEDERALBNK,7939,7895,44,0.56,3114
GAIL,4356,3934,422,10.73,2021
GLENMARK,3949,3887,62,1.60,1204
GMRINFRA,4138,4072,66,1.62,1335
GODFRYPHLP,641,662,-21,-3.17,827
GODREJCP,9795,9659,136,1.41,1991
GODREJIND,1092,1074,18,1.68,1666
GRASIM,16284,15949,335,2.10,2969
GSFC,3226,3206,20,0.62,509
HAVELLS,6331,5956,375,6.30,6105
HCLTECH,15102,15070,32,0.21,5734
HDFC,58615,57894,721,1.25,14241
HDFCBANK,51246,51267,-21,-0.04,30166
HEROMOTOCO,16188,15783,405,2.57,15420
HEXAWARE,3257,3114,143,4.59,3559
HINDALCO,11434,11049,385,3.48,9628
HINDPETRO,8881,7705,1176,15.26,7432
HINDUNILVR,19395,19503,-108,-0.55,9051
HINDZINC,2199,2148,51,2.37,1181
IBULHSGFIN,36653,32550,4103,12.61,46171
ICICIBANK,45451,44100,1351,3.06,33165
ICICIPRULI,5119,5063,56,1.11,1420
IDBI,4231,4482,-251,-5.60,1596
IDEA,14271,13934,337,2.42,3278
IDFC,8356,8245,111,1.35,1391
IDFCBANK,1825,1825,0,0.00,0
IDFCFIRSTB,14064,13784,280,2.03,2949
IFCI,1703,1679,24,1.43,231
IGL,1341,1191,150,12.59,4007
INDIACEM,5820,5312,508,9.56,3447
INDIANB,2042,1855,187,10.08,1940
INDIGO,4567,4548,19,0.42,2765
INDUSINDBK,25855,24636,1219,4.95,17480
INFIBEAM,4302,4351,-49,-1.13,1304
INFRATEL,4305,4252,53,1.25,1142
INFY,40226,39435,791,2.01,17389
IOC,10063,10099,-36,-0.36,2802
IRB,2587,2306,281,12.19,1919
ITC,38153,36637,1516,4.14,13400
JETAIRWAYS,4406,4087,319,7.81,3550
JINDALSTEL,14944,14935,9,0.06,15574
JISLJALEQS,5788,5350,438,8.19,4462
JPASSOCIAT,2253,2209,44,1.99,1017
JSWSTEEL,36940,36818,122,0.33,7815
JUBLFOOD,10308,9666,642,6.64,18286
JUSTDIAL,1897,1813,84,4.63,1529
KAJARIACER,1708,1791,-83,-4.63,1184
KOTAKBANK,13714,13649,65,0.48,10351
KPIT,1851,1792,59,3.29,680
KSCL,693,694,-1,-0.14,485
KTKBANK,3321,3264,57,1.75,918
LICHSGFIN,10379,9785,594,6.07,4991
LT,26156,24483,1673,6.83,19289
L&TFH,6884,6607,277,4.19,6035
LUPIN,13368,12578,790,6.28,7963
MANAPPURAM,1498,1425,73,5.12,641
MARICO,2602,2202,400,18.17,2634
MARUTI,51886,49702,2184,4.39,45790
MCDOWELL-N,10726,10538,188,1.78,3639
MCX,3312,3330,-18,-0.54,811
MFSL,2095,2175,-80,-3.68,1104
MGL,1577,1525,52,3.41,611
MINDTREE,4705,4489,216,4.81,4205
M&M,22916,21474,1442,6.72,10336
M&MFIN,10312,10205,107,1.05,3468
MOTHERSUMI,10736,10544,192,1.82,3343
MRF,2992,2776,216,7.78,1141
MRPL,809,777,32,4.12,242
MUTHOOTFIN,1234,1129,105,9.30,1489
NATIONALUM,3464,3425,39,1.14,1018
NBCC,4443,4269,174,4.08,1388
NCC,7113,6963,150,2.15,3283
NESTLEIND,6092,5942,150,2.52,738
NHPC,770,771,-1,-0.13,173
NIFTY,1421023,1360276,60747,4.47,1488410
NIFTYIT,553,596,-43,-7.21,577
NIITTECH,2721,2670,51,1.91,1084
NMDC,5033,5394,-361,-6.69,2399
NTPC,8185,7620,565,7.41,3556
OFSS,968,965,3,0.31,92
OIL,1707,1614,93,5.76,638
ONGC,9546,8936,610,6.83,6686
ORIENTBANK,2179,2173,6,0.28,2136
PAGEIND,7414,7436,-22,-0.30,2425
PCJEWELLER,2140,1825,315,17.26,1811
PEL,12464,11684,780,6.68,4786
PETRONET,5275,4723,552,11.69,3753
PFC,5754,5590,164,2.93,2530
PIDILITIND,5019,5005,14,0.28,1892
PNB,18716,17999,717,3.98,12812
POWERGRID,2676,2470,206,8.34,1925
PVR,4555,4490,65,1.45,1351
RAMCOCEM,770,824,-54,-6.55,726
RAYMOND,5164,5141,23,0.45,1533
RBLBANK,5348,4785,563,11.77,5974
RCOM,4755,3509,1246,35.51,13045
RECLTD,6112,6045,67,1.11,3815
RELCAPITAL,14951,10204,4747,46.52,57345
RELIANCE,123614,113961,9653,8.47,132417
RELINFRA,12543,10426,2117,20.31,33802
REPCOHOME,867,841,26,3.09,1421
RPOWER,4756,3171,1585,49.98,8798
SAIL,9237,8893,344,3.87,5423
SBIN,50606,50470,136,0.27,56421
SHREECEM,1634,1645,-11,-0.67,447
SIEMENS,3102,3089,13,0.42,1515
SOUTHBANK,4991,4996,-5,-0.10,478
SREINFRA,1625,1566,59,3.77,2395
SRF,2048,1773,275,15.51,3039
SRTRANSFIN,8418,8304,114,1.37,3117
STAR,4654,4538,116,2.56,3134
SUNPHARMA,55848,54586,1262,2.31,14599
SUNTV,8175,7862,313,3.98,3332
SUZLON,4135,4190,-55,-1.31,364
SYNDIBANK,2025,1989,36,1.81,1347
TATACHEM,3564,3433,131,3.82,824
TATACOMM,2859,2834,25,0.88,854
TATAELXSI,4998,4635,363,7.83,3382
TATAGLOBAL,4795,4669,126,2.70,1713
TATAMOTORS,37690,35925,1765,4.91,24887
TATAMTRDVR,8661,8673,-12,-0.14,1308
TATAPOWER,5247,5299,-52,-0.98,1124
TATASTEEL,45452,42726,2726,6.38,57531
TCS,66635,64208,2427,3.78,22605
TECHM,11845,11230,615,5.48,5070
TITAN,23922,22235,1687,7.59,41999
TORNTPHARM,954,953,1,0.10,1140
TORNTPOWER,773,760,13,1.71,856
TV18BRDCST,4855,4796,59,1.23,533
TVSMOTOR,6032,5427,605,11.15,5636
UBL,2946,2844,102,3.59,1010
UJJIVAN,2583,2518,65,2.58,1537
ULTRACEMCO,11491,11436,55,0.48,2614
UNIONBANK,5116,4961,155,3.12,3071
UPL,15203,15124,79,0.52,5017
VEDL,36102,33988,2114,6.22,34536
VGUARD,1119,865,254,29.36,923
VOLTAS,5246,5089,157,3.09,2570
WIPRO,14218,14033,185,1.32,5147
WOCKPHARMA,5154,4771,383,8.03,4676
YESBANK,113521,108389,5132,4.73,72989
ZEEL,23604,21882,1722,7.87,29088
