Symbol, LatestOI, PrevOI, OIChange, %OIChange, Volume
ACC,6286,6417,-131,-2.04,3161
ADANIENT,11437,11151,286,2.56,2700
ADANIPORTS,7403,7436,-33,-0.44,3040
ADANIPOWER,7797,7766,31,0.40,1456
AJANTPHARM,1441,1422,19,1.34,2056
ALBK,1961,2061,-100,-4.85,781
AMARAJABAT,2746,2647,99,3.74,3262
AMBUJACEM,10657,10554,103,0.98,2654
APOLLOHOSP,2069,2227,-158,-7.09,670
APOLLOTYRE,4749,4839,-90,-1.86,3393
ARVIND,4131,3782,349,9.23,5336
ASHOKLEY,24939,24625,314,1.28,12329
ASIANPAINT,11627,11583,44,0.38,3682
AUROPHARMA,23439,23349,90,0.39,10922
AXISBANK,37688,38269,-581,-1.52,19188
BAJAJ-AUTO,13901,13557,344,2.54,4324
BAJAJFINSV,5844,5703,141,2.47,4235
BAJFINANCE,27826,26978,848,3.14,29742
BALKRISIND,2323,2239,84,3.75,1109
BANKBARODA,17794,17935,-141,-0.79,7064
BANKINDIA,5423,5302,121,2.28,3401
BANKNIFTY,802159,751986,50173,6.67,11245093
BATAINDIA,4903,4944,-41,-0.83,5684
BEL,6262,6489,-227,-3.50,1374
BEML,2287,2405,-118,-4.91,2959
BERGEPAINT,1162,1197,-35,-2.92,418
BHARATFIN,16098,16562,-464,-2.80,3747
BHARATFORG,8741,8793,-52,-0.59,2495
BHARTIARTL,26489,28235,-1746,-6.18,15201
BHEL,8987,9030,-43,-0.48,4728
BIOCON,14181,14182,-1,-0.01,3476
BOSCHLTD,5514,5519,-5,-0.09,643
BPCL,10020,9615,405,4.21,6810
BRITANNIA,13744,14117,-373,-2.64,2918
BSOFT,1668,1625,43,2.65,1162
CADILAHC,9793,10174,-381,-3.74,4231
CANBK,6224,6480,-256,-3.95,6713
CANFINHOME,2718,2849,-131,-4.60,794
CASTROLIND,2177,2177,0,0.00,269
CEATLTD,3243,3110,133,4.28,2636
CENTURYTEX,7738,7675,63,0.82,2276
CESC,2806,2739,67,2.45,790
CGPOWER,3016,3026,-10,-0.33,1327
CHENNPETRO,832,840,-8,-0.95,312
CHOLAFIN,1281,1292,-11,-0.85,835
CIPLA,15155,14878,277,1.86,3587
COALINDIA,14565,14004,561,4.01,4148
COLPAL,3878,3772,106,2.81,701
CONCOR,1263,1320,-57,-4.32,463
CUMMINSIND,1899,1894,5,0.26,294
DABUR,14735,14900,-165,-1.11,2839
DCBBANK,1694,1415,279,19.72,4639
DHFL,19765,18995,770,4.05,18135
DISHTV,9955,9408,547,5.81,7250
DIVISLAB,7882,7764,118,1.52,2860
DLF,22125,21540,585,2.72,7035
DRREDDY,18712,18732,-20,-0.11,4875
EICHERMOT,20998,20537,461,2.24,14986
ENGINERSIN,2180,2182,-2,-0.09,776
EQUITAS,2658,2737,-79,-2.89,1769
ESCORTS,8301,7700,601,7.81,7641
EXIDEIND,5252,5234,18,0.34,1036
FEDERALBNK,9241,9473,-232,-2.45,3617
GAIL,5380,4922,458,9.31,4051
GLENMARK,4531,4490,41,0.91,1111
GMRINFRA,5199,5223,-24,-0.46,739
GODFRYPHLP,982,975,7,0.72,167
GODREJCP,10446,10375,71,0.68,1376
GODREJIND,974,925,49,5.30,491
GRASIM,14751,14266,485,3.40,3528
GSFC,2329,2351,-22,-0.94,319
HAVELLS,5177,4995,182,3.64,2324
HCLTECH,15787,15794,-7,-0.04,5349
HDFC,60941,60981,-40,-0.07,14654
HDFCBANK,56012,55922,90,0.16,26427
HEROMOTOCO,17448,17989,-541,-3.01,5757
HEXAWARE,1646,1492,154,10.32,1733
HINDALCO,13148,13124,24,0.18,8298
HINDPETRO,10135,10197,-62,-0.61,4594
HINDUNILVR,40236,40276,-40,-0.10,11105
HINDZINC,1513,1535,-22,-1.43,437
IBULHSGFIN,44356,42391,1965,4.64,45984
ICICIBANK,89152,91301,-2149,-2.35,42128
ICICIPRULI,4455,4583,-128,-2.79,2317
IDBI,3525,3546,-21,-0.59,880
IDEA,36100,35705,395,1.11,14639
IDFC,5983,6032,-49,-0.81,1431
IDFCFIRSTB,13106,13088,18,0.14,3399
IFCI,2288,2306,-18,-0.78,206
IGL,1609,1653,-44,-2.66,741
INDIACEM,5441,5416,25,0.46,2202
INDIANB,2911,2922,-11,-0.38,3576
INDIGO,6977,6497,480,7.39,12356
INDUSINDBK,43369,43344,25,0.06,25076
INFIBEAM,3470,3182,288,9.05,1362
INFRATEL,4960,4840,120,2.48,1597
INFY,50892,51170,-278,-0.54,13105
IOC,13909,14188,-279,-1.97,5191
IRB,3884,3776,108,2.86,1811
ITC,45715,47185,-1470,-3.12,18698
JETAIRWAYS,4590,4321,269,6.23,4884
JINDALSTEL,12141,12165,-24,-0.20,7744
JISLJALEQS,3789,3867,-78,-2.02,1455
JSWSTEEL,32070,32233,-163,-0.51,12086
JUBLFOOD,10845,8986,1859,20.69,44019
JUSTDIAL,2509,2571,-62,-2.41,4582
KAJARIACER,2013,2175,-162,-7.45,1137
KOTAKBANK,30180,29665,515,1.74,13278
KSCL,588,593,-5,-0.84,233
KTKBANK,4050,4022,28,0.70,1391
LICHSGFIN,8806,8719,87,1.00,5335
LT,30876,30995,-119,-0.38,15530
L&TFH,8816,8700,116,1.33,3203
LUPIN,18001,16818,1183,7.03,29253
MANAPPURAM,1831,1903,-72,-3.78,2177
MARICO,3766,3844,-78,-2.03,1666
MARUTI,56723,56310,413,0.73,20871
MCDOWELL-N,10370,10272,98,0.95,1733
MCX,2928,3163,-235,-7.43,1125
MFSL,1585,1607,-22,-1.37,514
MGL,1560,1556,4,0.26,514
MINDTREE,6462,6589,-127,-1.93,1364
M&M,22203,21698,505,2.33,7879
M&MFIN,10821,10854,-33,-0.30,2862
MOTHERSUMI,14381,14196,185,1.30,3978
MRF,3538,3588,-50,-1.39,426
MRPL,957,937,20,2.13,250
MUTHOOTFIN,2389,2347,42,1.79,1460
NATIONALUM,6317,6115,202,3.30,1305
NBCC,5039,4960,79,1.59,1032
NCC,4982,4956,26,0.52,2335
NESTLEIND,6614,6739,-125,-1.85,3349
NHPC,886,917,-31,-3.38,190
NIFTY,1633444,1598876,34568,2.16,6181392
NIFTYIT,304,319,-15,-4.70,176
NIITTECH,4144,4240,-96,-2.26,1115
NMDC,3777,3620,157,4.34,801
NTPC,12183,12562,-379,-3.02,2785
OFSS,1697,1684,13,0.77,195
OIL,2113,2228,-115,-5.16,457
ONGC,19231,19226,5,0.03,2796
ORIENTBANK,2180,2233,-53,-2.37,2134
PAGEIND,6130,6232,-102,-1.64,1560
PCJEWELLER,4278,4140,138,3.33,3441
PEL,15739,15633,106,0.68,2241
PETRONET,3992,3746,246,6.57,2344
PFC,5287,5469,-182,-3.33,1474
PIDILITIND,8249,7280,969,13.31,17202
PNB,17756,18148,-392,-2.16,7127
POWERGRID,6026,5703,323,5.66,2417
PVR,2529,2620,-91,-3.47,1219
RAMCOCEM,1421,1420,1,0.07,363
RAYMOND,4326,4342,-16,-0.37,2359
RBLBANK,5336,5286,50,0.95,2500
RECLTD,7118,7227,-109,-1.51,2823
RELCAPITAL,13686,13630,56,0.41,9287
RELIANCE,124370,123605,765,0.62,81695
RELINFRA,12707,12949,-242,-1.87,5056
REPCOHOME,590,606,-16,-2.64,226
RPOWER,8513,8597,-84,-0.98,1149
SAIL,10940,11243,-303,-2.70,10480
SBIN,34435,34637,-202,-0.58,46690
SHREECEM,2164,2221,-57,-2.57,730
SIEMENS,2594,2877,-283,-9.84,2403
SOUTHBANK,3889,3998,-109,-2.73,1041
SRF,5830,3942,1888,47.89,32452
SRTRANSFIN,6861,6770,91,1.34,2874
STAR,2964,2882,82,2.85,2686
SUNPHARMA,60150,59519,631,1.06,20783
SUNTV,7970,7947,23,0.29,4386
SUZLON,4482,4520,-38,-0.84,1162
SYNDIBANK,2481,2472,9,0.36,1074
TATACHEM,5603,5402,201,3.72,2364
TATACOMM,2564,2589,-25,-0.97,454
TATAELXSI,5766,5860,-94,-1.60,3054
TATAGLOBAL,7515,7633,-118,-1.55,3049
TATAMOTORS,49102,49782,-680,-1.37,56056
TATAMTRDVR,8405,8638,-233,-2.70,2162
TATAPOWER,8489,8600,-111,-1.29,1242
TATASTEEL,40819,40251,568,1.41,35852
TCS,59660,59434,226,0.38,23995
TECHM,9996,10097,-101,-1.00,3108
TITAN,16683,16721,-38,-0.23,12092
TORNTPHARM,1827,1793,34,1.90,808
TORNTPOWER,880,852,28,3.29,454
TV18BRDCST,5164,5219,-55,-1.05,902
TVSMOTOR,8609,8838,-229,-2.59,2723
UBL,2958,2960,-2,-0.07,863
UJJIVAN,2790,2825,-35,-1.24,4200
ULTRACEMCO,13765,13916,-151,-1.09,3713
UNIONBANK,6791,5569,1222,21.94,13303
UPL,25018,24387,631,2.59,10213
VEDL,23084,24026,-942,-3.92,11608
VGUARD,969,997,-28,-2.81,267
VOLTAS,7492,7713,-221,-2.87,4352
WIPRO,15715,15492,223,1.44,5277
WOCKPHARMA,4386,4529,-143,-3.16,1601
YESBANK,120225,112059,8166,7.29,108035
ZEEL,24524,24013,511,2.13,66826
