Symbol, LatestOI, PrevOI, OIChange, %OIChange, Volume
ACC,7244,6909,335,4.85,7232
ADANIENT,11592,11547,45,0.39,4221
ADANIPORTS,9427,9509,-82,-0.86,2479
ADANIPOWER,7805,7856,-51,-0.65,582
AJANTPHARM,1620,1587,33,2.08,663
ALBK,2524,2362,162,6.86,2169
AMARAJABAT,2284,2234,50,2.24,1259
AMBUJACEM,5889,5428,461,8.49,4176
APOLLOHOSP,2846,2800,46,1.64,2771
APOLLOTYRE,4680,4433,247,5.57,3525
ARVIND,3478,3461,17,0.49,3030
ASHOKLEY,24059,22996,1063,4.62,14633
ASIANPAINT,10574,9728,846,8.70,8323
AUROPHARMA,18333,17885,448,2.50,8801
AXISBANK,34131,33782,349,1.03,21695
BAJAJ-AUTO,17731,16679,1052,6.31,15047
BAJAJFINSV,5366,4966,400,8.05,4040
BAJFINANCE,24564,23609,955,4.05,17949
BALKRISIND,2963,2737,226,8.26,3545
BANKBARODA,17586,16984,602,3.54,15838
BANKINDIA,5059,4914,145,2.95,6659
BANKNIFTY,784496,735490,49006,6.66,6939164
BATAINDIA,4596,4501,95,2.11,2897
BEL,7634,7448,186,2.50,13881
BEML,3169,3153,16,0.51,3691
BERGEPAINT,1473,1459,14,0.96,581
BHARATFIN,8250,8378,-128,-1.53,2478
BHARATFORG,9012,8959,53,0.59,2238
BHARTIARTL,23454,19685,3769,19.15,31814
BHEL,11295,10820,475,4.39,6760
BIOCON,7941,7933,8,0.10,2762
BOSCHLTD,5237,5192,45,0.87,416
BPCL,5030,4814,216,4.49,5468
BRITANNIA,10845,10478,367,3.50,4095
BSOFT,1792,2312,-520,-22.49,1231
CADILAHC,7649,7686,-37,-0.48,1811
CANBK,6864,6568,296,4.51,9985
CANFINHOME,2402,2534,-132,-5.21,1256
CASTROLIND,2330,2305,25,1.08,376
CEATLTD,2976,2988,-12,-0.40,1843
CENTURYTEX,7202,7326,-124,-1.69,1714
CESC,3344,3407,-63,-1.85,748
CGPOWER,2719,3081,-362,-11.75,2123
CHENNPETRO,736,749,-13,-1.74,357
CHOLAFIN,1354,1715,-361,-21.05,1671
CIPLA,9423,9371,52,0.55,3518
COALINDIA,17682,17728,-46,-0.26,5346
COLPAL,2561,2484,77,3.10,485
CONCOR,809,844,-35,-4.15,577
CUMMINSIND,2439,2284,155,6.79,1046
DABUR,13075,12798,277,2.16,4137
DCBBANK,1650,1665,-15,-0.90,938
DHFL,17825,16995,830,4.88,10670
DISHTV,7223,7695,-472,-6.13,6352
DIVISLAB,8151,7905,246,3.11,2715
DLF,20364,19242,1122,5.83,20695
DRREDDY,16759,16879,-120,-0.71,4748
EICHERMOT,20512,19767,745,3.77,29014
ENGINERSIN,3086,3087,-1,-0.03,1328
EQUITAS,2903,3334,-431,-12.93,1853
ESCORTS,4657,4356,301,6.91,8547
EXIDEIND,5917,5496,421,7.66,2416
FEDERALBNK,10211,9946,265,2.66,5683
GAIL,3946,4018,-72,-1.79,4554
GLENMARK,4346,4462,-116,-2.60,1049
GMRINFRA,5271,5132,139,2.71,1670
GODFRYPHLP,843,819,24,2.93,1061
GODREJCP,10332,9235,1097,11.88,4296
GODREJIND,890,879,11,1.25,602
GRASIM,16653,16368,285,1.74,3609
GSFC,2591,2594,-3,-0.12,551
HAVELLS,4704,4652,52,1.12,3388
HCLTECH,12426,12442,-16,-0.13,5631
HDFC,57334,58362,-1028,-1.76,18603
HDFCBANK,46932,44568,2364,5.30,29829
HEROMOTOCO,19810,19616,194,0.99,17586
HEXAWARE,2550,1987,563,28.33,8217
HINDALCO,11699,11723,-24,-0.20,9357
HINDPETRO,8145,8137,8,0.10,8285
HINDUNILVR,23307,23382,-75,-0.32,7612
HINDZINC,1628,1635,-7,-0.43,1186
IBULHSGFIN,52913,49788,3125,6.28,24812
ICICIBANK,44628,43062,1566,3.64,26156
ICICIPRULI,7091,7258,-167,-2.30,5030
IDBI,4037,4112,-75,-1.82,332
IDEA,27816,27364,452,1.65,7858
IDFC,7618,7543,75,0.99,923
IDFCFIRSTB,12469,12091,378,3.13,4579
IFCI,2075,1964,111,5.65,430
IGL,1661,1472,189,12.84,1256
INDIACEM,6707,6577,130,1.98,8478
INDIANB,2360,2170,190,8.76,2073
INDIGO,5096,4888,208,4.26,5328
INDUSINDBK,26325,27207,-882,-3.24,18251
INFIBEAM,3738,3796,-58,-1.53,727
INFRATEL,3280,3251,29,0.89,1261
INFY,47561,46706,855,1.83,16118
IOC,19337,19620,-283,-1.44,4768
IRB,3422,3306,116,3.51,2521
ITC,30587,29962,625,2.09,15864
JETAIRWAYS,4093,3993,100,2.50,2174
JINDALSTEL,12875,13018,-143,-1.10,10745
JISLJALEQS,4733,4988,-255,-5.11,1372
JSWSTEEL,30061,29223,838,2.87,10348
JUBLFOOD,8169,8334,-165,-1.98,7215
JUSTDIAL,2687,2622,65,2.48,3321
KAJARIACER,1817,1831,-14,-0.76,524
KOTAKBANK,17879,18086,-207,-1.14,11714
KPIT,2,2,0,0.00,0
KSCL,756,847,-91,-10.74,412
KTKBANK,4252,4334,-82,-1.89,2470
LICHSGFIN,8203,8123,80,0.98,5414
LT,26980,24827,2153,8.67,21345
L&TFH,5270,5244,26,0.50,3448
LUPIN,17345,17624,-279,-1.58,13913
MANAPPURAM,1862,1785,77,4.31,1330
MARICO,2167,2230,-63,-2.83,903
MARUTI,52889,53404,-515,-0.96,40536
MCDOWELL-N,11013,10438,575,5.51,5343
MCX,2590,2889,-299,-10.35,1206
MFSL,1451,1413,38,2.69,984
MGL,1205,1089,116,10.65,1086
MINDTREE,10589,10437,152,1.46,2371
M&M,23178,22790,388,1.70,9017
M&MFIN,9975,9913,62,0.63,1728
MOTHERSUMI,13100,13076,24,0.18,2820
MRF,3261,3412,-151,-4.43,1375
MRPL,652,655,-3,-0.46,98
MUTHOOTFIN,2047,2098,-51,-2.43,1519
NATIONALUM,5917,5484,433,7.90,2339
NBCC,5889,5079,810,15.95,4454
NCC,5116,4938,178,3.60,4782
NESTLEIND,6446,6496,-50,-0.77,953
NHPC,1185,1147,38,3.31,466
NIFTY,1479045,1417818,61227,4.32,2699867
NIFTYIT,366,343,23,6.71,400
NIITTECH,2800,2477,323,13.04,4820
NMDC,3618,3530,88,2.49,2165
NTPC,18007,17803,204,1.15,3796
OFSS,1634,1466,168,11.46,785
OIL,2726,2720,6,0.22,437
ONGC,16287,16177,110,0.68,4631
ORIENTBANK,2823,2543,280,11.01,2918
PAGEIND,4052,3918,134,3.42,1219
PCJEWELLER,2600,2522,78,3.09,2429
PEL,10666,10368,298,2.87,3668
PETRONET,3364,3249,115,3.54,1436
PFC,6193,6474,-281,-4.34,6710
PIDILITIND,5423,5510,-87,-1.58,2260
PNB,18927,18417,510,2.77,18631
POWERGRID,4491,4543,-52,-1.14,3415
PVR,1618,1586,32,2.02,1631
RAMCOCEM,2066,2114,-48,-2.27,726
RAYMOND,4605,4474,131,2.93,4293
RBLBANK,5983,5965,18,0.30,2242
RCOM,119,119,0,0.00,0
