Symbol, LatestOI, PrevOI, OIChange, %OIChange, Volume
ACC,8634,8298,336,4.05,7596
ADANIENT,12788,13193,-405,-3.07,1641
ADANIPORTS,11757,11933,-176,-1.47,4510
ADANIPOWER,8716,8685,31,0.36,774
AJANTPHARM,2130,2102,28,1.33,1370
ALBK,2892,2936,-44,-1.50,1788
AMARAJABAT,1836,1786,50,2.80,1213
AMBUJACEM,6340,6407,-67,-1.05,3852
APOLLOHOSP,4034,4047,-13,-0.32,2787
APOLLOTYRE,6131,6142,-11,-0.18,4775
ARVIND,6869,7320,-451,-6.16,5839
ASHOKLEY,28477,28311,166,0.59,14411
ASIANPAINT,11395,10907,488,4.47,10458
AUROPHARMA,21075,21169,-94,-0.44,6185
AXISBANK,41465,40455,1010,2.50,32519
BAJAJ-AUTO,17738,17419,319,1.83,10013
BAJAJFINSV,7432,6920,512,7.40,3417
BAJFINANCE,27868,28550,-682,-2.39,31720
BALKRISIND,2956,2983,-27,-0.91,1641
BANKBARODA,20767,20762,5,0.02,15781
BANKINDIA,5754,5801,-47,-0.81,6313
BANKNIFTY,879445,715912,163533,22.84,7582474
BATAINDIA,7380,7201,179,2.49,7431
BEL,8184,8528,-344,-4.03,7792
BEML,4222,4649,-427,-9.18,1383
BERGEPAINT,2029,2134,-105,-4.92,672
BHARATFIN,10362,10344,18,0.17,3044
BHARATFORG,9413,9549,-136,-1.42,10670
BHARTIARTL,26689,27589,-900,-3.26,16318
BHEL,8040,7825,215,2.75,3017
BIOCON,7964,8067,-103,-1.28,3273
BOSCHLTD,5269,5059,210,4.15,705
BPCL,7539,7325,214,2.92,8882
BRITANNIA,15975,16038,-63,-0.39,2456
BSOFT,2933,2905,28,0.96,1399
CADILAHC,8154,7736,418,5.40,6715
CANBK,8261,7819,442,5.65,10660
CANFINHOME,3886,3910,-24,-0.61,2207
CASTROLIND,2260,2067,193,9.34,1678
CEATLTD,3341,3463,-122,-3.52,7394
CENTURYTEX,8455,8416,39,0.46,2218
CESC,3685,3598,87,2.42,1475
CGPOWER,4794,5099,-305,-5.98,6042
CHENNPETRO,954,923,31,3.36,838
CHOLAFIN,2064,2113,-49,-2.32,2930
CIPLA,11578,11126,452,4.06,3443
COALINDIA,16111,13884,2227,16.04,13449
COLPAL,2660,2704,-44,-1.63,867
CONCOR,1104,1142,-38,-3.33,564
CUMMINSIND,2497,2555,-58,-2.27,966
DABUR,9685,8837,848,9.60,5286
DCBBANK,1700,1764,-64,-3.63,3486
DHFL,23379,23268,111,0.48,14006
DISHTV,10213,9973,240,2.41,5087
DIVISLAB,9023,8995,28,0.31,4416
DLF,13701,14083,-382,-2.71,14416
DRREDDY,19855,19492,363,1.86,6714
EICHERMOT,23569,23356,213,0.91,8078
ENGINERSIN,2394,2436,-42,-1.72,841
EQUITAS,4177,4196,-19,-0.45,1314
ESCORTS,5371,5563,-192,-3.45,8825
EXIDEIND,4512,4904,-392,-7.99,3125
FEDERALBNK,10236,10046,190,1.89,8126
GAIL,5076,4603,473,10.28,5748
GLENMARK,4266,4402,-136,-3.09,2693
GMRINFRA,4433,4377,56,1.28,1852
GODFRYPHLP,1190,1276,-86,-6.74,1360
GODREJCP,10431,10141,290,2.86,3274
GODREJIND,1014,1004,10,1.00,467
GRASIM,18300,18194,106,0.58,4518
GSFC,2543,2563,-20,-0.78,274
HAVELLS,6684,6407,277,4.32,5276
HCLTECH,15011,15192,-181,-1.19,9287
HDFC,60714,60421,293,0.48,22802
HDFCBANK,74339,71243,3096,4.35,68145
HEROMOTOCO,16333,15227,1106,7.26,10055
HEXAWARE,2512,2564,-52,-2.03,3189
HINDALCO,14347,13671,676,4.94,9248
HINDPETRO,10150,10189,-39,-0.38,11299
HINDUNILVR,26635,23799,2836,11.92,23925
HINDZINC,1657,1661,-4,-0.24,526
IBULHSGFIN,41721,41117,604,1.47,19142
ICICIBANK,51714,48018,3696,7.70,50551
ICICIPRULI,6799,7017,-218,-3.11,2050
IDBI,4254,4319,-65,-1.50,348
IDEA,21933,21798,135,0.62,3931
IDFC,8950,8756,194,2.22,5278
IDFCBANK,56,56,0,0.00,0
IDFCFIRSTB,14342,14544,-202,-1.39,10002
IFCI,1986,1928,58,3.01,301
IGL,1807,1707,100,5.86,1106
INDIACEM,7960,7444,516,6.93,8619
INDIANB,3223,3248,-25,-0.77,1511
INDIGO,6282,6400,-118,-1.84,3382
INDUSINDBK,41437,40090,1347,3.36,43603
INFIBEAM,5614,6451,-837,-12.97,4920
