Symbol, LatestOI, PrevOI, OIChange, %OIChange, Volume
ACC,10732,10849,-117,-1.08,7311
ADANIENT,8638,8422,216,2.56,2084
ADANIPORTS,16825,16322,503,3.08,5364
ADANIPOWER,8970,8970,0,0.00,1314
AMARAJABAT,3033,2315,718,31.02,4260
AMBUJACEM,9179,9030,149,1.65,2785
APOLLOHOSP,6806,6063,743,12.25,6303
APOLLOTYRE,5527,5458,69,1.26,2333
ASHOKLEY,14643,14569,74,0.51,6624
ASIANPAINT,17401,16892,509,3.01,4032
AUROPHARMA,22290,21749,541,2.49,10323
AXISBANK,66278,58914,7364,12.50,44253
BAJAJ-AUTO,11951,11412,539,4.72,4219
BAJAJFINSV,14563,13737,826,6.01,6538
BAJFINANCE,42231,37860,4371,11.55,38170
BALKRISIND,2974,2868,106,3.70,1292
BANKBARODA,25880,26937,-1057,-3.92,21608
BANKNIFTY,783539,709785,73754,10.39,7697979
BATAINDIA,5022,4974,48,0.97,3576
BEL,7454,7134,320,4.49,1711
BERGEPAINT,5252,5129,123,2.40,945
BHARATFORG,8637,8518,119,1.40,7101
BHARTIARTL,40643,34021,6622,19.46,47409
BHEL,13899,13833,66,0.48,3333
BIOCON,8550,8384,166,1.98,4210
BOSCHLTD,4330,4300,30,0.70,408
BPCL,25236,24721,515,2.08,17404
BRITANNIA,11038,10889,149,1.37,1645
CADILAHC,5336,5324,12,0.23,1501
CANBK,8490,8508,-18,-0.21,9102
CASTROLIND,2308,2155,153,7.10,1367
CENTURYTEX,6748,6525,223,3.42,3714
CESC,2283,2224,59,2.65,1012
CHOLAFIN,1640,1556,84,5.40,961
CIPLA,15953,15707,246,1.57,4077
COALINDIA,10905,10888,17,0.16,5049
COLPAL,3460,3378,82,2.43,878
CONCOR,4912,4856,56,1.15,1561
CUMMINSIND,3665,2920,745,25.51,2606
DABUR,12459,11567,892,7.71,1986
DISHTV,10000,9904,96,0.97,1666
DIVISLAB,7068,6911,157,2.27,2899
DLF,19776,19529,247,1.26,8826
DRREDDY,15714,15201,513,3.37,4167
EICHERMOT,15229,14826,403,2.72,4820
EQUITAS,8104,7835,269,3.43,6793
ESCORTS,7343,7349,-6,-0.08,6400
EXIDEIND,5067,4901,166,3.39,1120
FEDERALBNK,11668,11464,204,1.78,3144
GAIL,15681,15330,351,2.29,5257
GLENMARK,7990,8113,-123,-1.52,2927
GMRINFRA,4832,4765,67,1.41,1304
GODREJCP,6157,5830,327,5.61,1810
GRASIM,36995,31385,5610,17.87,14858
HAVELLS,6562,6299,263,4.18,2160
HCLTECH,18961,18960,1,0.01,3482
HDFC,161360,137911,23449,17.00,82198
HDFCBANK,74322,72807,1515,2.08,36045
HEROMOTOCO,31521,30462,1059,3.48,10064
HEXAWARE,1077,975,102,10.46,901
HINDALCO,15392,14158,1234,8.72,20300
HINDPETRO,13827,13542,285,2.10,2753
HINDUNILVR,40519,36546,3973,10.87,29396
IBULHSGFIN,51740,50388,1352,2.68,49922
ICICIBANK,105981,101028,4953,4.90,39525
ICICIPRULI,9405,8897,508,5.71,3922
IDEA,29928,27851,2077,7.46,16222
IDFCFIRSTB,25382,24786,596,2.40,3924
IGL,4697,4035,662,16.41,9603
INDIGO,18102,17811,291,1.63,9980
INDUSINDBK,34983,33299,1684,5.06,22245
INFRATEL,9902,9670,232,2.40,4934
INFY,50961,49846,1115,2.24,29590
IOC,12324,12301,23,0.19,2931
ITC,73036,65242,7794,11.95,28033
JINDALSTEL,15726,15910,-184,-1.16,31833
JSWSTEEL,28694,27426,1268,4.62,14158
JUBLFOOD,5941,5894,47,0.80,5053
JUSTDIAL,3696,3058,638,20.86,9033
KOTAKBANK,36319,36220,99,0.27,20865
LICHSGFIN,11707,11388,319,2.80,11666
LT,79651,76809,2842,3.70,56612
L&TFH,11055,10528,527,5.01,10110
LUPIN,15296,14903,393,2.64,5432
MANAPPURAM,4423,4401,22,0.50,2021
MARICO,11957,11124,833,7.49,2404
MARUTI,66543,58367,8176,14.01,49774
MCDOWELL-N,11617,10712,905,8.45,2683
