Symbol, LatestOI, PrevOI, OIChange, %OIChange, Volume
ACC,3966,4055,-89,-2.19,3448
ADANIENT,9450,9405,45,0.48,2193
ADANIPORTS,10411,10586,-175,-1.65,3868
ADANIPOWER,8010,8037,-27,-0.34,248
AJANTPHARM,1455,1409,46,3.26,1205
ALBK,1777,1754,23,1.31,1037
AMARAJABAT,1744,1747,-3,-0.17,1104
AMBUJACEM,7205,7002,203,2.90,3156
APOLLOHOSP,2235,2161,74,3.42,3014
APOLLOTYRE,3951,3962,-11,-0.28,3462
ARVIND,4628,4604,24,0.52,2642
ASHOKLEY,25706,24385,1321,5.42,21508
ASIANPAINT,11364,10610,754,7.11,6515
AUROPHARMA,23250,23307,-57,-0.24,8381
AXISBANK,36826,36505,321,0.88,26836
BAJAJ-AUTO,11228,11596,-368,-3.17,5687
BAJAJFINSV,6188,6198,-10,-0.16,2340
BAJFINANCE,28718,28313,405,1.43,15549
BALKRISIND,3850,3805,45,1.18,1801
BANKBARODA,20970,21168,-198,-0.94,15221
BANKINDIA,6873,6574,299,4.55,8216
BANKNIFTY,861979,672472,189507,28.18,7954185
BATAINDIA,4760,4812,-52,-1.08,5130
BEL,7832,7723,109,1.41,4494
BEML,3234,3163,71,2.24,7783
BERGEPAINT,1274,1268,6,0.47,1009
BHARATFIN,8896,8824,72,0.82,1709
BHARATFORG,12140,11932,208,1.74,5848
BHARTIARTL,22717,21726,991,4.56,13122
BHEL,7959,7921,38,0.48,5874
BIOCON,7059,6971,88,1.26,3261
BOSCHLTD,4854,4784,70,1.46,360
BPCL,7339,7407,-68,-0.92,6996
BRITANNIA,14106,14206,-100,-0.70,1317
CADILAHC,5642,5593,49,0.88,1112
CANBK,7387,6740,647,9.60,8607
CANFINHOME,2949,2890,59,2.04,1013
CAPF,926,926,0,0.00,0
CASTROLIND,2324,2383,-59,-2.48,271
CEATLTD,2203,2216,-13,-0.59,2888
CENTURYTEX,8066,8034,32,0.40,2961
CESC,4721,4739,-18,-0.38,2400
CGPOWER,3886,3890,-4,-0.10,751
CHENNPETRO,720,766,-46,-6.01,531
CHOLAFIN,2272,2344,-72,-3.07,1137
CIPLA,10487,10539,-52,-0.49,3906
COALINDIA,17820,18021,-201,-1.12,4174
COLPAL,2455,2418,37,1.53,1684
CONCOR,1938,2042,-104,-5.09,1012
CUMMINSIND,2393,2412,-19,-0.79,702
DABUR,10258,10135,123,1.21,2392
DALMIABHA,55,55,0,0.00,0
DCBBANK,1134,1056,78,7.39,1600
DHFL,15430,15176,254,1.67,7452
DISHTV,7086,7238,-152,-2.10,1962
DIVISLAB,8530,8539,-9,-0.11,2720
DLF,13437,13502,-65,-0.48,8544
DRREDDY,20306,20200,106,0.52,5681
EICHERMOT,27836,26371,1465,5.56,24902
ENGINERSIN,2239,2158,81,3.75,985
EQUITAS,2992,2836,156,5.50,1730
ESCORTS,5609,5667,-58,-1.02,8577
EXIDEIND,3583,3580,3,0.08,1512
FEDERALBNK,8487,8056,431,5.35,5895
GAIL,5578,5562,16,0.29,2197
GLENMARK,4420,4539,-119,-2.62,2078
GMRINFRA,4407,4352,55,1.26,953
GODFRYPHLP,872,857,15,1.75,852
GODREJCP,7595,7424,171,2.30,1773
GODREJIND,1285,1327,-42,-3.17,582
GRASIM,14720,14507,213,1.47,3705
GSFC,3563,3597,-34,-0.95,796
HAVELLS,5503,5436,67,1.23,4461
HCLTECH,15806,15068,738,4.90,6715
HDFC,57158,56919,239,0.42,14456
HDFCBANK,60047,57892,2155,3.72,28131
HEROMOTOCO,11691,10585,1106,10.45,10510
HEXAWARE,2279,2185,94,4.30,2267
HINDALCO,16121,15183,938,6.18,17648
HINDPETRO,11109,10901,208,1.91,5901
HINDUNILVR,19703,19295,408,2.11,6611
HINDZINC,2266,2254,12,0.53,659
IBULHSGFIN,27967,27830,137,0.49,14359
ICICIBANK,42503,41179,1324,3.22,46113
ICICIPRULI,2923,2944,-21,-0.71,1141
IDBI,4468,3999,469,11.73,1656
IDEA,13815,13849,-34,-0.25,2785
IDFC,8093,7925,168,2.12,1851
IDFCBANK,15504,15229,275,1.81,5528
IFCI,2008,2013,-5,-0.25,338
IGL,2444,2536,-92,-3.63,1501
INDIACEM,5336,5289,47,0.89,3059
INDIANB,2441,2333,108,4.63,2680
INDIGO,5628,5505,123,2.23,4838
INDUSINDBK,26589,24057,2532,10.53,14537
INFIBEAM,3303,3326,-23,-0.69,1122
INFRATEL,5098,4883,215,4.40,6557
INFY,47565,46661,904,1.94,22325
IOC,19768,19892,-124,-0.62,4323
IRB,2477,2479,-2,-0.08,1126
ITC,39934,39502,432,1.09,12367
JETAIRWAYS,6908,7479,-571,-7.63,2934
JINDALSTEL,14622,15022,-400,-2.66,20924
JISLJALEQS,5334,5328,6,0.11,2372
JPASSOCIAT,2425,2451,-26,-1.06,750
JSWSTEEL,35860,35429,431,1.22,10352
JUBLFOOD,8435,7843,592,7.55,11975
JUSTDIAL,2154,2110,44,2.09,2342
KAJARIACER,2094,2054,40,1.95,1055
KOTAKBANK,18478,18133,345,1.90,10007
KPIT,2884,2781,103,3.70,1476
KSCL,933,901,32,3.55,1268
KTKBANK,4356,4250,106,2.49,2774
LICHSGFIN,9271,9084,187,2.06,7850
LT,35080,32952,2128,6.46,18943
L&TFH,6002,5642,360,6.38,6447
LUPIN,14671,14783,-112,-0.76,8283
MANAPPURAM,2232,2268,-36,-1.59,1509
MARICO,3392,3362,30,0.89,1471
MARUTI,50994,49933,1061,2.12,45341
MCDOWELL-N,9597,9428,169,1.79,4068
MCX,3932,3876,56,1.44,1060
MFSL,1898,1921,-23,-1.20,1057
