Symbol, LatestOI, PrevOI, OIChange, %OIChange, Volume
ACC,11225,10338,887,8.58,6528
ADANIENT,8464,8468,-4,-0.05,1892
ADANIPORTS,16526,15576,950,6.10,6419
ADANIPOWER,9026,8933,93,1.04,1053
AMARAJABAT,2354,2065,289,14.00,2269
AMBUJACEM,9189,8934,255,2.85,2010
APOLLOHOSP,6296,6351,-55,-0.87,5604
APOLLOTYRE,5592,5226,366,7.00,2922
ASHOKLEY,14660,14141,519,3.67,9647
ASIANPAINT,16999,17097,-98,-0.57,5072
AUROPHARMA,22018,20656,1362,6.59,22618
AXISBANK,59894,58652,1242,2.12,24443
BAJAJ-AUTO,11494,11379,115,1.01,4265
BAJAJFINSV,14009,13372,637,4.76,4906
BAJFINANCE,38108,37782,326,0.86,12803
BALKRISIND,2907,2854,53,1.86,1669
BANKBARODA,27014,27170,-156,-0.57,14698
BANKNIFTY,730328,560092,170236,30.39,7226173
BATAINDIA,5026,4809,217,4.51,3117
BEL,7227,7171,56,0.78,2650
BERGEPAINT,5143,5183,-40,-0.77,1560
BHARATFORG,8539,8498,41,0.48,3191
BHARTIARTL,34718,33089,1629,4.92,14574
BHEL,13912,13420,492,3.67,3586
BIOCON,8471,8042,429,5.33,5202
BOSCHLTD,4338,4272,66,1.54,305
BPCL,24920,24405,515,2.11,8121
BRITANNIA,11298,10599,699,6.59,2855
CADILAHC,5390,5208,182,3.49,2724
CANBK,8615,8050,565,7.02,9243
CASTROLIND,2168,2182,-14,-0.64,348
CENTURYTEX,6571,6638,-67,-1.01,1717
CESC,2257,2136,121,5.66,645
CHOLAFIN,1573,1441,132,9.16,810
CIPLA,15848,15546,302,1.94,2692
COALINDIA,11161,10786,375,3.48,4659
COLPAL,3422,3341,81,2.42,815
CONCOR,4910,4862,48,0.99,1326
CUMMINSIND,2973,2945,28,0.95,1321
DABUR,11747,11345,402,3.54,1829
DISHTV,10000,10226,-226,-2.21,3046
DIVISLAB,7274,6885,389,5.65,4344
DLF,20181,18951,1,6.49,1
DRREDDY,15344,14796,548,3.70,6041
EICHERMOT,15059,14346,713,4.97,5496
EQUITAS,7833,7334,499,6.80,6240
ESCORTS,7383,7189,194,2.70,4171
EXIDEIND,4934,4858,76,1.56,846
FEDERALBNK,11500,11350,150,1.32,2899
GAIL,15880,15832,48,0.30,6275
GLENMARK,8364,7967,397,4.98,5954
GMRINFRA,4762,4749,13,0.27,500
GODREJCP,5993,5986,7,0.12,949
GRASIM,31484,31010,474,1.53,4498
HAVELLS,6317,6248,69,1.10,1411
HCLTECH,19673,19572,101,0.52,5339
HDFC,141837,138219,3618,2.62,38741
HDFCBANK,74114,70404,3710,5.27,30170
HEROMOTOCO,30643,29310,1333,4.55,10956
HEXAWARE,990,957,33,3.45,558
HINDALCO,14460,12991,1469,11.31,11855
