Symbol, LatestOI, PrevOI, OIChange, %OIChange, Volume
ACC,9648,10143,-495,-4.88,10753
ADANIENT,8628,9492,-864,-9.10,7470
ADANIPORTS,17429,18175,-746,-4.10,14294
ADANIPOWER,10849,10186,663,6.51,5677
AMARAJABAT,2729,2876,-147,-5.11,2482
AMBUJACEM,9044,9462,-418,-4.42,6302
APOLLOHOSP,5070,5565,-495,-8.89,5574
APOLLOTYRE,4539,4948,-409,-8.27,4534
ASHOKLEY,13292,14740,-1448,-9.82,14523
ASIANPAINT,16289,16540,-251,-1.52,15737
AUROPHARMA,20541,21569,-1028,-4.77,16678
AXISBANK,59656,62802,-3146,-5.01,45294
BAJAJ-AUTO,11216,11836,-620,-5.24,9779
BAJAJFINSV,13414,13661,-247,-1.81,10889
BAJFINANCE,37350,38197,-847,-2.22,35935
BALKRISIND,2793,2973,-180,-6.05,3751
BANKBARODA,24305,26039,-1734,-6.66,22224
BANKNIFTY,756301,704025,52276,7.43,8029878
BATAINDIA,4890,5181,-291,-5.62,6150
BEL,6456,6846,-390,-5.70,5625
BERGEPAINT,5343,5606,-263,-4.69,5866
BHARATFORG,7604,8021,-417,-5.20,8466
BHARTIARTL,30179,32454,-2275,-7.01,31493
BHEL,15043,15485,-442,-2.85,8304
BIOCON,6386,6817,-431,-6.32,7347
BOSCHLTD,4159,4104,55,1.34,4839
BPCL,26859,27481,-622,-2.26,42818
BRITANNIA,11359,11786,-427,-3.62,12397
CADILAHC,4674,5031,-357,-7.10,4995
CANBK,7437,8029,-592,-7.37,12519
CASTROLIND,2149,2344,-195,-8.32,1524
CENTURYTEX,6542,6761,-219,-3.24,8155
CESC,1926,2140,-214,-10.00,1475
CHOLAFIN,1847,1888,-41,-2.17,1807
CIPLA,14440,14907,-467,-3.13,19214
COALINDIA,9839,10153,-314,-3.09,7367
COLPAL,3481,3679,-198,-5.38,2129
CONCOR,4727,5115,-388,-7.59,6359
CUMMINSIND,2881,3251,-370,-11.38,2408
DABUR,11764,11758,6,0.05,8769
DISHTV,7380,8840,-1460,-16.52,5852
DIVISLAB,6808,6909,-101,-1.46,5469
DLF,15525,16940,-1415,-8.35,22293
DRREDDY,13756,14295,-539,-3.77,11384
EICHERMOT,13095,14140,-1045,-7.39,16123
EQUITAS,6671,7388,-717,-9.70,7433
ESCORTS,7311,7976,-665,-8.34,7721
EXIDEIND,5545,5858,-313,-5.34,4372
FEDERALBNK,11672,12404,-732,-5.90,9771
GAIL,16803,16782,21,0.13,9589
GLENMARK,5613,7025,-1412,-20.10,6101
GMRINFRA,5985,5481,504,9.20,2763
GODREJCP,5401,5638,-237,-4.20,3190
GRASIM,33544,33637,-93,-0.28,14222
HAVELLS,6606,6785,-179,-2.64,6501
HCLTECH,18386,18610,-224,-1.20,13798
HDFC,138813,139701,-888,-0.64,102680
HDFCBANK,72572,74773,-2201,-2.94,64698
HEROMOTOCO,24668,28092,-3424,-12.19,28896
HEXAWARE,868,1015,-147,-14.48,642
HINDALCO,16082,16512,-430,-2.60,17301
HINDPETRO,14380,14533,-153,-1.05,10797
HINDUNILVR,41360,43138,-1778,-4.12,30564
IBULHSGFIN,40924,45708,-4784,-10.47,98556
ICICIBANK,95115,101061,-5946,-5.88,68004
ICICIPRULI,8835,9272,-437,-4.71,7676
IDEA,23769,25887,-2118,-8.18,11179
IDFCFIRSTB,24832,26689,-1857,-6.96,14890
IGL,4197,4564,-367,-8.04,3194
INDIGO,18409,18400,9,0.05,20050
INDUSINDBK,32447,33485,-1038,-3.10,57840
INFRATEL,9091,9369,-278,-2.97,8376
INFY,49355,53109,-3754,-7.07,30477
IOC,11447,12174,-727,-5.97,10555
ITC,68480,70661,-2181,-3.09,52185
JINDALSTEL,10486,12164,-1678,-13.79,20783
JSWSTEEL,25275,26454,-1179,-4.46,17737
JUBLFOOD,5842,6434,-592,-9.20,5480
JUSTDIAL,3218,3625,-407,-11.23,3983
KOTAKBANK,36847,39461,-2614,-6.62,37607
LICHSGFIN,11549,12093,-544,-4.50,12332
LT,72459,76904,-4445,-5.78,51849
L&TFH,8409,9181,-772,-8.41,7948
LUPIN,13310,14031,-721,-5.14,9314
MANAPPURAM,4344,4521,-177,-3.92,4490
MARICO,10757,10893,-136,-1.25,7879
MARUTI,47388,52683,-5295,-10.05,88397
MCDOWELL-N,11555,11510,45,0.39,10896
MFSL,9031,9503,-472,-4.97,10969
MGL,3994,4612,-618,-13.40,3602
MINDTREE,2441,2844,-403,-14.17,4639
M&M,30337,30138,199,0.66,27478
M&MFIN,11179,12458,-1279,-10.27,9453
MOTHERSUMI,8357,9711,-1354,-13.94,9101
MRF,1733,1774,-41,-2.31,1660
