Symbol, LatestOI, PrevOI, OIChange, %OIChange, Volume
ACC,4018,3749,269,7.18,3396
ADANIENT,9245,9137,108,1.18,2754
ADANIPORTS,10538,10529,9,0.09,2387
ADANIPOWER,8047,8053,-6,-0.07,103
AJANTPHARM,1471,1489,-18,-1.21,633
ALBK,1685,1665,20,1.20,530
AMARAJABAT,1773,1764,9,0.51,450
AMBUJACEM,6273,6256,17,0.27,2218
APOLLOHOSP,2168,2151,17,0.79,1315
APOLLOTYRE,3952,3710,242,6.52,1999
ARVIND,4132,3877,255,6.58,2193
ASHOKLEY,20566,19547,1019,5.21,10940
ASIANPAINT,9465,9193,272,2.96,2950
AUROPHARMA,23301,23302,-1,-0.00,4970
AXISBANK,32669,31810,859,2.70,16527
BAJAJ-AUTO,10942,10735,207,1.93,3891
BAJAJFINSV,5737,5700,37,0.65,1612
BAJFINANCE,27964,27719,245,0.88,12038
BALKRISIND,3698,3648,50,1.37,1413
BANKBARODA,18063,16791,1272,7.58,16760
BANKINDIA,6047,5864,183,3.12,6611
BANKNIFTY,1043131,949150,93981,9.90,8029365
BATAINDIA,4904,4908,-4,-0.08,2438
BEL,7513,7468,45,0.60,1106
BEML,2851,2797,54,1.93,3452
BERGEPAINT,1053,1032,21,2.03,445
BHARATFIN,8990,8983,7,0.08,1132
BHARATFORG,9644,9571,73,0.76,1709
BHARTIARTL,21150,20413,737,3.61,6181
BHEL,7740,7577,163,2.15,2149
BIOCON,6825,6720,105,1.56,2271
BOSCHLTD,4550,4549,1,0.02,254
BPCL,6587,6479,108,1.67,2931
BRITANNIA,14111,13826,285,2.06,1254
CADILAHC,5523,5525,-2,-0.04,1277
CANBK,6801,6257,544,8.69,7995
CANFINHOME,2898,2865,33,1.15,476
CAPF,926,926,0,0.00,0
CASTROLIND,2346,2326,20,0.86,173
CEATLTD,2159,2115,44,2.08,1497
CENTURYTEX,7856,7842,14,0.18,1343
CESC,4228,4067,161,3.96,1576
CGPOWER,3800,3791,9,0.24,870
CHENNPETRO,847,847,0,0.00,449
CHOLAFIN,2400,2424,-24,-0.99,530
CIPLA,9571,9490,81,0.85,2952
COALINDIA,17527,17609,-82,-0.47,2532
COLPAL,2226,2282,-56,-2.45,2015
CONCOR,1999,2047,-48,-2.34,844
CUMMINSIND,2548,2577,-29,-1.13,625
DABUR,9686,9106,580,6.37,2894
DALMIABHA,55,55,0,0.00,0
DCBBANK,1054,1028,26,2.53,387
DHFL,15385,15528,-143,-0.92,5101
DISHTV,7144,7065,79,1.12,543
