Symbol, LatestOI, PrevOI, OIChange, %OIChange, Volume
ACC,10085,9736,349,3.58,4618
ADANIENT,9404,9191,213,2.32,4226
ADANIPORTS,11428,10708,720,6.72,10916
ADANIPOWER,10550,10334,216,2.09,2189
AMARAJABAT,3129,3157,-28,-0.89,1180
AMBUJACEM,8989,8925,64,0.72,1902
APOLLOHOSP,5285,5624,-339,-6.03,3959
APOLLOTYRE,7406,7040,366,5.20,3642
ASHOKLEY,27892,26910,982,3.65,25487
ASIANPAINT,18038,16951,1087,6.41,8132
AUROPHARMA,25987,26842,-855,-3.19,21755
AXISBANK,59030,57002,2028,3.56,30751
BAJAJ-AUTO,10714,10773,-59,-0.55,3381
BAJAJFINSV,14377,14381,-4,-0.03,4712
BAJFINANCE,42750,41452,1298,3.13,19314
BALKRISIND,2908,2917,-9,-0.31,1441
BANKBARODA,27628,27128,500,1.84,23788
BANKINDIA,5257,5372,-115,-2.14,5972
BANKNIFTY,879844,825458,54386,6.59,10380889
BATAINDIA,6805,6413,392,6.11,4791
BEL,7424,7384,40,0.54,3125
BERGEPAINT,5012,4906,106,2.16,1406
BHARATFORG,9046,8989,57,0.63,4013
BHARTIARTL,42827,42532,295,0.69,83414
BHEL,14578,13730,848,6.18,9766
BIOCON,8289,7957,332,4.17,5787
BOSCHLTD,5115,5011,104,2.08,555
BPCL,22464,18875,3589,19.01,56032
BRITANNIA,12842,12180,662,5.44,7254
CADILAHC,7020,6453,567,8.79,5260
CANBK,12705,12114,591,4.88,23014
CASTROLIND,1948,2051,-103,-5.02,2386
CENTURYTEX,6745,6611,134,2.03,6047
CESC,2083,1926,157,8.15,1062
CHOLAFIN,2174,2250,-76,-3.38,1317
CIPLA,18425,17969,456,2.54,12712
COALINDIA,16408,16634,-226,-1.36,5499
COLPAL,4922,4806,116,2.41,1930
CONCOR,6466,5366,1100,20.50,8467
CUMMINSIND,2939,2896,43,1.48,1452
DABUR,11538,11120,418,3.76,5968
DISHTV,10428,8217,2211,26.91,15998
DIVISLAB,7947,7428,519,6.99,8986
DLF,19442,19524,-82,-0.42,17674
DRREDDY,17748,17336,412,2.38,15370
EICHERMOT,14497,14351,146,1.02,5058
EQUITAS,4033,3809,224,5.88,2052
ESCORTS,6903,6181,722,11.68,16086
EXIDEIND,5431,5425,6,0.11,1733
FEDERALBNK,11637,11167,470,4.21,8495
GAIL,14512,14188,324,2.28,4447
GLENMARK,11669,11925,-256,-2.15,18457
GMRINFRA,4314,4134,180,4.35,1142
GODREJCP,6331,6219,112,1.80,1611
GRASIM,32126,30097,2029,6.74,12784
HAVELLS,7026,6984,42,0.60,3057
HCLTECH,18131,17905,226,1.26,3552
HDFC,149161,148288,873,0.59,23352
HDFCBANK,67744,61854,5890,9.52,39388
HEROMOTOCO,31301,28621,2680,9.36,21326
HEXAWARE,1160,1166,-6,-0.51,703
HINDALCO,12842,12614,228,1.81,7384
HINDPETRO,14659,13124,1535,11.70,13731
HINDUNILVR,38127,34869,3258,9.34,13130
IBULHSGFIN,60002,56554,3448,6.10,38643
ICICIBANK,87412,84281,3131,3.71,47420
ICICIPRULI,6495,6221,274,4.40,3355
IDEA,44282,41828,2454,5.87,93208
IDFCFIRSTB,25342,24858,484,1.95,5787
IGL,3135,3168,-33,-1.04,2470
INDIGO,19005,18857,148,0.78,10373
INDUSINDBK,37396,34960,2436,6.97,57264
INFRATEL,10663,9913,750,7.57,14343
INFY,71173,69620,1553,2.23,17952
IOC,17597,15939,1658,10.40,9197
ITC,62898,60760,2138,3.52,22798
JINDALSTEL,18998,18695,303,1.62,11566
JSWSTEEL,29048,28946,102,0.35,7802
JUBLFOOD,6725,6672,53,0.79,3894
