Symbol, LatestOI, PrevOI, OIChange, %OIChange, Volume
ACC,9023,8027,996,12.41,8969
ADANIENT,8110,7974,136,1.71,2583
ADANIPORTS,7636,7502,134,1.79,2089
ADANIPOWER,9099,8956,143,1.60,3025
AMARAJABAT,2112,2155,-43,-2.00,1108
AMBUJACEM,9083,9193,-110,-1.20,2798
APOLLOHOSP,3853,3787,66,1.74,2360
APOLLOTYRE,4399,3250,1149,35.35,15946
ASHOKLEY,14133,13645,488,3.58,6018
ASIANPAINT,14583,14815,-232,-1.57,5277
AUROPHARMA,19335,19239,96,0.50,7286
AXISBANK,48361,47389,972,2.05,18164
BAJAJ-AUTO,10649,10476,173,1.65,4266
BAJAJFINSV,13586,13860,-274,-1.98,9987
BAJFINANCE,40070,37769,2301,6.09,54030
BALKRISIND,2121,2011,110,5.47,1936
BANKBARODA,20683,20599,84,0.41,16587
BANKINDIA,7213,7045,168,2.38,5533
BANKNIFTY,707027,652755,54272,8.31,7951197
BATAINDIA,5723,5921,-198,-3.34,3379
BEL,6375,5461,914,16.74,10157
BERGEPAINT,4212,3636,576,15.84,6450
BHARATFORG,6335,5771,564,9.77,7221
BHARTIARTL,22779,21955,824,3.75,11041
BHEL,10057,9681,376,3.88,4561
BIOCON,7741,7212,529,7.33,10187
BOSCHLTD,4867,5025,-158,-3.14,599
BPCL,13924,13609,315,2.31,5894
BRITANNIA,10897,10858,39,0.36,1760
CADILAHC,6100,6273,-173,-2.76,1953
CANBK,7945,7150,795,11.12,14082
CASTROLIND,1831,1757,74,4.21,785
CENTURYTEX,3678,3405,273,8.02,2408
CESC,1547,1408,139,9.87,4371
CHOLAFIN,1474,1379,95,6.89,1222
CIPLA,17496,16145,1351,8.37,6007
COALINDIA,14140,13431,709,5.28,15941
COLPAL,2785,2657,128,4.82,1244
CONCOR,3549,3554,-5,-0.14,1096
CUMMINSIND,3295,3300,-5,-0.15,675
DABUR,11410,9381,2029,21.63,29323
DISHTV,7646,7605,41,0.54,2857
DIVISLAB,6241,5915,326,5.51,2315
DLF,16010,16045,-35,-0.22,9678
DRREDDY,16081,16631,-550,-3.31,10227
EICHERMOT,13268,13083,185,1.41,5039
EQUITAS,3136,3127,9,0.29,1152
ESCORTS,5938,5944,-6,-0.10,7898
EXIDEIND,5547,5506,41,0.74,2033
FEDERALBNK,10425,9543,882,9.24,6505
GAIL,9787,9775,12,0.12,2974
GLENMARK,6473,6506,-33,-0.51,1929
GMRINFRA,3200,3276,-76,-2.32,779
GODREJCP,5230,5145,85,1.65,1629
GRASIM,27879,27863,16,0.06,8143
HAVELLS,5652,5605,47,0.84,2549
HCLTECH,16616,16565,51,0.31,3566
HDFC,150189,150480,-291,-0.19,50764
HDFCBANK,63567,61040,2527,4.14,25156
HEROMOTOCO,22217,22357,-140,-0.63,8757
HEXAWARE,1377,1336,41,3.07,676
HINDALCO,11253,10483,770,7.35,9755
HINDPETRO,11094,11183,-89,-0.80,4342
HINDUNILVR,32397,31783,614,1.93,8279
IBULHSGFIN,40242,38176,2066,5.41,49558
ICICIBANK,66282,66341,-59,-0.09,31227
ICICIPRULI,4992,4662,330,7.08,2683
IDEA,27251,27105,146,0.54,7637
IDFCFIRSTB,22582,22311,271,1.21,4267
IGL,1464,1408,56,3.98,1295
INDIGO,18741,18682,59,0.32,56632
INDUSINDBK,35849,34466,1383,4.01,19476
INFRATEL,5592,5431,161,2.96,3865
INFY,70235,66446,3789,5.70,34674
IOC,13230,12699,531,4.18,6212
ITC,49983,49248,735,1.49,15607
JINDALSTEL,16307,16689,-382,-2.29,36262
JSWSTEEL,27438,27520,-82,-0.30,11924
JUBLFOOD,5631,5357,274,5.11,4294
JUSTDIAL,4300,4163,137,3.29,3888
KOTAKBANK,25704,23120,2584,11.18,17771
LICHSGFIN,10485,10451,34,0.33,4878
LT,38085,37194,891,2.40,14448
