Symbol, LatestOI, PrevOI, OIChange, %OIChange, Volume
ACC,9043,8781,262,2.98,7199
ADANIENT,8258,7819,439,5.61,7328
ADANIPORTS,15779,9004,6775,75.24,34332
ADANIPOWER,8212,7899,313,3.96,5230
AMARAJABAT,2127,2170,-43,-1.98,786
AMBUJACEM,8084,7531,553,7.34,4505
APOLLOHOSP,3028,2964,64,2.16,1252
APOLLOTYRE,3469,3326,143,4.30,2523
ASHOKLEY,13897,12735,1162,9.12,11177
ASIANPAINT,17526,16910,616,3.64,6809
AUROPHARMA,18527,17989,538,2.99,11599
AXISBANK,53268,48974,4294,8.77,33290
BAJAJ-AUTO,9560,9326,234,2.51,2965
BAJAJFINSV,11681,11479,202,1.76,3235
BAJFINANCE,35195,34093,1102,3.23,11206
BALKRISIND,2528,2612,-84,-3.22,2069
BANKBARODA,20801,20806,-5,-0.02,25549
BANKNIFTY,543002,397216,145786,36.70,5599175
BATAINDIA,4419,4271,148,3.47,2111
BEL,5925,5551,374,6.74,2073
BERGEPAINT,4804,4847,-43,-0.89,1507
BHARATFORG,7531,7521,10,0.13,1962
BHARTIARTL,27412,26042,1370,5.26,30686
BHEL,7125,6774,351,5.18,2908
BIOCON,5951,5715,236,4.13,4948
BOSCHLTD,4541,4528,13,0.29,455
BPCL,18573,17824,749,4.20,13932
BRITANNIA,10414,10094,320,3.17,1768
CADILAHC,5938,5142,796,15.48,4729
CANBK,7382,7450,-68,-0.91,10107
CASTROLIND,2000,1980,20,1.01,680
CENTURYTEX,6057,5854,203,3.47,3586
CESC,1637,1598,39,2.44,1443
CHOLAFIN,1367,1375,-8,-0.58,844
CIPLA,13997,13889,108,0.78,3264
COALINDIA,8349,7740,609,7.87,7723
COLPAL,3533,3591,-58,-1.62,1512
CONCOR,4815,4802,13,0.27,4286
CUMMINSIND,3011,2874,137,4.77,2017
DABUR,9838,8987,851,9.47,4832
DISHTV,7895,7755,140,1.81,7807
DIVISLAB,6922,6712,210,3.13,2001
DLF,15489,14740,749,5.08,18227
DRREDDY,13610,13072,538,4.12,4809
EICHERMOT,12605,12349,256,2.07,5175
EQUITAS,3502,3249,253,7.79,7422
ESCORTS,5341,4915,426,8.67,6045
EXIDEIND,3910,4055,-145,-3.58,1773
FEDERALBNK,10263,9805,458,4.67,5811
GAIL,12038,11562,476,4.12,5456
GLENMARK,8063,8033,30,0.37,3386
GMRINFRA,4220,4055,165,4.07,1694
GODREJCP,5120,5099,21,0.41,909
GRASIM,29422,28733,689,2.40,7082
HAVELLS,5671,5407,264,4.88,2498
HCLTECH,17541,17175,366,2.13,2432
HDFC,139850,138449,1401,1.01,22732
HDFCBANK,58099,56635,1464,2.58,42798
HEROMOTOCO,22704,21428,1276,5.95,13607
HEXAWARE,795,826,-31,-3.75,644
HINDALCO,10539,10198,341,3.34,11799
HINDPETRO,11980,11148,832,7.46,5139
HINDUNILVR,31077,30109,968,3.21,10351
IBULHSGFIN,51618,48394,3224,6.66,339376
ICICIBANK,92225,92057,168,0.18,40567
ICICIPRULI,7314,7014,300,4.28,3375
IDEA,26880,26761,119,0.44,17528
IDFCFIRSTB,21296,19778,1518,7.68,21841
IGL,2185,2143,42,1.96,1648
INDIGO,11810,11509,301,2.62,9766
INDUSINDBK,30581,28570,2011,7.04,33077
INFRATEL,9328,7697,1631,21.19,21363
INFY,50234,48397,1837,3.80,13668
IOC,11428,10761,667,6.20,3906
ITC,57015,54735,2280,4.17,11739
JINDALSTEL,13266,13585,-319,-2.35,11728
JSWSTEEL,25730,25679,51,0.20,12158
JUBLFOOD,4705,4605,100,2.17,4457
JUSTDIAL,2392,2180,212,9.72,2332
KOTAKBANK,21788,21230,558,2.63,17098
LICHSGFIN,10135,9459,676,7.15,11354
LT,53056,51518,1538,2.99,18362
L&TFH,7755,7406,349,4.71,26697
LUPIN,13313,12612,701,5.56,11700
MANAPPURAM,3142,3031,111,3.66,2194
MARICO,8536,8483,53,0.62,1290
MARUTI,51660,50014,1646,3.29,35640
MCDOWELL-N,10106,9915,191,1.93,2189
MFSL,6007,5841,166,2.84,1733
MGL,3775,3723,52,1.40,1233
MINDTREE,2225,2115,110,5.20,713
M&M,27827,25925,1902,7.34,10248
M&MFIN,10062,9256,806,8.71,6290
MOTHERSUMI,9202,7749,1453,18.75,9423
MRF,1724,1762,-38,-2.16,365
MUTHOOTFIN,2952,2663,289,10.85,1297
NATIONALUM,5403,5112,291,5.69,1284
NBCC,5826,4984,842,16.89,5786
NCC,7698,7195,503,6.99,9045
NESTLEIND,8726,8678,48,0.55,1357
NIFTY,1285061,1193581,91480,7.66,3577675
NIFTYIT,202,185,17,9.19,72
NIITTECH,1230,1224,6,0.49,274
NMDC,4186,3859,327,8.47,2446
NTPC,13357,12857,500,3.89,5498
OIL,1625,1625,0,0.00,572
ONGC,9318,8428,890,10.56,3773
PAGEIND,5796,5768,28,0.49,1486
PEL,14515,13906,609,4.38,9893
PETRONET,6728,6582,146,2.22,899
PFC,4864,4742,122,2.57,2920
PIDILITIND,6520,6436,84,1.31,1039
PNB,18323,17353,970,5.59,9625
POWERGRID,7177,6679,498,7.46,2464
PVR,3953,2810,1143,40.68,6099
RAMCOCEM,1201,1064,137,12.88,1513
RBLBANK,16536,16690,-154,-0.92,34014
RECLTD,3977,3810,167,4.38,2650
