Symbol, LatestOI, PrevOI, OIChange, %OIChange, Volume
ACC,9177,9241,-64,-0.69,3577
ADANIENT,9713,9777,-64,-0.65,5378
ADANIPORTS,9806,9815,-9,-0.09,4000
ADANIPOWER,7515,7581,-66,-0.87,758
AJANTPHARM,1078,1020,58,5.69,560
ALBK,1490,1488,2,0.13,950
AMARAJABAT,2552,2447,105,4.29,3037
AMBUJACEM,8234,8268,-34,-0.41,2255
APOLLOHOSP,4082,4254,-172,-4.04,3097
APOLLOTYRE,5044,4808,236,4.91,3837
ARVIND,4733,4522,211,4.67,3273
ASHOKLEY,24114,23722,392,1.65,11760
ASIANPAINT,10633,10963,-330,-3.01,5810
AUROPHARMA,22550,22686,-136,-0.60,7493
AXISBANK,36854,36828,26,0.07,22921
BAJAJ-AUTO,11745,11891,-146,-1.23,3740
BAJAJFINSV,6660,6669,-9,-0.13,1912
BAJFINANCE,30557,30386,171,0.56,14333
BALKRISIND,3615,3393,222,6.54,2306
BANKBARODA,25370,25076,294,1.17,17440
BANKINDIA,6284,6105,179,2.93,5085
BANKNIFTY,1127858,929286,198572,21.37,28757079
BATAINDIA,4965,4922,43,0.87,3634
BEL,6198,6127,71,1.16,3053
BEML,2322,2467,-145,-5.88,3487
BERGEPAINT,1823,1865,-42,-2.25,1269
BHARATFIN,9593,9462,131,1.38,7375
BHARATFORG,7858,7675,183,2.38,2046
BHARTIARTL,23690,23372,318,1.36,5841
BHEL,9648,9590,58,0.60,2856
BIOCON,13362,13382,-20,-0.15,5534
BOSCHLTD,5336,5336,0,0.00,350
BPCL,8531,9439,-908,-9.62,8132
BRITANNIA,10484,10700,-216,-2.02,1955
BSOFT,1293,1249,44,3.52,558
CADILAHC,12391,12165,226,1.86,2486
CANBK,7871,7607,264,3.47,12251
CANFINHOME,1920,1952,-32,-1.64,821
CASTROLIND,2592,2597,-5,-0.19,398
CEATLTD,2944,2587,357,13.80,5154
CENTURYTEX,6153,6097,56,0.92,2317
CESC,2474,2473,1,0.04,948
CGPOWER,1550,1549,1,0.06,719
CHENNPETRO,572,600,-28,-4.67,331
CHOLAFIN,1325,1267,58,4.58,1681
CIPLA,13427,13582,-155,-1.14,2724
COALINDIA,15976,15972,4,0.03,3596
COLPAL,3976,4107,-131,-3.19,763
CONCOR,1576,1547,29,1.87,467
CUMMINSIND,2364,2405,-41,-1.70,565
DABUR,10529,10553,-24,-0.23,1440
DCBBANK,1183,1218,-35,-2.87,1208
DHFL,20449,18948,1501,7.92,19749
DISHTV,12026,12143,-117,-0.96,3029
DIVISLAB,9091,8742,349,3.99,3233
DLF,23614,23451,163,0.70,11398
DRREDDY,19565,19525,40,0.20,4191
EICHERMOT,15339,15240,99,0.65,5007
ENGINERSIN,1953,1925,28,1.45,555
EQUITAS,2387,2544,-157,-6.17,1094
ESCORTS,7907,8187,-280,-3.42,6472
EXIDEIND,6130,6001,129,2.15,1757
FEDERALBNK,8490,8597,-107,-1.24,3608
GAIL,13922,13682,240,1.75,5081
GLENMARK,5693,5582,111,1.99,1450
GMRINFRA,5520,5408,112,2.07,1043
GODFRYPHLP,773,773,0,0.00,299
GODREJCP,9148,9015,133,1.48,1092
GODREJIND,1142,1148,-6,-0.52,383
GRASIM,16918,16595,323,1.95,5922
GSFC,2006,2011,-5,-0.25,388
HAVELLS,7465,7472,-7,-0.09,2882
HCLTECH,14403,14341,62,0.43,3433
HDFC,53374,53988,-614,-1.14,14040
HDFCBANK,71974,73665,-1691,-2.30,33574
HEROMOTOCO,17735,17574,161,0.92,7321
HEXAWARE,1409,1416,-7,-0.49,679
HINDALCO,12353,12354,-1,-0.01,5542
HINDPETRO,9487,9961,-474,-4.76,7817
HINDUNILVR,37658,37419,239,0.64,8214
HINDZINC,2406,2380,26,1.09,252
IBULHSGFIN,61659,61547,112,0.18,216579
ICICIBANK,79830,81077,-1247,-1.54,33251
ICICIPRULI,5058,4738,320,6.75,2149
IDBI,3575,3600,-25,-0.69,142
IDEA,25501,25228,273,1.08,3004
IDFC,4814,4856,-42,-0.86,1081
IDFCFIRSTB,12349,12286,63,0.51,2683
IFCI,1347,1345,2,0.15,121
IGL,2019,2052,-33,-1.61,1638
INDIACEM,6085,6317,-232,-3.67,3484
INDIANB,2352,2350,2,0.09,2194
INDIGO,6500,6254,246,3.93,11941
INDUSINDBK,41033,36344,4689,12.90,96253
INFIBEAM,2882,2845,37,1.30,983
INFRATEL,3834,3824,10,0.26,1381
INFY,51365,51531,-166,-0.32,11730
IOC,12904,12690,214,1.69,3966
IRB,3558,3395,163,4.80,4051
ITC,48703,48830,-127,-0.26,7913
JETAIRWAYS,4157,3529,628,17.80,9057
JINDALSTEL,11756,11025,731,6.63,11201
JISLJALEQS,4897,4791,106,2.21,3797
JSWSTEEL,35323,35391,-68,-0.19,11012
JUBLFOOD,6838,6754,84,1.24,5468
JUSTDIAL,4001,4022,-21,-0.52,4704
KAJARIACER,1910,1802,108,5.99,1021
KOTAKBANK,25368,27342,-1974,-7.22,16579
KSCL,490,502,-12,-2.39,656
KTKBANK,2493,2538,-45,-1.77,1286
LICHSGFIN,7558,7302,256,3.51,4119
LT,39805,40064,-259,-0.65,12445
L&TFH,9999,9888,111,1.12,7603
LUPIN,16720,16529,191,1.16,8334
MANAPPURAM,3781,3734,47,1.26,2012
MARICO,3331,3311,20,0.60,461
MARUTI,52685,52142,543,1.04,26491
MCDOWELL-N,9270,9181,89,0.97,3159
MCX,2607,2655,-48,-1.81,552
MFSL,1663,1657,6,0.36,352
MGL,1305,1357,-52,-3.83,405
MINDTREE,4633,4445,188,4.23,1371
M&M,24823,25104,-281,-1.12,5918
M&MFIN,8009,8084,-75,-0.93,2906
MOTHERSUMI,14272,15958,-1686,-10.57,9901
MRF,3325,3207,118,3.68,980
MRPL,534,555,-21,-3.78,184
MUTHOOTFIN,2471,2491,-20,-0.80,853
NATIONALUM,6096,5958,138,2.32,1941
NBCC,4371,4446,-75,-1.69,1501
NCC,8572,8762,-190,-2.17,4140
NESTLEIND,6624,6428,196,3.05,921
NHPC,624,625,-1,-0.16,61
NIFTY,1659595,1542681,116914,7.58,6905301
NIFTYIT,287,297,-10,-3.37,154
NIITTECH,2622,2670,-48,-1.80,830
NMDC,5481,5390,91,1.69,8395
NTPC,11493,11527,-34,-0.29,1821
OFSS,1748,1766,-18,-1.02,220
OIL,2073,2031,42,2.07,388
ONGC,16148,16225,-77,-0.47,3856
ORIENTBANK,1935,1911,24,1.26,1658
PAGEIND,6297,6271,26,0.41,1128
PCJEWELLER,4065,4300,-235,-5.47,1386
PEL,9986,9449,537,5.68,5432
PETRONET,4311,4307,4,0.09,662
PFC,8591,8302,289,3.48,4574
PIDILITIND,5782,5799,-17,-0.29,2890
PNB,24497,23581,916,3.88,25667
POWERGRID,7150,7151,-1,-0.01,2608
PVR,1887,1846,41,2.22,1049
RAMCOCEM,1447,1505,-58,-3.85,431
RAYMOND,3778,3799,-21,-0.55,2314
RBLBANK,6468,5658,810,14.32,7665
RECLTD,6353,6286,67,1.07,3473
RELCAPITAL,16109,16762,-653,-3.90,4284
RELIANCE,120379,118712,1667,1.40,64734
RELINFRA,21796,22918,-1122,-4.90,3881
REPCOHOME,522,548,-26,-4.74,257
RPOWER,6193,6100,93,1.52,2435
SAIL,12022,11912,110,0.92,10024
SBIN,40410,40979,-569,-1.39,43560
SHREECEM,2326,2217,109,4.92,729
SIEMENS,2581,2676,-95,-3.55,1245
SOUTHBANK,2595,2617,-22,-0.84,450
SRF,4444,4560,-116,-2.54,2716
SRTRANSFIN,8292,8224,68,0.83,8568
STAR,2243,2218,25,1.13,1966
SUNPHARMA,56588,56329,259,0.46,10246
SUNTV,8741,8783,-42,-0.48,6235
SUZLON,3255,3227,28,0.87,333
SYNDIBANK,1691,1734,-43,-2.48,705
TATACHEM,4966,5070,-104,-2.05,1226
TATACOMM,1937,2075,-138,-6.65,799
TATAELXSI,5609,5537,72,1.30,2285
TATAGLOBAL,6131,6212,-81,-1.30,2224
TATAMOTORS,50098,49427,671,1.36,23336
TATAMTRDVR,7638,7585,53,0.70,2034
TATAPOWER,7371,7368,3,0.04,1254
TATASTEEL,41231,40808,423,1.04,27999
TCS,68326,67938,388,0.57,47910
TECHM,11867,11588,279,2.41,3857
TITAN,16058,15963,95,0.60,12490
TORNTPHARM,1257,1208,49,4.06,742
TORNTPOWER,992,892,100,11.21,738
TV18BRDCST,3251,3275,-24,-0.73,607
TVSMOTOR,6394,6409,-15,-0.23,2244
UBL,2455,2408,47,1.95,920
UJJIVAN,4071,4291,-220,-5.13,4704
ULTRACEMCO,12941,12825,116,0.90,2757
UNIONBANK,7159,6848,311,4.54,4378
UPL,18465,18147,318,1.75,11237
VEDL,24978,25131,-153,-0.61,9884
VGUARD,1054,1078,-24,-2.23,360
VOLTAS,5937,6241,-304,-4.87,3105
WIPRO,17634,17589,45,0.26,3606
WOCKPHARMA,3009,3058,-49,-1.60,1101
YESBANK,113363,108295,5068,4.68,250209
ZEEL,20514,21083,-569,-2.70,13131
