Symbol, LatestOI, PrevOI, OIChange, %OIChange, Volume
ACC,7041,7301,-260,-3.56,6756
ADANIENT,7660,7656,4,0.05,2893
ADANIPORTS,7951,7728,223,2.89,4658
ADANIPOWER,5445,5433,12,0.22,2056
AMARAJABAT,2721,2585,136,5.26,1262
AMBUJACEM,10667,10650,17,0.16,3819
APOLLOHOSP,6999,6586,413,6.27,4289
APOLLOTYRE,4440,4376,64,1.46,2945
ARVIND,1557,1531,26,1.70,2157
ASHOKLEY,23215,23030,185,0.80,9045
ASIANPAINT,18523,17643,880,4.99,11162
AUROPHARMA,19808,19327,481,2.49,10403
AXISBANK,54033,53201,832,1.56,27448
BAJAJ-AUTO,11266,11272,-6,-0.05,4648
BAJAJFINSV,9352,9129,223,2.44,4509
BAJFINANCE,38428,38079,349,0.92,23235
BALKRISIND,2536,2587,-51,-1.97,1419
BANKBARODA,19368,19763,-395,-2.00,10985
BANKINDIA,6144,6161,-17,-0.28,3408
BANKNIFTY,772251,656264,115987,17.67,8622083
BATAINDIA,7543,7287,256,3.51,3861
BEL,5972,5131,841,16.39,7353
BERGEPAINT,2047,1961,86,4.39,1615
BHARATFORG,7393,7318,75,1.02,1744
BHARTIARTL,25663,25531,132,0.52,7431
BHEL,11524,11523,1,0.01,2704
BIOCON,9453,9224,229,2.48,3880
BOSCHLTD,5314,5296,18,0.34,382
BPCL,16429,14399,2030,14.10,35715
BRITANNIA,14559,13831,728,5.26,7165
BSOFT,832,841,-9,-1.07,220
CADILAHC,7072,6986,86,1.23,2894
CANBK,10622,10714,-92,-0.86,8941
CASTROLIND,2321,2200,121,5.50,1151
CENTURYTEX,6440,6266,174,2.78,3427
CESC,1763,1509,254,16.83,1892
CHOLAFIN,1730,1725,5,0.29,477
CIPLA,13025,12750,275,2.16,4134
COALINDIA,23530,23686,-156,-0.66,6736
COLPAL,2701,2177,524,24.07,6563
CONCOR,2255,2185,70,3.20,1033
CUMMINSIND,2993,2877,116,4.03,1435
DABUR,9525,9442,83,0.88,3194
DHFL,4623,4689,-66,-1.41,2783
DISHTV,8938,8847,91,1.03,2006
DIVISLAB,7508,7522,-14,-0.19,2583
DLF,21684,22733,-1049,-4.61,17586
DRREDDY,16864,15794,1070,6.77,9680
EICHERMOT,18698,18880,-182,-0.96,4981
ENGINERSIN,1658,1671,-13,-0.78,744
EQUITAS,5876,4927,949,19.26,24248
ESCORTS,7299,7151,148,2.07,11500
EXIDEIND,4199,4196,3,0.07,972
FEDERALBNK,8290,8289,1,0.01,3524
GAIL,10275,10259,16,0.16,7840
GLENMARK,6016,5579,437,7.83,4521
GMRINFRA,4405,4184,221,5.28,1573
GODREJCP,8442,8485,-43,-0.51,2205
GRASIM,24201,23949,252,1.05,5139
HAVELLS,7666,7479,187,2.50,2861
HCLTECH,18361,18210,151,0.83,6199
HDFC,81054,76258,4796,6.29,42526
HDFCBANK,80540,80200,340,0.42,43463
HEROMOTOCO,16588,16654,-66,-0.40,10462
HEXAWARE,2005,2022,-17,-0.84,575
HINDALCO,13011,13228,-217,-1.64,7574
HINDPETRO,12805,11423,1382,12.10,18789
HINDUNILVR,35961,35698,263,0.74,8364
HINDZINC,1650,1742,-92,-5.28,755
IBULHSGFIN,43453,42464,989,2.33,44193
ICICIBANK,76707,78223,-1516,-1.94,60154
ICICIPRULI,6581,6439,142,2.21,3606
IDBI,2503,2542,-39,-1.53,630
IDEA,22563,21698,865,3.99,4280
IDFCFIRSTB,18756,18591,165,0.89,2339
IGL,1885,1864,21,1.13,1253
INDIGO,9064,9708,-644,-6.63,14330
INDUSINDBK,41921,41592,329,0.79,21825
INFRATEL,4047,4032,15,0.37,1271
INFY,59866,59072,794,1.34,20867
IOC,17040,17352,-312,-1.80,14008
ITC,57091,56254,837,1.49,10866
JINDALSTEL,16737,16518,219,1.33,8904
JSWSTEEL,34010,33952,58,0.17,6283
JUBLFOOD,8205,7552,653,8.65,7548
JUSTDIAL,3300,3268,32,0.98,3310
KAJARIACER,862,909,-47,-5.17,1548
KOTAKBANK,29017,30259,-1242,-4.10,21644
LICHSGFIN,14691,14638,53,0.36,8105
LT,45813,45023,790,1.75,18879
L&TFH,11434,11313,121,1.07,7042
LUPIN,12777,12456,321,2.58,8186
MANAPPURAM,3182,3249,-67,-2.06,1894
MARICO,5069,4965,104,2.09,928
MARUTI,64383,64323,60,0.09,70972
MCDOWELL-N,10373,10211,162,1.59,2090
MCX,4351,4220,131,3.10,2905
MFSL,2898,2952,-54,-1.83,827
MGL,3725,3804,-79,-2.08,1194
MINDTREE,3280,3267,13,0.40,1446
M&M,25986,25314,672,2.65,9049
M&MFIN,12561,12570,-9,-0.07,2492
MOTHERSUMI,11942,11998,-56,-0.47,3970
MRF,1782,1774,8,0.45,482
MUTHOOTFIN,2610,2651,-41,-1.55,2105
NATIONALUM,4212,4089,123,3.01,1805
NBCC,5664,5697,-33,-0.58,1999
NCC,8280,7794,486,6.24,5040
NESTLEIND,9435,9450,-15,-0.16,1405
NIFTY,1709272,1626313,82959,5.10,5363652
NIFTYIT,244,250,-6,-2.40,106
NIITTECH,1616,1481,135,9.12,1169
NMDC,5458,5431,27,0.50,1771
NTPC,16363,16225,138,0.85,3118
OFSS,994,1004,-10,-1.00,131
OIL,2692,2678,14,0.52,1098
ONGC,19557,19303,254,1.32,10541
PAGEIND,7843,8120,-277,-3.41,3506
PEL,15282,15119,163,1.08,7374
PETRONET,6333,6036,297,4.92,2508
PFC,8335,8368,-33,-0.39,2769
PIDILITIND,5580,5620,-40,-0.71,3703
PNB,20909,21014,-105,-0.50,7721
POWERGRID,9000,9082,-82,-0.90,2561
PVR,3223,3153,70,2.22,1389
RAMCOCEM,1734,1750,-16,-0.91,428
RAYMOND,3373,3076,297,9.66,2734
RBLBANK,15680,16314,-634,-3.89,13443
RECLTD,7174,6997,177,2.53,4530
RELCAPITAL,4733,4792,-59,-1.23,5149
RELIANCE,159646,156289,3357,2.15,127392
RELINFRA,3657,3707,-50,-1.35,1901
SAIL,10491,10401,90,0.87,5083
SBIN,55214,53369,1845,3.46,56883
SHREECEM,3240,3299,-59,-1.79,629
SIEMENS,2981,2965,16,0.54,3301
SRF,4438,4388,50,1.14,3216
SRTRANSFIN,7827,7871,-44,-0.56,4204
STAR,2400,2117,283,13.37,2444
SUNPHARMA,61579,61176,403,0.66,18515
SUNTV,7376,7231,145,2.01,3230
TATACHEM,2500,2373,127,5.35,1649
TATAELXSI,3911,3780,131,3.47,3366
TATAGLOBAL,6216,6168,48,0.78,2303
TATAMOTORS,44893,45708,-815,-1.78,31130
TATAMTRDVR,7118,7109,9,0.13,2044
TATAPOWER,5901,5787,114,1.97,2183
TATASTEEL,45085,44388,697,1.57,29082
TCS,87929,87167,762,0.87,46804
TECHM,14846,14972,-126,-0.84,6464
TITAN,18106,17053,1053,6.17,30270
TORNTPHARM,836,828,8,0.97,712
TORNTPOWER,1746,1735,11,0.63,712
TVSMOTOR,8838,8919,-81,-0.91,5850
UBL,2922,2714,208,7.66,2714
UJJIVAN,7105,6827,278,4.07,16676
ULTRACEMCO,18024,17611,413,2.35,7623
UNIONBANK,6635,6675,-40,-0.60,2949
UPL,18749,18567,182,0.98,7287
VEDL,23918,23810,108,0.45,9522
VOLTAS,3642,3587,55,1.53,2672
WIPRO,12625,12987,-362,-2.79,4183
YESBANK,106893,106596,297,0.28,52642
ZEEL,17351,16763,588,3.51,8769
