Symbol, LatestOI, PrevOI, OIChange, %OIChange, Volume
ACC,9174,7164,2010,28.06,8543
ADANIENT,9720,8725,995,11.40,5928
ADANIPORTS,10532,8921,1611,18.06,8348
ADANIPOWER,7716,7117,599,8.42,4988
AMARAJABAT,2986,2659,327,12.30,3069
AMBUJACEM,11638,8992,2646,29.43,6201
APOLLOHOSP,5303,4698,605,12.88,10055
APOLLOTYRE,5119,4389,730,16.63,5840
ARVIND,2427,2221,206,9.28,2619
ASHOKLEY,30154,26148,4006,15.32,25508
ASIANPAINT,23342,20083,3259,16.23,13540
AUROPHARMA,26633,21451,5182,24.16,18557
AXISBANK,70066,59462,10604,17.83,56018
BAJAJ-AUTO,14544,12959,1585,12.23,13911
BAJAJFINSV,13613,11429,2184,19.11,11732
BAJFINANCE,50648,42393,8255,19.47,50325
BALKRISIND,3909,3602,307,8.52,3467
BANKBARODA,26138,23810,2328,9.78,22170
BANKINDIA,7634,6927,707,10.21,9262
BANKNIFTY,1045777,948807,96970,10.22,12681024
BATAINDIA,9544,8832,712,8.06,9427
BEL,7671,6852,819,11.95,5184
BERGEPAINT,2757,2847,-90,-3.16,1723
BHARATFIN,38,38,0,0.00,0
BHARATFORG,9799,7503,2296,30.60,6547
BHARTIARTL,35274,25891,9383,36.24,26305
BHEL,13893,12391,1502,12.12,8251
BIOCON,11505,10544,961,9.11,11513
BOSCHLTD,7411,5608,1803,32.15,3938
BPCL,11410,8310,3100,37.30,10591
BRITANNIA,18008,15126,2882,19.05,22292
BSOFT,1016,844,172,20.38,901
CADILAHC,10249,8776,1473,16.78,6425
CANBK,8954,8080,874,10.82,12940
CASTROLIND,2961,2477,484,19.54,2189
CENTURYTEX,6929,6159,770,12.50,5689
CESC,1740,1734,6,0.35,1392
CHOLAFIN,2031,1856,175,9.43,1683
CIPLA,19317,15043,4274,28.41,10350
COALINDIA,36844,27111,9733,35.90,29134
COLPAL,3420,2910,510,17.53,2230
CONCOR,3060,2025,1035,51.11,1762
CUMMINSIND,5447,4267,1180,27.65,4360
DABUR,14170,11198,2972,26.54,7726
DHFL,6763,6268,495,7.90,5959
DISHTV,10888,9360,1528,16.32,8838
DIVISLAB,10634,8402,2232,26.57,7197
DLF,26146,22885,3261,14.25,33599
DRREDDY,18656,15768,2888,18.32,10536
EICHERMOT,32048,24974,7074,28.33,25851
ENGINERSIN,2177,2069,108,5.22,2058
EQUITAS,5354,4106,1248,30.39,4911
ESCORTS,7496,6959,537,7.72,9406
EXIDEIND,5120,4481,639,14.26,2689
FEDERALBNK,12652,10220,2432,23.80,8128
GAIL,13484,10350,3134,30.28,10162
GLENMARK,8000,5986,2014,33.65,5678
GMRINFRA,4669,4562,107,2.35,2984
GODREJCP,11704,8295,3409,41.10,7288
GRASIM,26988,23767,3221,13.55,12013
HAVELLS,10961,8221,2740,33.33,7382
HCLTECH,20233,15980,4253,26.61,19231
HDFC,87897,71577,16320,22.80,52762
HDFCBANK,116028,93191,22837,24.51,98705
HEROMOTOCO,23001,18574,4427,23.83,22618
HEXAWARE,2386,2225,161,7.24,2284
HINDALCO,14492,13146,1346,10.24,12415
HINDPETRO,12214,10627,1587,14.93,7266
HINDUNILVR,55176,42668,12508,29.31,39804
HINDZINC,2436,2347,89,3.79,1579
IBULHSGFIN,58048,47171,10877,23.06,81418
ICICIBANK,94958,82316,12642,15.36,69777
ICICIPRULI,7114,5775,1339,23.19,14032
IDBI,2815,2324,491,21.13,3309
IDEA,34655,33593,1062,3.16,23797
IDFCFIRSTB,20363,17207,3156,18.34,14887
IGL,3241,2422,819,33.82,5977
INDIGO,9903,9563,340,3.56,14422
INDUSINDBK,48327,42838,5489,12.81,79888
INFRATEL,6306,4827,1479,30.64,4760
INFY,79682,60644,19038,31.39,55058
IOC,28872,21134,7738,36.61,17182
ITC,69793,60222,9571,15.89,33986
JINDALSTEL,19197,16738,2459,14.69,22211
JSWSTEEL,36873,30912,5961,19.28,26631
JUBLFOOD,9012,7372,1640,22.25,11250
JUSTDIAL,3496,3243,253,7.80,5830
KAJARIACER,1326,1073,253,23.58,1433
KOTAKBANK,33890,29430,4460,15.15,36418
LICHSGFIN,18420,14621,3799,25.98,14851
LT,61377,49391,11986,24.27,39325
L&TFH,11030,10363,667,6.44,12617
LUPIN,16345,14128,2217,15.69,8016
MANAPPURAM,3840,3516,324,9.22,2950
MARICO,7074,5496,1578,28.71,3429
MARUTI,82943,76386,6557,8.58,134481
MCDOWELL-N,13377,10948,2429,22.19,7346
MCX,3086,2614,472,18.06,3924
MFSL,2916,2374,542,22.83,2196
MGL,6652,6483,169,2.61,4331
MINDTREE,5083,3908,1175,30.07,8417
M&M,36114,27780,8334,30.00,24146
M&MFIN,16932,13224,3708,28.04,10194
MOTHERSUMI,17793,13353,4440,33.25,15551
MRF,3223,2629,594,22.59,2295
MUTHOOTFIN,2556,2191,365,16.66,2283
NATIONALUM,4990,4563,427,9.36,2775
NBCC,8711,7672,1039,13.54,5983
NCC,8902,8049,853,10.60,9338
NESTLEIND,13440,9473,3967,41.88,7908
NIFTY,1918422,1771485,146937,8.29,7188111
NIFTYIT,250,209,41,19.62,281
NIITTECH,2899,2375,524,22.06,4730
NMDC,10074,7702,2372,30.80,6526
NTPC,27700,18221,9479,52.02,16987
OFSS,1257,1180,77,6.53,369
OIL,3601,2383,1218,51.11,2424
ONGC,30589,23732,6857,28.89,16512
PAGEIND,12770,8765,4005,45.69,6836
PEL,15534,12579,2955,23.49,10125
PETRONET,7904,6341,1563,24.65,6167
PFC,11554,9770,1784,18.26,7108
PIDILITIND,7435,6411,1024,15.97,4849
PNB,25522,20945,4577,21.85,23952
POWERGRID,11974,9168,2806,30.61,11448
PVR,4511,3739,772,20.65,3786
RAMCOCEM,2352,2288,64,2.80,2563
RAYMOND,4001,3607,394,10.92,3992
RBLBANK,25399,17575,7824,44.52,99658
RECLTD,8200,6924,1276,18.43,6206
RELCAPITAL,7808,7639,169,2.21,6878
RELIANCE,188658,165952,22706,13.68,132300
RELINFRA,5227,4901,326,6.65,4327
SAIL,15256,13654,1602,11.73,11234
SBIN,76250,72557,3693,5.09,83133
SHREECEM,5396,3823,1573,41.15,2529
SIEMENS,3514,3010,504,16.74,2078
SRF,6208,5309,899,16.93,4080
SRTRANSFIN,10290,8562,1728,20.18,6694
STAR,3433,3204,229,7.15,2720
SUNPHARMA,66294,58080,8214,14.14,33735
SUNTV,9157,7648,1509,19.73,7559
TATACHEM,3543,2853,690,24.19,4090
TATAELXSI,5142,4499,643,14.29,4874
TATAGLOBAL,6446,4204,2242,53.33,14231
TATAMOTORS,51590,47747,3843,8.05,86686
TATAMTRDVR,9096,6835,2261,33.08,7232
TATAPOWER,9470,7393,2077,28.09,5435
TATASTEEL,55448,51944,3504,6.75,53430
TCS,104742,76833,27909,36.32,64527
TECHM,17106,14129,2977,21.07,10117
TITAN,22633,19041,3592,18.86,21024
TORNTPHARM,1594,1405,189,13.45,1615
TORNTPOWER,2448,1870,578,30.91,1915
TVSMOTOR,12653,9651,3002,31.11,9583
UBL,2458,2199,259,11.78,1789
UJJIVAN,6389,5812,577,9.93,7578
ULTRACEMCO,21325,18383,2942,16.00,13931
UNIONBANK,7315,6523,792,12.14,7029
UPL,23888,19970,3918,19.62,14085
VEDL,36896,28855,8041,27.87,27526
VOLTAS,5310,4641,669,14.41,5938
WIPRO,16116,14768,1348,9.13,8572
YESBANK,137424,123960,13464,10.86,163620
ZEEL,24266,20098,4168,20.74,19056
