Symbol, Open, High, Low, LTP, Change(InPts), Change(%), 52 Week High, 52 Week Low, Change in 365 days (%), Change in 30 days(%), Date, Announcement
ACC,1407.40,1441.70,1401.55,1418.00,16.55,1.18,1707.25,1255.65,-12.41,-4.06,31-DEC-2999,-
ADANIENT,122.20,126.80,119.05,123.30,0.40,0.33,236.65,100.85,-36.87,-18.48,31-DEC-2999,-
ADANIPORTS,330.55,336.35,322.60,332.15,1.80,0.54,424.00,292.10,-17.95,-12.97,31-DEC-2999,-
ADANIPOWER,37.60,37.60,35.35,36.35,-1.70,-4.47,58.35,15.15,15.03,-27.81,31-DEC-2999,-
AJANTPHARM,939.55,979.00,931.50,969.00,38.45,4.13,1457.75,895.85,-25.13,-17.70,31-DEC-2999,-
ALBK,42.05,43.75,41.65,42.60,0.25,0.59,61.60,33.15,-27.67,-7.69,31-DEC-2999,-
AMARAJABAT,785.00,795.00,779.20,784.10,0.70,0.09,908.45,683.05,2.76,6.60,20-NOV-2018,INTERIM DIVIDEND - RS 2 PER SHARE
AMBUJACEM,214.05,218.60,213.50,215.50,1.00,0.47,269.70,188.35,-15.59,-1.15,31-DEC-2999,-
APOLLOHOSP,1304.05,1319.00,1290.10,1299.75,-4.30,-0.33,1387.25,910.10,13.92,1.38,31-DEC-2999,-
APOLLOTYRE,199.80,208.60,197.50,206.25,7.10,3.57,307.25,192.05,-16.92,-10.38,31-DEC-2999,-
ARVIND,83.50,85.90,78.10,81.40,-1.90,-2.28,444.45,78.10,-78.68,-15.30,28-NOV-2018,DEMERGER
ASHOKLEY,82.65,88.50,82.40,88.15,5.60,6.78,167.50,79.55,-30.54,-5.67,31-DEC-2999,-
ASIANPAINT,1467.05,1476.80,1457.00,1470.00,0.60,0.04,1490.60,1090.10,32.40,5.30,31-DEC-2999,-
AUROPHARMA,765.00,782.00,760.00,774.00,14.15,1.86,830.45,527.00,29.68,6.80,20-NOV-2018,INTERIM DIVIDEND - RS 1.25 PER SHARE
AXISBANK,726.25,733.80,724.00,730.00,4.25,0.59,734.50,481.25,29.50,14.52,31-DEC-2999,-
BAJAJ-AUTO,2785.00,2872.00,2772.15,2853.65,83.50,3.01,3198.30,2420.00,-8.98,7.34,31-DEC-2999,-
BAJAJFINSV,6219.95,6288.95,6200.00,6237.00,28.35,0.46,7200.00,4500.00,27.17,-2.66,31-DEC-2999,-
BAJFINANCE,2725.00,2731.00,2684.10,2692.00,-19.25,-0.71,2994.00,1511.20,61.96,5.42,31-DEC-2999,-
BALKRISIND,786.00,806.65,780.60,800.00,13.70,1.74,1453.55,776.00,-24.61,-9.40,31-DEC-2999,-
BANKBARODA,109.40,110.30,108.00,109.00,-0.20,-0.18,172.90,91.00,-29.43,-11.17,31-DEC-2999,-
BANKINDIA,91.50,95.20,90.80,91.75,-0.15,-0.16,147.15,73.20,-35.66,-13.77,31-DEC-2999,-
BATAINDIA,1203.00,1210.50,1188.15,1193.40,-7.25,-0.60,1210.50,653.10,75.05,6.07,31-DEC-2999,-
BEL,82.00,83.00,80.55,81.55,-0.35,-0.43,162.65,74.25,-45.34,-10.78,31-DEC-2999,-
BEML,758.50,779.70,757.05,772.00,13.50,1.78,1418.55,521.25,-35.86,-15.23,31-DEC-2999,-
