Symbol, Open, High, Low, LTP, Change(InPts), Change(%), 52 Week High, 52 Week Low, Change in 365 days (%), Change in 30 days(%), Date, Announcement
ACC,1592.35,1601.00,1584.00,1595.00,5.60,0.35,1769.05,1255.65,20.82,0.76,31-DEC-2999,-
ADANIENT,149.50,154.25,148.35,153.80,3.85,2.57,236.65,100.85,19.92,30.78,31-DEC-2999,-
ADANIPORTS,424.70,427.80,423.15,425.75,0.00,0.00,430.60,292.10,11.37,16.72,31-DEC-2999,-
ADANIPOWER,47.75,48.70,46.60,48.00,0.65,1.37,58.35,15.15,145.52,24.84,31-DEC-2999,-
AJANTPHARM,1024.80,1024.80,984.50,994.00,-25.65,-2.52,1294.00,900.10,-0.09,-4.77,31-DEC-2999,-
ALBK,40.25,42.20,40.10,42.15,1.60,3.95,59.00,33.15,-7.87,1.32,31-DEC-2999,-
AMARAJABAT,629.10,641.00,627.90,638.00,5.45,0.86,908.45,603.00,-17.57,1.94,31-DEC-2999,-
AMBUJACEM,224.00,224.90,221.55,223.00,-0.10,-0.04,245.40,188.35,8.23,6.19,31-DEC-2999,-
APOLLOHOSP,1385.70,1401.45,1375.00,1378.00,-1.10,-0.08,1406.00,910.10,37.88,17.55,31-DEC-2999,-
APOLLOTYRE,194.90,196.35,191.05,195.00,0.80,0.41,299.50,174.00,-29.14,4.73,31-DEC-2999,-
ARVIND,72.55,76.40,71.85,75.00,2.55,3.52,438.70,70.15,-81.73,1.90,31-DEC-2999,-
ASHOKLEY,90.90,91.75,89.75,91.10,0.40,0.44,146.15,77.60,-35.94,9.76,31-DEC-2999,-
ASIANPAINT,1428.00,1433.35,1409.50,1425.00,2.40,0.17,1529.85,1118.00,11.04,6.94,31-DEC-2999,-
AUROPHARMA,632.20,654.75,618.80,652.80,25.65,4.09,838.00,565.05,13.24,-8.98,31-DEC-2999,-
AXISBANK,817.15,821.45,807.00,815.20,1.05,0.13,827.75,498.75,50.98,11.35,31-DEC-2999,-
BAJAJ-AUTO,3003.80,3025.00,2981.00,2991.05,1.25,0.04,3194.95,2420.00,3.82,0.62,31-DEC-2999,-
BAJAJFINSV,8310.00,8339.10,8241.60,8260.00,-44.45,-0.54,8388.00,4955.00,36.10,12.42,31-DEC-2999,-
BAJFINANCE,3537.00,3564.00,3511.25,3557.95,38.35,1.09,3564.00,1912.20,58.11,21.36,31-DEC-2999,-
BALKRISIND,794.90,799.70,783.85,791.55,-1.05,-0.13,1453.55,744.00,-29.55,-2.81,31-DEC-2999,-
BANKBARODA,119.00,122.00,117.55,121.35,3.40,2.88,157.50,91.00,-9.24,14.70,31-DEC-2999,-
