Symbol, Open, High, Low, LTP, Change(InPts), Change(%), 52 Week High, 52 Week Low, Change in 365 days (%), Change in 30 days(%), Date, Announcement
ACC,1561.70,1585.00,1537.00,1558.60,1.55,0.10,1769.05,1322.55,1.30,3.77,31-DEC-2999,-
ADANIENT,126.20,134.00,124.05,132.50,6.90,5.49,236.65,113.00,-30.32,-4.61,29-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 0.40 PER SHARE
ADANIPORTS,378.00,379.50,367.45,374.95,2.70,0.73,430.60,292.10,0.71,-5.74,26-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 0.20 PER SHARE
ADANIPOWER,60.00,60.95,56.55,60.40,1.00,1.68,68.75,21.00,102.35,-2.74,30-JUL-2019,ANNUAL GENERAL MEETING
AMARAJABAT,654.00,657.45,642.20,645.00,0.35,0.05,908.45,572.85,-22.09,1.40,11-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 5.08 PER SHARE
AMBUJACEM,204.90,211.45,203.85,207.40,2.50,1.22,245.40,188.35,-9.87,0.97,31-DEC-2999,-
APOLLOHOSP,1315.00,1340.00,1306.00,1339.00,24.35,1.85,1427.00,938.25,38.42,2.74,31-DEC-2999,-
APOLLOTYRE,152.00,157.80,151.50,157.55,7.55,5.03,278.00,144.05,-43.08,-15.95,23-JUL-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RS 3.25 PER SHARE
ARVIND,55.50,56.90,52.50,54.55,-1.60,-2.85,421.45,52.25,-86.47,-13.07,29-JUL-2019,DIVIDEND - RS 2 PER SHARE
ASHOKLEY,61.65,63.95,60.80,63.60,2.45,4.01,135.00,60.70,-46.80,-25.00,23-JUL-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RS 3.10 PER SHARE
ASIANPAINT,1565.75,1569.70,1540.30,1566.05,6.85,0.44,1575.00,1118.00,9.96,16.85,13-JUN-2019,DIVIDEND RS -7.65 PER SHARE
AUROPHARMA,580.00,602.45,571.65,599.65,44.95,8.10,838.00,536.60,-3.17,2.19,31-DEC-2999,-
AXISBANK,660.60,664.30,643.20,661.40,1.45,0.22,827.75,534.55,11.53,-15.52,04-JUL-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RE 1 PER SHARE
BAJAJ-AUTO,2612.00,2721.55,2602.05,2707.00,101.90,3.91,3149.95,2420.00,0.76,-2.55,11-JUL-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RS 60 PER SHARE
BAJAJFINSV,7200.05,7376.30,7128.00,7355.00,202.55,2.83,8580.00,4955.00,5.16,-3.14,11-JUL-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RS 2.50 PER SHARE
BAJFINANCE,3290.00,3360.00,3261.00,3351.30,85.50,2.62,3762.00,1912.20,21.98,-1.82,11-JUL-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RS 6 PER SHARE
BALKRISIND,726.00,746.30,724.30,744.50,20.55,2.84,1453.55,690.00,-39.18,3.73,31-DEC-2999,-
BANKBARODA,98.45,101.10,96.50,100.70,3.10,3.18,157.50,91.00,-31.10,-19.21,18-JUN-2019,ANNUAL GENERAL MEETING
BANKINDIA,67.50,69.45,66.40,69.45,2.70,4.04,110.15,66.10,-26.86,-17.76,20-JUN-2019,ANNUAL GENERAL MEETING
BATAINDIA,1407.00,1434.95,1396.70,1433.00,32.80,2.34,1479.95,833.10,49.44,0.48,22-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND RS 6.25 PER SHARE
BEL,95.20,97.40,93.50,97.35,2.50,2.64,124.40,72.50,-16.44,-3.80,31-DEC-2999,-
BERGEPAINT,353.70,356.90,347.70,355.50,6.40,1.83,356.90,260.00,12.86,16.25,26-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 1.90 PER SHARE
BHARATFORG,405.90,420.85,403.40,420.00,14.00,3.45,693.90,398.45,-34.17,-6.49,01-AUG-2019,ANNUAL GENERAL MEETING/DIVIDEND RS 2.50 PER SHARE
BHARTIARTL,366.00,378.75,365.40,371.60,5.50,1.50,378.75,253.99,-2.70,4.26,31-DEC-2999,-
BHEL,57.80,58.60,56.30,58.50,1.00,1.74,83.30,54.60,-20.35,-13.08,31-DEC-2999,-
BIOCON,226.35,232.30,224.50,231.50,6.55,2.91,359.00,217.05,-59.68,-3.66,18-JUL-2019,DIVIDEND - RS 0.50 PER SHARE
BOSCHLTD,13977.00,14497.00,13801.25,14391.35,414.95,2.97,22400.00,13801.25,-24.62,-9.84,31-DEC-2999,-
BPCL,333.20,345.05,330.30,344.10,13.00,3.93,421.70,238.55,-12.69,-4.64,31-DEC-2999,-
BRITANNIA,2558.80,2590.00,2536.85,2585.00,44.45,1.75,3467.18,2530.00,-58.31,-7.05,01-AUG-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RS 15 PER SHARE
BSOFT,68.65,69.15,63.25,64.60,-4.45,-6.44,314.50,63.25,-,-,30-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 2 PER SHARE
CADILAHC,229.00,236.00,226.50,234.00,6.40,2.81,432.50,216.30,-37.41,4.16,25-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 3.50 per share
CANBK,226.50,229.40,220.15,228.35,3.10,1.38,302.30,204.75,-20.96,-15.41,17-JUL-2019,ANNUAL GENERAL MEETING
CASTROLIND,117.45,119.00,116.20,117.65,1.20,1.03,172.90,113.05,-26.74,-6.37,08-AUG-2019,INTERIM DIVIDEND - RS 2.50 PER SHARE
CENTURYTEX,887.00,905.00,870.60,889.10,5.05,0.57,1063.00,705.50,-1.60,-1.16,19-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 7.50 PER SHARE
CESC,746.00,758.90,742.75,754.50,10.65,1.43,1038.85,642.00,-19.58,-1.83,10-JUL-2019,ANNUAL GENERAL MEETING
CHOLAFIN,274.70,274.90,265.55,269.80,-3.40,-1.24,311.00,207.60,-81.24,-2.37,22-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RE 0.40 PER SHARE
CIPLA,504.75,510.00,493.80,503.90,-14.40,-2.78,678.45,483.75,-19.95,-6.42,31-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 3 PER SHARE
COALINDIA,206.15,213.30,204.85,212.00,5.90,2.86,299.75,193.10,-23.02,-8.78,31-DEC-2999,-
COLPAL,1205.00,1218.70,1201.05,1213.00,11.70,0.97,1354.80,1018.30,5.94,3.48,31-DEC-2999,-
CONCOR,480.00,485.80,473.00,483.80,0.40,0.08,582.75,433.60,-24.15,-12.67,31-DEC-2999,-
CUMMINSIND,652.00,661.15,587.25,604.00,-48.50,-7.43,884.20,587.25,-11.53,-19.49,31-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND RS 10 PER SHARE
DABUR,432.65,437.90,431.50,435.95,5.30,1.23,490.65,357.55,-1.64,8.62,07-AUG-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 1.50 PER SHARE
