Symbol, Open, High, Low, LTP, Change(InPts), Change(%), 52 Week High, 52 Week Low, Change in 365 days (%), Change in 30 days(%), Date, Announcement
ACC,1429.00,1445.50,1418.10,1439.00,9.70,0.68,1832.55,1255.65,-21.25,-0.60,31-DEC-2999,-
ADANIENT,145.40,146.65,141.70,145.60,-0.35,-0.24,236.65,100.85,-26.80,-8.17,31-DEC-2999,-
ADANIPORTS,393.40,394.70,387.10,390.50,-5.70,-1.44,452.35,294.10,-10.85,8.14,31-DEC-2999,-
ADANIPOWER,49.60,52.20,49.55,51.55,1.75,3.51,58.35,15.15,37.10,1.48,31-DEC-2999,-
AJANTPHARM,1138.55,1173.00,1138.55,1165.60,20.30,1.77,1595.00,895.85,-26.63,2.92,09-NOV-2018,INTERIM DIVIDEND - RS 9 PER SH
ALBK,42.30,42.70,41.95,42.45,-0.20,-0.47,74.00,33.15,-39.79,-7.31,31-DEC-2999,-
AMARAJABAT,777.00,783.70,770.00,780.85,4.15,0.53,908.45,683.05,-5.29,4.71,20-NOV-2018,INTERIM DIVIDEND - RS 2 PER SHARE
AMBUJACEM,212.20,215.00,211.40,214.00,1.70,0.80,269.70,188.35,-20.28,0.35,31-DEC-2999,-
APOLLOHOSP,1316.10,1323.00,1288.50,1289.05,-37.00,-2.79,1387.25,910.10,10.29,1.55,31-DEC-2999,-
APOLLOTYRE,215.60,220.30,214.55,218.50,1.90,0.88,307.25,192.05,-15.83,-4.61,31-DEC-2999,-
ARVIND,93.00,93.95,90.45,91.00,-1.35,-1.46,459.80,90.25,-79.60,-7.66,28-NOV-2018,DEMERGER
ASHOKLEY,89.25,89.40,86.50,87.90,-2.70,-2.98,167.50,86.50,-27.39,-15.97,31-DEC-2999,-
ASIANPAINT,1423.90,1432.05,1375.25,1404.85,-17.25,-1.21,1490.60,1090.10,19.46,3.52,29-OCT-2018,INTERIM DIVIDEND - RS 2.85 PER SH
AUROPHARMA,780.05,790.20,777.10,787.95,11.75,1.51,830.45,527.00,22.96,10.14,20-NOV-2018,INTERIM DIVIDEND - RS 1.25 PER SHARE
AXISBANK,656.35,663.60,653.85,659.40,-0.90,-0.14,680.00,481.25,7.82,7.22,31-DEC-2999,-
BAJAJ-AUTO,2685.00,2695.00,2650.10,2689.55,4.95,0.18,3468.35,2420.00,-17.86,-1.29,31-DEC-2999,-
BAJAJFINSV,6377.00,6447.05,6350.00,6429.85,45.30,0.71,7200.00,4500.00,27.29,2.48,31-DEC-2999,-
BAJFINANCE,2585.00,2635.00,2575.00,2620.50,26.30,1.01,2994.00,1511.20,53.57,2.17,31-DEC-2999,-
BALKRISIND,869.90,870.30,855.00,857.40,-11.00,-1.27,1453.55,854.00,-24.71,-5.90,14-NOV-2018,INTERIM DIVIDEND - RS 2 PER SHARE
BANKBARODA,116.45,116.85,113.40,113.80,-2.65,-2.28,179.70,91.00,-30.95,-1.39,31-DEC-2999,-
BANKINDIA,99.90,100.60,97.40,97.50,-3.15,-3.13,183.25,73.20,-40.66,-3.37,31-DEC-2999,-
BATAINDIA,1138.00,1156.10,1138.00,1147.00,-0.55,-0.05,1177.75,653.10,57.05,3.43,31-DEC-2999,-
BEL,86.95,87.40,84.35,84.95,-1.55,-1.79,179.50,74.25,-51.57,-3.41,31-DEC-2999,-
BEML,887.30,889.00,866.60,873.00,-16.15,-1.82,1547.00,521.25,-42.41,0.36,31-DEC-2999,-
BERGEPAINT,324.00,324.35,319.55,322.15,0.05,0.02,349.90,232.30,29.07,-0.42,31-DEC-2999,-
BHARATFIN,946.00,956.85,937.20,952.00,0.90,0.09,1234.80,823.75,-5.28,-3.24,31-DEC-2999,-
BHARATFORG,476.00,488.00,473.85,484.05,5.40,1.13,798.00,469.40,-34.56,-3.66,15-NOV-2018,INTERIM DIVIDEND RS  - RS 2.50 PER SHARE
BHARTIARTL,312.00,312.10,301.55,304.45,-6.90,-2.22,498.80,276.85,-37.96,-1.50,05-NOV-2018,INTERIM DIVIDEND RS - 2.50 PER SHARE
BHEL,70.95,71.55,69.95,71.10,0.15,0.21,107.95,61.70,-31.99,-0.21,05-NOV-2018,BUYBACK
BIOCON,664.70,671.90,660.10,671.50,8.50,1.28,718.00,543.30,11.20,9.95,31-DEC-2999,-
BOSCHLTD,19095.00,19321.00,18990.10,19310.00,264.00,1.39,22400.00,16975.00,-3.36,-0.54,20-DEC-2018,BUYBACK
BPCL,351.50,357.60,351.05,352.45,0.90,0.26,494.00,238.55,-24.87,-3.43,31-DEC-2999,-
BRITANNIA,3150.00,3174.95,3130.15,3169.90,21.50,0.68,3467.18,2200.00,-32.66,2.24,29-NOV-2018,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 2/- PER SHARE TO Re 1/- PER SHARE
CADILAHC,343.95,347.60,340.30,345.80,1.20,0.35,445.00,332.25,-21.19,1.21,31-DEC-2999,-
CANBK,267.00,269.10,261.50,262.50,-5.50,-2.05,384.90,204.75,-27.68,-1.45,31-DEC-2999,-
CANFINHOME,262.40,267.85,262.15,264.75,0.50,0.19,557.50,216.50,-45.42,-4.21,31-DEC-2999,-
CASTROLIND,165.25,167.20,163.80,165.15,-0.90,-0.54,213.95,134.95,-12.11,9.55,31-DEC-2999,-
CEATLTD,1224.10,1228.45,1205.10,1217.40,-8.90,-0.73,1902.00,985.85,-33.76,-3.58,31-DEC-2999,-
CENTURYTEX,893.00,895.60,867.20,874.95,-10.65,-1.20,1444.30,718.05,-38.20,-2.40,31-DEC-2999,-
CESC,683.40,685.80,666.00,679.50,-3.60,-0.53,1117.20,642.00,-38.85,1.34,12-DEC-2018,ANNUAL GENERAL MEETING
CGPOWER,42.20,42.50,40.35,41.65,-0.60,-1.42,98.15,32.85,-56.79,-4.80,31-DEC-2999,-
CHENNPETRO,264.40,265.65,260.10,260.20,-3.70,-1.40,460.00,220.65,-39.16,-6.91,31-DEC-2999,-
CHOLAFIN,1171.50,1173.35,1125.15,1139.00,-31.50,-2.69,1760.05,1038.00,-12.99,-7.05,31-DEC-2999,-
CIPLA,510.00,511.40,502.45,506.85,-2.40,-0.47,678.45,502.45,-15.69,-2.30,31-DEC-2999,-
COALINDIA,228.45,230.35,225.80,227.15,-1.85,-0.81,316.95,225.80,-20.31,-8.52,28-DEC-2018,INTERIM DIVIDEND-RS 7.25 PER SHARE
COLPAL,1322.60,1322.60,1303.00,1304.05,-9.20,-0.70,1354.80,1018.30,11.21,-0.86,05-NOV-2018,INTERIM DIVIDEND - RS 8 PER SHARE
CONCOR,664.00,671.90,657.55,669.00,4.00,0.60,750.00,542.00,-54.90,2.92,31-DEC-2999,-
CUMMINSIND,836.15,836.50,824.75,829.50,-9.30,-1.11,925.00,613.20,-9.22,4.98,31-DEC-2999,-
DABUR,428.20,434.35,423.20,433.30,5.15,1.20,490.65,311.95,19.33,1.75,09-NOV-2018,INTERIM DIVIDEND - RS 1.25 PER SH
DCBBANK,182.70,183.50,178.85,179.65,-3.10,-1.70,204.60,139.85,-4.37,9.34,31-DEC-2999,-
DHFL,211.50,213.70,203.70,205.35,-6.45,-3.05,691.50,176.10,-67.46,-12.47,31-DEC-2999,-
DISHTV,34.80,34.95,33.50,34.30,-0.45,-1.29,82.35,32.20,-51.69,-6.54,05-NOV-2018,INTERIM DIVIDEND - RE 0.50 PER SHARE
DIVISLAB,1492.00,1521.80,1485.00,1500.10,2.90,0.19,1578.00,978.35,39.18,3.66,31-DEC-2999,-
DLF,177.00,180.60,174.75,179.80,2.55,1.44,265.40,142.00,-28.35,0.95,31-DEC-2999,-
DRREDDY,2599.10,2645.00,2589.95,2639.20,39.40,1.52,2749.95,1887.00,5.71,1.52,31-DEC-2999,-
EICHERMOT,20001.00,20350.00,19900.00,19968.00,-60.00,-0.30,32236.70,19755.00,-27.78,-13.97,31-DEC-2999,-
ENGINERSIN,115.95,118.50,114.60,117.80,2.10,1.82,182.60,100.15,-33.48,-6.47,31-DEC-2999,-
EQUITAS,118.25,122.15,118.05,120.65,2.45,2.07,173.65,77.85,-21.25,-2.98,31-DEC-2999,-
ESCORTS,730.20,732.45,714.20,720.65,-12.60,-1.72,1017.70,541.00,-8.37,7.11,31-DEC-2999,-
EXIDEIND,244.00,246.30,241.00,244.20,0.15,0.06,304.70,192.40,9.21,-5.13,15-NOV-2018,INTERIM DIVIDEND - RS 1.60 PER SHARE
FEDERALBNK,89.30,90.00,86.80,89.65,0.95,1.07,105.00,67.05,-11.76,-4.42,31-DEC-2999,-
GAIL,328.00,336.00,325.05,332.75,4.95,1.51,399.40,295.25,-27.25,-4.30,31-DEC-2999,-
GLENMARK,642.05,658.70,642.05,655.35,9.25,1.43,711.90,493.50,5.67,-3.21,31-DEC-2999,-
GMRINFRA,16.10,16.25,15.85,16.15,0.10,0.62,24.25,14.55,-29.63,2.54,31-DEC-2999,-
GODFRYPHLP,957.95,978.60,947.30,966.00,9.70,1.01,1000.95,640.25,-1.95,14.54,31-DEC-2999,-
GODREJCP,787.00,797.35,768.05,793.00,8.65,1.10,978.67,643.75,-27.43,-1.19,31-DEC-2999,-
GODREJIND,525.00,529.00,515.35,528.60,3.95,0.75,657.60,434.50,-17.41,2.54,31-DEC-2999,-
GRASIM,812.00,812.70,800.20,804.00,-11.65,-1.43,1247.55,756.00,-35.12,-0.51,31-DEC-2999,-
GSFC,107.55,108.60,106.50,108.20,0.20,0.19,157.95,85.50,-30.22,0.05,31-DEC-2999,-
HAVELLS,679.70,721.00,670.60,713.90,36.20,5.34,728.75,450.00,29.18,6.89,31-DEC-2999,-
HCLTECH,962.00,964.55,937.00,943.50,-22.25,-2.30,1125.05,880.05,-2.36,0.60,31-DEC-2999,-
HDFC,1999.00,2002.15,1968.50,1981.30,-23.15,-1.15,2052.95,1644.50,5.84,4.16,31-DEC-2999,-
