Symbol, Open, High, Low, LTP, Change(InPts), Change(%), 52 Week High, 52 Week Low, Change in 365 days (%), Change in 30 days(%), Date, Announcement
ACC,1499.45,1512.00,1481.55,1510.35,25.15,1.69,1857.45,1255.65,-11.69,4.98,31-DEC-2999,-
ADANIENT,156.00,158.60,154.00,154.15,-1.95,-1.25,236.65,100.85,1.05,-3.81,31-DEC-2999,-
ADANIPORTS,374.90,376.45,370.00,371.05,-3.40,-0.91,452.35,294.10,-7.81,12.90,31-DEC-2999,-
ADANIPOWER,54.00,54.25,50.00,52.20,-0.60,-1.14,58.35,15.15,50.22,8.41,31-DEC-2999,-
AJANTPHARM,1101.10,1118.00,1076.70,1082.25,-13.85,-1.26,1595.00,895.85,-26.00,0.81,09-NOV-2018,INTERIM DIVIDEND - RS 9 PER SH
ALBK,46.50,48.05,45.65,46.35,0.05,0.11,78.05,33.15,-37.49,11.28,31-DEC-2999,-
AMARAJABAT,734.00,742.00,720.75,730.20,-2.25,-0.31,908.45,683.05,-5.34,-3.62,20-NOV-2018,INTERIM DIVIDEND - RS 2 PER SHARE
AMBUJACEM,216.20,220.65,216.15,219.25,3.30,1.53,280.00,188.35,-17.36,7.82,31-DEC-2999,-
APOLLOHOSP,1215.00,1240.00,1210.00,1219.25,3.75,0.31,1329.85,910.10,2.44,7.26,31-DEC-2999,-
APOLLOTYRE,239.70,239.70,233.00,235.50,-2.35,-0.99,307.25,192.05,-3.68,9.74,31-DEC-2999,-
ARVIND,103.65,104.45,100.80,102.00,-0.20,-0.20,478.50,90.25,-76.42,-67.38,28-NOV-2018,DEMERGER
ASHOKLEY,106.95,106.95,103.75,104.50,-0.65,-0.62,167.50,97.70,-8.17,-11.67,31-DEC-2999,-
ASIANPAINT,1338.45,1343.20,1316.00,1318.00,-12.90,-0.97,1490.60,1090.10,17.95,3.07,29-OCT-2018,INTERIM DIVIDEND - RS 2.85 PER SH
AUROPHARMA,751.10,758.50,742.20,748.60,8.60,1.16,830.45,527.00,10.38,-5.95,20-NOV-2018,INTERIM DIVIDEND - RS 1.25 PER SHARE
AXISBANK,624.80,625.90,616.15,618.90,-1.05,-0.17,677.95,481.25,14.91,2.04,31-DEC-2999,-
BAJAJ-AUTO,2860.00,2885.65,2821.70,2836.00,-12.40,-0.44,3468.35,2420.00,-10.41,6.93,31-DEC-2999,-
BAJAJFINSV,6050.00,6228.00,6020.10,6179.45,190.45,3.18,7200.00,4500.00,20.94,11.36,31-DEC-2999,-
