Symbol, Open, High, Low, LTP, Change(InPts), Change(%), 52 Week High, 52 Week Low, Change in 365 days (%), Change in 30 days(%), Date, Announcement
ACC,1706.00,1765.20,1700.00,1758.90,54.00,3.17,1765.20,1255.65,31.97,9.52,05-MAR-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 14 PER SHARE
ADANIENT,159.10,160.70,155.15,157.00,0.60,0.38,236.65,100.85,31.77,15.31,31-DEC-2999,-
ADANIPORTS,409.25,417.30,405.60,412.80,2.55,0.62,430.60,292.10,11.19,5.37,31-DEC-2999,-
ADANIPOWER,47.40,49.70,46.55,49.15,2.35,5.02,58.35,15.15,160.05,-6.74,31-DEC-2999,-
AJANTPHARM,1048.85,1057.05,1035.20,1047.00,7.75,0.75,1294.00,895.85,7.10,2.31,31-DEC-2999,-
ALBK,47.25,48.65,46.85,47.75,0.35,0.74,59.00,33.15,18.78,-4.21,31-DEC-2999,-
AMARAJABAT,635.80,648.80,633.55,642.00,3.40,0.53,908.45,603.00,-17.10,-4.80,31-DEC-2999,-
AMBUJACEM,233.00,239.90,231.15,238.90,7.25,3.13,245.40,188.35,12.27,6.60,27-FEB-2019,DIVIDEND - RS 1.50 PER SHARE
APOLLOHOSP,1177.50,1212.90,1175.15,1204.55,34.05,2.91,1387.25,910.10,24.62,-1.97,31-DEC-2999,-
APOLLOTYRE,195.00,200.90,194.50,198.35,3.75,1.93,299.50,174.00,-27.24,-5.10,31-DEC-2999,-
ARVIND,78.10,79.00,76.35,78.30,0.35,0.45,438.70,70.15,-79.51,-11.33,31-DEC-2999,-
ASHOKLEY,91.70,91.75,89.55,91.10,-2.70,-2.88,152.00,77.60,-36.96,-0.16,31-DEC-2999,-
ASIANPAINT,1386.90,1390.70,1362.70,1369.90,-14.60,-1.05,1529.85,1118.00,5.90,-5.53,31-DEC-2999,-
AUROPHARMA,682.40,684.85,672.05,679.90,-0.75,-0.11,838.00,527.00,16.29,-13.42,31-DEC-2999,-
AXISBANK,794.00,816.40,787.20,814.00,20.80,2.62,816.40,498.75,52.31,8.12,31-DEC-2999,-
BAJAJ-AUTO,3085.10,3090.00,3031.00,3066.00,-11.90,-0.39,3194.95,2420.00,12.19,-0.32,31-DEC-2999,-
BAJAJFINSV,8150.00,8250.00,8112.00,8210.00,58.30,0.72,8335.00,4955.00,40.91,7.49,31-DEC-2999,-
BAJFINANCE,3480.00,3484.95,3440.00,3455.00,-12.90,-0.37,3518.00,1912.20,64.94,11.70,31-DEC-2999,-
BALKRISIND,808.80,845.00,803.45,838.50,40.30,5.05,1453.55,744.00,-22.83,-11.96,31-DEC-2999,-
BANKBARODA,137.30,141.70,136.40,140.50,3.15,2.29,157.50,91.00,1.19,12.31,31-DEC-2999,-
BANKINDIA,96.60,99.45,96.25,98.40,1.70,1.76,110.15,73.20,-1.45,5.75,31-DEC-2999,-
BATAINDIA,1366.30,1373.70,1311.60,1345.80,6.05,0.45,1479.95,739.20,79.36,-8.09,31-DEC-2999,-
BEL,111.50,117.75,109.45,112.85,1.05,0.94,125.40,72.50,-2.76,27.66,27-MAR-2019,INTERIM DIVIDEND - RE 0.70 PER SHARE
BEML,958.00,1019.40,950.00,1006.80,31.15,3.19,1034.90,521.25,7.95,11.07,28-MAR-2019,INTERIM DIVIDEND - RS 4.50 PER SHARE
BERGEPAINT,310.00,316.00,308.00,309.65,-0.85,-0.27,349.90,260.00,5.59,-4.07,31-DEC-2999,-
BHARATFIN,1032.80,1033.70,1006.70,1015.00,-18.25,-1.77,1234.80,823.75,-10.54,-4.80,31-DEC-2999,-
BHARATFORG,479.95,487.70,474.25,481.90,3.70,0.77,693.90,445.25,-25.00,0.17,31-DEC-2999,-
BHARTIARTL,349.70,351.90,346.35,349.00,-4.20,-1.19,366.06,253.99,-6.16,7.55,23-APR-2019,RIGHTS 19:67 @ PREMIUM RS 215 PER SHARE
BHEL,69.10,73.25,68.65,72.70,3.70,5.36,86.85,56.20,-2.87,-1.02,31-DEC-2999,-
BIOCON,534.60,553.45,531.90,552.00,17.40,3.25,718.00,508.50,-14.47,-10.01,31-DEC-2999,-
BOSCHLTD,17005.00,17249.00,16850.10,16901.20,-71.30,-0.42,22400.00,16629.55,-4.82,-6.13,31-DEC-2999,-
BPCL,393.00,403.85,388.85,401.90,6.45,1.63,429.15,238.55,8.23,15.16,31-DEC-2999,-
BRITANNIA,2870.00,2905.00,2858.05,2900.00,48.95,1.72,3467.18,2615.85,-49.28,-2.63,31-DEC-2999,-
BSOFT,87.10,94.60,83.10,92.50,3.65,4.11,314.50,80.15,-,-,31-DEC-2999,-
CADILAHC,254.60,259.75,253.00,255.05,2.25,0.89,432.50,241.75,-28.61,-22.61,31-DEC-2999,-
CANBK,274.65,285.55,273.80,280.60,4.55,1.65,302.30,204.75,14.48,2.60,31-DEC-2999,-
CANFINHOME,357.00,357.05,348.80,353.70,-4.00,-1.12,406.85,216.50,-0.01,11.56,31-DEC-2999,-
CASTROLIND,146.00,150.90,146.00,149.65,3.05,2.08,183.85,134.95,-8.05,-4.53,09-MAY-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RS 2.75 PER SHARE
CEATLTD,1032.10,1054.50,1016.30,1021.00,-19.10,-1.84,1455.00,935.50,-21.45,-6.28,31-DEC-2999,-
CENTURYTEX,1025.05,1061.15,1022.50,1055.50,24.75,2.40,1061.15,705.50,11.05,14.30,31-DEC-2999,-
CESC,736.00,757.90,736.00,747.00,3.75,0.50,1058.40,642.00,-26.80,8.60,31-DEC-2999,-
CGPOWER,39.25,39.70,37.70,37.85,-1.35,-3.44,80.00,20.25,-47.43,0.80,31-DEC-2999,-
CHENNPETRO,218.50,225.00,217.00,223.75,5.80,2.66,344.95,196.80,-16.36,-13.48,31-DEC-2999,-
CHOLAFIN,1495.05,1519.50,1490.05,1512.00,27.20,1.83,1649.95,1038.00,1.20,6.16,31-DEC-2999,-
CIPLA,570.00,586.00,568.00,577.50,6.90,1.21,678.45,483.75,8.25,3.39,31-DEC-2999,-
COALINDIA,244.90,246.45,243.10,244.40,-0.50,-0.20,303.45,211.40,-12.75,-3.78,22-MAR-2019,INTERIM DIVIDEND - RS 5.85 PER SHARE
COLPAL,1158.65,1188.95,1158.65,1179.50,17.90,1.54,1354.80,1018.30,-5.74,-2.91,31-DEC-2999,-
CONCOR,506.00,526.50,502.05,524.00,18.45,3.65,564.00,433.60,-62.06,4.06,31-DEC-2999,-
CUMMINSIND,750.00,791.00,747.05,788.50,30.65,4.04,884.20,613.20,9.54,6.70,31-DEC-2999,-
DABUR,400.20,408.40,397.40,402.45,3.40,0.85,490.65,357.55,8.92,0.95,31-DEC-2999,-
