Symbol, Open, High, Low, LTP, Change(InPts), Change(%), 52 Week High, 52 Week Low, Change in 365 days (%), Change in 30 days(%), Date, Announcement
ACC,1549.80,1590.50,1542.20,1567.00,24.80,1.61,1769.05,1326.00,11.47,1.37,31-DEC-2999,-
ADANIENT,200.95,203.90,198.25,199.50,-0.95,-0.47,203.90,113.00,14.00,38.98,31-DEC-2999,-
ADANIPORTS,390.00,394.95,389.75,391.50,1.75,0.45,430.60,292.10,23.00,-3.07,31-DEC-2999,-
ADANIPOWER,68.15,73.80,68.15,71.55,3.65,5.38,73.80,33.25,42.53,16.72,31-DEC-2999,-
AMARAJABAT,694.00,695.45,657.00,658.00,-31.75,-4.60,806.75,572.85,-11.85,-7.57,31-DEC-2999,-
AMBUJACEM,203.00,206.70,202.15,203.45,1.85,0.92,244.00,184.10,1.75,3.62,31-DEC-2999,-
APOLLOHOSP,1461.00,1471.00,1411.00,1417.95,-42.05,-2.88,1579.70,1083.10,20.94,2.82,12-SEP-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 6 per share
APOLLOTYRE,189.75,190.65,184.80,185.00,-4.20,-2.22,244.85,144.05,-15.29,9.56,31-DEC-2999,-
ASHOKLEY,75.05,76.70,74.00,75.15,-0.80,-1.05,122.85,56.95,-33.70,11.09,31-DEC-2999,-
ASIANPAINT,1775.00,1790.00,1766.20,1785.00,18.65,1.06,1834.80,1213.80,46.58,2.06,30-OCT-2019,INTERIM DIVIDEND - RS 3.35 PER SH
AUROPHARMA,479.50,507.50,474.05,477.35,-3.15,-0.66,838.00,435.35,-39.77,-17.65,21-AUG-2019,ANNUAL GENERAL MEETING
AXISBANK,754.95,754.95,735.55,741.80,-6.50,-0.87,827.75,580.50,23.19,10.98,31-DEC-2999,-
BAJAJ-AUTO,3236.00,3248.25,3181.30,3218.00,-14.65,-0.45,3289.00,2442.20,23.82,11.05,31-DEC-2999,-
BAJAJFINSV,8480.00,8750.00,8450.25,8745.00,360.25,4.30,8750.00,5370.65,62.35,3.53,31-DEC-2999,-
BAJFINANCE,4087.00,4177.50,4076.15,4120.00,50.15,1.23,4219.85,2233.10,70.38,4.05,31-DEC-2999,-
BALKRISIND,878.80,883.00,861.95,866.00,-6.80,-0.78,1189.65,682.00,-23.71,13.72,31-DEC-2999,-
BANKBARODA,100.45,103.75,100.35,102.10,2.10,2.10,144.00,85.65,-5.20,12.32,31-DEC-2999,-
BANKINDIA,71.25,73.15,71.00,71.30,0.30,0.42,110.15,57.45,-17.14,15.19,31-DEC-2999,-
BATAINDIA,1758.00,1759.00,1715.20,1730.95,-10.30,-0.59,1814.00,943.65,70.47,2.54,31-DEC-2999,-
BEL,121.05,122.10,119.05,119.25,-1.15,-0.96,122.10,72.50,22.31,13.14,20-AUG-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 1.70 PER SHARE
BERGEPAINT,509.00,513.45,497.05,505.50,-3.00,-0.59,533.75,277.15,73.12,18.09,31-DEC-2999,-
BHARATFORG,459.00,467.40,454.20,463.00,4.25,0.93,637.30,376.00,-20.32,4.93,31-DEC-2999,-
BHARTIARTL,378.25,381.70,374.00,377.35,4.30,1.15,397.00,258.72,28.57,9.41,31-DEC-2999,-
