Symbol, Open, High, Low, LTP, Change(InPts), Change(%), 52 Week High, 52 Week Low, Change in 365 days (%), Change in 30 days(%), Date, Announcement
ACC,1611.65,1627.40,1555.05,1579.80,-28.35,-1.76,1769.05,1322.55,0.39,8.85,31-DEC-2999,-
ADANIENT,146.10,147.70,140.50,143.45,-2.40,-1.65,180.80,113.00,4.44,6.06,29-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 0.40 PER SHARE
ADANIPORTS,415.20,417.90,401.60,405.00,-8.95,-2.16,430.60,292.10,22.60,12.10,26-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 0.20 PER SHARE
ADANIPOWER,64.80,65.25,60.25,61.70,-2.60,-4.04,69.90,21.00,136.85,7.49,30-JUL-2019,ANNUAL GENERAL MEETING
AMARAJABAT,716.00,727.90,698.55,701.50,-16.10,-2.24,806.75,572.85,-5.88,13.18,11-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 5.08 PER SHARE
AMBUJACEM,204.40,205.65,193.70,199.05,-4.90,-2.40,244.00,188.35,-10.62,2.95,31-DEC-2999,-
APOLLOHOSP,1398.00,1408.95,1360.50,1367.00,-28.50,-2.04,1579.70,1025.25,28.47,-8.47,12-SEP-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 6 per share
APOLLOTYRE,181.70,182.55,167.35,169.60,-12.05,-6.63,244.85,144.05,-20.41,-0.38,23-JUL-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RS 3.25 PER SHARE
ASHOKLEY,68.00,69.75,65.00,66.80,-1.90,-2.77,123.10,56.95,-44.40,2.22,23-JUL-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RS 3.10 PER SHARE
ASIANPAINT,1768.95,1799.90,1757.00,1763.55,1.40,0.08,1820.00,1118.00,37.80,11.85,31-DEC-2999,-
AUROPHARMA,589.05,596.50,567.50,577.10,-11.90,-2.02,838.00,536.60,-25.02,-4.62,21-AUG-2019,ANNUAL GENERAL MEETING
AXISBANK,687.10,701.25,656.25,676.75,-8.25,-1.20,827.75,534.55,14.04,4.81,31-DEC-2999,-
BAJAJ-AUTO,2945.00,2977.70,2888.05,2915.95,-25.85,-0.88,3149.95,2420.00,6.81,5.49,11-JUL-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RS 60 PER SHARE
BAJAJFINSV,8571.00,8613.95,8285.90,8471.00,-42.00,-0.49,8668.80,4955.00,44.02,20.56,11-JUL-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RS 2.50 PER SHARE
